cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
302.0,Wattoville,Wattnvillc,Wattovillc,,,,,,,,,,,,,,,,,
303.0,Ursiui,résis—,persis—,,,,,,,,,,,,,,,,,
304.0,Grâccs,Le Grâçe,,,,,,,,,,,,,,,,,,
305.0,situa—,Rupt,Bupt,Àlbért,Itupt,,,,,,,,,,,,,,,
306.0,Bresse,E_mpressé,pres—,Presse,,,,,,,,,,,,,,,,
307.0,Cos,mﬁtu—,costu—,,,,,,,,,,,,,,,,,
308.0,Schmu,Schmulce,Sebmuke,Schmuke,,,,,,,,,,,,,,,,
309.0,Eugénie,Marie—,Marie-Eugénie,Marie—Eugénie,,,,,,,,,,,,,,,,
310.0,vingt—sept,Nucingen,Nucin-,,,,,,,,,,,,,,,,,
311.0,Vauchel-,Touches,N“couche,,,,,,,,,,,,,,,,,
312.0,Cour,Sa—,Impurtiul,courtisa—,,,,,,,,,,,,,,,,
313.0,de Belgique,belvcdèrc,Belgique,,,,,,,,,,,,,,,,,
314.0,applaudisse—,Sii,Siiisse,,,,,,,,,,,,,,,,,
315.0,de Saxe,Saxe,,,,,,,,,,,,,,,,,,
316.0,alpes,Alpes,,,,,,,,,,,,,,,,,,
317.0,rantiras,iran,aspira—,eXpirant,,,,,,,,,,,,,,,,
318.0,a‘mbitldi‘l',ambi—,L’AMBITIEUX,ambitieuk,,,,,,,,,,,,,,,,
319.0,Magistrature,Préfecture,Couture,,,,,,,,,,,,,,,,,
