text,cluster
coureius,196
nousle,196
nousf,196
L1N,197
L1IN,197
L1y,197
l1,197
Hll1,197
L1,197
"I
I
E.",198
"E


I
E.
IL",198
"AI
A",198
"T'I
r",198
"II
I
E

E",198
"I
12I
L",198
"I
M",198
"I
L",198
"I
E
I

C

R
I
I

 
-
ET
ELLE",198
"zZ
E

I
x1I
I.",198
"II
E",198
"I
E",198
"XI
E
I
 C",198
"I
Ah
E",198
"I
I
E",198
coinpartimentsau,199
Fatalement,199
demeuxez,199
"opinion2
- Pas entierement",199
Ioissements,199
senor Palamede,199
- Nullement,199
dementi,199
entieement us,199
"1 L.T
-
189
rEI

E",200
"II




 L",200
"II

l",200
"CI

l
M
OR",200
LE6A L,200
UN NI L.,200
"I
I




 L.I

E",200
"I


L",200
"A L
T",200
chateau de Maleval,201
Jerusalem,201
alluma,201
alever,201
Malevul,201
Malevall,201
alpio,201
Alos,201
Mee de Maleval,201
malte,201
Maleval,201
Royal-Marine,201
Égal,201
Bordeaux,202
AU CHATEAU,202
Aucue,202
beauceoup,202
Eau-Jaune,202
Nouveau-,202
lBeau-,202
saus,202
"xEZIE

l
EAU",202
EAU,202
guer-,203
L’,203
vigueui,203
Iatigues,203
Iatiguer,203
ciell,204
BELLE IVIEnE,204
BIELLB AIV1EIE,204
"BLLLE R1YIE
landier",204
MLLLE IIVIEIE,204
"Ee ie e iees
daa",204
IELLlE IVIEE,204
opposea,205
Opossum,205
reposet,205
epos,205
dislance,206
elanca,206
fe-blanc,206
blancsl,206
Blancs,206
ouchee,207
penchee,207
tche,207
huche,207
chegz,207
sachet,207
lche,207
Lhches,207
Cher,207
sachem,207
chevaux7 Cependant,207
Couchez,207
Marcher,207
cher-,207
recherchee,207
lches,207
chefl,207
"leude cheri
de",207
empecher,207
morichee,207
Tbucher,207
breche,207
Marches,207
Cherche,207
Cherie,207
allezl,208
Palez,208
parlez1,208
Allez,208
loup-Hande,209
louha-Hande,209
263,209
Iouha-Hande,209
Iouha-,209
IKouha-Hande,209
hha,209
Iouha-Hand6,209
Kouha,209
Kouha-Hande,209
L2LLLLL,210
BLLLE,210
BELLlE RIV1LE,210
"BELLlE R1ELLE
Deux heures",210
BELLLE IYIEnE,210
BELLL,210
LLLB,210
Oll,210
BELLE IY1JE,210
BELLB,210
BELLLE RIV1En,210
BELLlE,210
N0tu,211
tu6s,211
c0,211
C018,211
c0Tu,211
Bonsoir,212
ontfond6,212
baon,212
N7,212
bon7,212
Bisons-Hurons,213
Yoguons,213
Huml,213
Huron,213
Loups-Hurons,213
Fumerons-,213
everrons,213
Hurons,213
Bergel,214
lBerger7,214
.aUberge,214
abbe,214
Bergei,214
Berge,214
Necessite,215
fort Ncessite,215
fort Necessite,215
E;.,216
I,216
"L,5",216
"L,;.",216
