cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
260,matu,mathmaticicn,natuie,,,,,,,,,,,,,,,,,,,,,
261,Cerfs,avanca,Lextravagance,mlavancer,Laval,,,,,,,,,,,,,,,,,,,
262,cossais,Mai-,jaais,Maisje,sais,Jamais,,,,,,,,,,,,,,,,,,
263,levit,svit,,,,,,,,,,,,,,,,,,,,,,
264,Sphinx,kRhin,frontire du kRhin,le Rhin,,,,,,,,,,,,,,,,,,,,
265,Diablel,Impossiblel,Iavorable,,,,,,,,,,,,,,,,,,,,,
266,"amateursl o
-  Eh",Maternite,chuclola,mateclot,,,,,,,,,,,,,,,,,,,,
267,d6bordes  o,Bordelaise,Borlelais,Borde-,La Borlelaise,Bordelais,Bordeaux,,,,,,,,,,,,,,,,,
268,Concoit,congediee,macons,deu garcons iatigues,conita,Con,,,,,,,,,,,,,,,,,,
269,h0tel de Nantes,htel,A6,propricte do lh0tel,h0tel,,,,,,,,,,,,,,,,,,,
270,amusaitl,decoraitles,reverraitl,reverbresL,,,,,,,,,,,,,,,,,,,,
271,marquede,Turque,Lesurques,Rque,Parquet,,,,,,,,,,,,,,,,,,,
272,Ecosse,Colosse,grosse,Gros l,,,,,,,,,,,,,,,,,,,,
273,nibce,ecria,Brie,Ibcrien,,,,,,,,,,,,,,,,,,,,
274,Cate,Ga-,atalogue,Atala,Catau,Lavocat,,,,,,,,,,,,,,,,,,
275,Flabart,Lartiste,ecarta,mbes ecartees,Art,IArt,,,,,,,,,,,,,,,,,,
276,"aprs520
L'",exprs,quaprs,aprs,auprs,Aprs,L'aprs,,,,,,,,,,,,,,,,,
277,misre,Misericorde,tamise,ami.n,,,,,,,,,,,,,,,,,,,,
278,Ormes,messc,Ilammes,"Armes,1",,,,,,,,,,,,,,,,,,,,
279,Pomnadre,Gymnase,Phedre,,,,,,,,,,,,,,,,,,,,,
280,grace,glacee,lace cramoisie,,,,,,,,,,,,,,,,,,,,,
281,cheres,urracher,cheri,"Pe-
cherie",Cher,Boucher,Vnus,"mor
cher",Long-llocher,,,,,,,,,,,,,,,
282,intertts,Montebello,Montereau,port le Montereau,rs,,,,,,,,,,,,,,,,,,,
283,Lembarras,passee,Brasseur,Barrot,barrassee,,,,,,,,,,,,,,,,,,,
284,plcein,reinc n.,-  Hein,hein,,,,,,,,,,,,,,,,,,,,
285,iaon cte  c0te,1L,"au-
Tes","au-
tre c0te","au-
tre c0te de la table",,,,,,,,,,,,,,,,,,,
286,Puisquon,uis,.Puis,buis,econduisailt,,,,,,,,,,,,,,,,,,,
287,Pharamond,d'York,monl1e,Mondor,mondt,,,,,,,,,,,,,,,,,,,
288,Damnbreuse,Dmbreuse,Ambigu,dcembre,Dambreuses,Cez les Dambreuse,nterrompre M. Dambreuse,fosse de M. Dambreuse,Dambreuse,"Daibreuse:10
L",breuse,Mnis M. Dambreuse,Ambreuse,,,,,,,,,,,
289,Bac,n,-  Bien,Combien,bien376,,,,,,,,,,,,,,,,,,,
290,turge,Luxembourg,de Bourges,Bourgeoise,Luxembour,Hapsbourg,Bourse,Bourges,,,,,,,,,,,,,,,,
291,Essniens,Tiens,mens,Autrichiens,Amiens,Iense,tctc,vienslo,Deviens,,,,,,,,,,,,,,,
292,Institut,lInstitut,us,"constitucion de Ca-
diz",,,,,,,,,,,,,,,,,,,,
293,rue Paradis-Poissonnibre,Poissonniere,Poisson-,Poissonnibre,bannibres,,,,,,,,,,,,,,,,,,,
294,Croix-Hlousse,irus-gii;;i3It,.l,".,s-i",Russe,Russie,,,,,,,,,,,,,,,,,,
295,Melun,supportailune,lune,forlune,,,,,,,,,,,,,,,,,,,,
296,Negricr,vicux,Dcux,Burricu,de382,Desgricux,,,,,,,,,,,,,,,,,,
297,beux-rts,Mloulin-Rouge,Peaux-Rouges,Iare-aux-Fces,,,,,,,,,,,,,,,,,,,,
298,chre,seucestochre do,cochre,,,,,,,,,,,,,,,,,,,,,
299,collbge,des collges,Collge de France,collge,collge de Sens,,,,,,,,,,,,,,,,,,,
300,rue Rumfort,rue lumfort,Rumfort,lumfort,,,,,,,,,,,,,,,,,,,,
301,Etretat,lEtat,Etatl,kEtat,"E
tat",Etat,Letat,,,,,,,,,,,,,,,,,
302,-  Tenezl,lrenez,Prends,Comprenez,Prenez gardel,,,,,,,,,,,,,,,,,,,
303,Iu reussiras,coussins,Cousin,poussibere,,,,,,,,,,,,,,,,,,,,
304,la manche,"jaun
blanches",manche,,,,,,,,,,,,,,,,,,,,,
305,Pellerin,Pollerin,serin-L,Fr4lerie,ellerin,Poellerin,,,,,,,,,,,,,,,,,,
306,kosanelte,Hosnelte,llosaneltte,sonnelte,,,,,,,,,,,,,,,,,,,,
307,Theodore,dme du Pantheon,Panthon,Pantheon,,,,,,,,,,,,,,,,,,,,
308,Vincennes,rue Vivienne,aulgrienne,ancienne176,Vivienne,Vienne,,,,,,,,,,,,,,,,,,
309,Plazot,plalcs,,,,,,,,,,,,,,,,,,,,,,
310,cn,pcrsonne,St personne,-  Personnel,Frisonne,,,,,,,,,,,,,,,,,,,
311,I',Travaillezl,fiamille,ravailleurs,Lille,volaille,tille,"lille Com-
ain",Milles,Iille,lille,broussuilles,tuille,vtillesl A,Lillec,colonne de Juillet,nille,billee,Canaille,ranquille,tranquille,Vazeille,iille,
312,Italienne,d'Italie,l'Italie,Ita-,Alieu,Italie,Italiens,,,,,,,,,,,,,,,,,
313,Causons,Bugcaud,tablcaux,batcau,le Bugcaud,,,,,,,,,,,,,,,,,,,
314,Iiront,lironie,Ironcrent,affranchiront,Iront,,,,,,,,,,,,,,,,,,,
315,punch,Unc,unc,,,,,,,,,,,,,,,,,,,,,
316,Ro-,lns,camelias,Ili,camlias,Plilias,familiarite,,,,,,,,,,,,,,,,,
317,"Trois-
rbres-Provencaux",0uX.,"rue
le Provence",Trois-Frres-Provencaux.-,,,,,,,,,,,,,,,,,,,,
318,ecrans,Orleans,Orlans,Mormans,porlail,,,,,,,,,,,,,,,,,,,
319,Pitie,Soitl,moitie,Poitiers,lamitie,,,,,,,,,,,,,,,,,,,
320,Mlorgue,Eh 1 M. Mloreau m'inquiete,deplorer,,,,,,,,,,,,,,,,,,,,,
321,Sainte-Genevieve,Geneve,Eugene,,,,,,,,,,,,,,,,,,,,,
322,reprenaicnt,faisaicnt,ncnt,sentaicnt,appuicnt,amenaicnt,secouaicnt,examinaicnt,ctaicnt,manquaicnt,accusuicnt,Oricnt,,,,,,,,,,,,
323,Monsieurl,monsicur,l6-,monsieti,Monsei-,Monsicur,Mlonsieur,Monsiecur,,,,,,,,,,,,,,,,
324,rue Descartes,rue de l'Empereur,"Mlme de
taiel",rue de Marbueuf,rue de Richelieu,vtue de nankin,rue de Breda,rue de Clery,cruinte de deplaire,rue de l'Arcade,rue de Rivoli,rue de Valois,rue des Irois-llois,,,,,,,,,,,
325,"procbs-ver-
ul",Gouver-,Ver-,,,,,,,,,,,,,,,,,,,,,
326,Le Citoyen,moyenl,Moyens,Citoyen,Le Citoyen epilogua,Citoyen etonne,Citoyens,,,,,,,,,,,,,,,,,
327,"v-
peuI",peun,,,,,,,,,,,,,,,,,,,,,,
328,"cafe170
L",cafds,,,,,,,,,,,,,,,,,,,,,,
329,elfraya,A Bray,Bray,ebranlie,,,,,,,,,,,,,,,,,,,,
330,etaitune,discutaitla,"etait136
L",sortaitpar,,,,,,,,,,,,,,,,,,,,
331,A gcnoux,Mrnoux,burnousl,Pidoux,noux,lArnoux.-.7I,Arnoux,"Mme
Arnoux",Arnou,Arnouxl,,,,,,,,,,,,,,
332,Pareils,crepe,tombereitx,leil,Creil,,,,,,,,,,,,,,,,,,,
333,ceda,quartier Breda,Chbre,Vu-,Breda,,,,,,,,,,,,,,,,,,,
334,au Havre,du Havre,gare du Havre,,,,,,,,,,,,,,,,,,,,,
335,gonie,Apollo-,Apollonie,,,,,,,,,,,,,,,,,,,,,
336,IEt,Propriete,socqucs,Soci4ete,Societe,societc,"Societe des Fa-
milles",,,,,,,,,,,,,,,,,
337,Boulogne,bois de Bologne,bois de Boulogne,dCcbarque  Boulogne,,,,,,,,,,,,,,,,,,,,
338,nir,ainirenl ie dnlagc,Liban,bannire,,,,,,,,,,,,,,,,,,,,
339,Troplong,hrume,on longca,Longjumeau,,,,,,,,,,,,,,,,,,,,
340,sSENTIMIENTALE,sETIMIENTALE,L I:UAI0ON SENTIMIIE NTAI.IE,SENTI MIENTALE,SENTIMINTAILE,SENTIMIE,sENTIMIENTALE,L'incATI0N sSENTIMIENTALE,SENTIMIENTA,,,,,,,,,,,,,,,
341,h Martinon,rue Caumartin,Martinon,Lnmartine,,,,,,,,,,,,,,,,,,,,
342,Tournez,ldternelle,la Tournelle,Letourncur,elfrne,Tournelle,,,,,,,,,,,,,,,,,,
343,sentan,SEN T IMENTALE,SE NT1MENTALE,SENTIME NTA,SENTIMENTALE,ENTALE,SENTI,sSENTIMENTALE,sENTI E NIALE,Vraimentl,SENTIMENTA IL E,SENTIMTENTAILE,sENTIMENTALE,SENTIMENTAILLE,comnplimenter,,,,,,,,,
344,nU C,Chapeau,ganse du chapeau,,,,,,,,,,,,,,,,,,,,,
345,got,gote,degot,,,,,,,,,,,,,,,,,,,,,
346,IR,quin,Qui?n,tqui,,,,,,,,,,,,,,,,,,,,
347,tetes,secousses de tete,qutete,tete-a-tete,ttete,hochantla tete,nu-tete,tete,tetel,,,,,,,,,,,,,,,
348,comis-voyageu,Voyait,Savoyard,,,,,,,,,,,,,,,,,,,,,
349,Regim-,egimbart,lRegimbart,legimburt,Regimbart,Regimbartl,,,,,,,,,,,,,,,,,,
350,Arc de triomphe,Chevalier noyen age,Arc de triomphe un cheval mort,,,,,,,,,,,,,,,,,,,,,
351,"ti 
I
 i 1eitiuiiitiifiiiii
.:tnehihuiwf",v0-,Magis-,IIis-,,,,,,,,,,,,,,,,,,,,
352,Pa-,h Deslau-,Decslau-,Deslau-,,,,,,,,,,,,,,,,,,,,
353,Grammont,Montpensier,Montrez,Aspremont,Montataire,Mont-,"Mont-
charron",,,,,,,,,,,,,,,,,
354,ayec,Irayeur,layes,balayes,ayeec,,,,,,,,,,,,,,,,,,,
355,rue de Cloiseul,rue de Choisceul,rue de Chabrol,V0us,Choiseul,"rue de
Choiseul",rue de Choiseul,,,,,,,,,,,,,,,,,
356,lquelle,Quelqtutes,Quelqt,Quelqucfois,uelquefois,Quelqu,Quelquefois,frequen,Quelquelois,Quelque,Quelquun,,,,,,,,,,,,,
357,mele,pele-mtle,pele-mele,,,,,,,,,,,,,,,,,,,,,
358,seuil du boudoir,teuil,auteuil,Auteuil,,,,,,,,,,,,,,,,,,,,
359,Saumon,bDaumont,aumone,,,,,,,,,,,,,,,,,,,,,
360,hasta,Castilles !,lBastille,place de la Bastille,ln190,fastilieuse,Bastille,,,,,,,,,,,,,,,,,
361,aggravee,AVez,J,pave,,,,,,,,,,,,,,,,,,,,
362,Palerme,-  Permettezl,permettezl,,,,,,,,,,,,,,,,,,,,,
363,lithographiecel-bre,la piece,piece,,,,,,,,,,,,,,,,,,,,,
364,Arn0ux,Arntu,,,,,,,,,,,,,,,,,,,,,,
365,ulcools,Aulcuil,,,,,,,,,,,,,,,,,,,,,,
366,cntendez,ia,snte,largenterie,Dantc,Bacchante,lentendant chanterl,Ievue Indeeudante,,,,,,,,,,,,,,,,
367,pnrtit,lbitit,jctit,,,,,,,,,,,,,,,,,,,,,
368,Champ de Mars,"Champ de
Iars","Champ
e MIars",Champ de Iars,,,,,,,,,,,,,,,,,,,,
369,Suresne,Censure,censcur,,,,,,,,,,,,,,,,,,,,,
370,aeo,boulevrd,boulevards des Gobelins,Moulevard,boulevard sen,,,,,,,,,,,,,,,,,,,
371,"doute?n
-  Pas du tout l elle est honnete",tout;-,Toutle,Partout,,,,,,,,,,,,,,,,,,,,
372,lgre,Malgre,ct,ngres,La Fougre,gre,,,,,,,,,,,,,,,,,,
373,Pvesse,LG,Osage,Sagesse,,,,,,,,,,,,,,,,,,,,
374,geniel,In,Genie,genie,,,,,,,,,,,,,,,,,,,,
375,Autorile,MP,Autorit,"T,'",lhorizon,,,,,,,,,,,,,,,,,,,
376,jce,Molibre,civibre,Premibres,premibre,,,,,,,,,,,,,,,,,,,
377,Devant,Mlontreuil-Nantua,regagnantsa,Nantes,lhunanit,nankin,cinabe,dinant,,,,,,,,,,,,,,,,
378,ablmes,Avt,blme d'exagere,aad,blme,,,,,,,,,,,,,,,,,,,
379,Montagne,kaolin de Bretagne,Bretagne,,,,,,,,,,,,,,,,,,,,,
380,Change,Changar-,La revocation du general Changarnier,Changarnier,,,,,,,,,,,,,,,,,,,,
381,ctrusques,legiaques,ctsques,pItesque feroce,,,,,,,,,,,,,,,,,,,,
382,Buins-Chinois,Bobino,Chinois,,,,,,,,,,,,,,,,,,,,,
383,gantee,Irayante,Barante,Quarante,,,,,,,,,,,,,,,,,,,,
384,Ton,sala l3onne-Nou-,fnee,nglo-fSaxonnes,Sorbonne,gnonnc,en10,Letonnemnent,tonnee,,,,,,,,,,,,,,,
385,Albion,Iond,Lc,feconde,ionde,blonde l,,,,,,,,,,,,,,,,,,
386,"rue
Coq-Heron",rue Coq-Ileron,Coq-Ileron,,,,,,,,,,,,,,,,,,,,,
387,comprilt,tenailt,prilt,,,,,,,,,,,,,,,,,,,,,
388,oubliec,illusionsl,Conslitulion,Oublions,,,,,,,,,,,,,,,,,,,,
389,Ohe l,lBoheme,boheme,Boheme,,,,,,,,,,,,,,,,,,,,
390,Frderic,Fderic,Gericault,attraper Frderic,Fr6deric,Fr4deric,,,,,,,,,,,,,,,,,,
391,Guizol,Pur,guipure,,,,,,,,,,,,,,,,,,,,,
392,-  Tapecz,-  Pas,"chapeletsln
-  Pas",,,,,,,,,,,,,,,,,,,,,
393,Patience,Conference,Regence,Imince,Isle,vengence;-,Intelligence,Providence,faience,lexislence,,,,,,,,,,,,,,
394,cpagne,l'Espagne,musee espagnol,d Espagne,d'Espagne,Espagnolet,Espagne,,,,,,,,,,,,,,,,,
395,Norvins,mnains,medecins,Amcricains,insree dns,nins,Linsuccs,cerains,,,,,,,,,,,,,,,,
396,designe,Empoigne,rsignee,chtaigners,Religion,I85,Seigneurl,Ligne,,,,,,,,,,,,,,,,
397,dontj',gueridon,Don,ldont,,,,,,,,,,,,,,,,,,,,
398,Made-,la Madeleine,delend,Madeleine,,,,,,,,,,,,,,,,,,,,
399,Iu,Fortelle,velle,lElle,Mrelle,Belle-,Bellevue,Elloe,ellet,Miclel,Ellemontadedans,Bagatelle,rue Bellefond,qulelle,perpctuelle,Ellel,,,,,,,,
400,harem,lappartemcnt,gravemcnt,dcouragemcnt,"brav
garcon lcha immdiatemcnt","recensemcnt lIu-
t mann",confusemcnt,semcnt,rayonnemcnt,remcnt,economiquemcnt,,,,,,,,,,,,,
401,Sncal,m-,alluma,Sncall,,,,,,,,,,,,,,,,,,,,
402,Restez,dressce,IEst,Svres,Nest,restc,,,,,,,,,,,,,,,,,,
403,Havre,llavre,navre,Avrt,,,,,,,,,,,,,,,,,,,,
404,enlra,attroupemenlts,definitive,enlfin,Infin,,,,,,,,,,,,,,,,,,,
405,Naples,cenltuple,Peuple,ple,pcuple,,,,,,,,,,,,,,,,,,,
406,oii,filoselle,Philosophie,Ilot,Los,Milo,IlOS,,,,,,,,,,,,,,,,,
407,Ciu-.lars,dclara,Mlarie,Niagara,Lara,Balaruc,,,,,,,,,,,,,,,,,,
408,rue Fromanteau,Fromanteau,,,,,,,,,,,,,,,,,,,,,,
409,EncATI0N,l108,CA TI0N,iEncATI0N,EcATI0N,TI0N,UCcATI0N,G,fncATI0N,,,,,,,,,,,,,,,
410,Desluuriers,Deslauricrs,e,Decslauriers,bDeslauriers,Deslauriers,,,,,,,,,,,,,,,,,,
411,pont de la Boucherie,pont de Charenton,place de la Concorde,ecrans de la cleminec,pont de la Concorde,,,,,,,,,,,,,,,,,,,
412,Chitillon,Postillon russe,tillon,k.,Postillon,postillon,,,,,,,,,,,,,,,,,,
413,Catlerine,Cautherine,Athee,Catherine,,,,,,,,,,,,,,,,,,,,
414,cltne,orfevrerie,chbevre,sevre,,,,,,,,,,,,,,,,,,,,
415,Ar-,ar-,,,,,,,,,,,,,,,,,,,,,,
416,Ilpublique,Rpublique,Repnblique,lRepublique,Republiquel,Republique,,,,,,,,,,,,,,,,,,
417,MIis,ciseax,MIise-,,,,,,,,,,,,,,,,,,,,,
418,baionnetles,Emball  o dit llussonnet,son32,ahus,Iussonnet,Hussonne,fort honnete,Iussonnct,Hussonnet,,,,,,,,,,,,,,,
419,recut,fort gentimenl,recut fort gentimenl,,,,,,,,,,,,,,,,,,,,,
