cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
248,Damnbreuse,Dmbreuse,Ambigu,dcembre,Dambreuses,Cez les Dambreuse,Ambrecicourt,nterrompre M. Dambreuse,fosse de M. Dambreuse,Dambreuse,"Daibreuse:10
L",breuse,Mnis M. Dambreuse,Ambreuse,,,,,,,,
249,boulevrd,boulevards des Gobelins,Moulevard,boulevard sen,,,,,,,,,,,,,,,,,,
250,turge,Bourbonnais,de Bourges,Bourgeoise,Hapsbourg,Bourse,Bourges,,,,,,,,,,,,,,,
251,ourgogne,k.,Bourgogne,,,,,,,,,,,,,,,,,,,
252,Presi-,apres la bire,Isle,Presles,reverbresL,ferme de Presles,Vepres,Presilent,,,,,,,,,,,,,,
253,hrume,Iort,rue Rumfort,cortge,rue lumfort,Rumfort,lumfort,,,,,,,,,,,,,,,
254,Anjou,acajou,rue Joubert,journce,jou,toujoursl,l.,,,,,,,,,,,,,,,
255,rue Paradis-Poissonnibre,Poissonniere,Poisson-,Poissonnibre,bannibres,,,,,,,,,,,,,,,,,
256,mune,Melun,brune,supportailune,lune,forlune,,,,,,,,,,,,,,,,
257,chre,seucestochre do,cochre,,,,,,,,,,,,,,,,,,,
258,collres-forts,collbge,des collges,collge,collge de Sens,,,,,,,,,,,,,,,,,
259,ln190,en10,n1,,,,,,,,,,,,,,,,,,,
260,Svres,Havre,au Havre,du Havre,gare du Havre,llavre,navre,Avrt,,,,,,,,,,,,,,
261,la manche,"jaun
blanches",manche,,,,,,,,,,,,,,,,,,,
262,Pellerin,Pollerin,serin-L,ellerin,Poellerin,,,,,,,,,,,,,,,,,
263,sinthe,Theodore,dme du Pantheon,Panthon,Pantheon,,,,,,,,,,,,,,,,,
264,pauvrejeune,nuvre,Huvre,zhef-d'euvre,euvre,,,,,,,,,,,,,,,,,
265,Vincennes,rue Vivienne,aulgrienne,ancienne176,Vivienne,Vienne,,,,,,,,,,,,,,,,
266,rue de l'Empereur,rue de Richelieu,rue le Fleurus,vtue de nankin,Fleurus,rue de Fleurus,,,,,,,,,,,,,,,,
267,vrole,proletariat,Le Vicaire,Montataire,proletaire,Iaire,,,,,,,,,,,,,,,,
268,Italienne,d'Italie,l'Italie,Chevalier noyen age,Alieu,Italie,Italiens,,,,,,,,,,,,,,,
269,Iiront,lironie,Ironcrent,Iront,,,,,,,,,,,,,,,,,,
270,blama,rclama,m-,chuclola,la142,glacee,lacloche,Las,Laclam-,lace cramoisie,,,,,,,,,,,,
271,Orleans,Irlandais,Orlans,Mormans,porlail,,,,,,,,,,,,,,,,,
272,Bugcaud,le bulfet,le Iyve,le Bugcaud,,,,,,,,,,,,,,,,,,
273,-  Moi,Pitie,lbitit,Imoi,moitie,Poitiers,lamitie,,,,,,,,,,,,,,,
274,plcein,reinc n.,-  Hein,hein,,,,,,,,,,,,,,,,,,
275,Sainte-Genevieve,Geneve,Eugene,,,,,,,,,,,,,,,,,,,
276,Provi-,"rue
le Provence",Avide,Providence,,,,,,,,,,,,,,,,,,
277,ulcools,plalcs,Lc,lc,,,,,,,,,,,,,,,,,,
278,le France,Collge de France,Collige de France,La France,de France,"Ar-i
noux  trente mille francs",la France,,,,,,,,,,,,,,,
279,jura,duro,crpu,Pur,Puys,guipure,Puris,,,,,,,,,,,,,,,
280,huil,-  Ouil,luil,seuil du boudoir,bouillard,Drouillard,Ouil,Oui,Aulcuil,,,,,,,,,,,,,
281,"procbs-ver-
ul",reverraitl,Gouver-,Ver-,,,,,,,,,,,,,,,,,,
282,Le Citoyen,moyenl,Moyens,Citoyen,Le Citoyen epilogua,Citoyen etonne,Citoyens,,,,,,,,,,,,,,,
283,Dcs,cxcs,,,,,,,,,,,,,,,,,,,,
284,Iu reussiras,Aussit0,Caussidiere,Russe,Russie,poussibere,,,,,,,,,,,,,,,,
285,Irayeur,elfraya,A Bray,Bray,ebranlie,,,,,,,,,,,,,,,,,
286,ranquille,tranquille,,,,,,,,,,,,,,,,,,,,
287,Restez,systmnes,IEst,-  Cest,Cestune,Nest,homnes,restc,,,,,,,,,,,,,,
288,oii,Iixa,Iit,II',II,liiIrencc,"ti 
I
 i 1eitiuiiitiifiiiii
.:tnehihuiwf",ii,IIis-,,,,,,,,,,,,,
289,Etretat,lEtat,Etatl,At,et6e,kEtat,"E
tat",Etat,Letat,,,,,,,,,,,,,
290,nu-tle,Etle,ttle,decoraitles,tle,,,,,,,,,,,,,,,,,
291,A gcnoux,Mrnoux,burnousl,Pidoux,Arn0ux,noux,lArnoux.-.7I,Arnoux,"Mme
Arnoux",Arnou,Arntu,Arnouxl,,,,,,,,,,
292,ceda,quartier Breda,Chbre,rue de Breda,Breda,,,,,,,,,,,,,,,,,
293,"Trois-
rbres-Provencaux",troisime,croisales,Trois-Marics,troisiime,Troisibme,Cvroiz,Trois-Frres-Provencaux.-,Trois-,Magis-,rue des Irois-llois,,,,,,,,,,,
294,"tioi
Fe",Iois,tioi,,,,,,,,,,,,,,,,,,,
295,gonie,Apollo-,Apollonie,,,,,,,,,,,,,,,,,,,
296,Propriete,Soci4ete,Societe,societc,"Societe des Fa-
milles",,,,,,,,,,,,,,,,,
297,Boulogne,bois de Bologne,bour de basque,kaolin de Bretagne,bois de Boulogne,dCcbarque  Boulogne,,,,,,,,,,,,,,,,
298,.l,.L,,,,,,,,,,,,,,,,,,,,
299,sSENTIMIENTALE,sETIMIENTALE,L I:UAI0ON SENTIMIIE NTAI.IE,SENTI MIENTALE,SENTIMINTAILE,SENTIMIE,TI0N SENT1MIENTALE,sENTIMIENTALE,L'incATI0N sSENTIMIENTALE,SENTIMIENTA,,,,,,,,,,,,
300,cte-l,bcte,ctzx,tctc,ct,jctit,,,,,,,,,,,,,,,,
301,h Martinon,Martinon,Lnmartine,,,,,,,,,,,,,,,,,,,
302,rue Fromanteau,Fromanteau,,,,,,,,,,,,,,,,,,,,
303,Tournez,ldternelle,la Tournelle,Letourncur,Tournelle,,,,,,,,,,,,,,,,,
304,J'ai ete,tempete,tetes,secousses de tete,qutete,tete-a-tete,ttete,peut-tetre,nete,hochantla tete,bete,nu-tete,tete,tetel,.;;te,,,,,,,
305,comis-voyageu,Voyait,Savoyard,,,,,,,,,,,,,,,,,,,
306,Regim-,egimbart,lRegimbart,legimburt,Regimbart,Regimbartl,,,,,,,,,,,,,,,,
307,rd,Regardez,chicards,Gaspardo,Gardes,Niagara,regardit,Balandard,gard,,,,,,,,,,,,,
308,n0lres,laulre,prelres,aulres,,,,,,,,,,,,,,,,,,
309,Grammont,Montpensier,monl1e,Montagne,Montrez,Aspremont,Montebello,Montereau,port le Montereau,Mont-,"Mont-
charron",,,,,,,,,,,
310,AIfaires-Etrangeres,ngres,AIfaires-Etrangres,,,,,,,,,,,,,,,,,,,
311,rue de Cloiseul,rue de Choisceul,rue de Chabrol,rue de Clery,eul,Choiseul,"rue de
Choiseul",rue de Choiseul,rue de Valois,,,,,,,,,,,,,
312,equel,lquelle,Bouquet-,Quelqtutes,quell,Quelqt,Quelqucfois,uelquefois,Quelqu,Quels,uuquel,juqu',Quelquefois,frequen,Quelquelois,Quelque,Belgique,Quelquun,,,,
313,mele,Siele,pele-mtle,poele,pele-mele,,,,,,,,,,,,,,,,,
314,Naples,Temple,cenltuple,Plazot,Peuple,ple,pcuple,,,,,,,,,,,,,,,
315,perse,-  Pas,pcrsonne,St personne,sonnelte,-  Personnel,,,,,,,,,,,,,,,,
316,cblouie,oulr,Mloulin-Rouge,lout,Loulou,roulte,Bouloi,,,,,,,,,,,,,,,
317,Cisy 2,Cisy?n,ciseax,Cisy,,,,,,,,,,,,,,,,,,
318,hasta,Castilles !,lBastille,place de la Bastille,tille,fastilieuse,Clubstick,Bastille,,,,,,,,,,,,,,
319,Palerme,-  Permettezl,permettezl,,,,,,,,,,,,,,,,,,,
320,EnUCTIoN,nU C,nudl,EnUCA,EnUC,,,,,,,,,,,,,,,,,
321,Paris  Nogent,Nogentais,Nogent-sur-Seine,largenterie,Nogent,,,,,,,,,,,,,,,,,
322,lithographiecel-bre,la piece,piece,,,,,,,,,,,,,,,,,,,
323,Champ de Mars,"Champ de
Iars","Champ
e MIars",Champ de Iars,,,,,,,,,,,,,,,,,,
324,lDonc,paon,Donc,donc?n,dontj',Meudon,gueridon,Don,ldont,,,,,,,,,,,,,
325,EncATI0N,DUcATI0N,CA TI0N,iEncATI0N,EcATI0N,TI0N,I00,lesL' EDUCATI0N,EDUcATI0N,EUcATI0N,"dortoir,18
L' i:UCATI0N",EnDUCATI0N,UCcATI0N,EnDUcATI0N,UcATI0N,"par-l.
L' iDUCCATI0N",fncATI0N,,,,,
326,outle,22I,"doute?n
-  Pas du tout l elle est honnete",tout;-,Toutle,,,,,,,,,,,,,,,,,
327,Autorile,Autorit,lhorizon,,,,,,,,,,,,,,,,,,,
328,harem,ex-pre-,civibre,Premibres,Prends,premibre,,,,,,,,,,,,,,,,
329,"Mlme de
taiel",ablmes,blme d'exagere,blme,,,,,,,,,,,,,,,,,,
330,Progrs,rs do,trs,Alrs,rs,,,,,,,,,,,,,,,,,
331,Change,Changar-,La revocation du general Changarnier,Changarnier,,,,,,,,,,,,,,,,,,
332,lologne,IPologne,Bologne,la Pologne,Pologne,,,,,,,,,,,,,,,,,
333,ctrusques,legiaques,ctsques,pItesque feroce,,,,,,,,,,,,,,,,,,
334,Institut,lInstitut,Linsuccs,"constitucion de Ca-
diz",,,,,,,,,,,,,,,,,,
335,Ton,sala l3onne-Nou-,fnee,nglo-fSaxonnes,Sorbonne,Couronne,gnonnc,Letonnemnent,tonnee,,,,,,,,,,,,,
336,ILaromiguire,langge,Guizol,Languedoc,orang-outang,languir,,,,,,,,,,,,,,,,
337,Privilge,comprilt,prolilt,prilt,,,,,,,,,,,,,,,,,,
338,Ohe l,lBoheme,boheme,Boheme,,,,,,,,,,,,,,,,,,
339,lForcc,I35,Forchambeaux,Ft,Ft Forchambeaux,,,,,,,,,,,,,,,,,
340,cpagne,l'Espagne,musee espagnol,d Espagne,d'Espagne,Espagnolet,Espagne,,,,,,,,,,,,,,,
341,Made-,la Madeleine,delend,Madeleine,,,,,,,,,,,,,,,,,,
342,mutineriec,Ineuves,tinu,latinl,Enfantin,tine,,,,,,,,,,,,,,,,
343,Rosa-,Pa-,Ga-,l va-t',Ma-,Ita-,A-t-On,A-aA,A-,,,,,,,,,,,,,
344,rue de Laval,rue Tronchet,rue de la Ferme,Cygne de la Cvroiz,"tic-tac de la
cnlule",seuil de la lorette,rue de la Paix,ecrans de la cleminec,place de la Bourse,rue de l'Arcade,rue de la Ferme ?,sphre de la salle,rue de la Ferme et de la rue Tronchet,blonde l,,,,,,,,
345,filoselle,Philosophie,Ilot,losc,Los,Milo,IlOS,,,,,,,,,,,,,,,
346,musee,.A12,usl,Injustice,ahus,V0us,Vnus,us,,,,,,,,,,,,,,
347,Ciu-.lars,dclara,Mlarie,Lara,Balaruc,,,,,,,,,,,,,,,,,
348,Desluuriers,h Deslau-,Deslauricrs,Deslau-,Decslauriers,bDeslauriers,Deslauriers,,,,,,,,,,,,,,,
349,pont d'Arcole,pont de la Boucherie,pont de Charenton,place de la Concorde,pont de la Concorde,,,,,,,,,,,,,,,,,
350,"damas rouge
Quatre domestiques",Esthtique,socqucs,domestiqucs,,,,,,,,,,,,,,,,,,
351,Catlerine,Cautherine,Athee,Catherine,,,,,,,,,,,,,,,,,,
352,rue Saint-Denis,boulevard Saint-Denis,porte Saint-Denis,de Saint-Denis,,,,,,,,,,,,,,,,,,
353,orfevrerie,chbevre,sevre,,,,,,,,,,,,,,,,,,,
354,Ar-,ar-,,,,,,,,,,,,,,,,,,,,
355,"aprs520
L'",exprs,quaprs,aprs,auprs,Aprs,L'aprs,,,,,,,,,,,,,,,
356,Ilpublique,oubliec,Rpublique,Repnblique,lRepublique,Republiquel,Republique,,,,,,,,,,,,,,,
357,Unlustre,Gare ai lustrel,Mlinistk,magistralture,Ministre,,,,,,,,,,,,,,,,,
358,MIis,tamise,MIise-,,,,,,,,,,,,,,,,,,,
359,baionnetles,Emball  o dit llussonnet,Iussonnet,Hussonne,fort honnete,Frisonne,Iussonnct,Hussonnet,,,,,,,,,,,,,,
360,recut,fort gentimenl,recut fort gentimenl,,,,,,,,,,,,,,,,,,,
