cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
166,Lama,lama6,a6,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Tende,d'onde,Esconde,Correspondencia,COndessa de Chelas,Conde,Condessa de Chelas,Visconde,Hotel Mondego,"d'onde
surda",banco i lesa-onde,,,,,,,,,,,,,,,,,,
168,Divino,Meninos,Fino,SIN,Sino,Aiionsinos,Aflnsinos,Ensino,Sino de anlua,,,,,,,,,,,,,,,,,,,,
169,St,ste par-,Sonhaste,n'este Agosto,ste escadaria,ste,St I,ste au pequena ahi est,II.ESTE,"ste
rieni",Cister,ste saira,,,,,,,,,,,,,,,,,
170,tradici,lmperatriz,transvira,attrahem,tRago,tratira,atrazo,tra,sintra,Atraz,lettras,alastrira,l'Atraz,Magistratura,"tratira or  me-
nlino",noutra,,,,,,,,,,,,,
171,Arcada,dua Parada,dua Arcada,aa Arclivo,abeirou da Arcada,Archivo da Casa,,,,,,,,,,,,,,,,,,,,,,,
172,Numero,perc,merc,Merc,,,,,,,,,,,,,,,,,,,,,,,,,
173,av,Cavado,Usava,preguicavatn,Libertava,labutava,"ce
empletava",recuavan,caVa,Cavallo-,cotecava:-flor ci,"balou-
cava:-",tranquillisar cvocava,tufava,Cavallaria,Caval-,suflocava,ctbarcava,,,,,,,,,,,
174,l Nascera,Casco emtudecera,Nascera,Nascente,Scena,,,,,,,,,,,,,,,,,,,,,,,,
175,l0,IL0g0,g0,MiL0,,,,,,,,,,,,,,,,,,,,,,,,,
176,U SIM1ClhS  cRian,primeiro0,Nimes,Primo,"CRIME
35",opprime,Crime,mcxcriquice,Cruz,,,,,,,,,,,,,,,,,,,,
177,palma0,pasmava,paschoal,Almas,palmas,"palmas
lalirantes",almada,Cruz das Almas,dalma,Cez das Almas,,,,,,,,,,,,,,,,,,,
178,dIIospanha,"Espa-
nha n'uma pandega",Espanha,d'espcranga,Apanhasse,espanto0,Espa-,Hespanha,Cnhaes,espanha,,,,,,,,,,,,,,,,,,,
179,Estado,festa de,Pestana,estado,eSta,ta esta-,n'um gesto d,Est,porta l1 sta,n'esta frei-,restauradu,estupidissmn0 Estantes,espetam0,d'estanho,,,,,,,,,,,,,,,
180,d'essa,n'ess nulo,N'esse,acredito n'esses,N'essa,lago n'essa,N'Esse ing,,,,,,,,,,,,,,,,,,,,,,
181,N6s,NUs,us,amhus,Yuss,Us,Russa,Us-,,,,,,,,,,,,,,,,,,,,,
182,Sis,Lis-,rcatnlis,Nis,Crispa,I'is,LiSonja,DIVIS,MIss,Is,Iwis,fugisso,submiss,Christais,MIS,,,,,,,,,,,,,,
183,Ilrayaes,Enlre,Ilurires,Ilres,ILlremcnle,ILreuco,"sIl
Clamores",,,,,,,,,,,,,,,,,,,,,,
184,BRITES,"nOITES
b","nOITES
I0S","es
eutel m",,,,,,,,,,,,,,,,,,,,,,,,,
185,oceano Mendes,ILoueneo Mendes Milhares,Goncalo Mendes,alo Mendes,"Orgulho Mendes
Ramnires",Mendes,Gongcalo Mendes,,,,,,,,,,,,,,,,,,,,,,
186,Franziu,Brancos,Franga,"dc
Franca",Rei de fRanceza,Francezas,Franja,franc,tos francos,Arrancou,branca0,S. Francisco,Franca,ent branca,,,,,,,,,,,,,,,
187,hurrinho,Vidainhos,ahhos,palvarinhos,Pelourinho,Vidrinhos,Vidros,Esquadrinhou,,,,,,,,,,,,,,,,,,,,,
188,sevilha,Malha-e,Vermelha,Olha,embrulhado,Palha,Filha,"de-
lha",Folhas,olhava1,ma milha,lha,Ilha,Palha-Ca,ma folha,"a-
tulhava",bulha co,,,,,,,,,,,,
189,Fl-lei,Eleiciol Pois,Eleiciol,Leio,lEis,Enleio,Leit,kleicao,,,,,,,,,,,,,,,,,,,,,
190,toa-,"z-a-
L-","ma-
n.",a-,l3ra-,Vida-na,Hljlya-Ca,Julieta-,a4pa-,Ca-,Ia-,A-,,,,,,,,,,,,,,,,,
191,Santa-energia,optia er ar-,Andar de Santa Energia,Santa energia,Santa Ieneia,Santa Energia,Sonhorio de sAnta energia,"Santa Ela-
fia",,,,,,,,,,,,,,,,,,,,,
192,Margem,Ministerio da Fazenda,Brio das Margens,"us dtns manas
parlas",Margens,Diario das Margens,rio das Margens,"Baroneza
das Margens",,,,,,,,,,,,,,,,,,,,,
193,Y. E,V. Ex,V. F,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"Oliven-
ra",d'Oliveira,Oliveira...,Nlirauie,"Li por Oliveira
1I0",l'Oliveira,Oliveira-,Oliveira,districto d'Oliveira,Oliveira tnmhem veu,oliveira,"en
Oliveira",desenrolira,Oliveira-no,Im Oliveira,flieira,tlivoirn,"Oliveira
Goncalo",,,,,,,,,,,
195,Abre i Torre,Torre de l. Hamiresns,Torre de l. Imies,Torre de 1,Torre cra ois,horrifurcmn i,"Torre alvar-
ran",Torre de ID,Dize I.,Torre de I. Rtires,Torre i,Torre dourada,Torre sen-,I8,"Torre de 1D. Filha-
est",Torre de I. Hamires,0O Yidoirinha.l-Correu alsrocadamente i,Torre illuminado,Torre iratada,torre da Cara,,,,,,,,,
196,solurnu,tSolha,Sobe,Solto,desolado:-,soltar?-F,So6,Solid,Sol,di solid:z.,Ol,desolagio,,,,,,,,,,,,,,,,,
197,ulherio,Vilhena,LHe,Recolheu,Lhe,Folhetim,Fnvelheeeram,Encolheu,I'olhe,,,,,,,,,,,,,,,,,,,,
198,guardasoes,"hrda
da",Guarda,guardasolinho,,,,,,,,,,,,,,,,,,,,,,,,,
199,Terreiro da oUtra,lomba do outeiro,Outeiro,Terreiro do Pano,Terreiro l LUcta,Terreiro do ao,Terreiro l LUcta l,Terreiro-sobe,Terreiro da Lou,lomba d cerro,Terreiro,Terreiro da LOuca,,,,,,,,,,,,,,,,,
200,Torre aos Domingos,Povo de S. Domingas,Domingo,convento de S. Domingos,S. domingos,"langgr dos seus olhos humidos
amullecia coraes",i,,,,,,,,,,,,,,,,,,,,,,
201,Cm,vintcml,tcm,Tcso,,,,,,,,,,,,,,,,,,,,,,,,,
202,Torre reprehendeu,Iicillima Torre,Correu,"Torre
rostituida","Nodoa,-a Torre","correia
dum1 latego",T(torre,l1 Torre,Ioreto,Torre,TOrre,"Torre
Vagarosalntt",u Torre,Torras,Torre-,urre,la Torre,i Torre,Correio,acredito,Torres,"Torre
cra",Corredor,Torr,torre albarra,,,,
203,Toreiro-hnne,Rio te Janeiro,Janeiro,Maneiras,vczeiro,Sueiro,,,,,,,,,,,,,,,,,,,,,,,
204,pucirala,Ilalsuas,Sala-o,Sancla,Ala-do,Cala-Pela,Sala,Palacete,idealisaa,Mlalchior,Vagarsalnclie,Falar,,,,,,,,,,,,,,,,,
205,W'inchester,Manchas,Avantesmas,"anches
medicos",colches,Manches,sanches,manch0es,Cheles,,,,,,,,,,,,,,,,,,,,
206,Monge,Ionge,Ngulo,Longa-,LOnge,Gongealo,Longas,Longo,,,,,,,,,,,,,,,,,,,,,
207,Gonal,Guonealo,Gonea-,Gonealol,Goneal,Nio Goneal,Gioneale,Gonal0,lnveneao,,,,,,,,,,,,,,,,,,,,
208,Inerosos,"compridas-
sos antigos",vagaroso0,Sonhos,Nosso,pos-,Remorsos bracos d'olln,sos,versOs,Famosos,"fossos do
l'ao",immensos,,,,,,,,,,,,,,,,,
209,Inimigo,Crimine,Mim,intima,LIMITES,Imin,Intimo,Mindello,iMagines,min,,,,,,,,,,,,,,,,,,,
210,Ils,Til,Sil,Il,IL.1,l,Ilrcileiro,Cilude,IL,RMIlS,d'Abril,eil,Silves,Ilncntld,MIl-,,,,,,,,,,,,,,
211,n'ult,N'm,d'm,,,,,,,,,,,,,,,,,,,,,,,,,,
212,I6,msyo,I61,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Flandres,Audrcsinho,Mlanelsinho,piquesinhos,Andresinho,adresinho desbotalo,Londres,Andresinhol,Trtesinho,inleressnd,,,,,,,,,,,,,,,,,,,
214,resqu,II.STRECH,resoou,Tremidos,trespassado,Trez,Tres,Tretesinio,estrebuchaudo,ay Resto-,,,,,,,,,,,,,,,,,,,
215,Videirinlia,Yieirinha,Torre Vidveirinha,Vidcirinha,Wideirinha,Yideirinha adeantou,Videirinln,Iibeirinh,"Videirinha
s6",Yileircinhal,Vileirinha,Videirinh,boeirinha,Bandeirinha,Ribeirinha,Yiduilrinha,Videirinha,lu Vileirinha,Vitcirinha,Yideirinha,"Videirinha
s6 poz",Vidceirinha,Yleirinha,"I
Yideirinha",,,,,
216,rainha2,Cracinha,Oracinha,Iranguinha,"nio podia p
amor le rainha",Gacinha,Gracinhn,Gracinha,Graciuha,Gracimha,Gracinhae,Engracia,Gravinha,lgrejinha,"ILus
tGracinha",Graeinha,,,,,,,,,,,,,
217,ILLLTIE CASA,ILl,Fllc,ILLLTIE,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,at alli1,pallido,ILLlTIE,"Cara-
A ILLLII CASA",alllicto,Hoi  allivio,,,,,,,,,,,,,,,,,,
218,Culcalu,calc branca,Caladinha,Charneca,Car-,"a
Calcanhar","Calcanhar de
Yill-Clara",Can-,"da
Caladinha",Acaha,"Calcanhar
le Villa-Cural
28",Calcanhar,kFra alcan,Alcan,,,,,,,,,,,,,,,
219,sahir,cehi,bahu,mis ahi,"RE
ahi",ahi,distrahidas:- h.,Ahi,Sahira,sahi,sahiu,"1F
d'ahi n'uma ba",sobesahir,sahia,Ah,AhI,ra ahi,,,,,,,,,,,,
220,relogio da Camara,Maricas,Camara,Cumaras,Camaras,telegrammas,lEtras-mar,sas d'Amarante,Caramha,camape,Amarante,,,,,,,,,,,,,,,,,,
221,goVerna,Governo,Governo Civil-fervera n'elle,Governo Civil,vern0,Governo Ci,Governo Ci-,,,,,,,,,,,,,,,,,,,,,,
222,"Vo-
tos",hlss,voss,vosste,voss2,Vosste,Vo-,,,,,,,,,,,,,,,,,,,,,,
223,hordu,Ilorete,lord,Tordezello,Corda,Flores,Flor,,,,,,,,,,,,,,,,,,,,,,
224,Marquez,requehro,brotquel,pequerrueha tao,Porque,pequen0s,esque,porque2,t[Ue,"Raro-
N'-que",Mlacheque,"tanque-
te",Suevo,Affns de Albuquerque,QUe,ue,MIoeambique,toriquete,Manrique,Quero,Juec,,,,,,,,
225,CO,O0,copo0-,pouco0,Co0,banco0,"copo0-
su",,,,,,,,,,,,,,,,,,,,,,
226,magnolia,clno,lenol,Cmuolino,Nol,Nom,,,,,,,,,,,,,,,,,,,,,,,
227,Fnlgeneiao,S. Fulgeneio,S. Fulgcncio,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Inef,Incerto,Principe,Inanchava,Incr-,Provincia,InrUnCuS,IncSI10,Incr,Inc,Inuncaria,Santa Inclina,vincia,,,,,,,,,,,,,,,,
229,gingand,Ingl,Ing,Vingasse,,,,,,,,,,,,,,,,,,,,,,,,,
230,Sohre,Oh,volveu:- Oh,Mlohiqtue,,,,,,,,,,,,,,,,,,,,,,,,,
231,Chor-,r-,por-,Por-,,,,,,,,,,,,,,,,,,,,,,,,,
232,Mel-,Fl-ei,El-ei,l-,El-rei,El-lei,,,,,,,,,,,,,,,,,,,,,,,
233,i Villa,"F
Villa",Villalubs,Villa-Folhas,Villas,Villalohsos,Marvila,illa-,Llil Virgens,Chupado om vila,cemiterio da Villa,Novilles,Villar londres,d'Marvila,Mlathilds,Antonio VillalobUs,Villa,Illa,Villico,"villas da
doaao",Villa Ela-,,,,,,,,
234,Martim,l2art,PArtido-,mart,ygaridute,Obra pArte,"tel
tant0 pertdoara",Mlarte,C0rtes,Arte,Quartel,Baluarte-Velho,Carecter,Certesa,,,,,,,,,,,,,,,
235,Succedeu,cederamn,Tecedeiras,Tecedciras,"rua das
Teeedeiras",Terceira,,,,,,,,,,,,,,,,,,,,,,,
236,pessiuamentel,Iolgadamente,Precisamente,Fugidiamente,Comedia,Immediatamente,divinamentel,Positivamente,Imnedintaienlle,Imensa,,,,,,,,,,,,,,,,,,,
237,Olo,collina,collo da mae,Colonia,Moloar,N.,collo,colo0,Colo-,lLop0,Collocar,folhcanlo,,,,,,,,,,,,,,,,,
238,Aministrador do Concelho,Ministro,Ainistralor,Administradr,Ministros,ADMIRAS,MInistro-aeeeitando co,Aministrador,Administracao,Ainistrador,Administra,mInistro aeceiltz,Amninistracio,lministrador,"Administralon
resutiu",Administrador,,,,,,,,,,,,,
239,Universidade,Duvida,"ma
ncia vidrada",Cidadelhe,"Vontade hem
exorcida",felicidade,Autoridade m'empurra,solemhidade,Cidade,ID,"Cidade
nis",immenso cidad0,Ilaccida,Cidadelhe...,Auctoridade,,,,,,,,,,,,,,
240,Cuvalleirista,cnvallnrica,monte c valle,"valle
de Crauede","valle
da lisa",Aleagova,allectuaoso,valla,Vivaonle,valenlias,valle muito fundo,valle surde,valle co,valle,Val-,Valle de Josaphat,fresco valle,Aleava,valle de Oriente,Mlelieval,,,,,,,,,
241,Bica-Sua,Bica-junta,"Bica
St",Bica-Velha,Bica,Ficaes,,,,,,,,,,,,,,,,,,,,,,,
242,Castello de Santa Prendia,Castello de hal Irenei,Castello de sAnta,"Solar de Santa Ironia-resistente como elle s for-
tuas",Castello de Peronnc,IILLLSTIE CASA D DIMENS,castello de Santa,castello de Santa-gloria,Castello de Santa Direita,"Villa-elle dentro-
te do",,,,,,,,,,,,,,,,,,,
243,AlC,feljoal,Almodovr,valIdo,Choupal,Signal,Alc,calv0,dali0,Alvaralhao,Ali-,Al,oxal,aldca,Alvaralhio,Almocei,,,,,,,,,,,,,
244,C6ja,Beja,bebedo,beja,Invejas,,,,,,,,,,,,,,,,,,,,,,,,
245,suspendia,rescendia,Vendia,penedia,surprchendcssecm,Prendia,d'onde pendia,comprehendia,,,,,,,,,,,,,,,,,,,,,
246,Autoridade do Districto,Historia de Franca,Misericordia,"de-
cristo",Hiscnia,"Historia
l'Herculano",chisti,Ilistoric,d'Historia,Historia,"Historia da
ttminisreo 1'feliz e",Christo,,,,,,,,,,,,,,,,,
247,II.LLSIIIE,IIMIIIH,"IAIIIH
-Sio Reis",C.A1 I. III,CUlII,Iicl,II.III CASA,iiI,Iicgcne-,ILAWIIIINS,IIMIIIES,Iitol,ILLIIH LAS1 ID IIAMIIIE,Iibeiinh,II.III,III,Iii,IILILETIE CASA D IIAMIIIS,HWIIIE,ii,CiVIL.III A D III,iI:-,Ii,"ILLITIII A1 II AMIIINS
genebra",,,,,
248,Yalverdc,d'alvaro,Valerde,Valrerde,Valverde,Cerdal,Valverde-,hervaeal,,,,,,,,,,,,,,,,,,,,,
249,ILI.II,IILItSI,"IL.I.ATI CA  IIIILS
51",AIIl,IILLSTIIE,IAIIILS,IILILSII,Ilbeiiula,AMIIILS,IILLISII,,,,,,,,,,,,,,,,,,,
250,c00,0O,C0O 0S,C0,,,,,,,,,,,,,,,,,,,,,,,,,
251,Constantinopla,Conto,Contudo Porta-,Concha,Contiuu,Contrasta,consontia,Con-,contendo:-,i cons0-,T:-s-convuls,contribioes,cont,Contraria,Cont,,,,,,,,,,,,,,
252,Melodrama,Poemelo,Melodia,Melodias,,,,,,,,,,,,,,,,,,,,,,,,,
253,Vejo,Jose l,Jos,harpcjos,,,,,,,,,,,,,,,,,,,,,,,,,
254,Freguezia,aguiar,Iidulguia,Guiio,Iargu,Aguiar,guida,esguio,Mloguncia,Guiomar,uuirroquim,Erguidos,Guia,Guadiana,CgUin,,,,,,,,,,,,,,
255,Castanhciro,Pinheiro,cothanheiru,Castanhtei-,Castanheiro,Foros de castanheiro,,,,,,,,,,,,,,,,,,,,,,,
256,l'silencio-,ancioso,Silencioso,Tencionamos,"si-
lencio",,,,,,,,,,,,,,,,,,,,,,,,
257,T16,t1,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,C0I0,I0ss,II0s,I0,I02,,,,,,,,,,,,,,,,,,,,,,,,
259,Balbuciou,Goucalo,Goucaloe,arouca,Gouealo,Louca-,,,,,,,,,,,,,,,,,,,,,,,
260,Philosoplios,"tdeunl
ios",rossio,Imperioso,Iiosa,rio sol d'Agosto,Ios-,Negocios,Ios,Ariosa,Deliciosos,Iodosas,nio alludamos,,,,,,,,,,,,,,,,
261,Chcete,Yoceecte,mctte,Te0,Iute,Tens,Te,hntea,te,Templo,Tejo,,,,,,,,,,,,,,,,,,
262,Canta-l'era,"Canta-l'e-
drag","valle
le Canta-Pedra",estreito dc Canta-Pedra,Canta-l'e-,Branca-Vento,Canta-pedra,Canta-Pedra,"valle estreito dc Canta-Pedra: Lo con
Im",Cala-Pedra,Cantapedra,,,,,,,,,,,,,,,,,,
263,Bispo de Coimbra,lEmbra,Coice,Sombra,coimbra,Coimbra,,,,,,,,,,,,,,,,,,,,,,,
264,Mosteiro de Risadas,Mendo de SObreiros,"Mosteiro d
ltecadies",souto de azinheiros,Mosteiro,mo di-,mosteiro d'or,Templosinho du Amor,Mosteiro d,mosteiro de Escadas,Mosteiro de Duraque,MOsteiro,,,,,,,,,,,,,,,,,
265,Gungalo,abalo,Uaonalo,lOpo,eglonalista,"llorzihal
t0",Ndalo,Alo-,Gallo,alo,Alalou,Geuealoic,Gnalo,,,,,,,,,,,,,,,,
266,Alento,cale,Palestina,Alertal,Cale-,Galilea,l)usado le Galilea,Alecmtcjshla,Alem-,Alemtejo,ale,gales,Alea-,,,,,,,,,,,,,,,,
267,tradieiol de desatulhar,estrada de Oriente,estrada ma,Amizade,estrada le Conde,estrada de Amizade,lamina clara da adega,,,,,,,,,,,,,,,,,,,,,,
268,Carregada,escadaria redonda,Crede,greda,arremettida,Arreda,arrefecc,,,,,,,,,,,,,,,,,,,,,,
269,Ioio,Coio,Paio,Ioemela do Tio,uuio,Bayio,Iogar,iruio,io,TiO,io passeio,Iovrhgec,bulicio,Tio,Io,,,,,,,,,,,,,,
270,"sc
captivo d",Bocca,cabo do renque d'alamos,cabo d'aclarar da sombrinha,cabo d'ouro la letras d'ouro,cabo d,cabo d'osso do guarda-sol,cabo de rosas,bom Jogo da,,,,,,,,,,,,,,,,,,,,
271,"Ilenriqurcs
Ahalou",Ourelo,ILourengeo-em,Louredo,Louren,,,,,,,,,,,,,,,,,,,,,,,,
272,Mloahitas,Jesuita,Itsa,"ca
Feita",Escrita,lrotaya,Fita,Pitta,Cachamita,Ita,,,,,,,,,,,,,,,,,,,
273,Expediao dos Pardais,"fund
do jardim...",u marmore do lavatrio,terraco do jardim,"pedra do jardim
debaixo",Jardim,ore do jardim,,,,,,,,,,,,,,,,,,,,,,
274,Villa-Clara,HOspital de Villa Clara,Yill-Clara,Villa Clara,Vill-Clara,"Villa-
Clara","Villa-Clara
de noite",Villa-Clara 1 Torre,la-Clara,VilLa-Clara,cautclla dum,"Villa-
para",Clara,,,,,,,,,,,,,,,,
275,Im,immensissima,Imp,sos  sim;os eslimabilissimos,Simples,preciusissimo,"im-
I",Vim,Sim,improssiono,Casimira,Sim Mas,,,,,,,,,,,,,,,,,
276,Noella,Novellia,Novellas,vivem I'ella,Cotovelo,Novellal Co-,Nwvella,revelacbcs,naqtuella nova,Nove-,"Nove-
la",Novella,Novclla,Novellal,Novellasinh,,,,,,,,,,,,,,
277,lumbeetm,um1,assumpto,Te-Deum,D)'um,UM,Tumulo,,,,,,,,,,,,,,,,,,,,,,
278,Torre...,Linho ...,"Espi-
gal...",Festa...,"S. bRanco...
carlos",...,Portugueza...,Ponte...,Facil de rellorir...,Velho...,,,,,,,,,,,,,,,,,,,
279,legua,segun,"T tens ci
agua",gua a0,legua de poss,egua,Igual,Agua,lua,,,,,,,,,,,,,,,,,,,,
280,Nua,nuca,Nu,Nunen,,,,,,,,,,,,,,,,,,,,,,,,,
281,Joia,nia,Afian-,Furia,luzia,a10 StIA;,Zamhczia,MIa-,"Portugu-
est Negociariam",luzia ut,Abria,eia,Troia,Meia,Ia,Iaee,Iaeo,,,,,,,,,,,,
282,Sabelor,Guelos,Bello,"Sa-
belo",Pelo,Belo,Relogio,"Re-
bellos",t elo,,,,,,,,,,,,,,,,,,,,
283,Saia Senhor,Senhoria,Tenho,tr senhor,Senhores,nio senhor,senhora da ostrad,Senhora,Honra,"se-
hor",nenhua,,,,,,,,,,,,,,,,,,
284,etu,sobrecnsa,Sobretudo,sobretudo0,,,,,,,,,,,,,,,,,,,,,,,,,
285,IAMIIYS,RAMIIIES,MIL1.T CA  RWIIER,IYMIIBES,IYMIIIE,RIIES,IYMIIIES,"IYIIHES
y0","HAMIIIE
de Humilde",IIYMIRH,,,,,,,,,,,,,,,,,,,
286,Vae,VAi-,divan,C CUIIS0rVava,luva,viuva,obruva,varzea,Va,,,,,,,,,,,,,,,,,,,,
287,pens0,pe,apenas0,"Agasalho hem
pequena",penna,Pena,En pesco i,peonage,,,,,,,,,,,,,,,,,,,,,
288,Frade,1E,Fraca,kFra,fra,FraIue,Fra,1ti-frade,,,,,,,,,,,,,,,,,,,,,
289,gonzos ferrugeuts,Gon-,gOn-,gon,,,,,,,,,,,,,,,,,,,,,,,,,
290,valiaosa,Sao,Raos,Iaoscrlinre,Aos,lrudieao,,,,,,,,,,,,,,,,,,,,,,,
291,Boa piadal,piedade,soledade,Piedade,,,,,,,,,,,,,,,,,,,,,,,,,
292,Craqucde,Craue-,Craqutde,Ccrqueira,Craquede,Craquile-,Duraque,Craque-,Fraqueza,,,,,,,,,,,,,,,,,,,,
293,prometteu decoralr,mettc,uipproxime,prometteu,metteu,commette,,,,,,,,,,,,,,,,,,,,,,,
294,Una manh,manh4,Manh,Amanh,,,,,,,,,,,,,,,,,,,,,,,,,
295,d'alpaea,pa,Paes-,Pae,"Paes-
tina",Quaes,Paes,Caes,,,,,,,,,,,,,,,,,,,,,
296,u revolto,Waltor,"alto cu-
heeit",Walter,ceu alto,Maldito,Alto,salto i,chapeo alto,,,,,,,,,,,,,,,,,,,,
297,Jornal,jornaes,Jornaes,,,,,,,,,,,,,,,,,,,,,,,,,,
298,l'ois,l'o-,l'o,,,,,,,,,,,,,,,,,,,,,,,,,,
299,"tamhem
mendo",Tamhe,Tamhcm,Tambem,Tam-,"Tam-
hem",tamhen,tamhem,"Tam-
cem j ha",,,,,,,,,,,,,,,,,,,,
300,"Santa lIvre-
ncia",52E,reeoniliaeio,u retconciliachlo,"re-
onciliaco","Social re-
condo",,,,,,,,,,,,,,,,,,,,,,,
301,C-,Fic-,c-,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Set,brotuvn,Dezembro,"1I
sete",Setembro,Novembro,,,,,,,,,,,,,,,,,,,,,,,
303,mo,Mordomo-Mar,Famosa,eomo,moyeu,Mos-,Formosa,IAMOS,Iamos,Viemos,agua limosa,Mos,Jantimos,,,,,,,,,,,,,,,,
304,Fuente-Guihal,Iuento,Bento,Lento,entlilnenlt0,Sentia,Ilamueente,dentes;-e,Sentia sEn-,Vento,Mente-M6r,Oriente,sarmento,Cent0-,accrescentava,Vicente,Ent,Bens,enT-,mnhento,,,,,,,,,
305,I)o-,g)aa,b)as,I)as,N,,,,,,,,,,,,,,,,,,,,,,,,
306,nellas,"du
I'ella",Cellas,rela,opcraria n'ella,"us chi-
ellas",Cellas l ull,I'ego ds Belas,Filas,N'ellas,Capella,Chelas,ViLla-Velhas,Ellas,"ala-
mello",bella mulher,,,,,,,,,,,,,
307,snras,--Oh Snr,n Snr,Snr,,,,,,,,,,,,,,,,,,,,,,,,,
308,Truetcsindo,csfurucando,Iructesindo,Tructesiutdo,Tructezindo,Tructesindu,Trctesindo,Iructasindo,Tructezindu,Tructesinudo,Tructcsindo,Tructesindo,Torre o velho Truclesindo,Tructesino,Antigo Tructesindo,"Tructesintol
Confiae",,,,,,,,,,,,,
309,la Honra,Sua mExe,i Saia leonor,rua d rinceza l. nela ati,da senhora l,varanda po ora nio est,U.AA I,"Tua d'r-
l",d'essa rua de Bayio,"Se-
or ate i borda da agua lodosa",casa da senhora sua mana,bua semeadura,ava a velhissima historia da castello,visiahanca da llosa,,,,,,,,,,,,,,,
310,Visconde do Rio-MAnso,lio-Manso,s0riso-em,io-Mans,rio so dsmandsscm,"Visconde de
Rio-Manso",Manso,Rio-Manso,,,,,,,,,,,,,,,,,,,,,
311,madre Hstevani-,adrcsilva,Padre,bom Padre Sueiro,colpadre,Madre,padre Subir,padre,,,,,,,,,,,,,,,,,,,,,
312,Bispo,bIspo,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,ILLUS1,Casa illustre,ILLUStRE,ILLUSTRE,ILLUSTrE,ILLuSTRE,,,,,,,,,,,,,,,,,,,,,,,
314,"ro-
dedo",rvoredo,"Snr
Ilegedor",egedor,,,,,,,,,,,,,,,,,,,,,,,,,
315,Pregados,Fgadelos,apeggado,Delicado,telegapho,Delegado,belegado,,,,,,,,,,,,,,,,,,,,,,
316,Culos,Eleitoraes do Circulo,Hoste Rculo,Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,,,,
317,Boa Miss Filhos,Filhos,Brilho-,Filho-,Filho-d'Algo,,,,,,,,,,,,,,,,,,,,,,,,
318,"ABen-
to",taberna,Saboya,saber1,Sabedor,Sabes,Saber,Tabemn,,,,,,,,,,,,,,,,,,,,,
319,cantiga noVa,Novas le Tulos,saiasita nova,Novas de Tolosa,sulrecasac nova,boa nova,Novas,,,,,,,,,,,,,,,,,,,,,,
320,Fntao,"in-
Quinta","Quinta
feira",tao,quietaeao,kntao,Pintainho,Entao,Intao,Nntao,,,,,,,,,,,,,,,,,,,
321,"Pintar-
nho enfiado",atarefad,voltaris,Quarta,voltarete,Matar,Tabacaria,Tartaria,dc carta,Notarios,,,,,,,,,,,,,,,,,,,
322,E8,Futuro,eUropa,dUro,Europa,1r,,,,,,,,,,,,,,,,,,,,,,,
323,imellia,repellia,elizmcnt,lima,Feliz,sellim,A Reliquia,Elim,d'Aellim,,,,,,,,,,,,,,,,,,,,
324,annaes da l,cannaviaes,Cognae,Annaes,,,,,,,,,,,,,,,,,,,,,,,,,
325,pudicicia,"ci impaciente-
ia",Tecidos,stci,macisso,Mmniciro,krudicio,ci,"L-
ci",Ci,Cil,,,,,,,,,,,,,,,,,,
326,club,1N,cLub,cl,,,,,,,,,,,,,,,,,,,,,,,,,
327,alcunha5,Junho,Cunhaes,Cunhas,Cunha,,,,,,,,,,,,,,,,,,,,,,,,
328,lapides,pi,lapis,lapide,,,,,,,,,,,,,,,,,,,,,,,,,
329,I10,I1.1 TI,Ti16,I19,I13,I1ou,,,,,,,,,,,,,,,,,,,,,,,
330,lyra,LYra,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Casa dos Chzes,Casa do Comercio,vieira da barbeita,carvalheiras do Casal No-,"horda da beira
do Coiee",Hlihecira do Coice,ribeira do Doce,vieira do casc,chamin do candieiro,,,,,,,,,,,,,,,,,,,,
332,u Cata,Grata,pRata,Praia,Prata,,,,,,,,,,,,,,,,,,,,,,,,
333,Pereira Brazileiro,Ribeira,"la-
beira ale","Pe-
beira amigo':",Brazileiro,"Pe-
beira brazileiro",,,,,,,,,,,,,,,,,,,,,,,
334,Bem,Poemneto,Ilomnem,Vcneza,Nem,,,,,,,,,,,,,,,,,,,,,,,,
335,Vede,Yillaverde,vergastu,Caso Verde,chi verde,elo Verde,Severim,damasco verde,portinha verde,Liberdade,Verde,,,,,,,,,,,,,,,,,,
336,Re-,relogio-de-Sol,Egre-,l1)e-,re-,,,,,,,,,,,,,,,,,,,,,,,,
337,Grande Ainda,--Vi DEus Grande d,Ande,Grande Caval-,"grande
belleza",Iendera,Tanque-Grande,Grande,,,,,,,,,,,,,,,,,,,,,
