cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
194,Abre i Torre,urre,l1 Torre,Corredor,la Torre,Torre illuminado,Torr,"correia
dum1 latego",Torre i,Torre...,Torras,Torres,Torre reprehendeu,Torre,"Torre alvar-
ran",Correu,TOrre,Correio,"Nodoa,-a Torre",Torre cra ois,Torre iratada,Iicillima Torre,"Torre
cra",Torre sen-,u Torre,Torre-,"Torre
rostituida",T(torre,i Torre,torre albarra
195,Templo,Templosinho du Amor,"ce
empletava",Tempos,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"a
Calcanhar",Calcanhar,Culcalu,Alcan,"Calcanhar de
Yill-Clara","Calcanhar
le Villa-Cural
28",kFra alcan,,,,,,,,,,,,,,,,,,,,,,,
197,Jose Casco,Casco emtudecera,Cascol,damasco,Casco,En pesco i,.-o Casco,Base Casco,,,,,,,,,,,,,,,,,,,,,,
198,Lisboa do 5,lisboa d'onde,l.lisboa,ci lisboa,lisboa,de lisboa,"Lisboa
Nem",como6r  lisboa,"como6r  lisboa
ce moderno",Lisboa-e,Lisboa tres,Lisboa-para,LIsboa,lIsb,Lisboa,"LIsboa:-Oh
sObrinha","t
lIsboa","lisboa
llces",Lisboa...,lIsboa,dc Lisboa,,,,,,,,,
199,vein,veis0,Ve,eIn,,,,,,,,,,,,,,,,,,,,,,,,,,
200,reeoniliaeio,ILILISTIE,IILItSI,ILI.STIA,"LILLI
moniz",Ili,lILishoa,ILI.II,lIl,civilisuaio,ILI,IILILSII,ILI.LYTI,IRYMIlIEi,IILILITIE,,,,,,,,,,,,,,,
201,tcm,Cm,vintcml,Tcso,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Socega,sc socego,socegae1 Velho,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,cArICias,Livraria,Inuncaria,prado dAria,MAria,Tabacaria,MAriquinhas,Maricas,Ave-Maria,Saneharia,Tartaria,Remarigcs,,,,,,,,,,,,,,,,,,
204,Nascera,Nascente,l Nascera,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Iagoas,tegoa,goa,ogoa,legoas,,,,,,,,,,,,,,,,,,,,,,,,,
206,ma,Mau,d'Ullma,"ma-
n.",Ma,magro0,Toma,roma,Mafoma,uma-,,,,,,,,,,,,,,,,,,,,
207,Mionsieur,Monsieur,AfIonso,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,cothanheiru,Pinheiro,souto de azinheiros,Castanhciro,Castanheiro,Foros de castanheiro,Castanhtei-,,,,,,,,,,,,,,,,,,,,,,,
209,sevilha,bulha co,Ilha,Filha,ma milha,ilha do imperador,lha,ilha dum carniceiro,,,,,,,,,,,,,,,,,,,,,,
210,n0 fundo,Funda,Mundo,paix profundo,,,,,,,,,,,,,,,,,,,,,,,,,,
211,IYMIIBES,RAMIIIES,IYMIIIE,IYMIIIES,IIYMIRH,RIIES,IIMIIIES,,,,,,,,,,,,,,,,,,,,,,,
212,esper0,Er,l'poder,Deter,optia er ar-,Cerdal,Erguera,ER,berou,,,,,,,,,,,,,,,,,,,,,
213,Feitio-para,"tIo-
perIGO",Sitio-,Tio,TiO,,,,,,,,,,,,,,,,,,,,,,,,,
214,"alargne
form",Falar,alargne,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,InfInd,Inf,u Inf,INFAME3,,,,,,,,,,,,,,,,,,,,,,,,,,
216,T16,t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Vidago,Duvida,Vida-na,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"xplicaehio d
Iniyersu",sulco do tio duarte,Ioemela do Tio,U tio duarte,Violento do Tia duarte,Mo du ndre,Poeueto do tia Quartel,Jogo Brando do Midos,mo di-,,,,,,,,,,,,,,,,,,,,,
219,Crime,Primo,"CRIME
35",opprime,uipproxime,primeiro0,,,,,,,,,,,,,,,,,,,,,,,,
220,gon,gonzos ferrugeuts,Gon-,Gonzaga,gOn-,,,,,,,,,,,,,,,,,,,,,,,,,
221,"compridas-
sos antigos",Comprida,Ferida,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,immensissima,Imensa,immensos,immenso cidad0,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Goucalinho,Goucalo,Louca-,Goucaloe,arouca,,,,,,,,,,,,,,,,,,,,,,,,,
224,Iahoriosanwnte,Delirio,Sonhorio,homctzarrio,Rio,rio l,"rio
Lado",ulherio,serio,"grog
Rio",Imperioso,Seminario,Ariosa,rio so dsmandsscm,Rios,,,,,,,,,,,,,,,
225,barbuda,ba,barbara,rbaro,Bar-,barbacena,"ue nio der-
ribara",cmbaraeado,embaracados,,,,,,,,,,,,,,,,,,,,,
226,"sobreveste ne-
gra",sobretudo0,Sobretudo,bre,etu,Sobe,sobrecnsa,,,,,,,,,,,,,,,,,,,,,,,
227,lyra,LYra,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,MIrica,larica,ma Africa,Africa,d'Africa,i Africa,Africa-,Rhetorica,Africa degredadol Jesus,,,,,,,,,,,,,,,,,,,,,
229,Fl-ei,Mel-,l-,El-ei,i,,,,,,,,,,,,,,,,,,,,,,,,,
230,El-lei,Fl-lei,Largo dEl-lei,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,estrada ma,estrada le Conde,Amizade,estrada de Amizade,estrada de Oriente,tradieiol de desatulhar,,,,,,,,,,,,,,,,,,,,,,,,
232,hervaeal,herva,Post-Serviu,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Culos,Hoste Rculo,Circulo,Circulos,Eleitoraes do Circulo,Novas le Tulos,,,,,,,,,,,,,,,,,,,,,,,,
234,Mirante-se,Avantesmas,Modo Mirante,Violante,Mirante,fcrvuru picante,diran,Mirante-o,antes-0,,,,,,,,,,,,,,,,,,,,,
235,PArtido-,Martim,pArto,Sito Partidas,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Oh,Sohre,Mlohiqtue,volveu:- Oh,,,,,,,,,,,,,,,,,,,,,,,,,,
237,neeessitandu,Necessito,necessitoa,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Explico,Rico-,Misericordia,Rico Homem,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Comedia,come0a,Com1,com-,Commo-,Com-,comiatmn,,,,,,,,,,,,,,,,,,,,,,,
240,qu,esque,requehro,Quero,Manrique,brotquel,Marquez,ue,pequen0s,QUe,pequerrueha tao,MIoeambique,Affns de Albuquerque,t[Ue,Juec,porque2,Porque,toriquete,"Raro-
N'-que","tanque-
te",Suevo,,,,,,,,,
241,atrazo,lmperatriz,Atraz,l'Atraz,,,,,,,,,,,,,,,,,,,,,,,,,,
242,rascuthar,Escurid,Iiscutal,mascula,scut,,,,,,,,,,,,,,,,,,,,,,,,,
243,surprchendcssecm,Chega,loche azul,Cheg-,Pegas,"buchechudo
bar6o",,,,,,,,,,,,,,,,,,,,,,,,
244,Quamlo Is,qUasi,Quasi,extasi,Ilalsuas,quasi,,,,,,,,,,,,,,,,,,,,,,,,
245,Frade,1ti-frade,fra,Fra,Fraca,Rel de Fraca,fratel,FraIue,kFra,,,,,,,,,,,,,,,,,,,,,
246,Esgueirar,Cerqueira,Ccrqueira,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Santa Inclina,Inclina,inclina0,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"Cintra
Il",Cintra,Cinto,sintra,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Ilurires,"Mendes
Hamires",Ramiros,"Paio Ramires
Pe",Ramires,Iaires,HAMIES,"Glacial Mlecles
Iamires",Iamires,Ramires-,des Ramires,Ramiresl,ncio Ramires,Rtires,Pires,"IAMIIIES
General Mendes lamires",RAMIES,"Remires
Es",,,,,,,,,,,,
250,Erncsto dc,foi?l santo Deus,Santo Deus,Santo deus7,innnuveisl Santo DEus Mortos,,,,,,,,,,,,,,,,,,,,,,,,,
251,Rei popular,Popula,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Portugal-,em Portugal,"Portugu-
est Negociariam",Rei de Portugal,Porque portugal,em portugal,I'portugal,Ricos-Homens de Portugal,Portugal,pOrtugal,portugal,Portugal-ate,poRtugal,Portugueza...,atroar portugal,"Portugal
Espantado",vulgurisar Portugal,lortugalsiuho,I'portugal res-,,,,,,,,,,,
253,Pano,Panos,Anostols,Panos de Severim,"loja d
panoS",,,,,,,,,,,,,,,,,,,,,,,,,
254,Imagina,iMagines,Inef,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,melania,Goela,el,Gela,rela,revelacbcs,Cela o Oiro,,,,,,,,,,,,,,,,,,,,,,,
256,Iravissimo,preciusissimo,Bravissimo,Iaiorissimo,sos  sim;os eslimabilissimos,bravio,,,,,,,,,,,,,,,,,,,,,,,,
257,ILLUStRE,Casa illustre,ILLUS1,ILLUSTRE,ILLuSTRE,ILLUSTrE,II.STRECH,,,,,,,,,,,,,,,,,,,,,,,
258,Gunal,Uaonalo,Gonal0,DIagonal,Gonalol,Gonal,Gonalinho,peonage,eglonalista,,,,,,,,,,,,,,,,,,,,,
259,Collegas,Iolle,collegio,collete,collegio de S. it,,,,,,,,,,,,,,,,,,,,,,,,,
260,colpadre,padre Subir,adrcsilva,padre,Padre,madre Hstevani-,Madre,bom Padre Sueiro,,,,,,,,,,,,,,,,,,,,,,
261,Fidalguia,fIdalgo-,Fidalgo meu Fidalgo,iaees do Fidalgo,Fidalgo,Fidalgo Vez,Fidalga,"Fi-
dalgo",,,,,,,,,,,,,,,,,,,,,,
262,arremettida,arrefecc,Carregada,greda,Arreda,N6s,Arremessado,,,,,,,,,,,,,,,,,,,,,,,
263,cad,Ca-,Acaha,Bocca,Car-,"bot-
ca c1","ma
ca",tosca1,aldca,rcatnlis,Ca,cacarolas,nuca,,,,,,,,,,,,,,,,,
264,"Jos
lBarrulo",brazil dos Barrlos,Barrlos,llarrlo,,,,,,,,,,,,,,,,,,,,,,,,,,
265,len,Bento,S. lento,Iuento,alentel,Lento,mnhento,sarmento,Vento,Alento,valent6es de Invejas.n,,,,,,,,,,,,,,,,,,,
266,"Rio Velho
Fnsaiou",Melhor,Baluarte-Velho,Rio Velho,Velhos,"langgr dos seus olhos humidos
amullecia coraes","Conselhos do
Banco Ilypotluecario:-e",Velho...,Fnvelheeeram,ahhos,,,,,,,,,,,,,,,,,,,,
267,Lugar,Alugaria,ygaridute,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Obras Publicas,"pa pu-
blica",Interveio Publica,publicuva,,,,,,,,,,,,,,,,,,,,,,,,,,
269,U Ponto,"ponte2
Vint",piponice,Ponto,u roponte n'ossa,Pontinha,N.,Ponte mourisceas,d ponte,Ponte,ponte2,Ponte...,Ponto Nio,,,,,,,,,,,,,,,,,
270,SC,Hiscnia,Scrpftu-,sc,Sc,,,,,,,,,,,,,,,,,,,,,,,,,
271,Iibeiinh,Iibeirinh,Ribeirinha,Ribeira,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Ridiculo,Secular,Seculo,Ngulo,seculo xII,veraculo,,,,,,,,,,,,,,,,,,,,,,,,
273,Visconde,d'onde pendia,Hespanhoes do cOnde de Vonavente,Conde,banco i lesa-onde,Esconde,Correspondencia,d'onde,explondidus1 l,"d'onde
surda","Social re-
condo",,,,,,,,,,,,,,,,,,,
274,Trtesinho,Andresinhol,adresinho desbotalo,Andresinho,Audrcsinho,piquesinhos,Londres,Andr,Flandres,,,,,,,,,,,,,,,,,,,,,
275,Phuarmacia,la Pharmacia,Iharmacia,macisso,inspirado0 Pharmaceutico,,,,,,,,,,,,,,,,,,,,,,,,,
276,MAnoel Justi,Manoelsinho,"quasi consenti-
manoel",Manoel duarte,MAnoel,Manoel,Noella-recebeu do manh,"MAnoel
Duarte","MAnoel
lomingucs",Mlanoelzinho,,,,,,,,,,,,,,,,,,,,
277,benta i sahida,sahiu,sahir,sahi,sahia,Sahira,sobesahir,,,,,,,,,,,,,,,,,,,,,,,
278,gingand,Ingl,Ing,Vingasse,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Novembro,brotuvn,Setembro,Dezembro,"1I
sete",Set,,,,,,,,,,,,,,,,,,,,,,,,
280,Governador Civil du listriceta,"Governador
Civil-e","Governador Ci-
vil","Governador Ci-
il",Governador Civil oLiveira,"Gavonador
Civil",Governador Civil Mas,Civil,Governador,Governador Civil,"Governador
Civil",Governador Civil...,Governador civil d istricto,,,,,,,,,,,,,,,,,
281,aierro,cerro,Burro,lomba d cerro,,,,,,,,,,,,,,,,,,,,,,,,,,
282,pe,apenas0,penna,Pena,N5o,penedia,,,,,,,,,,,,,,,,,,,,,,,,
283,krudicio,lrudieao,pudicicia,bulicio,,,,,,,,,,,,,,,,,,,,,,,,,,
284,C0I0,C0O 0S,C0,c00,,,,,,,,,,,,,,,,,,,,,,,,,,
285,V. F,V. Ex,Y. E,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Fazes,Vezes,Rapazes,Fazendas,,,,,,,,,,,,,,,,,,,,,,,,,,
287,claustro,claustro0,Claustro,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Santa-gloria,"ale-
gloria",gloria,Alem-gloria,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Feitos,Iulito,sequito,Eleito,Leit,"crean-I
do u leito de pau preto",,,,,,,,,,,,,,,,,,,,,,,,
290,colo0,Mithologgia,Olo,Moloar,Colo-,,,,,,,,,,,,,,,,,,,,,,,,,
291,Fervor,d'arvores,rvoredo,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,lago n'essa,N'esse,N'Esse ing,N'm,d'essa,N'essa,n'ess nulo,,,,,,,,,,,,,,,,,,,,,,,
293,C CUIIS0rVava,Vae,Val-,Levar,Va,divan,viuva,luva,varzea,obruva,,,,,,,,,,,,,,,,,,,,
294,Affonsinasl,Affonsina,Affonso,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,lOpo,copo0-,"copo0-
su",,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Terras,aterrado,Serra Moderna,Guerra-,Serras,terra,sublerraneol,Terra,,,,,,,,,,,,,,,,,,,,,,
297,Bispo,bIspo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Camaras,Presidente da Camara,sas d'Amarante,Camara,camape,Amarante,,,,,,,,,,,,,,,,,,,,,,,,
299,Chafariz...,Chatarizo,Safa,Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,,,,,,,,,,,
300,Santa Maria de aquelle,Santa Maria de Craquedel,Santa maria de Craquede:-aS6,sAnta maria de Duraque,Santa maria de Cra-,Santa Maria de Duraque,santa Maria de Craquede,Santa Maria de Craquede,Santa MAria,Santa Maria de Crauede,Santa Maria de Craqutde,Santa maria,,,,,,,,,,,,,,,,,,
301,Villas,Illa,Villa-Folhas,"villas da
doaao","F
Villa",illa-,Villalubs,ViLla-Velhas,Tordesillas,Villalohsos,Villa,"Villa-
para","Villa-elle dentro-
te do",Villar londres,VILLA CaSA DE MAIS,Villa Ela-,i Villa,Novilles,Villico,Antonio VillalobUs,,,,,,,,,,
302,Craqutde,Fraqueza,Craquile-,Duraque,Craque-,Craquede,Craqucde,Craue-,,,,,,,,,,,,,,,,,,,,,,
303,A Reliquia,aguiar,Guiomar,CgUin,Aguiar,scanario l Guiaraios,Iidulguia,Guia,esguio,Guiio,,,,,,,,,,,,,,,,,,,,
304,lleicao,kleicao,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Usava,suflocava,"balou-
cava:-",preguicavatn,tufava,ctbarcava,Caval-,pasmava,tranquillisar cvocava,cotecava:-flor ci,recuavan,Cavado,caVa,av,Libertava,labutava,,,,,,,,,,,,,,
306,desappareceu,nio appareceu,apparecia,Carecter,appareci,lieapparecend0,rio appareceu,,,,,,,,,,,,,,,,,,,,,,,
307,"Marquez do
Tremendo",Tremenda,Tremidos,Tremendo,O-Hei Marquez de Tremendo,,,,,,,,,,,,,,,,,,,,,,,,,
308,Alo-,"Ilenriqurcs
Ahalou",Geuealoic,Gungalo,Gouealo,Alalou,alo,Ndalo,abalo,Thessalonica,,,,,,,,,,,,,,,,,,,,
309,S.,"S. lo-
mo","r,,- l",S. Miguel,S. l,,,,,,,,,,,,,,,,,,,,,,,,,
310,Malares-,Alvares,Mares,"ti-
mares",Enxarez,Slarem,,,,,,,,,,,,,,,,,,,,,,,,
311,"se-
hor","to se-
gu0","Nosso Se-
hor",Nosso,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Gacinha,Graciuha,Cracinha,Graeinha,Yileircinhal,"ILus
tGracinha",Gravinha,Gracinha,Gracinhn,Oracinha,Gracimha,Gracinhae,Engracia,,,,,,,,,,,,,,,,,
313,pau.n,"pau-
1",Pau-,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Sr,Dr.,Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,pujan,pur,puz,pu,Iepulud,Pulo,"k pu-
lu",cscopur,PUxou,,,,,,,,,,,,,,,,,,,,,
316,Faces,sa face mis,face,macedo,Face,,,,,,,,,,,,,,,,,,,,,,,,,
317,palvarinhos,Vidainhos,toicinhos,Sonhos,Vidros,Diabinhos,Pelourinho,Vidrinhos,carinho0 antigo,Esquadrinhou,hurrinho,,,,,,,,,,,,,,,,,,,
318,COndessa de Chelas,"triumpho dessa mi-
seria-- cnsadores",d'essa rua de Bayio,Condessa de Chelas,Chelas,,,,,,,,,,,,,,,,,,,,,,,,,
319,Cobria,Abria,d'Abril,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,grduch,Gra-,desgra,Gra,Gramilde,cova negra,gratid,"Gra
Ila",,,,,,,,,,,,,,,,,,,,,,
321,"z-a-
L-",Julieta-,Dona-em,Ia-,toa-,a-,Aga-,A-,l3ra-,a4pa-,,,,,,,,,,,,,,,,,,,,
322,re-,RE,Re-,l1)e-,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Guticrres,Gutiertes,Gutierres,Gutiecrres,Gutiorres,,,,,,,,,,,,,,,,,,,,,,,,,
324,Succedeu,Te-Deum,Ieus,Deus,adeus%,,,,,,,,,,,,,,,,,,,,,,,,,
325,Mioirama,pucirala,tlivoirn,Toi,toira,Moira-,,,,,,,,,,,,,,,,,,,,,,,,
326,raz Victoria,bBraz Victoria,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Choupal,paschoal do cinto-anno,paschoal,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Yivamontc,tdesmontar,Montes,Mlontemor,Monte-incr,monte c valle,Fronteira,Montcmor,Monte,Montava,Montemor,Montes recordava,,,,,,,,,,,,,,,,,,
329,Impress,O Sud-express,Sud-express,expressaes,,,,,,,,,,,,,,,,,,,,,,,,,,
330,Mim,lima,"im-
I",Sim,Vim,Im,Imp,Nimes,,,,,,,,,,,,,,,,,,,,,,
331,II.ESTE,Sonhaste,"rio
ste",St,ste par-,"ste
rieni",ste,St I,ste au pequena ahi est,ste saira,,,,,,,,,,,,,,,,,,,,
332,"S. bRanco...
carlos",i branca pelle,Brancos,branca0,calc branca,Branca-Vento,ent branca,,,,,,,,,,,,,,,,,,,,,,,
333,saiasita nova,Boa piadal,sulrecasac nova,Novas,cantiga noVa,boa nova,naqtuella nova,boa nova de prestes soccorros,,,,,,,,,,,,,,,,,,,,,,
334,perc,Numero,Merc,merc,,,,,,,,,,,,,,,,,,,,,,,,,,
335,u retconciliachlo,Toledo,Concilio de Toledo,"re-
onciliaco",Novas de Tolosa,,,,,,,,,,,,,,,,,,,,,,,,,
336,Ieonel,Coronel Tiranos,tRonco,Coronel,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Bravo,Jose Casco dos Bravaes,"Bra-
vaes",vaes,Bravaes,Tirava,,,,,,,,,,,,,,,,,,,,,,,,
338,Agora-,Mante-Agora,MOnte-Agora,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,IJoa,Jos,harpcjos,Jose l,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Quartel,mart,l2art,C0rtes,Obra pArte,Certesa,Mlarte,Arte,dc carta,,,,,,,,,,,,,,,,,,,,,
341,Palha,Palha-Ca,Hljlya-Ca,Malha-e,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Lama,lama6,a6,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,atravez d jardim,AVES,atravez das en-,atravez d matto,"m pas-
sadico dc traves",passageiro de traves,Atraves,dc traves,Atravez,atravez da noile,Ave-,Atravcs,,,,,,,,,,,,,,,,,,
344,"Ie-
gcucradores","IIistoricos 
Iegeneradores",Rogonerador,Ilegeneradores,"Ie-
generadores realisassem","Ie-
generadores",,,,,,,,,,,,,,,,,,,,,,,,
345,sc eh0Passo,Passou,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,guida,Iuidas,ID,Erguidos,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Infancia,Provincia,Mloguncia,vincia,lulma ancia,"ma
ncia vidrada",,,,,,,,,,,,,,,,,,,,,,,,
348,folhcanlo,Vermelha,Olhado,tSolha,"a-
tulhava",Olha,"de-
lha",olhava1,Folhas,ma folha,,,,,,,,,,,,,,,,,,,,
349,Joaquim da Porta noticias dos senhores,Joaquim da pArte,Joaquim da Porta,"Joaquim da
Ca",,,,,,,,,,,,,,,,,,,,,,,,,,
350,Cister,t,TRiste Filha,Triste,tristeza,Triunfo,,,,,,,,,,,,,,,,,,,,,,,,
351,Almocei,Yoceecte,cehi,scet,cearla,Coice,mcxcriquice,Doce,ce,,,,,,,,,,,,,,,,,,,,,
352,aa Arclivo,Arcada,dua Arcada,abeirou da Arcada,,,,,,,,,,,,,,,,,,,,,,,,,,
353,BRITES,"nOITES
I0S","nOITES
b",LIMITES,,,,,,,,,,,,,,,,,,,,,,,,,,
354,catedral i,Pateo,latejado,Mloscatel,Mlaseate,Iieatei,paterna,Ate,Embate,,,,,,,,,,,,,,,,,,,,,
355,Freitas,Freixomil,Reino,Santa-correia rei-,Treixelol,Creio,Reino de .4/,Freixos,porei,Creia,El-rei,Rei,Creia voc,Treixedu,,,,,,,,,,,,,,,,
356,TIt6,Tit,Tit6,Tit6-,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Maldito,acredito n'esses,acredito,Crede,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Voltava,Paris,u revolto,voltarete,voltaris,soltar?-F,,,,,,,,,,,,,,,,,,,,,,,,
359,"Mosteiro d
ltecadies",Mosteiro,mosteiro d'or,Mosteiro de Risadas,mosteiro de Escadas,MOsteiro,"rehentar dum
mnorteiro",Outeiro,Mosteiro d,Mosteiro de Duraque,,,,,,,,,,,,,,,,,,,,
360,telegramma,telegrammas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,Filhos,Filho-d'Algo,Brilho-,Filho-,Boa Miss Filhos,,,,,,,,,,,,,,,,,,,,,,,,,
362,Linho ...,"Espi-
gal...",Facil de rellorir...,...,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Ilrcileiro,mudira u,"Pe-
beira brazileiro","Pe-
beira amigo':",Brazileiro,"la-
beira ale",Pereira Brazileiro,,,,,,,,,,,,,,,,,,,,,,,
364,pi,lapides,lapis,lapide,,,,,,,,,,,,,,,,,,,,,,,,,,
365,"i
Toc",Vo-,"ABen-
to","Vo-
tos",,,,,,,,,,,,,,,,,,,,,,,,,,
366,irm,Ir,Ir I-,Inquirir,iroar,Ir-,Irm-,Irrc,IR,Mmniciro,Irunsrle,tiro,,,,,,,,,,,,,,,,,,
367,Maneiras,Rio te Janeiro,Sueiro,Janeiro,vczeiro,,,,,,,,,,,,,,,,,,,,,,,,,
368,Nom,d'omle,homcn1,om,Ilomnem,eomo,,,,,,,,,,,,,,,,,,,,,,,,
369,bAnco Ilypotheca-,banco de pedra,"banco de
pedra",,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Feitor-mor das Alfandegas,Cez das Almas,Cruz,Cruz das Almas,,,,,,,,,,,,,,,,,,,,,,,,,,
371,"se-
girand",girand,"Casal do
Miranda",Miranda,Miranda  j,,,,,,,,,,,,,,,,,,,,,,,,,
372,PATria-,tos do Patriotismo,Patriotismo,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,illlela carta,vae elle,"cancelle
do",d'elle,lle,ferido-iCSsuleluellle,pa elle,elle nilo,ponta elle da orelha,"IAIES
elle",n'elle,elle,cllel,Belleza,,,,,,,,,,,,,,,,
374,Cundidato,Junho,Cunhas,Cunha,alcunha5,Cunhaes,,,,,,,,,,,,,,,,,,,,,,,,
375,Cidadelhe,Cidadelhe...,felicidade,Ilaccida,Meia-idade,"Vontade hem
exorcida",Liberdade,Cidade,Universidade,"Cidade
nis",solemhidade,,,,,,,,,,,,,,,,,,,
376,r-,Chor-,por-,Por-,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Novecenios,"novecentoste
cincoenta",novecentoste,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,arraial seguro,Barroso,Barro despegou,Barriolo,Ilarrolo,Agarrou,santa mae do Barrolo,Barrolo,Barro belgica,Arribada,barrigrudo,BAIRRO,"Barro-
lo",barrocaes,Barrole,"cigarros,-aa",rouba,Barro,Barrilo,Carro,,,,,,,,,,
379,"Col  Cavallo-
ro",avalloiru,"Cavallo-
ro de Malta",Cavallo-,Cavallaria,,,,,,,,,,,,,,,,,,,,,,,,,
380,cl,cLub,club,b-,,,,,,,,,,,,,,,,,,,,,,,,,,
381,LiSonja,Nis,Sis,Lis-,Iwis,Is,idealisaa,I'is,,,,,,,,,,,,,,,,,,,,,,
382,"es
eutel m",Hotel Mondego,Hotel MOndego,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Emfim,eMfim,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Tambem,Tabemn,bebedo,Bem,Nem,,,,,,,,,,,,,,,,,,,,,,,,,
385,"Fidalgo
la Torre dshontol",Fidalgo da Torr,Fidalgo la Torre,"Fidalga da
Torre",Fidalgo da orro,Fidalgo da Torre,"Fidalgo da
Torre","Fidalgo
la Torre","Fidalgo da Torre Mette
o Cavalleiro",,,,,,,,,,,,,,,,,,,,,
386,castello de Santa-gloria,Castello de Santa Direita,Castello de hal Irenei,"Solar de Santa Ironia-resistente como elle s for-
tuas",Castello de Peronnc,E8,castello de Santa,Castello de Santa Prendia,Castello de sAnta,,,,,,,,,,,,,,,,,,,,,
387,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,ILLISTI CASA,ILLlTIE,ILLLTIE,ILLLTIE CASA,IILLLSTIE CASA D DIMENS,"Cara-
A ILLLII CASA",,,,,,,,,,,,,,,,,,,,,,,
388,Ainistralor,MInistro-aeeeitando co,Ministros,Ministerio da Fazenda,mInistro aeceiltz,Administracao,lministrador,"Administralon
resutiu",Administradr,Administrador,Aministrador,Ministerio,Ainistrador,Amninistracio,Ministro,distrahidas:- h.,Administra,,,,,,,,,,,,,
389,Tavira,Etelvina,"pa-
elvira",elvira,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Governo Civil,goVerna,Governo,vern0,Governo Civil-fervera n'elle,Governo Ci,Governo Ci-,,,,,,,,,,,,,,,,,,,,,,,
391,Brando,branduras,bua semeadura,qne u la branquuava,brandura,,,,,,,,,,,,,,,,,,,,,,,,,
392,"Tam-
cem j ha",espetam0,Tam-,"Tam-
hem",,,,,,,,,,,,,,,,,,,,,,,,,,
393,Zamora,"sIl
Clamores",Clamores,,,,,,,,,,,,,,,,,,,,,,,,,,,
