cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
218.0,Mordomo-Mar,eomo,,,,,,,,,,,,,,,,,,,,,,,,,,
219.0,Car-,Caramnba,Caramba,earamba,carambal,Caramha,,,,,,,,,,,,,,,,,,,,,,
220.0,tos do Patriotismo,lmperatriz,Patriotismo,PATria-,,,,,,,,,,,,,,,,,,,,,,,,
221.0,suor,Suor,,,,,,,,,,,,,,,,,,,,,,,,,,
222.0,Sis,Solar de Santa Ironia-resistente,"Solar de Santa Ironia-resistente como elle s for-
tuas",U.AA I,Ia-,,,,,,,,,,,,,,,,,,,,,,,
223.0,collegio de S. it,collegio,collete,Collegas,Iolle,,,,,,,,,,,,,,,,,,,,,,,
224.0,U tio duarte,sulco do tio duarte,Ioemela do Tio,Violento do Tia duarte,Poeueto do tia Quartel,,,,,,,,,,,,,,,,,,,,,,,
225.0,II.LLSIIIE,IIMIIIH,C.A1 I. III,iiI,ILAWIIIINS,III,Iii,HWIIIE,"ILLITIII A1 II AMIIINS
genebra",,,,,,,,,,,,,,,,,,,
226.0,Aleagova,alagoVa,,,,,,,,,,,,,,,,,,,,,,,,,,
227.0,Signal,insignia,Assigna,Gnalo,Cognae,,,,,,,,,,,,,,,,,,,,,,,
228.0,Intoleravel,litlerario,lEra,Colera,d'hera,,,,,,,,,,,,,,,,,,,,,,,
229.0,Politica,Politicos,a;baixa politica1 de lPortuggab,Paulitieal,luliticu,conversar de l'politica,,,,,,,,,,,,,,,,,,,,,,
230.0,"pa pu-
blica",Interveio Publica,"k pu-
lu",,,,,,,,,,,,,,,,,,,,,,,,,
231.0,Iicl,Iicgcne-,"Iicgcne-
adores",,,,,,,,,,,,,,,,,,,,,,,,,
232.0,ILLLTIE CASA,ILLLTIE,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,ILLlTIE,,,,,,,,,,,,,,,,,,,,,,,,
233.0,Cilude,Cil,,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,Lama,lama6,,,,,,,,,,,,,,,,,,,,,,,,,,
235.0,Gago,Thiago,Duvida,Vidago,Cundidato,Vida-na,Convidado,,,,,,,,,,,,,,,,,,,,,
236.0,gal,lIl,Galilea,l)usado le Galilea,,,,,,,,,,,,,,,,,,,,,,,,
237.0,cArICias,Policia,Milicias,,,,,,,,,,,,,,,,,,,,,,,,,
238.0,Governador Civil...,Governador civil d istricto,"Governador Ci-
vil",Governador Civil du listriceta,"Governador
Civil-e",costernado,Governador Civil oLiveira,Governador Civil,"Governador Ci-
il",Governador Civil Mas,"Governador
Civil",Governador,,,,,,,,,,,,,,,,
239.0,Fl-Sei,dom Sei,seI,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,bom it,Bom Ieus.l,Ieus,bom narr)lo,bom Jogo da,,,,,,,,,,,,,,,,,,,,,,,
241.0,Tende,TEndes,Mendes,Iendera,,,,,,,,,,,,,,,,,,,,,,,,
242.0,Fllc,expressaes,O Sud-express,Sud-express,Impress,,,,,,,,,,,,,,,,,,,,,,,
243.0,AlC,Alc,Alcova,,,,,,,,,,,,,,,,,,,,,,,,,
244.0,rua das portas,rua das Ptgas,rua d rinceza l. nela ati,"rua das leccdairas
MIss",s pr,"Tua d'r-
l",Ptgas,"rua das
Teeedeiras",,,,,,,,,,,,,,,,,,,,
245.0,conversando0,coniroversia,converS1I,T:-s-convuls,Conviviam,,,,,,,,,,,,,,,,,,,,,,,
246.0,pera de S. Joaio,Egreja de S. Christo,igreja de S. Ma-,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,Alferes-MI6r,Alferes,Alferes f-,inleressnd,,,,,,,,,,,,,,,,,,,,,,,,
248.0,Sala-o,Ala-do,Cala-Pela,Sala,,,,,,,,,,,,,,,,,,,,,,,,
249.0,u revolto,Voltava,soltar?-F,Paris,voltaris,voltarete,,,,,,,,,,,,,,,,,,,,,,
250.0,eseulhida,pujan,Museu,gonzos ferrugeuts,deseubrulhes,deseuferrujar,,,,,,,,,,,,,,,,,,,,,,
251.0,llarrlo,brazil dos Barrlos,Barrlos,,,,,,,,,,,,,,,,,,,,,,,,,
252.0,terra,Serras,Serra Moderna,Deter,sublerraneol,Terra,aterrado,Terras,Guerra-,,,,,,,,,,,,,,,,,,,
253.0,Jesuita,Lusitania,Escrita,Fita,Ita,,,,,,,,,,,,,,,,,,,,,,,
254.0,Iagri-,magro0,Ri-,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,segun,arraial seguro,Praia,,,,,,,,,,,,,,,,,,,,,,,,,
256.0,Ils,"IL.I.ATI CA  IIIILS
51","IAIIIH
-Sio Reis",AIIl,IAIIILS,AMIIILS,,,,,,,,,,,,,,,,,,,,,,
257.0,u retconciliachlo,Concilio de Toledo,"re-
onciliaco",,,,,,,,,,,,,,,,,,,,,,,,,
258.0,Jose Casco dos Bravaes,damasco,.-o Casco,Casco,Casco emtudecera,Base Casco,Cascol,Jose Casco,,,,,,,,,,,,,,,,,,,,
259.0,Adas,Inurmuradas,Fiada,Louzadasl,Lousadas,I.cruzadas,Caiadas,Iuidas,,,,,,,,,,,,,,,,,,,,
260.0,brasil,snras,Crassa,Bras,Sobras,Obras Publicas,,,,,,,,,,,,,,,,,,,,,,
261.0,Nuronha,Noronhas,familia Noronhal,Noronha,Ordonha,Noronhal,,,,,,,,,,,,,,,,,,,,,,
262.0,gratid,Tirava,tratira,"tratira or  me-
nlino",,,,,,,,,,,,,,,,,,,,,,,,
263.0,Safa,afaga4am,Aga-,Gonzaga,,,,,,,,,,,,,,,,,,,,,,,,
264.0,Esconde,Conde,Visconde,estrada le Conde,"Social re-
condo",,,,,,,,,,,,,,,,,,,,,,,
265.0,primeiro0,Primo,"CRIME
35",opprime,Crime,uipproxime,,,,,,,,,,,,,,,,,,,,,,
266.0,tanque redondo,"tanque-
te",tanque de marmore,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,--Oh Snr,n Snr,Snr,,,,,,,,,,,,,,,,,,,,,,,,,
268.0,tornzello,Caslello,Bello,Tordezello,Leanlro  Bello,"Re-
bellos",Mindello,"ala-
mello",Facil de rellorir...,,,,,,,,,,,,,,,,,,,
269.0,ste par-,"rio
ste",ste,II.ESTE,"ste
rieni",,,,,,,,,,,,,,,,,,,,,,,
270.0,Fuente-Guihal,"ci impaciente-
ia",pessiuamentel,Iolgadamente,Effectivamente o Custo,Precisamente,Fugidiamente,Mente-M6r,"bru de
galhofeiramente",Oriente,"assohiando va-
gamente",Immediatamente,Positivamente,,,,,,,,,,,,,,,
271.0,Oiro Gouveia,Gouveia,Rio Gouvela,Rio Goueia,lio Gouveia,Joaio Gouveia,"MIas o
Joao Gouveia",Jogo Gouveia,"J0ao
Gouveia",,,,,,,,,,,,,,,,,,,
272.0,atrazo,Atraz,l'Atraz,,,,,,,,,,,,,,,,,,,,,,,,,
273.0,Uns,InrUnCuS,murle d'hoje,Irunsrle,iruio,,,,,,,,,,,,,,,,,,,,,,,
274.0,d'alpaea,Es-,Paes-,Pae,"Paes-
tina",Paes,,,,,,,,,,,,,,,,,,,,,,
275.0,tradici,attrahem,tRago,tra,lettras,lEtras-mar,,,,,,,,,,,,,,,,,,,,,,
276.0,Arcada,gua a0,dua Arcada,aa Arclivo,abeirou da Arcada,,,,,,,,,,,,,,,,,,,,,,,
277.0,Cavado,pasmava,Usava,preguicavatn,recuavan,caVa,C CUIIS0rVava,cotecava:-flor ci,"balou-
cava:-",tranquillisar cvocava,tufava,Caval-,suflocava,ctbarcava,,,,,,,,,,,,,,
278.0,MIss,fugisso,submiss,MIS,,,,,,,,,,,,,,,,,,,,,,,,
279.0,luneta d'ouro,cabo d'ouro la letras d'ouro,j la,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,l Nascera,scet,Nascera,Nascente,,,,,,,,,,,,,,,,,,,,,,,,
281.0,Affonso,Affonsinasl,Affonsina,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,paschoal,paschoal do cinto-anno,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0,Toledo,Iulito,Iitol,Grito,Titosinlo,sequito,,,,,,,,,,,,,,,,,,,,,,
284.0,Ilomnem,ILouatasl,Nem,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,"z-a-
L-","ma-
n.",uma-,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,palma0,Almas,d'Ullma,Choupal,palmas,"palmas
lalirantes",almada,dalma,,,,,,,,,,,,,,,,,,,,
287.0,rvoredo,vorga,d'arvores,Fervor,,,,,,,,,,,,,,,,,,,,,,,,
288.0,COndessa de Chelas,Condessa de Chelas,Chelas,"triumpho dessa mi-
seria-- cnsadores",,,,,,,,,,,,,,,,,,,,,,,,
289.0,formara,Camara,Cumaras,Camaras,sas d'Amarante,Presidente da Camara,camape,uarmaraln,Amarante,,,,,,,,,,,,,,,,,,,
290.0,Criados,ripiado,Boa piadal,Batalhas de Apoiado,Iepnuiado,,,,,,,,,,,,,,,,,,,,,,,
291.0,dIIospanha,Hespanhoes do cOnde de Vonavente,Espanha,Apanhasse,espanto0,Hespanha,espanha,,,,,,,,,,,,,,,,,,,,,
292.0,festa de,Pestana,estado,Festa...,eSta,ta esta-,Est,n'esta frei-,lamina d'estanho,restauradu,estupidissmn0 Estantes,"est
de d",d'estanho,,,,,,,,,,,,,,,
293.0,d'essa,n'ess nulo,N'esse,acredito n'esses,N'essa,d'essa rua de Bayio,lago n'essa,N'Esse ing,Arremessado,,,,,,,,,,,,,,,,,,,
294.0,Clerigo da Cura,Clerigo,"tIo-
perIGO",,,,,,,,,,,,,,,,,,,,,,,,,
295.0,Ilorete,Ioreto,Lazareto'-,,,,,,,,,,,,,,,,,,,,,,,,,
296.0,.-MIas,Ias l,MIa-,Ias,MIas,Mias,,,,,,,,,,,,,,,,,,,,,,
297.0,Enlre,Ilres,ILreuco,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,BRITES,LIMITES,"nOITES
b","nOITES
I0S",,,,,,,,,,,,,,,,,,,,,,,,
299.0,oceano Mendes,ILoueneo Mendes Milhares,Sua mExe,Goncalo Mendes,alo Mendes,Gongcalo Mendes,,,,,,,,,,,,,,,,,,,,,,
300.0,Franziu,"dc
Franca",Rei de fRanceza,Francezas,Franja,franc,tos francos,Arrancou,S. Francisco,Franca,,,,,,,,,,,,,,,,,,
301.0,pouco0,Co0,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0,Recolheu,Encolheu,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0,Estimava,Estive,Tive-frias,ESTiVE,ESTIVE,,,,,,,,,,,,,,,,,,,,,,,
304.0,Explico,"xplicaehio d
Iniyersu",explondidus1 l,,,,,,,,,,,,,,,,,,,,,,,,,
305.0,Nau,Nlirauie,naui,,,,,,,,,,,,,,,,,,,,,,,,,
306.0,Leio,lEis,Enleio,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,Abria,Cobria,d'Abril,,,,,,,,,,,,,,,,,,,,,,,,,
308.0,Marvila,d'Marvila,d'm,,,,,,,,,,,,,,,,,,,,,,,,,
309.0,Post-Serviu,"eagoar om V. LHe,1 gRupos-",pos-,,,,,,,,,,,,,,,,,,,,,,,,,
310.0,Margem,Brio das Margens,"gruio das
suistsas louras",Margens,Diario das Margens,Llil Virgens,rio das Margens,"Bara
las Margem","Baroneza
das Margens",,,,,,,,,,,,,,,,,,,
311.0,Coral,Imoral,Moral,Zamora,,,,,,,,,,,,,,,,,,,,,,,,
312.0,sel,selts,elteger,,,,,,,,,,,,,,,,,,,,,,,,,
313.0,vi-,Vi-,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0,Y. E,V. Ex,V. F,,,,,,,,,,,,,,,,,,,,,,,,,
315.0,solurnu,Solto,Solid,Sol,di solid:z.,,,,,,,,,,,,,,,,,,,,,,,
316.0,Goueia,eia,Meia,Veia,,,,,,,,,,,,,,,,,,,,,,,,
317.0,ulherio,Vilhena,LHe,Lhe,Folhetim,I'olhe,garygalheia,,,,,,,,,,,,,,,,,,,,,
318.0,Enxarez,Trez,Tres,Thereza,,,,,,,,,,,,,,,,,,,,,,,,
319.0,Culcalu,sujcit calvo,tas da calva,calv0,,,,,,,,,,,,,,,,,,,,,,,,
320.0,Cerqueira,St I,Ccrqueira,Esgueirar,,,,,,,,,,,,,,,,,,,,,,,,
321.0,Torre aos Domingos,Povo de S. Domingas,Domingo,convento de S. Domingos,S. domingos,,,,,,,,,,,,,,,,,,,,,,,
322.0,Abre i Torre,Torre...,Torre reprehendeu,Iicillima Torre,Correu,"Torre
rostituida","Nodoa,-a Torre",Torre cra ois,"Torre alvar-
ran",T(torre,l1 Torre,Torre i,Torre,TOrre,u Torre,Torras,Torre sen-,Torre-,urre,la Torre,i Torre,Torres,"Torre
cra",Corredor,Torr,torre albarra,Torre illuminado,Torre iratada
323.0,valIdo,dali0,idealisaa,Ali-,Cerdal,,,,,,,,,,,,,,,,,,,,,,,
324.0,suhissult us S,Sul,"nio ha sulti-
Ileas",do Sul,,,,,,,,,,,,,,,,,,,,,,,,
325.0,gingand,Ingl,Ing,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,Ilopois,lOpo,lLop0,,,,,,,,,,,,,,,,,,,,,,,,,
327.0,braga,Praga,Ihraganeas,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,ste escadaria,escadaria redonda,descan,Escada,cad,,,,,,,,,,,,,,,,,,,,,,,
329.0,W'inchester,"anches
medicos",colches,Sancla,Manches,sanches,,,,,,,,,,,,,,,,,,,,,,
330.0,vintcml,tntcndra,tcm,Montcmor,Yivamontc,,,,,,,,,,,,,,,,,,,,,,,
331.0,com-,Comedia,comiatmn,Com-,Com1,Commo-,come0a,,,,,,,,,,,,,,,,,,,,,
332.0,Chcete,Palacete inaccessivel,Palacete dos fidalguissimos HBarrlos,Palacete,Palacio,,,,,,,,,,,,,,,,,,,,,,,
333.0,Hnmi-,"Hnmi-
res",,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,d'alvaro,Alvaralhao,Alvares,Alvaralhio,,,,,,,,,,,,,,,,,,,,,,,,
335.0,embaracados,Rel de Fraca,Oracas,Fraca,,,,,,,,,,,,,,,,,,,,,,,,
336.0,"Snr
Ilegedor",egedor,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,Monge,Ionge,Longa-,LOnge,Gongealo,Longas,Longo,,,,,,,,,,,,,,,,,,,,,
338.0,Guonealo,Gonea-,Gonealinho,Gonealol,Goneal,Nio Goneal,Gioneale,,,,,,,,,,,,,,,,,,,,,
339.0,Mlathilds,Mathildes,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,Civil,civilisuaio,CiVIL.III A D III,"Gavonador
Civil",,,,,,,,,,,,,,,,,,,,,,,,
341.0,Rtires,Ilurires,Pires,Iaires,"botica
do Pires",,,,,,,,,,,,,,,,,,,,,,,
342.0,Inimigo,Crimine,Imin,min,,,,,,,,,,,,,,,,,,,,,,,,
343.0,luva,viuva,obruva,publicuva,,,,,,,,,,,,,,,,,,,,,,,,
344.0,bom rcndeiro,"rehentar dum
mnorteiro",Outeiro,souto de azinheiros,Pinheiro,Toreiro-hnne,Ilrcileiro,Rio te Janeiro,Mmniciro,Janeiro,tiro,vczeiro,iroar,Sueiro,Conselheiro,,,,,,,,,,,,,
345.0,sevilha,ilha do imperador,Filha,ma milha,lha,Ilha,ilha dum carniceiro,,,,,,,,,,,,,,,,,,,,,
346.0,Malha-e,Palha,Palha-Ca,Hljlya-Ca,,,,,,,,,,,,,,,,,,,,,,,,
347.0,Andr,Flandres,Andresinho,adresinho desbotalo,Londres,Andresinhol,Trtesinho,,,,,,,,,,,,,,,,,,,,,
348.0,C0rtes,Gutiertes,Certesa,Cortes,,,,,,,,,,,,,,,,,,,,,,,,
349.0,pudicicia,krudicio,bulicio,lrudieao,,,,,,,,,,,,,,,,,,,,,,,,
350.0,Torre dourada,l.dourada,Moura,,,,,,,,,,,,,,,,,,,,,,,,,
351.0,petroleo,Joia,tRonco,Troia,Troixedo,,,,,,,,,,,,,,,,,,,,,,,
352.0,Videirinlia,Wideirinha,Yideirinha adeantou,Videirinln,"Videirinha
s6",Videira,Videirinh,Bandeirinha,Videirinha,Yideirinha,"Videirinha
s6 poz","I
Yideirinha",Videiral Toca,,,,,,,,,,,,,,,
353.0,Cracinha,Oracinha,Gacinha,Gracinhn,Gracinha,Graciuha,Gracimha,Gracinhae,Engracia,"ILus
tGracinha",,,,,,,,,,,,,,,,,,
354.0,Iute,oiYCrsatos,Iutos,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,"a
Calcanhar","Calcanhar de
Yill-Clara","Calcanhar
le Villa-Cural
28",Calcanhar,kFra alcan,Alcan,,,,,,,,,,,,,,,,,,,,,,
356.0,goVerna,Governo,Governo Civil-fervera n'elle,Governo Civil,vern0,Governo Ci,Governo Ci-,,,,,,,,,,,,,,,,,,,,,
357.0,"Cavallo-
ro de Malta",Cavallo-,Gallo,Cavallaria,avalloiru,"Col  Cavallo-
ro",,,,,,,,,,,,,,,,,,,,,,
358.0,alteulnd,Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0,"sc
captivo d",Mo du ndre,mo di-,,,,,,,,,,,,,,,,,,,,,,,,,
360.0,Fnlgeneiao,S. Fulgeneio,S. Fulgcncio,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,pArto,"Quarto-nu
j nio refervia",Quarta,Quarto-nu,,,,,,,,,,,,,,,,,,,,,,,,
362.0,Chor-,porei,por-,Por-,,,,,,,,,,,,,,,,,,,,,,,,
363.0,at alli1,pallido,d'alliana,alllicto,nio alludamos,Hoi  allivio,,,,,,,,,,,,,,,,,,,,,,
364.0,l'ois,l'o-,l'o,,,,,,,,,,,,,,,,,,,,,,,,,
365.0,Mirante-se,Si-,Mirante,Mirante-o,Modo Mirante,,,,,,,,,,,,,,,,,,,,,,,
366.0,Largo d'El-Rei,Largo d'El-el,El-rei,,,,,,,,,,,,,,,,,,,,,,,,,
367.0,Mel-,Fl-ei,El-ei,,,,,,,,,,,,,,,,,,,,,,,,,
368.0,i Villa,"F
Villa",Villalubs,Villa-Folhas,Villas,Villalohsos,illa-,Novilles,Villar londres,Antonio VillalobUs,VILLA CaSA DE MAIS,Villa,Illa,ViLla-Velhas,"Villa-elle dentro-
te do",Tordesillas,Villico,"villas da
doaao",Villa Ela-,"Villa-
para",,,,,,,,
369.0,rccadinhos,toicinhos,Vidainhos,ahhos,palvarinhos,Sonhos,Vidrinhos,piquesinhos,Diabinhos,,,,,,,,,,,,,,,,,,,
370.0,toa-,Necessito,necessitoa,neeessitandu,,,,,,,,,,,,,,,,,,,,,,,,
371.0,resoou,Lebres,bre,,,,,,,,,,,,,,,,,,,,,,,,,
372.0,Lugar,Algarve,ygaridute,Iogar,,,,,,,,,,,,,,,,,,,,,,,,
373.0,intima,Intimo,Jantimos,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,como6r  lisboa,"lisboa
llces",Lis-,"t
lIsboa",lisboa,Lisboa-e,Lisboa-para,de lisboa,Lisboa tres,Lisboa do 5,lIsb,Lisboa,l.lisboa,"como6r  lisboa
ce moderno","Lisboa
Nem",lIsboa,ci lisboa,LIsboa,Lisboa...,dc Lisboa,"LIsboa:-Oh
sObrinha",,,,,,,
375.0,Canta-l'era,"Canta-l'e-
drag",Canta-l'e-,lua,,,,,,,,,,,,,,,,,,,,,,,,
376.0,hule,Ilereules,Ilereulanos,,,,,,,,,,,,,,,,,,,,,,,,,
377.0,l2art,Obra pArte,Mlarte,Arte,Quartel,,,,,,,,,,,,,,,,,,,,,,,
378.0,atrever1,Panos de Severim,Severim,,,,,,,,,,,,,,,,,,,,,,,,,
379.0,BAIRRO,uuio,marroquim,IutIuUira,uuirroquim,,,,,,,,,,,,,,,,,,,,,,,
380.0,collina,collo da mae,collo,Collocar,,,,,,,,,,,,,,,,,,,,,,,,
381.0,"N'e-
sas semanas de","pas-
ses semanas",,,,,,,,,,,,,,,,,,,,,,,,,,
382.0,Famosa,IAMOS,Iamos,Famosos,,,,,,,,,,,,,,,,,,,,,,,,
383.0,Titulo,Ngulo,Pulo,Iepulud,Tumulo,,,,,,,,,,,,,,,,,,,,,,,
384.0,Remorsos bracos d'olln,sos,versOs,vErso,Mlohiqtue,,,,,,,,,,,,,,,,,,,,,,,
385.0,Chega,Suevo,Cheg-,,,,,,,,,,,,,,,,,,,,,,,,,
386.0,Ainistralor,Administradr,Administracao,Administra,Amninistracio,"Administralon
resutiu",,,,,,,,,,,,,,,,,,,,,,
387.0,Reodades,Universidade,Cidadelhe,"Vontade hem
exorcida",felicidade,Meia-idade,Autoridade m'empurra,solemhidade,Cidade,"Cidade
nis",Ilaccida,Liberdade,Cidadelhe...,Auctoridade,,,,,,,,,,,,,,
388.0,deixal,oxal,,,,,,,,,,,,,,,,,,,,,,,,,,
389.0,cnvallnrica,"valle
de Crauede","valle
da lisa",allectuaoso,valla,valle surde,valle co,valle,Val-,Valle de Josaphat,fresco valle,valle de Oriente,,,,,,,,,,,,,,,,
390.0,"Gra
Ila","horda da beira
do Coiee",Ti16,"Seira
I168",,,,,,,,,,,,,,,,,,,,,,,,
391.0,Bica-Sua,Bica-junta,"Bica
St",Bica-Velha,Bica,,,,,,,,,,,,,,,,,,,,,,,
392.0,telegrammas,telegramma,chamma,,,,,,,,,,,,,,,,,,,,,,,,,
393.0,Castello de Santa Prendia,Senhor de Santa,Castello de hal Irenei,Castello de sAnta,Castello de Peronnc,castello de Santa,castello de Santa-gloria,Castello de Santa Direita,,,,,,,,,,,,,,,,,,,,
394.0,Marquez,Tremenda,"Marquez do
Tremendo","Marques
Rosendo",O-Hei Marquez de Tremendo,,,,,,,,,,,,,,,,,,,,,,,
395.0,omhebid,amhus,Tamhe,Tamhcm,tamhen,tamhem,,,,,,,,,,,,,,,,,,,,,,
396.0,surgiain,Santa-energia,Andar de Santa Energia,Santa energia,Santa Energia,Sonhorio de sAnta energia,C0O 0S,,,,,,,,,,,,,,,,,,,,,
397.0,Beja,beja,,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,Tecidos,Tremidos,guida,Erguera,Erguidos,,,,,,,,,,,,,,,,,,,,,,,
399.0,Poemneto,phaeton,Netos,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,Historia de Franca,"Historia
l'Herculano",chisti,Ilistoric,d'Historia,Historia,"Historia da
ttminisreo 1'feliz e",ava a velhissima historia da castello,,,,,,,,,,,,,,,,,,,,
401.0,Curhaes,Cnhaes,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,valent6es de Invejas.n,Invejas,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,l'poder,cova negra,mudira u,higodeira negra,bigodeira,,,,,,,,,,,,,,,,,,,,,,,
404.0,Olo,Mithologgia,Colonia,Moloar,colo0,Colo-,,,,,,,,,,,,,,,,,,,,,,
405.0,Fino,Final-,Fina,Final,Inalo  in percebo,,,,,,,,,,,,,,,,,,,,,,,
406.0,Annos,ANNOS,annos0,,,,,,,,,,,,,,,,,,,,,,,,,
407.0,Melodrama,Poemelo,Melodia,Melodias,,,,,,,,,,,,,,,,,,,,,,,,
408.0,Jose l,Jos,harpcjos,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,Constantinopla,Castanhciro,cothanheiru,Castanhtei-,Castanheiro,Foros de castanheiro,,,,,,,,,,,,,,,,,,,,,,
410.0,sahir,Sahira,sahi,benta i sahida,sahiu,sobesahir,sahia,,,,,,,,,,,,,,,,,,,,,
411.0,voss,vosste,voss2,Vosste,,,,,,,,,,,,,,,,,,,,,,,,
412.0,l'silencio-,ancioso,Silencioso,Deliciosos,"si-
lencio",,,,,,,,,,,,,,,,,,,,,,,
413.0,es solarenggos,Slarem,aggolrd,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,quietaeao,Julieta-,,,,,,,,,,,,,,,,,,,,,,,,,,
415.0,n'ult,D)'um,n'um gesto d,ay Resto-,Erncsto dc,,,,,,,,,,,,,,,,,,,,,,,
416.0,regress0,Alegres,bocca d alegre,Alegrias Fiaccns,Egre-,alegre,,,,,,,,,,,,,,,,,,,,,,
417.0,imellia,repellia,lima,sellim,d'Aellim,,,,,,,,,,,,,,,,,,,,,,,
418.0,Alem-,lEm-,seM-,,,,,,,,,,,,,,,,,,,,,,,,,
419.0,Goucalo,Goucaloe,Goucalinho,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,Philosoplios,"tdeunl
ios",Iiosa,Ios-,Negocios,Ios,,,,,,,,,,,,,,,,,,,,,,
421.0,pucirala,Cerejcira,Tecedeiras,Tecedciras,,,,,,,,,,,,,,,,,,,,,,,,
422.0,"valle
le Canta-Pedra",estreito dc Canta-Pedra,Canta-pedra,Canta-Pedra,"valle estreito dc Canta-Pedra: Lo con
Im",Cala-Pedra,Cantapedra,,,,,,,,,,,,,,,,,,,,,
423.0,Bispo de Coimbra,Sombra,coimbra,Coimbra,,,,,,,,,,,,,,,,,,,,,,,,
424.0,atarefad,linda mata,Chatarizo,Matar,,,,,,,,,,,,,,,,,,,,,,,,
425.0,lages,lages do Largo,"fossos do
l'ao","lages do
pateo",Pateo,,,,,,,,,,,,,,,,,,,,,,,
426.0,Autoridade do Districto,districto d'Oliveira,distrahidas:- h.,alastrira,Districto,,,,,,,,,,,,,,,,,,,,,,,
427.0,Iibeiinh,Iaradiula,Ilbeiiula,,,,,,,,,,,,,,,,,,,,,,,,,
428.0,Vagarsalnclie,Inclina,Santa Inclina,inclina0,,,,,,,,,,,,,,,,,,,,,,,,
429.0,lortugalsiuho,Portugal,Rei de Portugal,em Portugal,"Portugal
Espantado",pOrtugal,"Portugu-
est Negociariam",I'portugal,poRtugal,Ricos-Homens de Portugal,Portugal-ate,em portugal,Porque portugal,portugal,Portugueza...,vulgurisar Portugal,Portugal-,atroar portugal,I'portugal res-,,,,,,,,,
430.0,Mosteiro de Risadas,"Mosteiro d
ltecadies",Mosteiro,mosteiro d'or,Mosteiro d,mosteiro de Escadas,Mosteiro de Duraque,MOsteiro,,,,,,,,,,,,,,,,,,,,
431.0,"de-
lha",Ave-,Nove-,"Nove-
la",,,,,,,,,,,,,,,,,,,,,,,,
432.0,Gungalo,abalo,Ndalo,Alo-,alo,Alalou,Geuealoic,Gouealo,,,,,,,,,,,,,,,,,,,,
433.0,foi?l santo,Foi-,innnuveisl Santo DEus Mortos,Santo Deus,Santo deus7,foi?l santo Deus,,,,,,,,,,,,,,,,,,,,,,
434.0,cale,Alertal,Froalengo,Cale-,Alecmtcjshla,valenlias,ale,gales,Alea-,Aleava,,,,,,,,,,,,,,,,,,
435.0,Tens,Sino,sao insensieis,Aiionsinos,Aflnsinos,Ensino,In'ensinava,Bens,,,,,,,,,,,,,,,,,,,,
436.0,Guiomar,roma,Mafoma,Toma,,,,,,,,,,,,,,,,,,,,,,,,
437.0,estrada de Oriente,estrada ma,Amizade,estrada de Amizade,,,,,,,,,,,,,,,,,,,,,,,,
438.0,greda,arremettida,Arreda,arrefecc,,,,,,,,,,,,,,,,,,,,,,,,
439.0,vagaroso0,Nagarosamontc,"Torre
Vagarosalntt",Nagarosas,Iodosas,Inagarefes,,,,,,,,,,,,,,,,,,,,,,
440.0,Bem,lumbeetm,Tambem,Tabemn,,,,,,,,,,,,,,,,,,,,,,,,
441.0,cabo do renque d'alamos,cabo d'aclarar da sombrinha,cabo d,cabo d'osso do guarda-sol,cabo de rosas,,,,,,,,,,,,,,,,,,,,,,,
