cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
226,"pa pu-
blica",Delicado,Interveio Publica,Obras Publicas,"k pu-
lu",publicuva,,,,,,,,,,,,,,,,,,,,
227,Iicl,Iicgcne-,Vcneza,"Iicgcne-
adores",,,,,,,,,,,,,,,,,,,,,,
228,ILLLTIE CASA,ILLLTIE,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,ILLlTIE,,,,,,,,,,,,,,,,,,,,,,
229,lIl,Galilea,l)usado le Galilea,"nio ha sulti-
Ileas",,,,,,,,,,,,,,,,,,,,,,
230,rela,I'ego ds Belas,melaneholia,melania,Gela,Cela o Oiro,Goela,,,,,,,,,,,,,,,,,,,
231,Governador Civil...,Governador civil d istricto,"Governador Ci-
vil",Governador Civil du listriceta,"Governador
Civil-e",costernado,Governador Civil oLiveira,Governador Civil,"Governador Ci-
il",Governador Civil Mas,"Governador
Civil",Governador,,,,,,,,,,,,,,
232,Fl-Sei,dom Sei,seI,,,,,,,,,,,,,,,,,,,,,,,
233,"banco de
pedra",Ir de Pina,banco de pedra,,,,,,,,,,,,,,,,,,,,,,,
234,expressaes,Presa,O Sud-express,Sud-express,Impress,,,,,,,,,,,,,,,,,,,,,
235,pe,AlC,Alc,Mlalchior,Alcova,,,,,,,,,,,,,,,,,,,,,
236,rua das portas,rua das Ptgas,rua d rinceza l. nela ati,"rua das leccdairas
MIss",s pr,"Tua d'r-
l","rua das
Teeedeiras",,,,,,,,,,,,,,,,,,,
237,pera de S. Joaio,Egreja de S. Christo,igreja de S. Ma-,S. Miguel,,,,,,,,,,,,,,,,,,,,,,
238,CO,Alferes-MI6r,Nao,Alferes,D,Alferes f-,,,,,,,,,,,,,,,,,,,,
239,snras,--Oh Snr,n Snr,Snr,,,,,,,,,,,,,,,,,,,,,,
240,Sala-o,Ala-do,Cala-Pela,Sala,"ala-
mello",,,,,,,,,,,,,,,,,,,,,
241,u revolto,Voltava,soltar?-F,Paris,voltaris,voltarete,volveu:- Oh,,,,,,,,,,,,,,,,,,,
242,eseulhida,Museu,gonzos ferrugeuts,deseubrulhes,deseuferrujar,,,,,,,,,,,,,,,,,,,,,
243,llarrlo,brazil dos Barrlos,Barrlos,t1,,,,,,,,,,,,,,,,,,,,,,
244,Santa Revela,Santa reunida,Santa Repetiu,eMfim,Uni-,A Reliquia,,,,,,,,,,,,,,,,,,,,
245,Ils,"IL.I.ATI CA  IIIILS
51","IAIIIH
-Sio Reis",AIIl,IAIIILS,AMIIILS,,,,,,,,,,,,,,,,,,,,
246,u retconciliachlo,Concilio de Toledo,"re-
onciliaco",,,,,,,,,,,,,,,,,,,,,,,
247,Jose Casco dos Bravaes,damasco,.-o Casco,Casco,Casco emtudecera,Base Casco,Cascol,Jose Casco,,,,,,,,,,,,,,,,,,
248,pessiuamentel,lusidia,Iolgadamente,Effectivamente o Custo,Precisamente,Fugidiamente,"bru de
galhofeiramente","assohiando va-
gamente",Immediatamente,divinamentel,Positivamente,,,,,,,,,,,,,,,
249,Quasi,Ilalsuas,extasi,qUasi,quasi,,,,,,,,,,,,,,,,,,,,,
250,Adas,Fiada,Louzadasl,Lousadas,I.cruzadas,Caiadas,,,,,,,,,,,,,,,,,,,,
251,firme0,Firmava,iI:-,FIRMe,,,,,,,,,,,,,,,,,,,,,,
252,lEmbra,embrulhado,Dezembro,Setembro,Novembro,,,,,,,,,,,,,,,,,,,,,
253,brasil,Bras,Sobras,,,,,,,,,,,,,,,,,,,,,,,
254,Sonhaste,Nuronha,Noronhas,familia Noronhal,Noronha,Ordonha,Noronhal,,,,,,,,,,,,,,,,,,,
255,gratid,Tirava,tratira,"tratira or  me-
nlino",,,,,,,,,,,,,,,,,,,,,,
256,Ilamnejou,Lama,lama6,,,,,,,,,,,,,,,,,,,,,,,
257,Safa,afaga4am,Aga-,mattagal,Gonzaga,,,,,,,,,,,,,,,,,,,,,
258,Esconde,Conde,Visconde,estrada le Conde,"Social re-
condo",,,,,,,,,,,,,,,,,,,,,
259,primeiro0,Primo,"CRIME
35",opprime,Crime,,,,,,,,,,,,,,,,,,,,,
260,ponta da sobrinha,Andorinha,Yieirinha,Torre Vidveirinha,Vidcirinha,Iibeirinh,Vileirinha,boeirinha,Bandeirinha,Ribeirinha,Yiduilrinha,lu Vileirinha,Vitcirinha,0O Yidoirinha.l-Correu alsrocadamente i,Vidceirinha,Yleirinha,,,,,,,,,,
261,tornzello,Caslello,Bello,Tordezello,Leanlro  Bello,"Re-
bellos",Mindello,Facil de rellorir...,,,,,,,,,,,,,,,,,,
262,Intoleravel,lEra,Colera,,,,,,,,,,,,,,,,,,,,,,,
263,Fuente-Guihal,"ci impaciente-
ia",rasgadamuente,Ilamueente,Mente-M6r,Vicente,,,,,,,,,,,,,,,,,,,,
264,Abre i Torre,Torre...,Torre reprehendeu,Iicillima Torre,"Torre
rostituida","Nodoa,-a Torre",Torre cra ois,"Torre alvar-
ran",T(torre,l1 Torre,Torre i,Torre,TOrre,u Torre,Torras,Torre sen-,Torre-,urre,la Torre,i Torre,Torres,"Torre
cra",Torr,torre albarra,Torre illuminado,Torre iratada
265,Oiro Gouveia,Gouveia,Rio Gouvela,Rio Goueia,lio Gouveia,Joaio Gouveia,Jogo Gouveia,"J0ao
Gouveia",,,,,,,,,,,,,,,,,,
266,attrahem,atrazo,tra,Atraz,l'Atraz,,,,,,,,,,,,,,,,,,,,,
267,c00,Norunhu,InrUnCuS,Irunsrle,iruio,,,,,,,,,,,,,,,,,,,,,
268,Enxarez,Trez,Thereza,Slarem,,,,,,,,,,,,,,,,,,,,,,
269,Constantinopla,consontia,i cons0-,us confins,palradora con-,,,,,,,,,,,,,,,,,,,,,
270,d'alpaea,Es-,Paes-,Pae,"Paes-
tina",Paes,,,,,,,,,,,,,,,,,,,,
271,Arcada,dua Arcada,aa Arclivo,abeirou da Arcada,,,,,,,,,,,,,,,,,,,,,,
272,Cavado,preguicavatn,caVa,cotecava:-flor ci,"balou-
cava:-",tranquillisar cvocava,As,Caval-,suflocava,ctbarcava,,,,,,,,,,,,,,,,
273,MIss,la0a,fugisso,submiss,MIS,,,,,,,,,,,,,,,,,,,,,
274,luneta d'ouro,cabo d'ouro la letras d'ouro,Remorsos bracos d'olln,j la,,,,,,,,,,,,,,,,,,,,,,
275,l Nascera,scet,Nascera,Nascente,,,,,,,,,,,,,,,,,,,,,,
276,Affonso,Affonsinasl,Affonsina,,,,,,,,,,,,,,,,,,,,,,,
277,N0,Toledo,Iulito,Iitol,Grito,Titosinlo,sequito,,,,,,,,,,,,,,,,,,,
278,Ilomnem,Nem,,,,,,,,,,,,,,,,,,,,,,,,
279,"z-a-
L-","ma-
n.",uma-,,,,,,,,,,,,,,,,,,,,,,,
280,palma0,Almas,d'Ullma,palmas,"palmas
lalirantes",almada,dalma,,,,,,,,,,,,,,,,,,,
281,rvoredo,vorga,d'arvores,Fervor,,,,,,,,,,,,,,,,,,,,,,
282,COndessa de Chelas,Condessa de Chelas,Chelas,,,,,,,,,,,,,,,,,,,,,,,
283,formara,Camara,Cumaras,Camaras,sas d'Amarante,Presidente da Camara,camape,uarmaraln,Amarante,,,,,,,,,,,,,,,,,
284,"Pintar-
nho enfiado",Criados,bahu,ripiado,Batalhas de Apoiado,Iepnuiado,,,,,,,,,,,,,,,,,,,,
285,todo0,nodoa,,,,,,,,,,,,,,,,,,,,,,,,
286,dIIospanha,Hespanhoes do cOnde de Vonavente,Espanha,Apanhasse,espanto0,Hespanha,espanha,,,,,,,,,,,,,,,,,,,
287,puderosalt,ascorosa aventesma,IUosa,Foros,Temerosa,Livros,pavorosa,Scvcrosa,Pedrosa,Rosa,,,,,,,,,,,,,,,,
288,Estado,festa de,Pestana,Festa...,eSta,ta esta-,II.ESTE,Est,n'esta frei-,lamina d'estanho,restauradu,estupidissmn0 Estantes,"est
de d",d'estanho,,,,,,,,,,,,
289,d'essa,n'ess nulo,N'esse,acredito n'esses,N'essa,d'essa rua de Bayio,lago n'essa,N'Esse ing,,,,,,,,,,,,,,,,,,
290,Clerigo da Cura,"r,,- l",Clerigo,"tIo-
perIGO",,,,,,,,,,,,,,,,,,,,,,
291,Ilorete,Ioreto,Lazareto'-,,,,,,,,,,,,,,,,,,,,,,,
292,resoou,N1,Enlre,Ilres,Tres,Lebres,ILreuco,,,,,,,,,,,,,,,,,,,
293,BRITES,LIMITES,"nOITES
b","nOITES
I0S",,,,,,,,,,,,,,,,,,,,,,
294,oceano Mendes,ILoueneo Mendes Milhares,ba,RE,Goncalo Mendes,alo Mendes,"Orgulho Mendes
Ramnires",Mendes,Gongcalo Mendes,,,,,,,,,,,,,,,,,
295,Franziu,"dc
Franca",Rei de fRanceza,Francezas,Franja,franc,tos francos,Arrancou,S. Francisco,Franca,,,,,,,,,,,,,,,,
296,pouco0,Co0,,,,,,,,,,,,,,,,,,,,,,,,
297,Recolheu,Folhetim,Encolheu,I'olhe,Ci,,,,,,,,,,,,,,,,,,,,,
298,rainha2,"in-
Quinta","nio podia p
amor le rainha",Pintainhan,a3,Pintainho,Imnedintaienlle,,,,,,,,,,,,,,,,,,,
299,Leio,lEis,Enleio,,,,,,,,,,,,,,,,,,,,,,,
300,Abria,Cobria,d'Abril,,,,,,,,,,,,,,,,,,,,,,,
301,Post-Serviu,"eagoar om V. LHe,1 gRupos-",pos-,,,,,,,,,,,,,,,,,,,,,,,
302,Margem,Brio das Margens,Margens,Diario das Margens,Llil Virgens,rio das Margens,"Bara
las Margem","Baroneza
das Margens",,,,,,,,,,,,,,,,,,
303,Imoral,Moral,Zamora,,,,,,,,,,,,,,,,,,,,,,,
304,Y. E,V. Ex,V. F,,,,,,,,,,,,,,,,,,,,,,,
305,"Oliven-
ra",d'Oliveira,Oliveira...,"Li por Oliveira
1I0",l'Oliveira,Oliveira-,Oliveira,districto d'Oliveira,Si-,Oliveira tnmhem veu,oliveira,"en
Oliveira",Oliveira-no,Im Oliveira,"Oliveira
Goncalo",,,,,,,,,,,
306,solurnu,Solto,Solid,Sol,di solid:z.,es solarenggos,,,,,,,,,,,,,,,,,,,,
307,Goueia,eia,Meia,Veia,garygalheia,,,,,,,,,,,,,,,,,,,,,
308,Vilhena,LHe,Lhe,E2P2DE2,lua,,,,,,,,,,,,,,,,,,,,,
309,convento de Santa thereza,Convento de Santa,Convento de anta-dIrigida do Oliveira,Convento de Santa Bra-,Tor de Santa,Senhor de Santa,convento de Santa,Convento de anta-dIrigida,convento de S.,lnveneao,Io,,,,,,,,,,,,,,,
310,Culcalu,sujcit calvo,tas da calva,calv0,Us-,,,,,,,,,,,,,,,,,,,,,
311,Torre aos Domingos,Povo de S. Domingas,Domingo,convento de S. Domingos,S. domingos,,,,,,,,,,,,,,,,,,,,,
312,suhissult us S,Sul,Iovrhgec,do Sul,,,,,,,,,,,,,,,,,,,,,,
313,pujan,Rio te Janeiro,Janeiro,Maneiras,,,,,,,,,,,,,,,,,,,,,,
314,Castello de Santa Prendia,Castello de hal Irenei,Castello de sAnta,Castello de Peronnc,castello de Santa,castello de Santa-gloria,Castello de Santa Direita,,,,,,,,,,,,,,,,,,,
315,braga,Praga,Praia,desgragal,Ihraganeas,,,,,,,,,,,,,,,,,,,,,
316,ste escadaria,escadaria redonda,descan,Escada,,,,,,,,,,,,,,,,,,,,,,
317,W'inchester,"anches
medicos",colches,Sancla,Manches,sanches,,,,,,,,,,,,,,,,,,,,
318,horrifurcmn i,s0riso-em,Sorriso,0O,sia risonha,,,,,,,,,,,,,,,,,,,,,
319,tntcndra,tcm,Montcmor,oxal,Yivamontc,,,,,,,,,,,,,,,,,,,,,
320,com-,comiatmn,Com-,Com1,Commo-,cl,,,,,,,,,,,,,,,,,,,,
321,Chcete,Palacete inaccessivel,C6ja,Palacete dos fidalguissimos HBarrlos,Palacete,Palacio,,,,,,,,,,,,,,,,,,,,
322,foi?l santo,santos,Santos,Antonia,barranto,Santu,"Santo-
inho loreuo",Santo,Hspantos,santo,Ah,I13,,,,,,,,,,,,,,
323,d'alvaro,Alvaralhao,Alvaralhio,,,,,,,,,,,,,,,,,,,,,,,
324,embaracados,Rel de Fraca,Oracas,Fraca,,,,,,,,,,,,,,,,,,,,,,
325,Monge,Ionge,Longa-,LOnge,Gongealo,Longas,explondidus1 l,Longo,,,,,,,,,,,,,,,,,,
326,Guonealo,Gonea-,Gonealinho,Gonealol,Goneal,Nio Goneal,Gioneale,,,,,,,,,,,,,,,,,,,
327,Mlathilds,Asylo,Mathildes,,,,,,,,,,,,,,,,,,,,,,,
328,Civil de Monforte,Civil,civilisuaio,CiVIL.III A D III,"Gavonador
Civil",,,,,,,,,,,,,,,,,,,,,
329,Estimava,Estive,Tive-frias,ESTiVE,g0,ESTIVE,,,,,,,,,,,,,,,,,,,,
330,Rtires,Ilurires,Pires,Iaires,"botica
do Pires",,,,,,,,,,,,,,,,,,,,,
331,Inimigo,Crimine,Imin,min,,,,,,,,,,,,,,,,,,,,,,
332,kFra,fra,FraIue,Fra,,,,,,,,,,,,,,,,,,,,,,
333,AVES,"m pas-
sadico dc traves",dc traves,passageiro de traves,,,,,,,,,,,,,,,,,,,,,,
334,C0es,luva,viuva,obruva,,,,,,,,,,,,,,,,,,,,,,
335,cehi,Explico,"xplicaehio d
Iniyersu",Ir I-,,,,,,,,,,,,,,,,,,,,,,
336,Duvida,Vidago,Cundidato,Vida-na,Convidado,Vidros,,,,,,,,,,,,,,,,,,,,
337,bom rcndeiro,lomba do outeiro,Outeiro,souto de azinheiros,Pinheiro,Toreiro-hnne,Ilrcileiro,tiro,vczeiro,iroar,Sueiro,ilha dum carniceiro,Conselheiro,,,,,,,,,,,,,
338,sevilha,ilha do imperador,Filha,"de-
lha",ma milha,Ilha,bulha co,,,,,,,,,,,,,,,,,,,
339,Malha-e,Palha,Palha-Ca,Hljlya-Ca,,,,,,,,,,,,,,,,,,,,,,
340,Andr,pu,Flandres,Mo du ndre,Andresinho,adresinho desbotalo,Londres,Andresinhol,AI,Trtesinho,,,,,,,,,,,,,,,,
341,C0rtes,Gutiertes,Mau,Certesa,,,,,,,,,,,,,,,,,,,,,,
342,Nau,Inurmuradas,Torre dourada,l.dourada,Moura,,,,,,,,,,,,,,,,,,,,,
343,petroleo,Joia,tRonco,Troia,Troixedo,,,,,,,,,,,,,,,,,,,,,
344,Videirinlia,Wideirinha,Yideirinha adeantou,Videirinln,"Videirinha
s6",Videira,Videirinh,Videirinha,Yideirinha,ID,"Videirinha
s6 poz","I
Yideirinha",Videiral Toca,,,,,,,,,,,,,
345,Cracinha,Oracinha,Yileircinhal,Gacinha,Gracinhn,Gracinha,Graciuha,Gracimha,Gracinhae,Engracia,"ILus
tGracinha",,,,,,,,,,,,,,,
346,"a
Calcanhar","Calcanhar de
Yill-Clara","Calcanhar
le Villa-Cural
28",Calcanhar,kFra alcan,Alcan,,,,,,,,,,,,,,,,,,,,
347,mis ahi,"recahiu so-
pre","RE
ahi",ahi,Ahi,"1F
d'ahi n'uma ba",AhI,ra ahi,,,,,,,,,,,,,,,,,,
348,goVerna,Governo,Governo Civil-fervera n'elle,Governo Civil,vern0,N'm,Governo Ci,Governo Ci-,,,,,,,,,,,,,,,,,,
349,Coragem,Coral,Vivaonle,Coraon,cora0 azul,,,,,,,,,,,,,,,,,,,,,
350,"Cavallo-
ro de Malta",Cavallo-,Gallo,Cavallaria,avalloiru,"Col  Cavallo-
ro",,,,,,,,,,,,,,,,,,,,
351,hordu,lord,"llorzihal
t0",Corda,Flor,,,,,,,,,,,,,,,,,,,,,
352,Fnlgeneiao,T,S. Fulgeneio,ii,S. Fulgcncio,,,,,,,,,,,,,,,,,,,,,
353,Incr-,IncSI10,Incr,incans,Inc,,,,,,,,,,,,,,,,,,,,,
354,"Quarto-nu
j nio refervia",Quarta,Quarto-nu,Quartel,,,,,,,,,,,,,,,,,,,,,,
355,gingand,1E,Ingl,Ing,Vingasse,,,,,,,,,,,,,,,,,,,,,
356,taberna,Saboya,saber1,Sabes,N,Saber,,,,,,,,,,,,,,,,,,,,
357,valIdo,dali0,idealisaa,Ali-,,,,,,,,,,,,,,,,,,,,,,
358,gallinha cosida,at alli1,pallido,d'alliana,alllicto,Hoi  allivio,,,,,,,,,,,,,,,,,,,,
359,l'ois,l'o-,l'o,,,,,,,,,,,,,,,,,,,,,,,
360,Iute,St I,uuio,IutIuUira,uuirroquim,,,,,,,,,,,,,,,,,,,,,
361,Mirante-se,Mirante,Mirante-o,Modo Mirante,,,,,,,,,,,,,,,,,,,,,,
362,Largo d'El-Rei,Largo d'El-el,El-rei,,,,,,,,,,,,,,,,,,,,,,,
363,Guelos,Suevo,SUelor,,,,,,,,,,,,,,,,,,,,,,,
364,Mel-,Fl-ei,El-ei,,,,,,,,,,,,,,,,,,,,,,,
365,Reodades,piedade,soledade,Piedade,Liberdade,,,,,,,,,,,,,,,,,,,,,
366,i Villa,"F
Villa",Villalubs,Villa-Folhas,Villas,Villalohsos,illa-,Novilles,Villar londres,Antonio VillalobUs,VILLA CaSA DE MAIS,Villa,cautclla dum,Illa,ViLla-Velhas,"Villa-elle dentro-
te do",Tordesillas,Villico,"villas da
doaao",Villa Ela-,"Villa-
para",,,,,
367,rccadinhos,toicinhos,Vidainhos,ahhos,palvarinhos,Sonhos,Vidrinhos,piquesinhos,Diabinhos,,,,,,,,,,,,,,,,,
368,Necessito,necessitoa,neeessitandu,,,,,,,,,,,,,,,,,,,,,,,
369,Balsas,CCrlptlsas,Ceo accusa,Cousas,,,,,,,,,,,,,,,,,,,,,,
370,Nua,Lugar,Algarve,ygaridute,Iogar,Vagarsalnclie,,,,,,,,,,,,,,,,,,,,
371,intima,Intimo,Jantimos,,,,,,,,,,,,,,,,,,,,,,,
372,Canta-l'era,"Canta-l'e-
drag",Canta-l'e-,,,,,,,,,,,,,,,,,,,,,,,
373,hule,Ilereules,Ilereulanos,inleressnd,,,,,,,,,,,,,,,,,,,,,,
374,l2art,mart,Obra pArte,Mlarte,Arte,,,,,,,,,,,,,,,,,,,,,
375,collina,collo da mae,collo,lLop0,Collocar,,,,,,,,,,,,,,,,,,,,,
376,Ma,"us dtns manas
parlas","N'e-
sas semanas de","pas-
ses semanas",,,,,,,,,,,,,,,,,,,,,,
377,Famosa,IAMOS,Iamos,Famosos,nio alludamos,,,,,,,,,,,,,,,,,,,,,
378,Dr.,Titulo,Ngulo,Pulo,Iepulud,Tumulo,,,,,,,,,,,,,,,,,,,,
379,coniroversia,converS1I,HE,sos,versOs,vErso,,,,,,,,,,,,,,,,,,,,
380,Chiche,Chega,surprchendcssecm,Cheg-,zeviche,Cheles,loche azul,,,,,,,,,,,,,,,,,,,
381,Ainistralor,Administradr,Administracao,Administra,Amninistracio,"Administralon
resutiu",,,,,,,,,,,,,,,,,,,,
382,Universidade,Y0,Cidadelhe,"Vontade hem
exorcida",felicidade,Meia-idade,solemhidade,Cidade,"Cidade
nis",Ilaccida,Cidadelhe...,,,,,,,,,,,,,,,
383,cnvallnrica,"valle
de Crauede",eomo,"valle
da lisa",allectuaoso,valla,valle surde,valle co,valle,Val-,Valle de Josaphat,fresco valle,,,,,,,,,,,,,,
384,Pegas,Pego,l'ego,,,,,,,,,,,,,,,,,,,,,,,
385,telegrammas,telegramma,chamma,,,,,,,,,,,,,,,,,,,,,,,
386,Marquez,Tremenda,Vim,"Marquez do
Tremendo","Marques
Rosendo",O-Hei Marquez de Tremendo,,,,,,,,,,,,,,,,,,,,
387,omhebid,amhus,Tamhe,Tamhcm,tamhen,tamhem,,,,,,,,,,,,,,,,,,,,
388,Mordomo-Mar,lettras,lEtras-mar,,,,,,,,,,,,,,,,,,,,,,,
389,surgiain,Santa-energia,Andar de Santa Energia,Santa energia,Santa Energia,Sonhorio de sAnta energia,,,,,,,,,,,,,,,,,,,,
390,Beja,beja,Invejas,,,,,,,,,,,,,,,,,,,,,,,
391,Tecidos,Tremidos,Erguera,Erguidos,,,,,,,,,,,,,,,,,,,,,,
392,scgo,Poemneto,phaeton,oiYCrsatos,Iutos,Netos,,,,,,,,,,,,,,,,,,,,
393,Balbuciou,balburdia,,,,,,,,,,,,,,,,,,,,,,,,
394,Santa-correia rei-,Correu,Correspondencia,"correia
dum1 latego",Correio,Corredor,Santa-correia,,,,,,,,,,,,,,,,,,,
395,Historia de Franca,"Historia
l'Herculano",chisti,Ilistoric,d'Historia,Historia,"Historia da
ttminisreo 1'feliz e",ava a velhissima historia da castello,,,,,,,,,,,,,,,,,,
396,Curhaes,Cnhaes,,,,,,,,,,,,,,,,,,,,,,,,
397,l'poder,cova negra,mudira u,higodeira negra,,,,,,,,,,,,,,,,,,,,,,
398,Chor-,ma,porei,por-,Por-,,,,,,,,,,,,,,,,,,,,,
399,Olo,Mithologgia,O0,msyo,I'is,Colonia,Moloar,colo0,Colo-,,,,,,,,,,,,,,,,,
400,Rei popular,Popula,Ilbeiiula,,,,,,,,,,,,,,,,,,,,,,,
401,Gunal,Fino,Final-,Fina,Final,Inalo  in percebo,,,,,,,,,,,,,,,,,,,,
402,Conto,Contudo Porta-,Contiuu,Contrasta,conheeel,contendo:-,contribioes,cont,Contraria,Cont,,,,,,,,,,,,,,,,
403,Annos,ANNOS,annos0,,,,,,,,,,,,,,,,,,,,,,,
404,Melodrama,Poemelo,Melodia,Melodias,,,,,,,,,,,,,,,,,,,,,,
405,Jose l,I61,Jos,harpcjos,,,,,,,,,,,,,,,,,,,,,,
406,"OU Go-
vCn0",5I,Go-,Va,,,,,,,,,,,,,,,,,,,,,,
407,Castanhciro,cothanheiru,Castanhtei-,Castanheiro,Foros de castanheiro,,,,,,,,,,,,,,,,,,,,,
408,sahir,Sahira,sahi,benta i sahida,sahiu,sobesahir,sahia,,,,,,,,,,,,,,,,,,,
409,l'silencio-,ancioso,Silencioso,Deliciosos,"si-
lencio",,,,,,,,,,,,,,,,,,,,,
410,D)'um,n'um gesto d,ay Resto-,Erncsto dc,,,,,,,,,,,,,,,,,,,,,,
411,regress0,Alegres,bocca d alegre,Alegrias Fiaccns,Egre-,alegre,,,,,,,,,,,,,,,,,,,,
412,IL0g0,Alem-,lEm-,seM-,,,,,,,,,,,,,,,,,,,,,,
413,Philosoplios,"tdeunl
ios",Ios-,Negocios,Ios,,,,,,,,,,,,,,,,,,,,,
414,IILItSI,Paulitieal,IILILSII,IILILITIE,ILILISTIE,lILishoa,,,,,,,,,,,,,,,,,,,,
415,Ar,"valle
le Canta-Pedra",estreito dc Canta-Pedra,Canta-pedra,Canta-Pedra,"valle estreito dc Canta-Pedra: Lo con
Im",Cala-Pedra,Cantapedra,,,,,,,,,,,,,,,,,,
416,Bispo de Coimbra,Sombra,coimbra,Coimbra,,,,,,,,,,,,,,,,,,,,,,
417,atarefad,linda mata,Chatarizo,Matar,,,,,,,,,,,,,,,,,,,,,,
418,lages,Itsa,lages do Largo,IR,"fossos do
l'ao","lages do
pateo",,,,,,,,,,,,,,,,,,,,
419,irubulho,Atalhou,remergulhou,Julho,Orgulho,,,,,,,,,,,,,,,,,,,,,
420,Rios,Imperioso,Iiosa,Seminario,Iahoriosanwnte,Ariosa,Notarios,,,,,,,,,,,,,,,,,,,
421,Inclina,Santa Inclina,inclina0,c-,,,,,,,,,,,,,,,,,,,,,,
422,Mosteiro de Risadas,"Mosteiro d
ltecadies",Mosteiro,mosteiro d'or,Mosteiro d,mosteiro de Escadas,Mosteiro de Duraque,MOsteiro,,,,,,,,,,,,,,,,,,
423,Gungalo,abalo,Ndalo,Alo-,alo,Alalou,Geuealoic,Gnalo,Gouealo,,,,,,,,,,,,,,,,,
424,Foi-,innnuveisl Santo DEus Mortos,Santo Deus,Santo deus7,foi?l santo Deus,,,,,,,,,,,,,,,,,,,,,
425,fortaleza,cale,Alertal,Cale-,Alecmtcjshla,a4,ale,gales,,,,,,,,,,,,,,,,,,
426,Sino,sao insensieis,Aiionsinos,Aflnsinos,Ensino,In'ensinava,,,,,,,,,,,,,,,,,,,,
427,Guiomar,roma,Mafoma,Toma,,,,,,,,,,,,,,,,,,,,,,
428,greda,arremettida,Arreda,Arremessado,arrefecc,,,,,,,,,,,,,,,,,,,,,
429,vagaroso0,Nagarosamontc,"Torre
Vagarosalntt",Nagarosas,Iodosas,Inagarefes,,,,,,,,,,,,,,,,,,,,
430,cabo do renque d'alamos,cabo d'aclarar da sombrinha,mo di-,cabo d,cabo d'osso do guarda-sol,cabo de rosas,,,,,,,,,,,,,,,,,,,,
431,Ourelo,ILourengeo-em,Louredo,Louren,,,,,,,,,,,,,,,,,,,,,,
432,Jesuita,Lusitania,"ca
Feita",Escrita,Fita,Ita,,,,,,,,,,,,,,,,,,,,
433,"fund
do jardim...",u marmore do lavatrio,terraco do jardim,"pedra do jardim
debaixo",Jardim,ore do jardim,ge do Lnrg,,,,,,,,,,,,,,,,,,,
434,Tit6,stci,TIt6,Tit6-,Tit,,,,,,,,,,,,,,,,,,,,,
435,U SIM1ClhS  cRian,Simples,Sim,Sim Mas,,,,,,,,,,,,,,,,,,,,,,
436,cantiga noVa,Boa piadal,boa nova de prestes soccorros,saiasita nova,naqtuella nova,sulrecasac nova,boa nova,,,,,,,,,,,,,,,,,,,
437,Novellia,Novellas,Cotovelo,Novellal Co-,Nwvella,Nove-,"Nove-
la",Novella,Ia,Novclla,Novellal,Novellasinh,,,,,,,,,,,,,,
438,Gazeta do Outro,n'outro,l)outro,noutra,,,,,,,,,,,,,,,,,,,,,,
439,Concelho,Conecelho,Sr. dminislradur do Concelho affirmo,Concelho affirmo,,,,,,,,,,,,,,,,,,,,,,
440,Freguezia,legua,segun,arraial seguro,legua de poss,egua,,,,,,,,,,,,,,,,,,,,
441,Hem,"im-
I",Tam-,"Tam-
hem","Tam-
cem j ha",,,,,,,,,,,,,,,,,,,,,
442,Aleagova,Alea-,Aleava,,,,,,,,,,,,,,,,,,,,,,,
443,Ihe,"IYIIHES
y0",,,,,,,,,,,,,,,,,,,,,,,,
444,Sabelor,"Sa-
belo",Pelo,Belo,t elo,,,,,,,,,,,,,,,,,,,,,
445,relogio-de-Sol,relogio da Camara,Relogio,,,,,,,,,,,,,,,,,,,,,,,
446,Sobe,etu,bre,sobrecnsa,Sobretudo,sobretudo0,,,,,,,,,,,,,,,,,,,,
447,RAMIIIES,IIMIIIES,IYMIIBES,IYMIIIE,RIIES,IYMIIIES,IIYMIRH,,,,,,,,,,,,,,,,,,,
448,pens0,apenas0,penedia,penna,Pena,,,,,,,,,,,,,,,,,,,,,
449,Treixedu,Treixelol,,,,,,,,,,,,,,,,,,,,,,,,
450,Imp,rossio,improssiono,,,,,,,,,,,,,,,,,,,,,,,
451,Con-,Gon-,gOn-,gon,,,,,,,,,,,,,,,,,,,,,,
452,vergastu,crge n,vergel,,,,,,,,,,,,,,,,,,,,,,,
453,n'este Agosto,rio sol d'Agosto,Agosto,,,,,,,,,,,,,,,,,,,,,,,
454,Terreiro da oUtra,Terreiro do Pano,Terreiro l LUcta,Terreiro do ao,Terreiro l LUcta l,Terreiro-sobe,Terreiro da Lou,Terreiro,aterre,Terreiro da LOuca,,,,,,,,,,,,,,,,
455,ste par-,ste saira,re salve  ra-,Sair,,,,,,,,,,,,,,,,,,,,,,
456,Agora-,moyeu,MOnte-Agora,T16,-Ag0r,Mante-Agora,,,,,,,,,,,,,,,,,,,,
457,pur,F6ra,lusco fusco,cscopur,,,,,,,,,,,,,,,,,,,,,,
458,Mloahitas,Mlohiqtue,Quamlo Is,,,,,,,,,,,,,,,,,,,,,,,
