cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
255,atmospnhera,nossa atmosphera,nossa casa,,,,,,,,,,,,,,,,,,,
256,XXXVILI,Vil,XXVIl--,,,,,,,,,,,,,,,,,,,
257,Ns,impavidez,evidente-,antecedencias,ul vidlencia,Prwvidencia,"Ias
dosenenci",emt om conlidencial,conlidencia,tl maneira os olhos i evidencia,,,,,,,,,,,,
258,Dahi,ua,ahi,Ahi,AhI,,,,,,,,,,,,,,,,,
259,El,pos g,ms g,sih -s gg,,,,,,,,,,,,,,,,,,
260,poderoia,oderosa,Mros,,,,,,,,,,,,,,,,,,,
261,Eituam,situages la vidae,Itu-,situages,situagio,r-,lloem huabituado,gages,,,,,,,,,,,,,,
262,Simphireol,direccao,Iytire,vires fazt,Ire,bire,Rire,Yorkshire,Pires,ireen,,,,,,,,,,,,
263,Ite,iterroleu,Jupiter,Tul,biter,diter,,,,,,,,,,,,,,,,
264,contfavm en Mr. Riehard Whiestone,Mr. Richrd,Mr.,Mr. Richarl Whites-,piwes,,,,,,,,,,,,,,,,,
265,Iosses,Iossel,Iossc,eseossez,ci,Mih,"elle nio
Iosse ingle","Iossel
-- Nio",,,,,,,,,,,,,,
266,ais Iagrimas,Iagrimas,s Iagrimas,"Ests
lagrimas estavain",lagrimas,,,,,,,,,,,,,,,,,
267,NAMILIA INGLEIA,AILIA INGLEZA,FIMILIA INGLRZ1,"PIILIA IRGLZIA
ms",NAMILIA INGLEZA,Ohl,YA1 AYILIA INGLEZIA,FYILIA INGLEZA,"MA NAMILIA INGLZA
embarago",MA YILIA INCLREA,"UY AYILIA INULEA
annes",FANILIA IHNGLEZA,"AYILIA INGLEZIA
I77",AILIA INGLEZIA,MA AMILIA INGLEZIA,AILIA INGILRZ2A,LA PAILlIA INGLEIA,PAIILIA INGLEZA,,,,
268,tnlvez,talvei,Hr,resalveu,,,,,,,,,,,,,,,,,,
269,posla,Y0,Aposlo,Raposo,Aposlemosl,doulor Raposo,,,,,,,,,,,,,,,,
270,extrenia,reniio  v,serena,Berenice,erenidia,,,,,,,,,,,,,,,,,
271,oniindo tamhem,"mar
iamhem ii nio",Yae,Tamhem,tmhem,tamhem,Foz,"mar
iamhem ii",,,,,,,,,,,,,,
272,Manoel-continuou,seuhe,Continuam,Continuoi,Manoel-continuou Jenny.-Eu,Continia,,,,,,,,,,,,,,,,
273,nara,iara,Iar,Iara,,,,,,,,,,,,,,,,,,
274,"pas-
saa",as-,Mas-,,,,,,,,,,,,,,,,,,,
275,ci cm,hymno n Cnrta,Cni,umIa,sos cnivas,umi cni,Ci cn mh diloo,"ce
in cnipatrioa",,,,,,,,,,,,,,
276,qte dte,qte ji,qte,,,,,,,,,,,,,,,,,,,
277,cncella do porlal,tebaraen ias porla do seoa,pore,porlnt0,porlta,Porlo,,,,,,,,,,,,,,,,
278,canna,Nao,gnnao,,,,,,,,,,,,,,,,,,,
279,ifronie,ue yron,Ronpia,copia,,,,,,,,,,,,,,,,,,
280,Concordo,Recordo-me,Ponco,acordnr,,,,,,,,,,,,,,,,,,
281,coitadiuh,Coitadol,Coitadal,Coitado,Ociositadel,Coitadol Fez-me,,,,,,,,,,,,,,,,
282,Doshumano,Manzoni,Manool,Manol,Muanool,Umanoite,MAN0EI,,,,,,,,,,,,,,,
283,Passos,Pasda,sos,lsso,Passarami,Passaia,,,,,,,,,,,,,,,,
284,Brainsl,rains,"se-
guid Mr. lrains",I2,la rai,,,,,,,,,,,,,,,,,
285,soeeg,voes,soes,,,,,,,,,,,,,,,,,,,
286,licenee,cen,censolse,Ocenpada,,,,,,,,,,,,,,,,,,
287,Purte,prte,qurto,,,,,,,,,,,,,,,,,,,
288,Etou,tou:-,Manifestou-sc,"Es
tou muilo velha",toucndor,,,,,,,,,,,,,,,,,
289,seuia,Aguia,aguia,Aguia d'Ouro,I1,,,,,,,,,,,,,,,,,
290,doenle1,Ienle,Enlao,repenle,constantemenle,,,,,,,,,,,,,,,,,
291,py us,sympathiso,Iso,,,,,,,,,,,,,,,,,,,
292,Sio,disio,"pa proisio'et ey ygege;g
i nspdss oin inteligencia de",Isio,M1,,,,,,,,,,,,,,,,,
293,Iallou,Iiallas,Iallar,Iallava,Ialla,iallaria assini colle,,,,,,,,,,,,,,,,
294,exaniinando,uando,"abando-
nar",pe mando-me,,,,,,,,,,,,,,,,,,
295,Imais,rmais,Demais,"maise
rmpto",,,,,,,,,,,,,,,,,,
296,ruhot de fuces,olhr de Mlaoel,"Ial de me-
lhor voreabulo",uem cr de ros,corpo de menor vul,Xivier de MIaiswre,,,,,,,,,,,,,,,,
297,d Inglaterral,im,Inglaterra,lateraes,noya terra,Inglalerra,Inlaterra,,,,,,,,,,,,,,,
298,Quetino,anoel OQuentino,Quentino.-,Quentiuno,Quentino;t,Quentlino,Quentino...,Manol Quentino,Quentinol,"Manae
Quentino",Quentino,Quenltino,Quentino.--upel,Quentine,Quentina,Quentinod,,,,,,
299,"Cam-
panhai",Campanha,orphai,Cmpanhai,Cimpanha,Iespanha,,,,,,,,,,,,,,,,
300,XI,acges,acgo,acgao,secgo,,,,,,,,,,,,,,,,,
301,Poetien,IENY,cduscienecin,nienas,"pud.l
ii-i ienn",DOIWIEN0,ien,Iens,tnien,,,,,,,,,,,,,
302,N06s,vigilia,vigilias ovas,vigilia da vespera,,,,,,,,,,,,,,,,,,
303,przer,Iazer,iazer,Iazem,Iazer-Ih,,,,,,,,,,,,,,,,,
304,Zesse,Fazes,"Fa-
zes-me",Zes,zes da,MI,b0ca,,,,,,,,,,,,,,,
305,aar-te,Cl-te,Fiz-te,,,,,,,,,,,,,,,,,,,
306,rochedo,EE,brochura,parochia,alvura,,,,,,,,,,,,,,,,,
307,Imagine,imaginatr,Iagine-sc,,,,,,,,,,,,,,,,,,,
308,Surio,curiosiade,Furioso,"aguas dos
rios caudalosos",,,,,,,,,,,,,,,,,,
309,Veom-se,com-,complela,Com-,tcomo,II,comocio,Fezr,Comio,,,,,,,,,,,,,
310,Ouea,oueo in lupula,Poueo,poueo,,,,,,,,,,,,,,,,,,
311,cmnpo,Emn,seunpre,Ah1I,semnpre,senpre,,,,,,,,,,,,,,,,
312,gratidao,"ris-
tocratie",LM,"ov gs-
c",,,,,,,,,,,,,,,,,,
313,Tableu,Nvo,taboa,tabe,io,,,,,,,,,,,,,,,,,
314,"lio con-
ductor",leiada con,Coni,Conduzanol-ts,con isl,Conagral-o-hao,conus,conidira,cono,con soo,con-,Consultei,Vr,conear,,,,,,,,
315,saha,Creiaml-me,sahes,saher?1 Creia,ahertas2-,,,,,,,,,,,,,,,,,
316,Anniaha,britannic,Mbritannicamente,NicotI,,,,,,,,,,,,,,,,,,
317,Peo0 mis un cousa,ousassen,couo,ngiuss,couss,tcousts,uas cousaess,Aous,russ0s,,,,,,,,,,,,,
318,Iclo,objeclo,Iyo,,,,,,,,,,,,,,,,,,,
319,rydon,prima-donna,cunprimieto,primciro,,,,,,,,,,,,,,,,,,
320,falle rerade,Falle-he,Iifal,Fallei,falle,valle,Ve,,,,,,,,,,,,,,,
321,hem dos oulros,emlra,oor,It0,oulra,circulr,pullulra,souleds,,,,,,,,,,,,,,
322,Tenho,Ihor,Senhorl-exelamou,"bc da lita senhora soubenos
olonte dte",Senhor,Yenho,Senhorl,senhorl,penhore,,,,,,,,,,,,,
323,mou Charles,Clarles,harles,Carles,coraeio de Charles,Charles.--,Charlesl,,,,,,,,,,,,,,,
324,lem-,Teem-me,obtee,,,,,,,,,,,,,,,,,,,
325,tunnd0,furtand0,mhund0,Iundo,,,,,,,,,,,,,,,,,,
326,Ionge,es,Longe,mis longe,,,,,,,,,,,,,,,,,,
327,ii d'aqui,l'aqui,Aquila,Vao,,,,,,,,,,,,,,,,,,
328,profanacto,jeecto,nomeacto,inrd,Iacto,extincto,,,,,,,,,,,,,,,,
329,1I,somhra da ramada,Is,homhra,homhro,lemhrasse,,,,,,,,,,,,,,,,
330,Ilichard,lichard,Iechar,ichiard,"Carlos?-erguntou Mr.
Richard",Ktichard-e,ichard,ltichard,Erhard,,,,,,,,,,,,,
331,Sao,GGansao,Est livre exspansao,,,,,,,,,,,,,,,,,,,
332,leqio,Cle,Cleer,,,,,,,,,,,,,,,,,,,
333,discuss6es,cus,Escute,Agort escullo0,Escusdo,Escuso,,,,,,,,,,,,,,,,
334,ternee,Stere,Sterne,,,,,,,,,,,,,,,,,,,
335,lin-,linl,lin?-,oblinhn,mis lings...,linpa,,,,,,,,,,,,,,,,
336,"ms lem-
hrnea minhma",Minho,cminho,seminre,Areinho,"ca-
minho",Espinho,Minha,,,,,,,,,,,,,,
337,Mrago,cerrago,Mragos,"pe-
dagos",lyez,,,,,,,,,,,,,,,,,
338,lehecea,cea,vacea,Y0e,,,,,,,,,,,,,,,,,,
339,Giiie,"uri es
E'iiii",iIign,"yeg
iii",iii,Liiii,Itiiinnn,iiin,iiiiig,"eci di-
niiivv","r 
iiiin- siiii iias","iiiira;,eA",XYIII,Fiii,iii.i,iiiiie,III--,iiiio,iiiieriuer,Liiii it,i'iiiiiis,AG'iaiiii cu
340,Ioies-,Iies,Ies,S0,iesds,8I,,,,,,,,,,,,,,,,
341,potii d vi,nd,DI IR,di d tl syse,,,,,,,,,,,,,,,,,,
342,Dizia,YXII,Dhi,Izia,"di
zia",izinb,"emn ci tl-
lizi",,,,,,,,,,,,,,,
343,Iranceza,iransigao,transigao,,,,,,,,,,,,,,,,,,,
344,AI6,Iez,Ieza,Irieza,,,,,,,,,,,,,,,,,,
345,sim-respondeu Curlos,corespondeate ae,Socegue --respondeu Cnrlaos,rTesondeu Carlos,Nao-respondeu Carlos,,,,,,,,,,,,,,,,,
346,"Siaial Gosto
istol aSaians",praia aqi,Saia,naia,Gne,paiaia,iaia,,,,,,,,,,,,,,,
347,"inha
senhara",Venham,acnhar,Tenha,"pi
nhal",tenp0,P6de,,,,,,,,,,,,,,,
348,Ests,"sisude in
n'ests","N'ests
crt",n'est,,,,,,,,,,,,,,,,,,
349,Aquillo,uIl,Auillo,Aqtillo,Sv,,,,,,,,,,,,,,,,,
350,respostes,pi n,Ioste,loi noste,N'oste nonto,vag,,,,,,,,,,,,,,,,
351,maun,Ei,Maus,Pausa,Mauoel,,,,,,,,,,,,,,,,,
352,ccrt,Iilha,lilha fallira,Sevilha,Ilha,tilha,orelha,lilha,iilha,,,,,,,,,,,,,
353,tcasa,casa.-,Iau,tcasn,casl,,,,,,,,,,,,,,,,,
354,Cnludo,Dto-e vestudo sohro,Iudo,udo,,,,,,,,,,,,,,,,,,
355,subtil7,mtilo,subjugtm,,,,,,,,,,,,,,,,,,,
356,iee,qie niee,psiqie,,,,,,,,,,,,,,,,,,,
357,sohresir,vsir,Pohre,,,,,,,,,,,,,,,,,,,
358,Qyt,regularidde,lari,baslari,,,,,,,,,,,,,,,,,,
359,"bane
mve",Ianel,haneo,janell,Felice Romani,Manel,Mlanel,Mannel,,,,,,,,,,,,,,
360,Incendiar,prelendia,ceompendia,Accendia,,,,,,,,,,,,,,,,,,
361,GiG,peccdo,rerecdo,qereria,oflerecsu,"ae
qrer tzl-o chere",,,,,,,,,,,,,,,,
362,Amal-a-hia,sal-o,sulfocal-0,Wal-,ge,,,,,,,,,,,,,,,,,
363,uiis,Iiscss,Iisboa,is-iise,Iis,s0rITIis0,,,,,,,,,,,,,,,,
364,Ieiro,evoeiros,onnheiro,Ieiros,"Lteiro de
cmnnh ue",Iiros,,,,,,,,,,,,,,,,
365,L5,nteneles,relesaa,irrelectilas,,,,,,,,,,,,,,,,,,
366,"fe-
hivt","re-
lacio","veg
tacio","re-
sumpcio",,,,,,,,,,,,,,,,,,
367,lilha de hlanoel Quen-,Quenlino,Quenlinol Ento,Iilh de Manoel Quenlino,Manoel Quenlino,Mauoel Quenlino,Manoel Quon-,Manoel Quentiuo,,,,,,,,,,,,,,
368,bretiics,Abre,ILombre-me,retcco,2E,Bret-,bre,Girrett,Pusa.-Molibre,,,,,,,,,,,,,
369,pallido,Lidou,"fazendse
pallido --",,,,,,,,,,,,,,,,,,,
370,Aniona,"0I
nio",Nio dig ue,cs,Nio,nio fain,nio,,,,,,,,,,,,,,,
371,feic0es,feic6es,eic,,,,,,,,,,,,,,,,,,,
372,romer,Imetts,compromette,Promettia,prometta,Promnetto-lho,Prometterei,promess,Promtos,Iromelto,,,,,,,,,,,,
373,Forte,uortc,Fort-,Forumoo,infortuo,,,,,,,,,,,,,,,,,
374,osva ngdo,i.iioca diia ne posatsstr crisds,iia posodin,posatsstr crisds,,,,,,,,,,,,,,,,,,
375,"pei
gosa",gosavaml,gosar,Ponsard,,,,,,,,,,,,,,,,,,
376,emquanlo,emquane ue,Emquinto,,,,,,,,,,,,,,,,,,,
377,cn en alterad .-Luz,Terrivol,Inlterr,snlt,,,,,,,,,,,,,,,,,,
378,mogas,iognac,Reggar,Gargahntua,bigar-me-ha,Advogar,Iogar,Iogem,B,Iogoso,,,,,,,,,,,,
379,Jennv,lJenny-,sor Jenny,Jenny-,Jvenny,Jenny,hae,Jennys,Jennyl,Jenn,,,,,,,,,,,,
380,Anoitece,Cianos,tunos,Manosl,Yanos,"depoisl
Lfnanos",,,,,,,,,,,,,,,,
381,Ponti-,"st
aponta-noi",ontio,Ponti,u posponto,,,,,,,,,,,,,,,,,
382,laens,vensinar,Jenss,chavena,Irgens,Vens,Densl,"j
maven",,,,,,,,,,,,,,
383,XXIX-,XXI-0,,,,,,,,,,,,,,,,,,,,
384,Comtudo,Gia,comha,Comltud,comrar,tud,,,,,,,,,,,,,,,,
385,temp0,po,cnntigs,vse,nntemao,,,,,,,,,,,,,,,,,
386,Ialsas,Hials,Ials,,,,,,,,,,,,,,,,,,,
387,suMbjugado,Iatigada,obrigaes,Obrigado,,,,,,,,,,,,,,,,,,
388,silenio,silenciosa,ee,silencioio,,,,,,,,,,,,,,,,,,
389,erdao,st,Perdia,perden,perd0e-me,Perdoe-le,Perdaio,Crda,perdon,,,,,,,,,,,,,
390,Er,Suhiria,acuhir,suhve,suhir,g,,,,,,,,,,,,,,,,
391,Peel,Meel,Mneel,nee,cneelu,te,rmnanee,Lso,,,,,,,,,,,,,,
392,Vejaml,Vejam,Wmnan,Yejam,,,,,,,,,,,,,,,,,,
393,"lss eeee
igi",Deieeeee,hcdeeer,gelyeeee,a:::::::E.EEE,eeee,nereee,aseveeee,,,,,,,,,,,,,,
394,mIais,MIais,Coo,Iais,Iaisnin-,Gansiais,,,,,,,,,,,,,,,,
395,Catharina,0 othar,gye,Marino Faliero,Ctharina,Cntharina,,,,,,,,,,,,,,,,
396,Onte,Ironte,Irontes,Traz-os-Montes,Ironte d'ella,,,,,,,,,,,,,,,,,
397,Toca,.ii.g,i.iioca,,,,,,,,,,,,,,,,,,,
398,oircumstancia,puc distancia,conseqencia,excellencia,isunci,inlelligencia,olisncia lelle,Forte con csta dul preponderancia,nna impertinencia,Itncia,vigilncia,inlancia,,,,,,,,,,
399,Pa,vo alta,Falt-nos,Walta,,,,,,,,,,,,,,,,,,
400,indulgencin,Ai,julguva,Julgo,,,,,,,,,,,,,,,,,,
401,meemno oirn,Irnass,irnao,"Irnass
Intes",irna,,,,,,,,,,,,,,,,,
402,llvia,commovido,movia,movimenlo,ovi,,,,,,,,,,,,,,,,,
403,Iuenos,enouse,Ienos,Ihenos,,,,,,,,,,,,,,,,,,
404,us us,"y
.5G.2.g","IBem ves
sue",hon fada so,Tu hon ves ue,,,,,,,,,,,,,,,,,
405,Mattos,duetto,luet,,,,,,,,,,,,,,,,,,,
406,magotva,animago,animacio,animnacaio,,,,,,,,,,,,,,,,,,
407,traa,utri,Traida,Outra,outrcm,,,,,,,,,,,,,,,,,
408,Aviutes,gute,ute,cutel,qute,e2,,,,,,,,,,,,,,,,
409,Iilla,gno,Illar,lla,M.LLA,,,,,,,,,,,,,,,,,
410,i-o ii  esseir,"es
io iiineisi",Wae,Vo Ii,io iigi,io  iy.e,,,,,,,,,,,,,,,,
411,Saturno,"in-
Yerno",Giovrno,Forno,norno,,,,,,,,,,,,,,,,,
412,Ionilas,i'ii nionii,Ionito,Bonito R,,,,,,,,,,,,,,,,,,
413,Quauto,Qualicr,quawo,,,,,,,,,,,,,,,,,,,
414,nio traiir,nio tremuila,mao tremula  ehna,,,,,,,,,,,,,,,,,,,
415,lenny,d-,hre Jlennyl Es,Jlenny,leny,,,,,,,,,,,,,,,,,
416,assumptos,Assumpto,ssumpos,,,,,,,,,,,,,,,,,,,
417,olal,mlanh,tribuhlal,mlal,Mlas,,,,,,,,,,,,,,,,,
418,Justnmente ni accasiio,Ientes,MA,"qe
sti daente",Lmenda,matrimonialmente,Yelmente,sala d lrente,,,,,,,,,,,,,,
419,un vulents,"re
sents",apents,,,,,,,,,,,,,,,,,,,
420,mesna direcgao,Lnmes,Cames,sermes,mesurs,mesm0,Imes,"dt
mesa",,,,,,,,,,,,,,
421,"st
ossa",cssa,"pussara
lli",orssa,Y02,,,,,,,,,,,,,,,,,
422,beatifica idiotia,justificacao,ficaa,Ficando,,,,,,,,,,,,,,,,,,
423,esola,"ameaga
resonar",Resolsi,resoluc6es,olss,,,,,,,,,,,,,,,,,
424,Ceia,receiando,receiava,,,,,,,,,,,,,,,,,,,
425,algiug,alguemi,algms,,,,,,,,,,,,,,,,,,,
426,Dentro,Entrei,Entron,,,,,,,,,,,,,,,,,,,
427,"sa-
bia","t-
ragemn",UMHA,"emha-
raga",,,,,,,,,,,,,,,,,,
428,asnr,Snr,snr,,,,,,,,,,,,,,,,,,,
429,relogio das maos do pae,ima das qunes,cart das maos,tar das maos a victima,"Emhnra das amnphoras
Vasadu",,,,,,,,,,,,,,,,,
430,igrej,Alegrar,caleg,Alegr-te,hrinca alegre,Alegre,segred,,,,,,,,,,,,,,,
431,salis,hos,couplis,H8,"Lishos
sio ms",Lishos,Clis,,,,,,,,,,,,,,,
432,psni,oisni,,,,,,,,,,,,,,,,,,,,
433,desapar,nerdes,designmn,desafloro,despenseir8,Desvie,N5o me desarranie,sngrades,Pdes,Entndesl,Des,desigal,,,,,,,,,,
434,Ios.-,Iosle,Iosliz,mis pechiosos,Iosrar,"sg
zigios iniis",Iabios,Ios,"Cnn
Ios",,,,,,,,,,,,,
435,Iim,IIm allinete fe,gabinete de,,,,,,,,,,,,,,,,,,,
436,Ir,"es
sas longas conferencias","pre-
ferencia",ges incoherentes,Incoherencia.as,ru,Ohe,,,,,,,,,,,,,,,
437,"dis
ge",sa es e.,"dis
   es",,,,,,,,,,,,,,,,,,,
438,Entan,Harental,mentaeao,"tentavtm repro-
uzir",Entaol,Entaio,Entao,,,,,,,,,,,,,,,
439,Iacil,comensacao,PACA,Iaca,acanh,Acahada,,,,,,,,,,,,,,,,
440,Crle,Chwrles,Crles,,,,,,,,,,,,,,,,,,,
441,Iormulou,Iormosa,anteriormentte,Iormnulava,Ahl,iormulr proieets,Iormas,Iormava,Iorm,Ior;as,Iormr,Iorea,Iormular,,,,,,,,,
442,beljos,heijos,Cujos,,,,,,,,,,,,,,,,,,,
443,dignidde,Digo,dige,Codigo,Diga,,,,,,,,,,,,,,,,,
444,ensurava,Irai,Solira,lunravan,cseravt,nrriscira,Iravum,Fugira,idira,Aggravyam-se,,,,,,,,,,,,
445,comesinhos,Carlinhos,Cnrlinhos,Mlinho,Crlinhos,ndn,,,,,,,,,,,,,,,,
446,qttcm,qtte,ttes,,,,,,,,,,,,,,,,,,,
447,p0de,heheu,hehel,sohel,,,,,,,,,,,,,,,,,,
448,wI3I,pergutllas,perguntas2,Iuizal-pergunou-lhe,Perguntara,I6ta,pergunts,pergunlou,,,,,,,,,,,,,,
449,Londcs,"lLondresl
Crlos conhuceu",Londres,Andre,londres,l.ondres,prr-be,Londresl,,,,,,,,,,,,,,
450,Slreet,Eet,objeet,eetee,,,,,,,,,,,,,,,,,,
451,trahalhar,joelhar,attrahir,ditrahi,trahulhar,Ieulhas,,,,,,,,,,,,,,,,
452,QUNIN0 AILLCCINAD0,Ail,gail,,,,,,,,,,,,,,,,,,,
453,hzedume,Yoj,iscrets,discriminagio,discrelumehte,,,,,,,,,,,,,,,,,
454,Ihcidae,tenacidnde,lcid,esqtecid,cidde,,,,,,,,,,,,,,,,,
455,Interrogue-a,Avintes,interpellaco,intengo6es,interrompia,inter0si,Interetarim,Dinte,,,,,,,,,,,,,,
456,Ceeilii,Ceeili,Ceeilia,Ceeila,,,,,,,,,,,,,,,,,,
457,ue  avaler,plalei,alen  po,Suale,Kale-,calel,Ie,dale,ale,sinceridale,uale,Sales,vale,,,,,,,,,
458,IIanoel,Mioel,noev,Mlanoel,Procurar hlanoel,Mnoel,Mtanoel,Munoel,Mnnoel,Manoel,Manoel Galveias,,,,,,,,,,,
459,faga-6,faga,,,,,,,,,,,,,,,,,,,,
460,Eatd,pposicio,posigcoes,mcio,Vicior lIugo,,,,,,,,,,,,,,,,,
461,Ce mis grrids,"lizessen mis
onnoio",Nudn mis,,,,,,,,,,,,,,,,,,,
462,eoucvelia,"Repou-
s0",loucador,paouco,Poucns,pouc0,loucurs,,,,,,,,,,,,,,,
463,confianga,Ian-,"cn
fiangea",fianga,lianga,,,,,,,,,,,,,,,,,
464,Adivinho-0,adivinhads,Adivi-,Adivinha,,,,,,,,,,,,,,,,,,
465,Yirgem Santal,yir,ouyir,,,,,,,,,,,,,,,,,,,
466,qunl,Qunnto,qun,,,,,,,,,,,,,,,,,,,
467,estcads,rpauest,Est,ue est,"est dgtese
fann",,,,,,,,,,,,,,,,,
468,"gg
nGii iiin  iire","ConIse
inio",i iGcny,Ilrss,"siye
inii ii- uilr",iGii  ieo,XXXYII-,lua,,,,,,,,,,,,,,
469,linalenle,lavras linaes,iinal,linal do divertimento,linal,,,,,,,,,,,,,,,,,
470,paisaio,saiba,cuuho ais,Terais,Sais,saiut,Gaisgg,,,,,,,,,,,,,,,
471,Iilho do snr,lilho,guarto do filho,bilho,Iilho,Iilhs,iilho,Iilh,,,,,,,,,,,,,,
472,limpide,Emlim,mlim,,,,,,,,,,,,,,,,,,,
473,seeggg,",gEgg","i.6iisie;,eegg,-",eeegg,,,,,,,,,,,,,,,,,,
474,eiioiia,ioii,Ioi,i,,,,,,,,,,,,,,,,,,
475,supp0r,supplica,suppz,supr,,,,,,,,,,,,,,,,,,
476,Precisarei,Precisei,preconci,Precia,areci,preceu,preciosidude,apreci,precisira,,,,,,,,,,,,,
477,bocejo,Socega,Nocemeee,Wocemeee,,,,,,,,,,,,,,,,,,
478,Stai,Estai romantico,Estao,Estais,,,,,,,,,,,,,,,,,,
479,la Iti,stistss,siti,Itis,,,,,,,,,,,,,,,,,,
480,tuarse,Guarda-a,uarl0,Iuar,,,,,,,,,,,,,,,,,,
481,satisfazeres,pesativa,unicn laeo,satisfaeo,,,,,,,,,,,,,,,,,,
482,iee;gjggg,Ayggg,"g2
GGGGnii.:g
ii i","ggggggg
oiiin",Aggge,,,,,,,,,,,,,,,,,
483,N0,domig,commietier,Ioi injuslo comligo,commiserao,Commigo,,,,,,,,,,,,,,,,
484,"te-
nho direito",Ieito,ieito plemes,efieito,"veneer estee pe-
mneitos de",perfeito modelo d'ess bella mohilia ultin,Eitou,Eito,im documeito,,,,,,,,,,,,,
485,Ctdo,m(tdo,utdo,,,,,,,,,,,,,,,,,,,
486,irma.-,irma,ny,,,,,,,,,,,,,,,,,,,
487,Colla,coma olla,olla,dolla,,,,,,,,,,,,,,,,,,
488,America do Norte,Ouame,Africa,duns,Miericorlia,America,tusve,Amel,Carrical,,,,,,,,,,,,,
489,nentos,Entuo,"pro-
xio cnsamento",cad momcnto,naturl mentor,pensanlento,Nto,Entou,"eg
nto","ul
tcontentanento",Ento,augentot,raga ento,nent,momentoes,,,,,,,
490,Cnrlos-raparign,esigira-lho Cnrlos,"Oral
Cnrlos",Cnrlaos,Ccnrlos,"Avia-tol
Cnrlos",Cnrlos.-,Cnrls,"partide de
Cnrlos",Cnrlos,,,,,,,,,,,,
491,Ias,esgriIa,Iiana,Iias,Ceiia,IIaveiam,peuenas veias,,,,,,,,,,,,,,,
492,aum magusto,Agua-hent,ue uao,uao,saguao,,,,,,,,,,,,,,,,,
493,histaria,Basta,Cnlos oi hastant,hastaria,,,,,,,,,,,,,,,,,,
494,Raspail,rasuss,Rasgue-a,"es
tas palavras",lettras,Phrase,tens bras,Yras,leuras,,,,,,,,,,,,,
495,hobro,fobre,Pobre,tremnul de sobreslt,,,,,,,,,,,,,,,,,,
496,lang4I,West of England,laneand,Bnl of gland,morr lane,,,,,,,,,,,,,,,,,
497,Manael Qunti-,Yael,Mnael,Manael,naem,,,,,,,,,,,,,,,,,
498,attoen0es,attender,atten0es,atteneao,attencao,,,,,,,,,,,,,,,,,
499,Catlos,Cnlos,Culos,"Cr-
los",Tolos,,,,,,,,,,,,,,,,,
500,let,Partira,retirar-e.e,Tira,letiras,Eti,,,,,,,,,,,,,,,,
501,"g sepaera
ind",aindn,Aindu,ainde,ain circi,,,,,,,,,,,,,,,,,
502,Qan,Curlas,Curlos.a,A1,- Curlos,Caurlos,,,,,,,,,,,,,,,,
503,"se-
gurou","Quieutino-sguro-ll
u",ro-,,,,,,,,,,,,,,,,,,,
504,generosamenle,G'GG,generol,genertl,,,,,,,,,,,,,,,,,,
505,Bxchange,similhanga,"similhanga
 aruha",,,,,,,,,,,,,,,,,,,
506,Jenhy,Jenuy nio pde leixar,Jeny,Jen-,Jenuy,moenul,,,,,,,,,,,,,,,,
507,la kontine,Quontino,Quontine,Quontin,,,,,,,,,,,,,,,,,,
508,Btalha,envergohado,Talhados,,,,,,,,,,,,,,,,,,,
509,tontar,adetus,Yontade,,,,,,,,,,,,,,,,,,,
510,deiv,IDei,appreheisao,"oeisa ro
i:e2",Deisa,Deisa-me,,,,,,,,,,,,,,,,
511,Eh,sorrisos,sorri,sorrirat,,,,,,,,,,,,,,,,,,
512,Pois,poicn6,Ilopois,Apoianl,Poi,,,,,,,,,,,,,,,,,
513,perig,perlil,peri,sompre n listoria d peri ds,,,,,,,,,,,,,,,,,,
514,aliur los,lIur-he,Peo-he,,,,,,,,,,,,,,,,,,,
515,calega.- Fortunalo,Jse Fortunalo,Jose Fortunalo,Jose Fortunaet,"Jose Fon-
tunato",,,,,,,,,,,,,,,,,
516,"ji ti-
nh",Ouyi,PazCTI-IIl0,ti-,"ti-
rou",,,,,,,,,,,,,,,,,
517,"elleclivol
Zm Jcnny",yi.t,icnny,Ivcnny,"Jcnny,-",Jcnny,,,,,,,,,,,,,,,,
518,saltol,sobresalt0,roar  salao,Maltez,Saltla,,,,,,,,,,,,,,,,,
519,chao,patriarchal,"re
hao",,,,,,,,,,,,,,,,,,,
520,Procedia-se,Trata-se,AdIira-sel,C0R0A-SE,,,,,,,,,,,,,,,,,,
521,Capulletos,ulles,Fulle,oceulls,,,,,,,,,,,,,,,,,,
522,heijar,Hein,bein,,,,,,,,,,,,,,,,,,,
523,posso fallar,fallaya,Falla-me,fallaam,,,,,,,,,,,,,,,,,,
524,nermitte,permitte,,,,,,,,,,,,,,,,,,,,
525,mdde sgeia,cn ise segg,ze s9,,,,,,,,,,,,,,,,,,,
526,dillerenga,indiferenga,licenga,doenga,ovenga,engao,Enganas-te,indilorenga,,,,,,,,,,,,,,
527,b0ca de um eslranho,csa do harao de Tavares,Lueia de Lamunermoor,estrada de cima,l me lemhro de ti,Fiue,uliuea de tque,E91,Reggar's Upera de Gray,,,,,,,,,,,,,
528,Il,Ohrigiei-me,bar-me,Di-me,,,,,,,,,,,,,,,,,,
