cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20
298.0,Glasgow,Las,las,,,,,,,,,,,,,,,,,,
299.0,Jew,the Emerald Isle,"TI

 

OLY",Old Drury,the Isle of Man,the Old Jewry,,,,,,,,,,,,,,,
300.0,"heard,—a",Whea,Leary,Heary,,,,,,,,,,,,,,,,,
301.0,Sooncr,mo one,Noone,,,,,,,,,,,,,,,,,,
302.0,AR Grand Duchy,Grand,Duchy,the Grand Duchy,Grand Duchy,,,,,,,,,,,,,,,,
303.0,mart,Marklam,"Mark
ham",Mark~,,,,,,,,,,,,,,,,,
304.0,Golden Lane,Golden,Lane,"Golden
Lane",,,,,,,,,,,,,,,,,
305.0,Park,Bee pago,"Hyde
Park",Hyde Park,,,,,,,,,,,,,,,,,
306.0,Dark,Taroagh,daro,,,,,,,,,,,,,,,,,,
307.0,Elica,Adelaide,Adeline,Adelino,Adeli,,,,,,,,,,,,,,,,
308.0,Camden,Camden Town,,,,,,,,,,,,,,,,,,,
309.0,Middlesex,Sheriffs,Griffin,Middlesex Sheriffs,,,,,,,,,,,,,,,,,
310.0,Yague,Montague,Moutague,,,,,,,,,,,,,,,,,,
311.0,Custeleicala,Casteletcala,Leipzig,Castelelcala,Castel,Castcleicala,Casteleicala,,,,,,,,,,,,,,
312.0,Teould,Toulon,Dundulo,Louse,Ridioulous,,,,,,,,,,,,,,,,
313.0,Colonies,choloe,voloe,,,,,,,,,,,,,,,,,,
314.0,Macquario,Macquaria Harbour,"acquaintanees,—no",Port Macquarie,Macquarie,,,,,,,,,,,,,,,,
315.0,universo,Tho river,Livee,Liverpool,,,,,,,,,,,,,,,,,
316.0,MYSTERIES,rotrievo,Fieschi,Minories,MY6TERIES,Jeemetries,KRIES,,,,,,,,,,,,,,
