cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
267.0,Serras,Terras,berrar--«Morra,perra,Terço,aterrado,Terra,n'elle terra,,,,,,,,,,,
268.0,Tarde,Bastardo,,,,,,,,,,,,,,,,,
269.0,Bichas,Pego das Bichas,Pego,riacho das Donas,,,,,,,,,,,,,,,
270.0,"louça da
China",Jesuina,China,chinella,,,,,,,,,,,,,,,
271.0,Oratorio,lavatorio,Purgatorio,,,,,,,,,,,,,,,,
272.0,Relogio-de-Sol,Solar,Claro-Sol,solidão,Sol,,,,,,,,,,,,,,
273.0,Noronhas,Coronel Trancoso,Noronha,,,,,,,,,,,,,,,,
274.0,Castellão,Castello de Peronne,Castellos,castellã,castellão,Castella,castello de prôa,Castello,,,,,,,,,,,
275.0,terraço do jardim,pedra do jardim,Bomjardim,Jardim,,,,,,,,,,,,,,,
276.0,Advogue,Craquede,guedelha,Guedes,Athaydes,,,,,,,,,,,,,,
277.0,Philippes,Louredo,"Philippe
Lourençal",Lourençal,,,,,,,,,,,,,,,
278.0,Sr.,Sr. Doutor,Doutor,,,,,,,,,,,,,,,,
279.0,"Terreiro do
Paço...",Gutierres,terreiro da Honra,Terreiro aquelle sulco de espanto,"Terreiro da
Louça","Terreiro do
Paço",Terreiro,Terreiro do Paço,Terreiro da Louça,Terreiro...,,,,,,,,,
280.0,Mertola,morto!--gritou,Porto,Torto,,,,,,,,,,,,,,,
281.0,Além-Jordão,"Terras
d'Além-Jordão",d'Adão,,,,,,,,,,,,,,,,
282.0,Toros de castanheiro,Castanheiro Patriotinheiro,Castanheiro!):--«Eis ahi,Castanheiro...,bufarinheiro,Castanheiro,,,,,,,,,,,,,
283.0,escadaria redonda,Torre Redonda,tanque redondo,Carnet-Mondain,,,,,,,,,,,,,,,
284.0,Concelho,Cabecelhos,Concelhos,Concelho da Villa,Relhos,,,,,,,,,,,,,,
285.0,Gago,Trago,San-Thiago,affago,Vidago,,,,,,,,,,,,,,
286.0,Paço da Bemposta,Tempos:--«Achei,Tempos,,,,,,,,,,,,,,,,
287.0,"Hotel Mondego,--muito",Mondego,Hotel Mondego,,,,,,,,,,,,,,,,
288.0,Resposta,Arcos,Costa,"cost and with
almost",Costa Oriental,,,,,,,,,,,,,,
289.0,Pittas,Pitta,mattagal,,,,,,,,,,,,,,,,
290.0,Solar de Santa Ireneia,"Senhorio de Santa
Ireneia",Santa Ireneia,Senhor de Santa Ireneia,"Santa
Ireneia",Santa-Ireneia,Paço acastellado de Santa Ireneia,Adail de Santa Ireneia,Paços de Santa Ireneia,Castello de Santa Ireneia,Paço de Santa,Torre de Santa Ireneia,Honra de Santa-Ireneia,Honra de Santa Ireneia,"Paços de
Santa Ireneia",Cavalleiros de Santa Ireneia,Paço de Santa Ireneia,"Paço de Santa
Ireneia",Terras de Santa Ireneia
291.0,Bona,bonito,Bonita,,,,,,,,,,,,,,,,
292.0,Cenaculo,Athenas,"rua da
Mathematica o Cenaculo",,,,,,,,,,,,,,,,
293.0,d'Ultramar,Grajelos,ultraje,,,,,,,,,,,,,,,,
294.0,ladeira de S. Bento,Egreja de S. Christovão,Officina de S. José,Egreja de S. Bento,Egreja de S. Matheus,,,,,,,,,,,,,,
295.0,Convento de Santa Brigida,"Convento de
Franciscanos","Convento de
Santa-Brigida de Oliveira",Conviviam,Vento,Convento,Inventores,,,,,,,,,,,,
296.0,Peccado,Reformadores,Pensadores,Peccadores,,,,,,,,,,,,,,,
297.0,"Caminho de
Ferro",Minho,Tres-Caminhos,Caminho de Ferro,Caminho,,,,,,,,,,,,,,
298.0,Esfalfado,Enfiado,Fado,Descabeçado,,,,,,,,,,,,,,,
299.0,Additional,Donations,National,,,,,,,,,,,,,,,,
300.0,Nacejas,"estrada de
Nacejas",,,,,,,,,,,,,,,,,
301.0,Maricas,Africanista,Africa,Rica-Dona,d'Africa,,,,,,,,,,,,,,
302.0,Princeza,Principes da Christandade,Principe,,,,,,,,,,,,,,,,
303.0,Gravemente Barrôlo,bom Barrôlo,Barrôlinho,barro,Barrôlos,Barrôlo,,,,,,,,,,,,,
304.0,hervas vagas,Mercado da Herva,herva,,,,,,,,,,,,,,,,
305.0,Formosa,formoso,Paço formoso,,,,,,,,,,,,,,,,
306.0,Aveyras,Lyra,d'Aveyras,Alcaide d'Aveyras,,,,,,,,,,,,,,,
307.0,legoas,latego,lua,egoa,,,,,,,,,,,,,,,
308.0,armazem do Ramos,Ramos,"loja do
Ramos",,,,,,,,,,,,,,,,
309.0,Almirante,Brabante,Mirante d'onde,Avantesmas,Violante,Mirante,Mirante!--e,,,,,,,,,,,,
310.0,Cascaes,Escolas,lusco fusco,Effectivamente o Casco,damasco,Casco,Casco!,,,,,,,,,,,,
311.0,lomba do outeiro,bezerro,"lomba do
cerro",,,,,,,,,,,,,,,,
312.0,Clèves,Silves,,,,,,,,,,,,,,,,,
313.0,Teixeira de Carredes,Coice,Ribeira,Ribeira do Coice,,,,,,,,,,,,,,,
314.0,Recebedoria,bebedo,Provedor,Saber,Sabedor,,,,,,,,,,,,,,
315.0,agoa limosa,botica do Pires,Missa do Gallo,Hospedaria do Gago,Paschoa do Quinto-Anno,agoa do regato,Arega,,,,,,,,,,,,
316.0,Esposende,Accendeu,Pigarreou,Vendeia,Arrendei,,,,,,,,,,,,,,
317.0,lusidia,Asia Menor,relusia,,,,,,,,,,,,,,,,
318.0,Pereira da Riosa,Cerejeira,braza das lareiras,Amoreira,Carreira,Manoel Pereira,Pereira Brazileiro,"Pereira da
Riosa","Pereira
da Riosa",Pereira,Pereira Brasileiro,,,,,,,,
319.0,veridico,Paços de Severim,Reriz,However,Severim,,,,,,,,,,,,,,
320.0,Rua Grande,Tanque-Grande,Grande Catharina,Poço grande,despendurando,"grandes
clinas",Grande Ronda,"Poço
grande",,,,,,,,,,,
321.0,Alemtéjo,Alemtejana,Jerusalem,Vejo,Alemtejo,Tejo,,,,,,,,,,,,,
322.0,"Casa do
Temerario",Vigario Geral,Temerario,,,,,,,,,,,,,,,,
323.0,Affonsina,d'Affonso Gomes,Ensino,Castello Affonsino,Affonsino,,,,,,,,,,,,,,
324.0,immensissima,Duas Mil Virgens,"Santissima
Virgem",Bravissimo,,,,,,,,,,,,,,,
325.0,Minas,verrinas,Trinas,,,,,,,,,,,,,,,,
326.0,hein?--Mendonça,Mendigo,Marias Mendonças,Mendonças,Mendonça,,,,,,,,,,,,,,
327.0,Maio,Paiz,"Paio Ramires
    Põe",Paio Ramires,,,,,,,,,,,,,,,
328.0,Coudel,bésteiros,Coudel dos Bésteiros,,,,,,,,,,,,,,,,
329.0,Monaco,Limonada,Monarchia,Marche,,,,,,,,,,,,,,,
330.0,"Casa
de Ramires",Lourenço Ramires,Illustre Casa de Ramires,Ramirica,Pires,Hoste Real Lourenço Ramires,Ramires!»--Não,Martim Ramires,Ramires,,,,,,,,,,
331.0,tanger,luva,"alluvião do
estrangeirismo!»--Como",,,,,,,,,,,,,,,,
332.0,Rhetorica,d'Arte Historica,Novella Historica,reconstruccão Historica,quasi prehistorica...,Quasi,quasi historica,,,,,,,,,,,,
333.0,Senhora das Candeias,Senhores,Senhora da Boa Morte!,Sua Senhoria,casa da senhora sua mana...,"Ai
Nossa Senhora",minha senhora,"Senhor da
minha alma!",Senhora da Boa Morte,Senhora,,,,,,,,,
334.0,El-rei,Caçadas d'El-Rei,El-rei de Leão,"Guião
d'El-Rey",El-Rey,"El-Rei
Marquez de Treixedo",Largo d'El-Rei,Largo de El-Rei,El-Rei,,,,,,,,,,
335.0,Galliza,azinhaga,janellinha,Pallido,"gallinha
cosida",collina,gallinha,,,,,,,,,,,,
336.0,Succedeu,Te-Deum,succedeu,,,,,,,,,,,,,,,,
337.0,amem emfim,Einfim,Emfim,,,,,,,,,,,,,,,,
338.0,Hospital de Villa Clara,Deputado,Villa-Clara,"Deputado
de Villa-Clara",,,,,,,,,,,,,,,
339.0,Gouveia!»--Emquanto,João Gouveia,Gouveia!»---desenrolou,Gouveia,Gouveia!»--Emquanto o Gouveia,,,,,,,,,,,,,,
340.0,Fabrica de Vidros,Fabrica,d'Abril,Abril,,,,,,,,,,,,,,,
341.0,Presente do André,Londres,André,Flandres,,,,,,,,,,,,,,,
342.0,rugio,collete,"collegio de S.
Fiel",collegio,,,,,,,,,,,,,,,
343.0,Machumba,Maciel,Pequenina,Chefe,Macheque,,,,,,,,,,,,,,
344.0,idéa de ferias,Idéa,idéa de colher do Titó,aldéa,Idéa--«a,idéa,,,,,,,,,,,,,
345.0,cançasso,assoalhar,Passeio,Passos,,,,,,,,,,,,,,,
346.0,Clerigo da Curia,Rigoleto,Clerigo,,,,,,,,,,,,,,,,
347.0,Colera,varanda veneravel,Intoleravel,,,,,,,,,,,,,,,,
