cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
248,Solar de Santa Ireneia,"Senhorio de Santa
Ireneia",Santa Ireneia,Senhor de Santa Ireneia,"Santa
Ireneia",Santa-Ireneia,Paço acastellado de Santa Ireneia,Adail de Santa Ireneia,Paços de Santa Ireneia,Castello de Santa Ireneia,Paço de Santa,Torre de Santa Ireneia,Honra de Santa-Ireneia,Honra de Santa Ireneia,"Paços de
Santa Ireneia",Cavalleiros de Santa Ireneia,Paço de Santa Ireneia,"Paço de Santa
Ireneia",Terras de Santa Ireneia
249,d'Ultramar,Grajelos,ultraje,Maltrapilho,,,,,,,,,,,,,,,
250,Alugaria,Fallam,Ave-Maria,cavallariça,Clarim,Cavallaria,,,,,,,,,,,,,
251,ladeira de S. Bento,Egreja de S. Christovão,S. Bento,Officina de S. José,Egreja de S. Bento,Egreja de S. Matheus,,,,,,,,,,,,,
252,Primo,Opposição,opprime,,,,,,,,,,,,,,,,
253,Peccado,Reformadores,Regedores,Pensadores,Peccadores,,,,,,,,,,,,,,
254,Sé de Zamora,Crassa,Moral,morangal,Çamora,Samoras de Cendufe,Samoras,,,,,,,,,,,,
255,d'Ulgoso,n'este Agosto,Gottoso,Agosto,boston,,,,,,,,,,,,,,
256,Cousas,Louzadas,Salzedas,Musas,Lousadas,,,,,,,,,,,,,,
257,Ladeado,Cêdo,Ajudado,Esgaseado,Esfalfado,Açodado,baptisado,Enfiado,Fado,Descabeçado,,,,,,,,,
258,Bona,"National
Library of Portugal",Additional,Donations,National,,,,,,,,,,,,,,
259,Nacejas,"estrada de
Nacejas",,,,,,,,,,,,,,,,,
260,Clèves,lide.--E n'este,Esteves,Silves,,,,,,,,,,,,,,,
261,Manchester,Sanches Lucena,Arronches,Winchester,d'Ancenes,"Sanches
Lucena",Sancharia,melancholia,Sanches,Chefe,,,,,,,,,
262,Africanista,Africa,Rica-Dona,d'Africa,,,,,,,,,,,,,,,
263,Princeza,Principes da Christandade,Principe,,,,,,,,,,,,,,,,
264,Gravemente Barrôlo,bom Barrôlo,Barrôlinho,Barrôlos,Barrôlo,,,,,,,,,,,,,,
265,hervas vagas,d'hera,Mercado da Herva,herva,,,,,,,,,,,,,,,
266,Formosa,formoso,Paço formoso,,,,,,,,,,,,,,,,
267,Aveyras,Lyra,d'Aveyras,Alcaide d'Aveyras,,,,,,,,,,,,,,,
268,Lamego,legoas,Empregos,latego,Pego,egoa,,,,,,,,,,,,,
269,armazem do Ramos,Moscatel,Ramos,"loja do
Ramos",,,,,,,,,,,,,,,
270,Almirante,Brabante,Miranda,Mirante d'onde,Avantesmas,Violante,Mirante,Mirante!--e,,,,,,,,,,,
271,botica do Pires,Coice,Paschoa do Quinto-Anno,Ribeira,Racha do Moiro,Ribeira do Coice,"alluvião do
estrangeirismo!»--Como",,,,,,,,,,,,
272,Recebedoria,bebedo,Provedor,Saber,Sabedor,,,,,,,,,,,,,,
273,Pereira da Riosa,Cerejeira,braza das lareiras,Amoreira,Carreira,Manoel Pereira,Pereira Brazileiro,"Pereira da
Riosa","Pereira
da Riosa",Pereira,Pereira Brasileiro,,,,,,,,
274,hein?--Mendonça,Mendigo,Marias Mendonças,Mendonças,Mendonça,,,,,,,,,,,,,,
275,veridico,Paços de Severim,However,Severim,,,,,,,,,,,,,,,
276,understand,Presente do André,Andrésinho,André,Flandres,,,,,,,,,,,,,,
277,Alemtéjo,Alemtejana,Jerusalem,Vejo,Alemtejo,Tejo,,,,,,,,,,,,,
278,Livraria,"Casa do
Temerario",Vigario Geral,Temerario,,,,,,,,,,,,,,,
279,Affonsina,d'Affonso Gomes,Ensino,Castello Affonsino,Affonsino,,,,,,,,,,,,,,
280,"Casa
de Ramires",Lourenço Ramires,Ramirica,Gonçalo Ramires,Pires,Hoste Real Lourenço Ramires,Ramires!»--Não,Martim Ramires,"Paio Ramires
    Põe",Paio Ramires,Ramires,,,,,,,,
281,Rhetorica,d'Arte Historica,Novella Historica,reconstruccão Historica,quasi prehistorica...,Quasi,quasi historica,,,,,,,,,,,,
282,Sorte,Portella,morto!--gritou,Norte,Monforte,Cortiga,Morte,Mordomo-Mór,,,,,,,,,,,
283,Bom Deus,Mercê de Deus,"Santo Deus!
Mortos",Santo Deus!,mercê de Deus,Santo Deus,,,,,,,,,,,,,
284,Senhora das Candeias,Senhores,Sua Senhoria,Horacios,"Ai
Nossa Senhora",minha senhora,"Senhor da
minha alma!",Senhora,,,,,,,,,,,
285,Galliza,Missa do Gallo,azinhaga,janellinha,idyllio,Galiléa,Pallido,"gallinha
cosida",collina,bengalinha,gallinha,,,,,,,,
286,Succedeu,Te-Deum,succedeu,,,,,,,,,,,,,,,,
287,amem emfim,Einfim,Emfim,,,,,,,,,,,,,,,,
288,Gouveia!»--Emquanto,João Gouveia,Gouveia!»---desenrolou,Gouveia,Gouveia!»--Emquanto o Gouveia,,,,,,,,,,,,,,
289,Fabrica de Vidros,Brito,Fabrica,d'Abril,Abril,,,,,,,,,,,,,,
290,idéa de ferias,Idéa,aldéa,Idéa--«a,idéa,,,,,,,,,,,,,,
291,assumpto,assoalhar,Passeio,Vossê,Passos,,,,,,,,,,,,,,
292,Clerigo da Curia,Rigoleto,Clerigo,,,,,,,,,,,,,,,,
293,Colera,varanda veneravel,Recesvinto,Sinto,Intoleravel,,,,,,,,,,,,,,
