cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15
279,ladeira de S. Bento,Egreja de S. Christovão,Officina de S. José,Egreja de S. Bento,Egreja de S. Matheus,,,,,,,,,,,
280,Convento de Santa Brigida,"Convento de
Franciscanos","Convento de
Santa-Brigida de Oliveira",Conviviam,Vento,Convento,Inventores,,,,,,,,,
281,Peccado,Reformadores,Regedores,Pensadores,Peccadores,,,,,,,,,,,
282,n'este Agosto,Agosto,boston,,,,,,,,,,,,,
283,"Caminho de
Ferro",Minho,Tres-Caminhos,Caminho de Ferro,Caminho,,,,,,,,,,,
284,Additional,Donations,National,,,,,,,,,,,,,
285,Beja,Nacejas,"estrada de
Nacejas",,,,,,,,,,,,,
286,Africanista,Africa,d'Africa,,,,,,,,,,,,,
287,Differença,Louredo,"Philippe
Lourençal",Lourençal,,,,,,,,,,,,
288,Perola,pharol,Numerou,perola,,,,,,,,,,,,
289,Princeza,Principes da Christandade,Principe,,,,,,,,,,,,,
290,Gravemente Barrôlo,bom Barrôlo,Barrôlinho,Barrôlos,Barrôlo,,,,,,,,,,,
291,hervas vagas,Mercado da Herva,herva,,,,,,,,,,,,,
292,Formosa,formoso,Paço formoso,,,,,,,,,,,,,
293,saphira,sahi,póde sahir,Sahira,,,,,,,,,,,,
294,Aveyras,Lyra,d'Aveyras,Alcaide d'Aveyras,,,,,,,,,,,,
295,armazem do Ramos,Ramos,"loja do
Ramos",,,,,,,,,,,,,
296,Almirante,Brabante,Mirante d'onde,Avantesmas,Violante,Mirante,Mirante!--e,,,,,,,,,
297,Recebedoria,Regedor,bebedo,Provedor,Sabes,Saber,Sabedor,,,,,,,,,
298,Pigarreou,Vendeia,Arrendei,,,,,,,,,,,,,
299,Pereira da Riosa,Cerejeira,Amoreira,Carreira,Manoel Pereira,Pereira Brazileiro,"Pereira da
Riosa","Pereira
da Riosa",Pereira,Pereira Brasileiro,,,,,,
300,Severosa,veridico,Paços de Severim,However,Severim,,,,,,,,,,,
301,Rua Grande,Tanque-Grande,Grande Catharina,Poço grande,"grandes
clinas",lua,Grande Ronda,"Poço
grande",,,,,,,,
302,"Casa do
Temerario",Vigario Geral,Temerario,,,,,,,,,,,,,
303,Briteiros,Mosteiro,Reposteiro-Mór,Fronteiro,bésteiros,Coudel dos Bésteiros,Mendo de Briteiros,,,,,,,,,
304,Affonsina,d'Affonso Gomes,Ensino,Castello Affonsino,Affonsino,,,,,,,,,,,
305,Minas,Athenas,verrinas,Trinas,,,,,,,,,,,,
306,hein?--Mendonça,Mendigo,Marias Mendonças,Mendonças,Mendonça,,,,,,,,,,,
307,"Casa
de Ramires",Maio,Lourenço Ramires,Illustre Casa de Ramires,Ramirica,Gonçalo Ramires,Paiz,velho Ramiro,Pires,Hoste Real Lourenço Ramires,Ramires!»--Não,Martim Ramires,"Paio Ramires
    Põe",Paio Ramires,Ramires,
308,Rhetorica,d'Arte Historica,Novella Historica,reconstruccão Historica,quasi prehistorica...,Quasi,quasi historica,,,,,,,,,
309,Bom Deus,Mercê de Deus,"Santo Deus!
Mortos",Santo Deus!,mercê de Deus,Santo Deus,,,,,,,,,,
310,Senhora das Candeias,Senhores,Senhora da Boa Morte!,Sua Senhoria,casa da senhora sua mana...,"Ai
Nossa Senhora",minha senhora,"Senhor da
minha alma!",Senhora da Boa Morte,Senhora,,,,,,
311,Galliza,janellinha,Pallido,"gallinha
cosida",gallinha,,,,,,,,,,,
312,Hospital de Villa Clara,Villa Clara,aclarava,Calçadinha de Villa-Clara,Villa-Clara,"Deputado
de Villa-Clara",,,,,,,,,,
313,Succedeu,Te-Deum,succedeu,,,,,,,,,,,,,
314,Vejo,Tejo,,,,,,,,,,,,,,
315,immensissima,bravio,"Santissima
Virgem",Bravissimo,,,,,,,,,,,,
316,amem emfim,Einfim,Emfim,,,,,,,,,,,,,
317,Outubro,Sr. Doutor,Doutor,,,,,,,,,,,,,
318,Gouveia!»--Emquanto,João Gouveia,Gouveia!»---desenrolou,Gouveia,Gouveia!»--Emquanto o Gouveia,,,,,,,,,,,
319,Presente do André,Londres,André,Sud-Express,Flandres,,,,,,,,,,,
320,Socega,agoa do regato,Arega,,,,,,,,,,,,,
321,rugio,collete,"collegio de S.
Fiel",collina,collegio,,,,,,,,,,,
322,Machumba,Maciel,Pequenina,Chefe,Marche,Macheque,,,,,,,,,,
323,divan,Paschoa do Quinto-Anno,Recesvinto,Sinto,Intoleravel,,,,,,,,,,,
324,cançasso,assoalhar,Passeio,Passos,,,,,,,,,,,,
325,U.S.,Reriz,Clerigo da Curia,Rigoleto,Clerigo,,,,,,,,,,,
