cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23
247,Frane,créances,Franks,La France,affranchiront,Sois france,la France,Crancé,Collège de France,de France,France,lip-fraoli,,,,,,,,,,,,
248,rue Vivienne,Olivier,Vienne,Vénitienne,Vincennes,Vivienne,vie?Il,,,,,,,,,,,,,,,,,
249,etle,Etle,,,,,,,,,,,,,,,,,,,,,,
250,Lcette,violette,Mettes,Mettez,Gette,Iéna,baïonnettes,lorette,Jette,cetten,,,,,,,,,,,,,,
251,Gisy,Cisy,,,,,,,,,,,,,,,,,,,,,,
252,Précep,Percepteur,l’'examinateur,Docteur,Acceptez,Prési-,Précepteur,,,,,,,,,,,,,,,,,
253,æwhasse,Masselin,Mpas,Pas,Passe,,,,,,,,,,,,,,,,,,,
254,Maisait,Maison,Mai-,aimais,maiS,,,,,,,,,,,,,,,,,,,
255,La Maréchale,chaleut,la Maréchale,"Maréchale de l’air
mer",Maréchale n’,Maréchaux,Maréchale,,,,,,,,,,,,,,,,,
256,Pradier,Picardie,Pussardier,Dussardier,Dussar-,,,,,,,,,,,,,,,,,,,
257,croisales,Trois-Rois,Trois-Maries,Trois,Trois-,,,,,,,,,,,,,,,,,,,
