cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
318.0,Manifestou-sc,Whitestone anci,Whitesonee,Cal Whitestone,Whitestonel-,Whitestone-,Culos Whitestone,"Culos
Whitestone",,,,,,,
319.0,Aheilard,Ilein,j heide,Hein,reino  v,,,,,,,,,,
320.0,crls,Chwrles,Crles,,,,,,,,,,,,
321.0,Tens,Den,Vens,Ensino teI0,Densl,,,,,,,,,,
322.0,D'onde,Donde,d'onde noi,Aonde,sunerintonder,,,,,,,,,,
323.0,aetol,"ue te-
novelos","Gi,,g",Los,los Whileslone,Tolos,,,,,,,,,
324.0,scenas,acrescentou:--Vens,tou:-,,,,,,,,,,,,
325.0,Reggar,Reggar's Spera de Gra,,,,,,,,,,,,,
326.0,Ghaiilno,Ioriiles,Iilus,,,,,,,,,,,,
327.0,Civilisa-te,Vill,Civiliza,Vil,Civil,,,,,,,,,,
328.0,"elle nio
Fosse",Lucta,eseossez,Fosse,,,,,,,,,,,
329.0,Desvie,desviei,,,,,,,,,,,,,
330.0,Pousava,Usava,Escusava,,,,,,,,,,,,
331.0,peior,vacea,aceio,,,,,,,,,,,,
332.0,Pobre,pobre inteiri,Paulo,Pobre Paulo,,,,,,,,,,,
333.0,souleds,Escuso,accusaio,accusou,,,,,,,,,,,
334.0,"pe
lo","pe
ncipe",Neg,"pe
neGdnnr",,,,,,,,,,,
335.0,sos,Versa,Versos,,,,,,,,,,,,
336.0,"PACA
hAvia",hAviam,Havia,chavena,HAvia,,,,,,,,,,
337.0,"pi
nhal","es
trunha",punhaes,Compunha,Punhal6-,,,,,,,,,,
338.0,mis longe,Ionge,Bxchange,Longos,Longe,lisongeado,,,,,,,,,
339.0,Bairro,ma carruagem,boccaRro,carro0,Car-,Carmo,,,,,,,,,
340.0,ra succedeu,algms,Pedra Salgada,Fatigada,,,,,,,,,,,
341.0,Cheia,"Hull
Alheio",ralhe,Alheias,,,,,,,,,,,
342.0,psssnvmn naquele mnento.-Fallou de Ponto,Fallo,Allyon,fAllo,,,,,,,,,,,
343.0,Fraca,Faca,Adas,ramada,Acabada,,,,,,,,,,
344.0,Emfim,Fim,,,,,,,,,,,,,
345.0,receiava,Ceil,CeIa,Ceia,,,,,,,,,,,
346.0,neM,Olhem,Mais-Olhe,L-Olhem,,,,,,,,,,,
347.0,Pequenino Ent,Pequeno,Pequenina,"Chave
Pequenino",Pequenino,Campo Pequeno,,,,,,,,,
348.0,Batalha,Canalha,mnelhadts,Talhados,Ados,,,,,,,,,,
349.0,Zes,Fazel-al,Fazes,fazer7,,,,,,,,,,,
350.0,quc,Qunlino,Qucnlino,,,,,,,,,,,,
351.0,correndo0,CORR,soccorro d,correr0r,Correu,,,,,,,,,,
352.0,Pira,Viram l0,Elvira,,,,,,,,,,,,
353.0,Manoel Alegrias,Manoel-continuou,Manoel,MAnoel Qioniinno,Manoel Qneniino,MAnoel,,,,,,,,,
354.0,IanIleni,Lenda,"len
fino",LEn,len,,,,,,,,,,
355.0,Ceil Teem-me,perlou-me,Envergonho-me,Ent0 Iaz-me,bar-me,Di-me,"Fa-
zes-me",dar-me-a,,,,,,,
356.0,Dize-me,Vae-me,s-de-,perd0e-me,prop0e-me,De-me,,,,,,,,,
357.0,Julga-me,Custa-me,pouco0,Pouca-me,Por6a-me,"Repou-
s0",,,,,,,,,
358.0,Enganas-te,Est of Enganar,Engana,,,,,,,,,,,,
359.0,Butterfl,Butterfly,,,,,,,,,,,,,
360.0,tens bras,Bravo,lEmbra-so,Bra-,Coimbra,Bra,,,,,,,,,
361.0,peripecis,Persians,permitte,peri,saeri,,,,,,,,,,
362.0,"seriaes ceee
veis",Eseri,Interior,serio tam-,serio,,,,,,,,,,
363.0,pre Jenny Es,d bons jenny,Jenny-,Jenny,Ivcnny,jEnny-,,,,,,,,,
364.0,Ecuto,Escute,Telo,cutel,,,,,,,,,,,
365.0,Ribeira,leira,Ados a Cru d legalteira,Queira,ma algibeira,beira,bandeira lusitana,i Inteira,,,,,,,
366.0,rapaz.-dE,Irahalho,Irapalhonal...,Irapalhonal,,,,,,,,,,,
367.0,mont reprehensiyo,comprehendia,"st
ossa eoimprehendor",emprehendel-os,Cumpre,Comprehendeu,comprehendeu,,,,,,,,
368.0,Expliquem-as,QUe,Ii:--Que,Manrique,Porque,Fique,,,,,,,,,
369.0,cduscienecin,DOIWIEN0,Iena,IENY,"pud.l
ii-i ienn",,,,,,,,,,
370.0,philosophics,sopraserse,soph,,,,,,,,,,,,
371.0,Fechou,Hor,Bicho,Chores,Horas,Chora,,,,,,,,,
372.0,nia indilorenga,dillerenga,indilorenga,,,,,,,,,,,,
373.0,Janela,nella,sofa proximo da janella,valle das duas janellas llorescia,i janella,,,,,,,,,,
374.0,procuremoes,soes,,,,,,,,,,,,,
375.0,seeggg,"s ggggg
gina in in","ggggggg
iii","g2
GGGGnii.:g
ii i",gegggg,,,,,,,,,,
376.0,p6de,P6de,,,,,,,,,,,,,
377.0,peatin,Filas,irrelectilas,Atilas,,,,,,,,,,,
378.0,Estive,Est,Estiveste,Estio,,,,,,,,,,,
379.0,Trazida,razo,brazileiro,Iiana,raziia,,,,,,,,,,
380.0,pi n,"mar
iamhem ii","mar
iamhem ii nio",,,,,,,,,,,,
381.0,minha senhora,Senhora,penhore,Senhor-exclamou,Senhor,,,,,,,,,,
382.0,Moniz,Agonia,Anl,Anionia,Anlonia,,,,,,,,,,
383.0,Franga,Branca,Franceza,Franca,,,,,,,,,,,
384.0,Vomilam,Milh,MIL1AI,,,,,,,,,,,,
385.0,Descansa,"cansand inutil s 
nis n prior",cansad,,,,,,,,,,,,
386.0,Cerco,se-,se-Percebe,,,,,,,,,,,,
387.0,ossia,Siaial,semhesia,Hussia,,,,,,,,,,,
388.0,Mlularam,Culas,Ihula,,,,,,,,,,,,
389.0,ue rio,Rio,"aguas dos
rios caudalosos",Varios,Furioso,Rios,,,,,,,,,
390.0,cen anos iii e s,i'ii ma,"siye
iii ii-",CIE,IiI .CIE,,,,,,,,,,
391.0,sorrisos,sorrirat,sorri,Sorri,,,,,,,,,,,
392.0,"re
ha",Honras,Honra,,,,,,,,,,,,
393.0,ds pris,Prisaes,pris,,,,,,,,,,,,
394.0,VINAGRE,discrelumehte,situagio,"g
Gio",discriminagio,,,,,,,,,,
395.0,tilissimas,Sim,ssima,,,,,,,,,,,,
396.0,suspendr,Susn,,,,,,,,,,,,,
397.0,trouxe-m'os,"si-
pietro",tro,,,,,,,,,,,,
398.0,Jeon,Solene,enesis,reflexaa,Pantleon de refor Solene,,,,,,,,,,
399.0,Meus,,,,,,,,,,,,,,
400.0,rdia,Perdoe-le,Perdoar,Perdi,Perdia,,,,,,,,,,
401.0,Mattos,Bata-,Cam-,Matam-,,,,,,,,,,,
402.0,Eitao,Cedofeita,Direita,Feita,,,,,,,,,,,
403.0,"nio
transmittiam",transerinen,Transpunha,expans5es,transnccles,,,,,,,,,,
404.0,Terra Enlandl,enla,Terra Enlandl 0h,,,,,,,,,,,,
405.0,ispirages,acges,sagedes,considerages,gages,,,,,,,,,,
