cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
219,pi n,"mar
iamhem ii nio","mar
iamhem ii",,,,,,,,,,,,,,,,,,,,,,,,,,
220,peusmenus,Meus,Deus,lh-me Deus,MEus,,,,,,,,,,,,,,,,,,,,,,,,
221,Procedia-se,C0,C0R0A-SE,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Porta,i port,Comportas,portugal,porto d tua,Porto,por-be,ci porta,Porto-,,,,,,,,,,,,,,,,,,,,
223,t8,l.londres,londres,"lOndres
Culos",Londres,lOndres,,,,,,,,,,,,,,,,,,,,,,,
224,Gracas,ctnl grande,gralidio,desgra,logr,Engraeada,Gra,Reggar's Spera de Gra,"as-
gra",Gra-phrase,,,,,,,,,,,,,,,,,,,
225,Cecilias,Cecilial Confesso-te,Cecilii,Ccecilin,Ceeilii,Tanilii,,,,,,,,,,,,,,,,,,,,,,,
226,Te,aConliaste,Esteiro,animar-ste pr,tralaste,ste,Protegeste,segue-ste,castela,Foste,Stere,te,,,,,,,,,,,,,,,,,
227,Telo,Asseguro-lhe,Peco-lhes,Impediu-lhe,Deem-lhe,Acho-lhe,Pelo-lhe,Pelo-he,Amplo-,D0-lhe,Pelo-lhes,lEmbrou-lhe,,,,,,,,,,,,,,,,,
228,qliarlo,Carla,"Oral
Carlos",Carlos-,Carlos.-,Carlos,Nao-respondeu Carlos,Entro?-repetiu Carlos,,,,,,,,,,,,,,,,,,,,,
229,luet,SI1A LUZ,Luiza,Iilus,lu,lua,,,,,,,,,,,,,,,,,,,,,,,
230,ci,cduscienecin,ci l-,g-,Ci,ci tcm,Cito,,,,,,,,,,,,,,,,,,,,,,
231,Hein,Cheia,Alheias,"Hull
Alheio",ralhe,,,,,,,,,,,,,,,,,,,,,,,,
232,Pap,Pa-,Paga,pa,Pae,Pa,,,,,,,,,,,,,,,,,,,,,,,
233,Fumar,camarim,scismar,Mar,Marino Ligeiro,mar cingi,Amarillid,,,,,,,,,,,,,,,,,,,,,,
234,impress5es,expressiva,resonar,pessionalenue,impressionara,physionomia,,,,,,,,,,,,,,,,,,,,,,,
235,sahiu us,AhI,Acahira,I'ahi,sahi,Ah,Ahi,ahi,Dahi,,,,,,,,,,,,,,,,,,,,
236,Futuro,Europa,Ns Europa,,,,,,,,,,,,,,,,,,,,,,,,,,
237,scenas,vacea,Cec-,ceu Rodrigues,ce0,Cerco,Doce,ce,3E,Ce,,,,,,,,,,,,,,,,,,,
238,atten0es,atealilis,Katel,Vate,Bate,Ate,A8,,,,,,,,,,,,,,,,,,,,,,
239,Y02,Y0,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Aquell,quelle,n'aquelle,Naquelle,bairro de Cedofeita aquelle,Aquelle,Falle-e n'aquelle,psssnvmn naquele mnento.-Fallou de Ponto,aquelle,daquelle,t'aquelles,Trata-se n'aquelle,,,,,,,,,,,,,,,,,
241,linl,tliN.,tlin,oblinhn,mis lings...,ctltsz,,,,,,,,,,,,,,,,,,,,,,,
242,Leio-o,Grenlei,ingenle,Enleio,,,,,,,,,,,,,,,,,,,,,,,,,
243,Folhetim,Mais-Olhe,Folheando-o,Olh,Hem,Olhem,Polyphemo,L-Olhem,,,,,,,,,,,,,,,,,,,,,
244,neM,Nem,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Anl,Ola,La,LAN6,lan-,morr lan,lang4I,Lan,,,,,,,,,,,,,,,,,,,,,
246,"escudo de
Achilles",Cachimbo,Achilles,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Acredita-me,meditagoes,Acredite-me,Credo,Acredita,,,,,,,,,,,,,,,,,,,,,,,,
248,l'elle,Capulletos,elleclivol,"en
sa elle",excellencia,d'elle,lle,Mademoiselle,collegio,nio l'elle,elle7,lettras mem dos elle,"pr
t elle",elle,signupremno de elle,"elle nio
Fosse",,,,,,,,,,,,,
249,Mlularam,Informes,Formular,gye,Iormulou,,,,,,,,,,,,,,,,,,,,,,,,
250,puerilidades,Ociosidade,"uI
rapa da minha idade",verdade;-,Caridade,Frialdade,velleidades,piedade Dir-se-hi,uNiversidade,us cidades,Cidade,Dificuldade,cuvidades,Felicidade,"felicidade de
ce Snuihleld",,,,,,,,,,,,,,
251,ingenoe,Inglez,INGLESA,INGL,"Fiel-
ing",Ingl-,INGLRIA,,,,,,,,,,,,,,,,,,,,,,
252,colis,Tis,Lisboa,Is,isue,nistcncis,,,,,,,,,,,,,,,,,,,,,,,
253,Versa,l-,Versos,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Pernas,"Pernas
Antes",,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"Ri-
chard",ltichard,d-,Ktichard-e,,,,,,,,,,,,,,,,,,,,,,,,,
256,augmentando0-se-lhe,Preparava-se-lhe,Figurava-se-lhe,,,,,,,,,,,,,,,,,,,,,,,,,,
257,nexo0,O0e,O0,sido0,todo0,,,,,,,,,,,,,,,,,,,,,,,,
258,Manoel Sentindo,nol Quente,"Manoel Que-
lino",Manoel Que-,MAnoel Sentindo,Procurar manoel Quentino,MAnoel Quentino,Manoel Quentiuo,"Manoel Que-
tino",,,,,,,,,,,,,,,,,,,,
259,"ti e-
meno sacrificio",Inicio,"es
accio","si-
licioo",Cio,torre de s. rcio,,,,,,,,,,,,,,,,,,,,,,,
260,N'este sitio,N'este genero,"sisude in
n'este",oi m'este,"N'este
cr",N'este,Esteve,razo d'esta ordem,,,,,,,,,,,,,,,,,,,,,
261,vel0s,Syuiptoma inlallivel,iavisivel,"es ps  vel s
is de",El el el...,Ve,Vel,El,,,,,,,,,,,,,,,,,,,,,
262,gg,"g2
GGGGnii.:g
ii i",gegggg,"s ggggg
gina in in",G'GG,"ggggggg
iii",seeggg,,,,,,,,,,,,,,,,,,,,,,
263,Aonde,d'onde noi,Donde,D'onde,,,,,,,,,,,,,,,,,,,,,,,,,
264,Maneira,beijos,tmbei,Viram l0,Queira,Ados a Cru d legalteira,ma algibeira,i Inteira,Fugira,beira,leira,Ribeira,,,,,,,,,,,,,,,,,
265,estudar0o,La est,Celeste-,st mnhi,Manifestou-sc,"Est
incommodada",st,Estiveste,Estive,Ideias exprobrac5es d'esta,Estio,d'est,VIer agreste's sublimes,Est,Est muito ben,molestia,estueacto,,,,,,,,,,,,
266,s9,"rio perolas9
a  eiide",to  pe,proximo perd9-,rio perolas9,perola,,,,,,,,,,,,,,,,,,,,,,,
267,sal-o,Royal,Cardeal-,Allyon,alui,Valbom,Alvoro,"pi
nhal",sala,Al,algms,,,,,,,,,,,,,,,,,,
268,Princ-,Principiauva,Princ,orino,,,,,,,,,,,,,,,,,,,,,,,,,
269,r-,dar-me-a,bar-me,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Manoel Pequenino,Pequenino Ent,Campo Pequeno,MAnoel Pequenino,Pequeno,"Chave
Pequenino",Pilh de Manoel Pequenino,Pequenina,Pequenino,Pilh de Manoel Pequenino suspeilou ue,,,,,,,,,,,,,,,,,,,
271,mis sica,justificacao,Multic,Ficava,a2,"horsa favo-
Tica",Tica,beatifica idiotia,,,,,,,,,,,,,,,,,,,,,
272,Fim,Fiz-te,Emfim,L Fi,Fi,,,,,,,,,,,,,,,,,,,,,,,,
273,Cal Whitestone,Culos Whitestone,Whitestone anci,LiMites-,Whitesonee,Whitestonel-,"Culos
Whitestone",Whitestone-,,,,,,,,,,,,,,,,,,,,,
274,Serra do Pior,"Serra
-",errand,Guerra-se,Serra,,,,,,,,,,,,,,,,,,,,,,,,
275,1E,Por6a-me,pouco0,Pouca-me,Julga-me,,,,,,,,,,,,,,,,,,,,,,,,
276,aseveeee,heee,hcdeeer,"seriaes ceee
veis",Deieeeee,"Gnieee,,gg",oeeveygg,,,,,,,,,,,,,,,,,,,,,,
277,siisieit,L,SI1,sil pr,asin,sil,Sim,Si-,sI,,,,,,,,,,,,,,,,,,,,
278,Coincidia,om conlidencial,Cianos,"pe
ncipe",fluciaar,antecedencias,L'cia,"pre-
ferencia",Providencia,Ncia,Incoherencia.as,,,,,,,,,,,,,,,,,,
279,porto do jardim,im do mundo,jardim de S. Lazaro,rua do jardim,chamma do fogo,porta do jardim,,,,,,,,,,,,,,,,,,,,,,,
280,Wocemeee,Nocemeee,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Iamos,Costumo,Vamos,Aposlemosl,nossa atmosphera,Formosa,Chegamos,Sihamos,Mos-,"ov os-
c",Mos,Timos,,,,,,,,,,,,,,,,,
282,Gran-IBrstanha,Gran-rebanho,Gran-hretanha,bretanha,,,,,,,,,,,,,,,,,,,,,,,,,
283,p6de,P6,P6de,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Carinho,Carinhosa,caricias,Carinhos,,,,,,,,,,,,,,,,,,,,,,,,,
285,Dize-me,E-,Di-me,Vae-me,"e-
i",prop0e-me,F,s-de-,De-me,perd0e-me,,,,,,,,,,,,,,,,,,,
286,"estado do
z::t",estado n'este s0,Coitado,estado do discipulo,estado i vista,estado,,,,,,,,,,,,,,,,,,,,,,,
287,"nio
transmittiam",Anionia,"0I
nio",nio protegesle,nio ti-,nio ves,Nio,nio,eniio pr alc,nio traiir,,,,,,,,,,,,,,,,,,,
288,Imposi,0R SYMPOAAS,Posso,Impossiveis,impossivel fa-,,,,,,,,,,,,,,,,,,,,,,,,
289,Share,Marcha,Fechar,Marchar,,,,,,,,,,,,,,,,,,,,,,,,,
290,Est of Enganar,Enganas-te,Engana,,,,,,,,,,,,,,,,,,,,,,,,,,
291,hrc,forca,Forca,,,,,,,,,,,,,,,,,,,,,,,,,,
292,"Carreira
E ei Leva",Encarrego,carro0,"barreira dos
nostradores",ma carruagem,ceneedesr Pereira,Terreiro,Carreira,Pereira,,,,,,,,,,,,,,,,,,,,
293,Declive,Liverpool,verpool,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Branca,Franceza,Fraca,fr,Franga,Franca,,,,,,,,,,,,,,,,,,,,,,,
295,irm,Irm,irma.-,Firme,Irma,irma,IRm,pa  do irmio,irmto,,,,,,,,,,,,,,,,,,,,
296,brochura,rochedo,Rochedo,,,,,,,,,,,,,,,,,,,,,,,,,,
297,emprehendel-os,comprehendia,"st
ossa eoimprehendor",Pretendeu,compdre,mont reprehensiyo,Eh,Comprehendeu,comprehendeu,,,,,,,,,,,,,,,,,,,,
298,hAntonia,rua de Santo Antonia,Manto-,Atonia,santiago,Santo Antonia,eh el Velha-o Santo Antonio,Antonial,Antonia resmung0u,Mntonia,Anlonia,Emquanto,Antonia,Antonio,Antonia-,,,,,,,,,,,,,,
299,alllicta,pallido,Solida,Lidar,ind pallidas,Lidou,Pallida,,,,,,,,,,,,,,,,,,,,,,
300,Diga,Cdid,go,Codigo,di,N,Digo,,,,,,,,,,,,,,,,,,,,,,
301,voltando0,revolta-se;e,A1,vo,volta1,,,,,,,,,,,,,,,,,,,,,,,,
302,soph,somno,lsso,Peso,soeeg,sos,soes,Sonuiol E,Sobe,Sol,souleds,So,,,,,,,,,,,,,,,,,
303,"pe
neGdnnr",conego,negocia6es,Neg,,,,,,,,,,,,,,,,,,,,,,,,,
304,Prometo,Prometterei,Promnetto-lho,compromette,mettia,Prol,Promettia,,,,,,,,,,,,,,,,,,,,,,
305,ores d irnai,"esto
desafloro",florele.- IA,Dores,lOrd Mayor,Arvoredo,Flores,Lidar con Flores,,,,,,,,,,,,,,,,,,,,,
306,vigilia da vespera,Respeile,Especie,esperangas,espera0 d ra humana,Espere,,,,,,,,,,,,,,,,,,,,,,,
307,Sehasopol,Seliastopol,Sebastopol,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Sempio,plse,se6,se-,Seguimol-a,eseossez,seda,SE,,,,,,,,,,,,,,,,,,,,,
309,"Antoieps
G..i","Antoieps
G",,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Dentro,tro,Entro es,tr,Entro di ca,Entro,,,,,,,,,,,,,,,,,,,,,,,
311,Exultava,somma avultada,Salta,Falt-nos,Faltava,,,,,,,,,,,,,,,,,,,,,,,,
312,I4,i,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Labios,Furioso,Varios,Iosle,Rio,ue rio,Ios.-,Ios,"aguas dos
rios caudalosos",Rios,,,,,,,,,,,,,,,,,,,
314,duid,Cuidei,L6vida,Cuidas,Cuida,,,,,,,,,,,,,,,,,,,,,,,,
315,"sen
ale",Valem,lem-,cale,Alem,,,,,,,,,,,,,,,,,,,,,,,,
