cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
189,Exquisita,Melitava,Direita,Irritantes,"x. LA:.It.:1
.I",Eitao,Cedofeita,Fita,Coitado,It0,uwta,ITA,I4,Italia,Capital,Feita,,,,,,,,,,,,,
190,Cdid,go,di,Amigos,Digo,dIgno,Codigo,Diga,,,,,,,,,,,,,,,,,,,,,
191,Emfim,L Fi,Fim,Fiz-te,Fi,,,,,,,,,,,,,,,,,,,,,,,,
192,E0,ce,Ce,ce0,,,,,,,,,,,,,,,,,,,,,,,,,
193,Elvira,ispirages,Viram l0,pi n,espirito6,Pirecen,Tira,Pira,Fugira,,,,,,,,,,,,,,,,,,,,
194,"ggggggg
iii",Aggei,oeeveygg,seeggg,G'GG,gg,"g2
GGGGnii.:g
ii i",gegggg,"s ggggg
gina in in",,,,,,,,,,,,,,,,,,,,
195,Adivinho-0,adivinhads,Adivi-,adiviDb,Adivinha,Vinha,Tinham-me,"ci
adinha",,,,,,,,,,,,,,,,,,,,,
196,bretiics,Abrem,Abre,Timbre,Bret-,bretanha,Pobre Paulo,bre,Pobre,br,lugubre,,,,,,,,,,,,,,,,,,
197,molestia,Esteiro,Estive,estado,Ideias exprobrac5es d'esta,estudar0o,estueacto,Est muito ben,La est,VIer agreste's sublimes,Manifestou-sc,Celeste-,Estio,Est,Estais,"esto
desafloro",d'est,Estiveste,,,,,,,,,,,
198,rochedo,Procedia-se,parochia,Rochedo,,,,,,,,,,,,,,,,,,,,,,,,,
199,saiba,Sao,suavisar,nistcncis,accusaio,Saia,Iguais,oeisa ro,Is,Cais,Animais,Terais,Sais,,,,,,,,,,,,,,,,
200,Debilit,Qualicr,Biblia,Liic::c,colis,E5-Li,Lisboa,Lidou,Lishos,Li,Alto Ili,atealilis,berlim.-,,,,,,,,,,,,,,,,
201,Ascende,encardenagi5es,augmentando0-se-lhe,ieverendo Jaclson,attender,ttenc6es,suspendr,Den,dizendo0,Estende,estendendo0,,,,,,,,,,,,,,,,,,
202,Fazia,Dias,Hia,Gia,Sabia-o,Suhiria,Ias,Cianos,IA,hoquiaberto,nova aia,Podia,ialleneia,Siaial,Ia,io  ia.e,,,,,,,,,,,,,
203,Cobi,cobi,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Alvoro,Ns Europa,tro,Futuro,Bairro,ue byron,Douro,melro,Royal,Prol,ro,ro-,,,,,,,,,,,,,,,,,
205,Luiza,Iilus,Lumes,luzir,pullulra,alui,lu,luet,lua,,,,,,,,,,,,,,,,,,,,
206,Fogem,Neg,neM,Nem,,,,,,,,,,,,,,,,,,,,,,,,,
207,sal-o,Cl-te,L-,l-,,,,,,,,,,,,,,,,,,,,,,,,,
208,Campanha,Manda-os,Gran-rebanho,Annhi,manh,MANH,amanh,Manh,rreganhol,O0outra manaio,pe mando-me,Amanh,MAN0EI,,,,,,,,,,,,,,,,
209,Bata-,Trata-se,pRata,Praia,Prata,,,,,,,,,,,,,,,,,,,,,,,,
210,Irrorisado,"Dos Theriakisl
Horror",sorrisos,sorri,sorrirat,Porisso,Sorri,,,,,,,,,,,,,,,,,,,,,,
211,Fronte d'ella,Fronteiras,"nilo
le hontem","fronte feridas.-E
has",Fronte,,,,,,,,,,,,,,,,,,,,,,,,
212,mo,Costumo,nossa atmosphera,Mos-,Formosa,Mogo,Iamos,Mo,Aposlemosl,Traz-os-Montes,Mos,Sihamos,Timos,Vamos,Chegamos,,,,,,,,,,,,,,
213,illudia,"ap
plaudiu",Claudiol,saude,applaudia,acudia,,,,,,,,,,,,,,,,,,,,,,,
214,canela,Manel,Ja,sofa proximo da janella,Janela,i janella,,,,,,,,,,,,,,,,,,,,,,,
215,Ilein,Aheilard,"Hull
Alheio",j heide,pinheiros,tionheei,nencdmnigeiei,Cheguei,Hein,reino  v,,,,,,,,,,,,,,,,,,,
216,Quentino.-,"Manoel Que-
tino","Mande
Quentino",Manoel-continuou,MAnoel Sentindo,Pilh de Manoel Pequenino,Quentino,MAnoel Pequenino,MAnoel Qioniinno,"Manoel Que-
lino",nol Quente,Manoel Pequenino,Manoel Sentindo,Manoel Qneniino,MAnoel Quentino,Procurar manoel Quentino,Manoel Quentiuo,ingenoe,Manoel Que-,,,,,,,,,,
217,coraes,immortaes,immemoriaes,Moraes,moraes,,,,,,,,,,,,,,,,,,,,,,,,
218,joven padre,Padre-nosso,Padre,padre,,,,,,,,,,,,,,,,,,,,,,,,,
219,posso fallar,fAllo,sala,Fallas,Fallo,Illar,Falla-me,Fallar,fala-6,,,,,,,,,,,,,,,,,,,,
220,Princ,rio inc ira n ci,Principiauva,Princ-,c-,,,,,,,,,,,,,,,,,,,,,,,,
221,occasioes,occasi.-,boccaRro,occasi,occaso,,,,,,,,,,,,,,,,,,,,,,,,
222,N'era,crato d,espera0 d ra humana,raziia,Chora,hraos,razo,Gra,ra succedeu,f6ra,Honra,Reggar's Spera de Gra,ra,Razao,la rai,Praeurarci,,,,,,,,,,,,,
223,meditagoes,Acredita,Acredite-me,Acredita-me,,,,,,,,,,,,,,,,,,,,,,,,,
224,Ensino teI0,Ns,Ins,sinuagens,"instn.-
tes",Rins,ins,,,,,,,,,,,,,,,,,,,,,,
225,"es
patria",patr6es,expans5es,Expatria,PatRIA-SIl0,patriarchal,,,,,,,,,,,,,,,,,,,,,,,
226,scismar,Marcha,animar-ste pr,mar cingi,Fumar,Amarillid,Marchar,camarim,ma carruagem,Marino Ligeiro,Mar,,,,,,,,,,,,,,,,,,
227,Inglez,Singular,Fingindo,Inglaterra,"Fiel-
ing",INGLESA,INGLRIA,inglaterra,Cingue,Ingl-,INGL,Ningu,1E inglez,,,,,,,,,,,,,,,,
228,"theatro est
elle contos de reis","theatro
lyrico",theatro,theatro de S. Ido,,,,,,,,,,,,,,,,,,,,,,,,,
229,ossia,rossio,ssin,ssima,Iossini,Iossil,Hossi-Cassi,Cosinha,ossin,Bebamosl-insistiu o cro,,,,,,,,,,,,,,,,,,,
230,commercio,Praia Commiercial,exercito da Saia,Cerco,Commercial,,,,,,,,,,,,,,,,,,,,,,,,
231,G.Gnii,"iiyegg
iiiinei ci n us",iiniiie,"r 
iii- sitio dias",IIumhi,"es
io iiineisi",.ii.g,iiiniiua,iii,Itiiinnn,Iiiiiii-,Iiana,iiiiig,Lia.ii,GGiGiiieesgEg,iiiiie,c0I1 III,III--,Iii,Eiio,Ii0,IiI .CIE,ii,"siye
iii ii-",Ii,AG'iaiiii cu,iiehari,Iiomemn,"os,,este
iii.iiiiin'ce,,g"
232,Branca,fr,Franceza,Fraca,Franca,,,,,,,,,,,,,,,,,,,,,,,,
233,Quebrantes,lEmbra-so,Bra-,L,brochura,Bravo,Coimbra,Bra,,,,,,,,,,,,,,,,,,,,,
234,Ihula,Ihe,Ih,,,,,,,,,,,,,,,,,,,,,,,,,,
235,snr mui,Susn,snlt,Snr,snr,,,,,,,,,,,,,,,,,,,,,,,,
236,Irapalhonal...,Irahalho,Al,algms,ralhe,Irapalhonal,Canalha,,,,,,,,,,,,,,,,,,,,,,
237,Er,Servida,erguer1,se-Percebe,serena,serio,"Serra
-",Eseri,serio tam-,Guerra-se,sopraserse,Serra,Servi,Ser,,,,,,,,,,,,,,,
238,tilissimas,Filas,irrelectilas,Atilas,relatiio,,,,,,,,,,,,,,,,,,,,,,,,
239,Ides,p0de,designmn,desviei,Desejava,desgra,"mu
dea",Descansa,descripgao,G.DE.2,IDes,Desvie,N5o me desarranie,"escudo de
Achilles",Desculpa,Ma des,press6es de alImento,sagedes,considerages,Desconfio,Des,,,,,,,,
240,"Gi,,g",virginaes,inai,GIna,Nao,illuminair,"China,-um",discriminagio,uIna,"sel
gina",VINAGRE,Gina,,,,,,,,,,,,,,,,,
241,nio traiir,"es
lioie n niago",eniio pr alc,Ni,nio protegesle,"0I
nio",Iorning,Nio,nio ti-,Inicio,nio ves,nio,,,,,,,,,,,,,,,,,
242,Iclo,CL,cl,,,,,,,,,,,,,,,,,,,,,,,,,,
243,IM1,M1,,,,,,,,,,,,,,,,,,,,,,,,,,,
