cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
300,semhesia,perd0e-se tamhem so pude,Tamhem,tmhem,1E,tamhem a0,ru,tamhem,br,us tamhem,,,,,,,
301,immemoriaes,Es,sociaes,Iaees,,,,,,,,,,,,,
302,Persians,terino,saeri,peri,peripecis,permitte,,,,,,,,,,,
303,Dores,Dores de christo,ores d irnai,Tis,Lidar con Flores,Chores,Flores,florele.- IA,,,,,,,,,
304,Fronte d'ella,Fronteiras,G'GG,"nilo
le hontem",ue byron,"fronte feridas.-E
has",Traz-os-Montes,Fronte,monte Mim,,,,,,,,
305,vantajosamehte,tmbei,E5-Li,Cujos,beijos,,,,,,,,,,,,
306,nossa atmosphera,Mos-,Formosa,Aposlemosl,Mos,Timos,,,,,,,,,,,
307,veigas,Viegas,gas d,Piegas,piedosa0,,,,,,,,,,,,
308,encardenagi5es,hAs tres da tarde,Cardeal-,,,,,,,,,,,,,,
309,Iilus,Ghaiilno,,,,,,,,,,,,,,,
310,Serra do Pior,"Serra
-",Guerra-se,errand,Serra,,,,,,,,,,,,
311,Ceil Teem-me,dar-me-a,"Fa-
zes-me",perlou-me,Envergonho-me,bar-me,a2,Di-me,,,,,,,,,
312,snr mui,Snr,snr,,,,,,,,,,,,,,
313,Lagrimas,Timas,lagrimas,,,,,,,,,,,,,,
314,somma avultada,Faltava,Melitava,Sultao,neM,Exultava,,,,,,,,,,,
315,Gran-IBrstanha,Gran-rebanho,bretanha,Gran-hretanha,,,,,,,,,,,,,
316,joven padre,Padre-nosso,Padre,padre,,,,,,,,,,,,,
317,Ras,Honra,Honras,,,,,,,,,,,,,,
318,Saturno,Forno,tornei an benzer,Torno,,,,,,,,,,,,,
319,aetol,Los,Tolos,los Whileslone,,,,,,,,,,,,,
320,posso fallar,Fallas,iallaria assini,Illar,A1,Falla-me,iallaria,Fallar,,,,,,,,,
321,Irada,Faca,Adas,Fraca,Acabada,ramada,,,,,,,,,,,
322,IA,J,Princ,Principiauva,Princ-,,,,,,,,,,,,
323,d'essa,Ideias exprobrac5es d'esta,d'est,razo d'esta ordem,,,,,,,,,,,,,
324,s6 d'elles,elle,submersa d'elles,casa d'elle,nio l'elle,Mademoiselle,l'elle,d'elle,n'elle,,,,,,,,
325,"Forte tol
- E elle entro",u-,elleclivol,El el el...,lettras mem dos elle,Pap,"en
sa elle",elle7,signupremno de elle,"pr
t elle",MI,,,,,,
326,"es
patria",Yoj,patr6es,Expatria,PatRIA-SIl0,patriarchal,,,,,,,,,,,
327,ispirages,acges,considerages,gages,,,,,,,,,,,,,
328,eseossez,"elle nio
Fosse",Fosse,,,,,,,,,,,,,,
329,Ns Europa,Futuro,Europa,Praeurarci,,,,,,,,,,,,,
330,scismar,E0,mar cingi,Fumar,camarim,Mar,,,,,,,,,,,
331,"ie sil
ie",sil pr,sil,,,,,,,,,,,,,,
332,"Fiel-
ing",INGLESA,INGLRIA,Ingl-,INGL,,,,,,,,,,,,
333,Carinho,Carinhosa,Carinhos,Ci,,,,,,,,,,,,,
334,valle das duas janellas llorescia,sofa proximo da janella,Janela,nella,i janella,,,,,,,,,,,,
335,Ignoras,Indigno,dIgno,,,,,,,,,,,,,,
336,Fazia,"di
zia",,,,,,,,,,,,,,,
337,"theatro est
elle contos de reis","theatro
lyrico",Ti,theatro,theatro de S. Ido,,,,,,,,,,,,
338,cen anos iii e s,"pud.l
ii-i ienn",i'ii ma,i  ii,IiI .CIE,XXXYII-,"siye
iii ii-","press
iii senten is iieeei",,,,,,,,,
339,ossia,rossio,ssin,Iossini,Iossil,Hossi-Cassi,ossin,,,,,,,,,,
340,"ggggggg
iii",seeggg,"g2
GGGGnii.:g
ii i",gegggg,"s ggggg
gina in in",,,,,,,,,,,,
341,"st
ossa eoimprehendor",emprehendel-os,comprehendeu,mont reprehensiyo,comprehendia,Comprehendeu,,,,,,,,,,,
342,Suhiria,"u2-
recairi","Dos Theriakisl
Horror",Ria,Iria,,,,,,,,,,,,
343,vig es,pos g,"i es
in",sa es e.,ce0,"p es 
gen",,,,,,,,,,,
344,Encommendaram-m,commercio,Praia Commiercial,Merc,Ja,"re-
commenlago",Commercial,,,,,,,,,,
345,Branca,Franga,Franceza,Y02,Franca,,,,,,,,,,,,
346,Ils,lEmbra-so,Bra-,tens bras,Bravo,Coimbra,Bra,,,,,,,,,,
347,crato d,Trata-se,pRata,Prata,,,,,,,,,,,,,
348,iavisivel,0R SYMPOAAS,Posso,Imposi,Impossiveis,impossivel fa-,,,,,,,,,,,
349,tarelas,discrelumehte,rela6,relatiio,,,,,,,,,,,,,
350,"d desconhe
cia",confian,Ni,CL,coniescondi,Desconfio,,,,,,,,,,,
351,coraes,liberaes,Moraes,moraes,,,,,,,,,,,,,
352,impress5es,tionheei,physionomia,resonar,i pressa,expressiva,pessionalenue,impressionara,,,,,,,,,
353,"n'csts cousas de jorge
damos i inimigo",Iamos,Sihamos,Vamos,Chegamos,Bebamosl-insistiu o cro,,,,,,,,,,,
354,AFagando-os,mand,O0outra manaio,pe mando-me,,,,,,,,,,,,,
355,Julga-me,Custa-me,pouco0,Por6a-me,sufoca-0,Pouca-me,,,,,,,,,,,
356,Irapalhonal...,rapaz.-dE,Irahalho,Irapalhonal,,,,,,,,,,,,,
357,Car-,Bairro,Carmo,csbarrar,boccaRro,s-de-,ma carruagem,carro0,,,,,,,,,
358,aguas limpidas,Fiar,LiMites-,berlim.-,Limiar,,,,,,,,,,,,
359,dillerenga,nia indilorenga,indilorenga,,,,,,,,,,,,,,
360,plse,io naie,"es
io iiineisi",Ce,rio inc ira n ci,rio is,io  ia.e,,,,,,,,,,
361,Expliquem-as,Manrique,Fique,,,,,,,,,,,,,,
362,Atraves,"nio
transmittiam",transerinen,transnccles,,,,,,,,,,,,,
363,home,Eiio,Iiomemn,,,,,,,,,,,,,,
364,cale,Valbom,lem-,Alem,vale Theoriasl,Valem,,,,,,,,,,,
365,Filas,irrelectilas,peatin,Atilas,,,,,,,,,,,,,
366,Ides,designmn,desviei,IDes,Desvie,Ma des,sagedes,Des,,,,,,,,,
367,escerivaninha,rio sr s minha,"uI
rapa da minha idade",Tinham-me,Cosinha,"ci
adinha",Minha,,,,,,,,,,
368,virginaes,Gia,GIna,"sel
gina",Gina,,,,,,,,,,,,
369,sc,"0I
nio",Nio,nio,,,,,,,,,,,,,
370,Curvei,Invas,Curvas,,,,,,,,,,,,,,
371,sorrisos,sorri,sorrirat,Sorri,,,,,,,,,,,,,
372,Precisarei,Lucrecia,Grecia,Precisei,pa preciso'et,Precisa,,,,,,,,,,,
373,mo,"Manoel Que-
tino",MAnoel Qioniinno,"Manoel Que-
lino",Manoel Qneniino,MAnoel Quentino,Procurar manoel Quentino,lua,Manoel Quentiuo,Manoel Que-,,,,,,,
374,Singular,Iorning,Cingue,Ningu,,,,,,,,,,,,,
375,Direita,Eitao,Cedofeita,Feita,,,,,,,,,,,,,
