cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
263.0,Pradier,Prado,,,,,,,,,,,,,,,,,,,,,,,
264.0,"Pologne el
italie",la Pologne,pol,Pologne,,,,,,,,,,,,,,,,,,,,,
265.0,créances,Franks,affranchiront,La France,uatre-vingts mille francs !,de France,Frane,Sois france,la France,lip-fraoli,France,Crancé,,,,,,,,,,,,,
266.0,Rond-Point,Gironalé,Girondins,,,,,,,,,,,,,,,,,,,,,,
267.0,Proté-,Trocadéro,ttrotioir,Jetrottoir,Troyes,trot,,,,,,,,,,,,,,,,,,,
268.0,Guirlande,Languedoc,languir,,,,,,,,,,,,,,,,,,,,,,
269.0,Gaillon,Ne Gate,place Gaillon,,,,,,,,,,,,,,,,,,,,,,
270.0,Barcelone,Ablon,Mably,Lil,,,,,,,,,,,,,,,,,,,,,
271.0,Etle,,,,,,,,,,,,,,,,,,,,,,,,
272.0,III arrondissement,Délassements,XI° arrondissement,XII° arrondissement,,,,,,,,,,,,,,,,,,,,,
273.0,Angleterre,gleterre,Mar terre,,,,,,,,,,,,,,,,,,,,,,
274.0,Série,Algérie,Ibérien,,,,,,,,,,,,,,,,,,,,,,
275.0,Made-,& Madeleine,Madeleine,,,,,,,,,,,,,,,,,,,,,,
276.0,4 Pomadère,Madrid,Heudras,madras,,,,,,,,,,,,,,,,,,,,,
277.0,Fouquier-Tinville,Surville,Belleville,Grémonville,Hôtel-de-Ville,Sainville,Vaudeville,Villeneuve-l'Archevèque,Villenauxe,Séville,Hauteville,,,,,,,,,,,,,,
278.0,Brie,Bri=,,,,,,,,,,,,,,,,,,,,,,,
279.0,Cerfs,bercé,Clerc,Srecle,Cercle,,,,,,,,,,,,,,,,,,,,
280.0,voitum,Lpouvait,Pouvoir,Leloir,,,,,,,,,,,,,,,,,,,,,
281.0,rouen,Syloro,vorouva,,,,,,,,,,,,,,,,,,,,,,
282.0,rue de la Harpe,hôtel de la rue Tronchet,rue de la Paix,Art et de la Nature !,rue Tronchet,rue de la Ferme,La Fougère,"tic-tac de la
pendule",pont de la Boucherie,rue de la Ferme et de la rue Tronchet,,,,,,,,,,,,,,,
283.0,Cing-Mars,Champ-de-Mars,Champ de Mars,"Champ de
Mars","Champ
e Mars",,,,,,,,,,,,,,,,,,,,
284.0,rue Fromanteau,Fromanteau,,,,,,,,,,,,,,,,,,,,,,,
285.0,Ecoutez,Écoutez,Foute,Houte,,,,,,,,,,,,,,,,,,,,,
286.0,Châtillon,Postillon russe,Postillom,Apollonie,tillon,postillon,,,,,,,,,,,,,,,,,,,
287.0,"Magis-
Mature",Ture,Turcs,Censure,Le Ture,Bture,,,,,,,,,,,,,,,,,,,
288.0,Frédé-,Frédéricnew,Frédéricæ,Frédérie,Frédécic,-Ærédéric,Frédéric,,,,,,,,,,,,,,,,,,
289.0,Sphinx,le Rhin,Rhin,,,,,,,,,,,,,,,,,,,,,,
290.0,Unindustriel,Art éndustriel,Artindustriel,Art industriel,,,,,,,,,,,,,,,,,,,,,
291.0,Chambrion,Ambrecicourt,Mchambre,Chambord,Chambre des députés,seuil de l’antichambre,Fantichambre,antichambre,porte de l'Alhambra,Chambres,Chambre,,,,,,,,,,,,,,
292.0,Opéra,Archevêque,Hiérarchie,,,,,,,,,,,,,,,,,,,,,,
293.0,Direction,Révélation,s’exalter,Vational,Désubalternisation,,,,,,,,,,,,,,,,,,,,
