cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
239,Combien,gie,Eh Bien,bien376,tien,Ibcrien,Bientot,Bien,bientl,,,,,,,,,,,,,,
240,Allons-,-  Salut,Salons,Salon,,,,,,,,,,,,,,,,,,,
241,nice,Injustice,Clubstick,,,,,,,,,,,,,,,,,,,,
242,cerains,lainc,ainirenl ie dnlagc,AIin,Américain,mnains,ain,Vrai,Cmpain,,,,,,,,,,,,,,
243,vicux,Negricr,Dcux,cuyde,Burricu,T,Desgricux,,,,,,,,,,,,,,,,
244,monleln,voleurslon,lEurope,senleur,Onleur,,,,,,,,,,,,,,,,,,
245,"rue
Coq-Heure",lh,glgeures,Lheure,l'Heure,Peur,,,,,,,,,,,,,,,,,
246,baissee,connaissez?n,serieux,aisserie,Ilbaissa,Ptisserie,,,,,,,,,,,,,,,,,
247,tamise,MIis,MIise-,,,,,,,,,,,,,,,,,,,,
248,cclui de Lamoricire,Lamoricire,lhorizon,,,,,,,,,,,,,,,,,,,,
249,llaurait,Iallait,Ilfallait,Iallu,,,,,,,,,,,,,,,,,,,
250,ILaromiguire,Languedoc,langge,Guizol,languir,,,,,,,,,,,,,,,,,,
251,Flanque-la dehorslon,Salamanque,Flanque,Blanqui,Banque,,,,,,,,,,,,,,,,,,
252,Revo-,quai Voltaire,revolta,,,,,,,,,,,,,,,,,,,,
253,hrume,Iort,cortge,rue Rumfort,lumfort,Rumfort,fort honnete,rue lumfort,,,,,,,,,,,,,,,
254,"La
Madeleine",N,la Madeleine,t Seine,Seine,la Seine,La Seine,,,,,,,,,,,,,,,,
255,bcte,cte-l,ct,jctit,tctc,ctzx,,,,,,,,,,,,,,,,,
256,Osna,llosnette,Hosnelte,Hosnette,,,,,,,,,,,,,,,,,,,
257,insuccis,Linsuccs,,,,,,,,,,,,,,,,,,,,,
258,Anjou,Aujourd-,journce,toujoursl,Z.,veloursl,,,,,,,,,,,,,,,,,
259,Maternite,Oter,Arrtte,Cctte,terrsse,tter,intertts,,,,,,,,,,,,,,,,
260,v0être,avaitrecu,Gare ai lustrel,n0être,.'etre,vtre,êtrE,ctre,geomtre,Unlustre,Iichtre,,,,,,,,,,,,
261,hochantla tete,bete-lh,ttete,tempete,J'ai ete,secousses de tete,tete-a-tête,tetes,tete,bete,ttetc,casqtette,Iratevnite,qutete,tetel,,,,,,,,
262,reverraitl,La terre,Pierrot,glcterre,Angleterre,Pierre,,,,,,,,,,,,,,,,,
263,recemmenf,precise,Precepleur,Precep,,,,,,,,,,,,,,,,,,,
264,Percepteur,amateursl o,le Precepteur,bDocteur,Prcepteur,Accepte,,,,,,,,,,,,,,,,,
265,guargon,gargon,,,,,,,,,,,,,,,,,,,,,
266,Tibi,bDe,tibde,,,,,,,,,,,,,,,,,,,,
267,l va,IL L,IL n.,iL N,,,,,,,,,,,,,,,,,,,
268,lumides,prcmire,lumikre,lumire,,,,,,,,,,,,,,,,,,,
269,"l6-
clara",b6-,d6-,l6-,,,,,,,,,,,,,,,,,,,
270,Pellerin,Catlerine,serin-L,Pollerin,Poellerin,Cautherine,ellerin,,,,,,,,,,,,,,,,
271,Sauvagcsse avit,Sauvagcsse,Femnme-Sauvage,,,,,,,,,,,,,,,,,,,,
272,Dame-des-Victoires,Notrc-Dame,"rue Notre-
Dame-des-Victoires",Notre-Dame-des-Victoires,,,,,,,,,,,,,,,,,,,
273,Dcs,cxcs,,,,,,,,,,,,,,,,,,,,,
274,ln190,en10,N1,n1,,,,,,,,,,,,,,,,,,,
275,Arn0,Arnou,A gcnoux,Arnouxl,Mrnoux,lArnoux.-.7I,burnousl,"Mme
Arnoux",Arnoux,noux,Pidoux,Arntu,,,,,,,,,,,
276,Lyon,d'York,Voyons,Yoyonst,,,,,,,,,,,,,,,,,,,
277,Effet,fe,"cafe170
L",femmle,,,,,,,,,,,,,,,,,,,
278,Sainte-Genevieve,Eugene,Geneve,,,,,,,,,,,,,,,,,,,,
279,Frderic,lFrederic,Fred6ric,attraper Frderic,Or4ederic,Fderic,Frederic,Frederie,,,,,,,,,,,,,,,
280,Mlle,clle avuit reluse,lombreclle,mnolle,cervclle,Flle,Quclle,clle,,,,,,,,,,,,,,,
281,Mlais,Anglais,Anglaise,orang-outang,porte du cafe Anglais,caufe Anglais,,,,,,,,,,,,,,,,,
282,lns,Ilne,a20,Ln,,,,,,,,,,,,,,,,,,,
283,dit2,Benedicite,Nuit,bitns,Dit-il,Dittmer,Dit,"Dittmer-la
et je paye tout",,,,,,,,,,,,,,,
284,d'Italie,Chevalier noyen age,traglie,l'Italie,Alieu,ITALIE,Italiens,juste-italie,italie,Italienne,Italie,,,,,,,,,,,,
285,A05,Temple,cenltuple,G,Peuple,peun,pcuple,,,,,,,,,,,,,,,,
286,Malgre,La Fougre,gre,lgre,,,,,,,,,,,,,,,,,,,
287,attroupemenlts,neme,Irtement,Fouvens,gouvernementl,Doucement,Le Gouvernement,Gouvernemenl,Gouvernemer,Gouvernement,Certainementl,Gouver-,,,,,,,,,,,
288,l3,Non-,sala l3anne-Non-,l3anne-Non-,,,,,,,,,,,,,,,,,,,
289,a4,noyees,Troyes,naiyes,ployes,Toyes,,,,,,,,,,,,,,,,,
290,moyenl,Le Citoyen,Citoyen etonne,Citoyen,Le Citoyen epilogua,Citoyens,,,,,,,,,,,,,,,,,
291,levit,sV,svit,,,,,,,,,,,,,,,,,,,,
292,eul,Pradier,Adieuln,adieul,ceudie e Ioe,,,,,,,,,,,,,,,,,,
293,Iussonnct,Hussonnet,pcrsonne,Frisonne,Sorbonne,Iussonnet,sonnelte,Husson-,-  Personnel,nglo-fSaxonnes,Hussonne,son32,ahus,,,,,,,,,,
294,.A12,Praslin,Baslin,,,,,,,,,,,,,,,,,,,,
295,Arc de triomphe un cheval mort,Arc de triomphe,,,,,,,,,,,,,,,,,,,,,
296,courbe cn,duro,Hlurons,courlt,couronnaicnt,Couronne,,,,,,,,,,,,,,,,,
297,pItesque feroce,Fromanteau,rue Fromanteau,,,,,,,,,,,,,,,,,,,,
298,Celutal,n(Cela,celebrite,ceLA,,,,,,,,,,,,,,,,,,,
299,glee,baionnetles,ttle,decoraitles,tle,pâle-mtle,Etle,,,,,,,,,,,,,,,,
300,Savoyard,voy1je,Voyait,comis-voyageu,,,,,,,,,,,,,,,,,,,
301,La revocation du general Changarnier,Changar-,Changarnier,Change,,,,,,,,,,,,,,,,,,,
302,dme du Pantheon,Theodore,Panthon,Pantheon,aeo,,,,,,,,,,,,,,,,,,
303,Avocat,I',Lavocat,A,,,,,,,,,,,,,,,,,,,
304,Limpu-,curtel,portunt,importel,Impossiblel,,,,,,,,,,,,,,,,,,
305,Dulaure,Desluuriers,h Deslau-,Deslauricrs,bDeslauriers,Deslau-,Deslauriers,,,,,,,,,,,,,,,,
306,Montagne,Aspremont,ont1,port le Montereau,Grammont,"Mont-
charron",Montebello,Montpensier,Mont-,monl1e,Montereau,t-,Montrez,,,,,,,,,,
307,vtue de nankin,Fleurus,rue de l'Empereur,rue de Richelieu,rue de Fleurus,rue le Fleurus,,,,,,,,,,,,,,,,,
308,hasta,lBastille,fastilieuse,Castilles !,place de la Bastille,Bastille,vtillesl A,,,,,,,,,,,,,,,,
309,ecria,fiacre,sacree,liacre,nacre,,,,,,,,,,,,,,,,,,
310,Il1,vilure,luil,perail,Ilot,Ily,Milo,IL,,,,,,,,,,,,,,,
311,LÀ,quai d'Orsay,corset,Orsay,,,,,,,,,,,,,,,,,,,
312,Ft Forchambeaux,lForcc,Chambord,Mr6chaux,Peaux-Rouges,Forchambeaux,,,,,,,,,,,,,,,,,
313,aprs-midi,quaprs,Aprbs,auprs,exprs,Aprs,,,,,,,,,,,,,,,,,
314,enveloppee,el l,mero pueblo del mundo,A Elbeuf,amiel,el,El,,,,,,,,,,,,,,,,
315,ferme de Presles,Vepres,reverbresL,apres la bire,Presi-,Presles,Presilent,,,,,,,,,,,,,,,,
316,emouvoir,louvoir,Pouvoir,,,,,,,,,,,,,,,,,,,,
317,la manche,Revanche,"jaun
blanches",manche,,,,,,,,,,,,,,,,,,,
318,l'Aube,Rubens,Aube,,,,,,,,,,,,,,,,,,,,
319,suischagrin,chagrin?n,,,,,,,,,,,,,,,,,,,,,
320,Luxembour,Luxembourg,Luxem-,,,,,,,,,,,,,,,,,,,,
321,carbonaro,Barbbs,-  Trbs,Barbs,,,,,,,,,,,,,,,,,,,
322,eNcore-,Lecornu,enCore-,,,,,,,,,,,,,,,,,,,,
323,Genie,v0-,geometriel,Mlichiel-Ange,geniel,,,,,,,,,,,,,,,,,,
324,sentaicnt,Oricnt,secouaicnt,manquaicnt,appuicnt,accusuicnt,emplissaicnt,faisaicnt,ctaicnt,Ctaient,,,,,,,,,,,,,
325,Notre-Dame,Notre-Dume,notre7,Notre-,notre Senecal,,,,,,,,,,,,,,,,,,
326,meu--,e--3,--a,,,,,,,,,,,,,,,,,,,,
327,ia,Iaisant,MIais,Miais,,,,,,,,,,,,,,,,,,,
328,souflle,passage Jouflroy,Jouflroy,Jouffroy,,,,,,,,,,,,,,,,,,,
329,lissc,dressce,"Armes,1",messc,,,,,,,,,,,,,,,,,,,
330,sricuse,adicu,silencicuse,odicuse,M. Dumbrcuse,,,,,,,,,,,,,,,,,,
331,Pourquoi ma lpublique,Pourquoi t'acharnes,Quoi?n,ourquoi,,,,,,,,,,,,,,,,,,,
332,"l.
-",l.,,,,,,,,,,,,,,,,,,,,,
333,Dmbreuse,dcembre,Dambreuses,Cez les Dambreuse,Ambigu,Ambreuse,"Daibreuse:10
L",fosse de M. Dambreuse,Ambrecicourt,malleureuse,Mnis M. Dambreuse,Damnbreuse,Dambreuse,nterrompre M. Dambreuse,breuse,,,,,,,,
334,L'incATI0N sSENTIMIENTALE,SENTIMINTAILE,Ient,sETIMIENTALE,sSENTIMIENTALE,NTIIENTA,SaINT1MIENTALE,SENTIMIENTA,SENTI MIENTALE,l1Orient,SENTIENTALE,sENTIMIENTALE,SENTIMIE,,,,,,,,,,
335,TU M',Iu,Mluseum,siuges du Mluseum,,,,,,,,,,,,,,,,,,,
336,insree dns,l'Empire,Empire,Empire cree pair de lFrance,Empire cree pair de,,,,,,,,,,,,,,,,,,
337,Papal,picd,meticr,papicr,,,,,,,,,,,,,,,,,,,
338,Brie,Algerien,mutineriec,largenterie,geries Leloir,Algerie,,,,,,,,,,,,,,,,,
339,pre Hoque,pre Roque,,,,,,,,,,,,,,,,,,,,,
340,Chambres devraicnt,accreditee depui,Chambre des deputes,Chambre des depules,,,,,,,,,,,,,,,,,,,
341,".,s-i",S-,S-I,,,,,,,,,,,,,,,,,,,,
342,i.,I.f,ICI.'i,I.'i,,,,,,,,,,,,,,,,,,,
343,cheminde,cachemire,cheminee,,,,,,,,,,,,,,,,,,,,
344,frontire du kRhin,le Rhin,kRhin,,,,,,,,,,,,,,,,,,,,
345,recut,recut fort gentimenl,fort gentimenl,,,,,,,,,,,,,,,,,,,,
346,chre,seucestochre do,cochre,,,,,,,,,,,,,,,,,,,,
347,Troplong,qulon,Longjumeau,Ablon,lonc?n,sulon,on longca,Poncif,lonc,,,,,,,,,,,,,,
348,Halles,Emball,Allemagne,alluma,Travaillezl,Allemand,allees,Allez,,,,,,,,,,,,,,,
349,esperance,sance,la France,de France,Franc,"Ar-i
noux  trente mille francs",Franks,Collige de France,La France,Lextravagance,grace,Francois I,Irancs,le France,France,,,,,,,,
350,collge de Sens,Collge de France,collbge,des collges,collge,,,,,,,,,,,,,,,,,,
351,Irayeur,ayeec,aec,ayec,,,,,,,,,,,,,,,,,,,
352,ciseax,Cisy 2,m6ci-,Cisy,,,,,,,,,,,,,,,,,,,
353,reprenaicnt,tenailt,examinaicnt,Lamennais,amenaicnt,,,,,,,,,,,,,,,,,,
354,jura,Iraucs,raudes,Vuraud,,,,,,,,,,,,,,,,,,,
355,Grce  Dussardier,Dussarlier,Caussidiere,Poissarde,Picardie,Froissard,Dussardioer,Dussardier,Dussar-,,,,,,,,,,,,,,
356,Iois,rue des Irois-llois,Trocadro,croisales,Magis-,Trois-Ordre-Provencaux.-,Trois-Marics,J-,Cvroiz,Troisibme,troisiime,troisime,Trois-,,,,,,,,,,
357,So-,Ro-,ho-,,,,,,,,,,,,,,,,,,,,
358,Somme,ommne,Commcntl,hommcs,Sombaz,sommc,,,,,,,,,,,,,,,,,
359,Vu-,Jcu-,au-,Gorge-au-Loup,Decslau-,"au-
Êtes",Au-,,,,,,,,,,,,,,,,
