cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
190,lm,Alm d'isso,dalma,Alma,Almas,Lma,almuzem,... Alm,passo tqute dve calmar,,,,,,,,,,,,,,,,,,,,,
191,-HE,Ihe,Hem,HE,HEu,cahe,zeviche,heaso,hehendu,,,,,,,,,,,,,,,,,,,,,
192,lago n'essa,N'esse tolehto,d'essa,N'essa,"vivondo
n'estes silios",N'esse,"mehor
diminiio n'essa",cspessa,sessaa ds Cuhtras termi-,,,,,,,,,,,,,,,,,,,,,
193,SC CUIIS0rVava,lcvar,Va,luva,lovar,Vatos,Vae,Val-,Vao,escrceva,Levava,varzea,obruva,,,,,,,,,,,,,,,,,
194,csguarlatos,quarlo,Iarlo,bstarlo,gaeta d scu quarlo,Quamlo Ics,,,,,,,,,,,,,,,,,,,,,,,,
195,Sr,srrir,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Iatal,Talvcz,Matalhas de Napoicao,Natal,Imnatava,Matalhas,Fatali-,,,,,,,,,,,,,,,,,,,,,,,
197,Affonsinasl,Affns,Affonsino,Affonsina,Aansina,cnsinar,Atfonso,Aflonsina,,,,,,,,,,,,,,,,,,,,,,
198,muvia da poltrona,poltron,rodilhado tropol,trondo,,,,,,,,,,,,,,,,,,,,,,,,,,
199,lanqes om,Lanea,balaneado,eamurca branea,"dc
Franea",lanear,Lan-,melaneholia,Ihraganeas,,,,,,,,,,,,,,,,,,,,,
200,Chafriz,Clafariz,Safa,Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,,,,,,,,,,,
201,Annaes,teclaes,Iiguraes,aes,Quaes,Setiaes,Ficaes,"Sulares
rivaes",jornaes,Ilrayaes,Moendo aes,Waes,Ribadaes,,,,,,,,,,,,,,,,,
202,mi,miml om,U.AA I IMIIS,IMII,IMIRE,IMI,Imie,IMI IAII,IMIHES,SimI,,,,,,,,,,,,,,,,,,,,
203,Jutubro,"uI
bro",subro,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,accrescentava,Cntava,Yoltava,"ce
empletava",Jricntal,"aggolrd
lcvantavan",gritavar:-,,,,,,,,,,,,,,,,,,,,,,,
205,Toin,Toi,Iistoia,Toios,estoira.-,Toe,,,,,,,,,,,,,,,,,,,,,,,,
206,homcn1,homcm,face do homcm,N1,,,,,,,,,,,,,,,,,,,,,,,,,,
207,lespcdacci,IIespanha,llespanha,Ilespanha,dIIospanha,Ilespa-,Mlespanha,"Ilespa-
nha n'uma pandega heroical",,,,,,,,,,,,,,,,,,,,,,
208,"lesconflado das
janellas decrepitas","jnnella
erra",luas janellas,Canellia,llanella azul,canellas,Ilanella,i janella,janellinha,,,,,,,,,,,,,,,,,,,,,
209,langas de calnisa,Apcnas de Ionge,Ionge,Yonge de Cistea,,,,,,,,,,,,,,,,,,,,,,,,,,
210,sioava,tranquillisar cvocava,Cavado,caVa,agonisava,santilicava,bcliscava,suflocava,tufava,xaVa,atroava,recuavan,av,mancaval,,,,,,,,,,,,,,,,
211,Quatro annusl Assim,tquatro annos,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,hna lLucena,Lucena,Lucehna,Iuceena,Sanchcs Lucena,"Mlas
lucena",seduceao,Suanches lLucena,Ltcena,Lcena,"ILcena-o
Cireulo",nna Lucena,,,,,,,,,,,,,,,,,,
213,Formalra,sempro reformada,Formatura,tartura ji,la Formatura,,,,,,,,,,,,,,,,,,,,,,,,,
214,Poemeto,Poemneto,Bnrdo o Poemeto,Poemelo,,,,,,,,,,,,,,,,,,,,,,,,,,
215,ILLLTIE LLAA,ILLTIE,ILLlTIE,IALLTI,ILLTII CA1,,,,,,,,,,,,,,,,,,,,,,,,,
216,Asseblca,Semre,Mssembleia,Assembleia,Assemblc,Assemhlia,Assemhleia,uu ssembla,Assem-,semre,Asscmbleia,Assemhleia tda,,,,,,,,,,,,,,,,,,
217,Alcira,Irados,cirado,iradignio,vrador,b)edicira,Hlihecira do Coice,sorado,libcira,pratelcira,Cerejcira,,,,,,,,,,,,,,,,,,,
218,taio corto,Portgl,mrto,Torto gemet,Portolla,Porto,Por-,tort4,Porta,portcira,i Portolla,Torto,,,,,,,,,,,,,,,,,,
219,enlh,senlo,sc senlra,Ienlto,genlc,senllor,mnonlo,cnnlo,,,,,,,,,,,,,,,,,,,,,,
220,Guticrres,Gutier-,Gutierres,Gutiorres,Gutiertes,UTIE,,,,,,,,,,,,,,,,,,,,,,,,
221,Mloahitas,Ahi,"RE
ahi",AhI,Cahio,ahi,trahid rmmec,,,,,,,,,,,,,,,,,,,,,,,
222,Te-Deum,bDeus noss,Deus,beus,Ieus,IDeus,Deusl,bDeus,beusl,"merce de
Deusl",,,,,,,,,,,,,,,,,,,,
223,uipproxime,Vim,im,Nimes,Imu,Imn,iim,IME,"im-
I",seim latim,Im,iml,,,,,,,,,,,,,,,,,,
224,lenois,lenol,Ienois,Denois,noido,,,,,,,,,,,,,,,,,,,,,,,,,
225,Choupal,Paschou,aschoal,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Iuarte,l2art,Mlarte,luarte,Quarta,Quartel,Baluarte-Volho,,,,,,,,,,,,,,,,,,,,,,,
227,tnludc,aldca,ondc,dc,dcemo au lad0,dcsde,,,,,,,,,,,,,,,,,,,,,,,,
228,jograes,Graea,cmbaraeado,Oraea,ce du raeals,,,,,,,,,,,,,,,,,,,,,,,,,
229,uja,jaquetn,aquete Iorl,jaquetia,,,,,,,,,,,,,,,,,,,,,,,,,,
230,boa nova de prestes soeeorros,boa nova,naqtuella nova,saiasita nova,"nira
au lilha ais nova de
de 5",cova negra,,,,,,,,,,,,,,,,,,,,,,,,
231,caboea,cabeea,cubeea,cabeeo d'Avollan,eabeea,rabear,,,,,,,,,,,,,,,,,,,,,,,,
232,secco,seccando,csfurucando,candcia,seccalrcm,Irincando,,,,,,,,,,,,,,,,,,,,,,,,
233,Chefo do District,Ict,Iistricto,Districto,"Auctoridle do Districta
rcontra","u
Ict sag",islricto,Chcete do bistricta,distriet,distrahidas:- h.,,,,,,,,,,,,,,,,,,,,
234,Jos,Amnbos,harpcjos,JosC,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Teixedo,Treixeda,Treixedo,Treixedu,MIarquez de Treiedol,Troixedo,TreixCdo,"Feiosn n Trei-
xcdo",Treixelol,"Marquez do
Treixedo",Trcixedo,,,,,,,,,,,,,,,,,,,
236,Iahoriosanwnte,Iosa,furiosment,rioso,Riosa,Iiosa,"Nli
nisterios",liosa,"re-
tezou turiosamente",kiosa.-,Riosl,Ariosa,,,,,,,,,,,,,,,,,,
237,Ias-,as-,pas-,Bas-,As-,,,,,,,,,,,,,,,,,,,,,,,,,
238,Lentro lgeneradotr,Rogonerador,"Ie-
generadores","Ie-
gcucradores","IIistoricos 
Iegeneradores",Ilegeneradores,"Ie-
generadores realisassem","1F'ul-
gencio",,,,,,,,,,,,,,,,,,,,,,
239,aversaa,conversand0,onversa,cnversandw cum utn ho-,scmssaboria universal,niversal,Rsa,coniroversia,,,,,,,,,,,,,,,,,,,,,,
240,guida,Iuidas,sidao,aida,Crguidos,"hane
cuidadosumentc",,,,,,,,,,,,,,,,,,,,,,,,
241,d'alpaea,paesl,Yae,Pae,espaeo,Paea,pau.n,Paelo,pa,Paeo,,,,,,,,,,,,,,,,,,,,
242,"pas-
sear","as-
sobiava","Pas-
sado","m pas-
sadico dc travcs","lampcjos ro-
sados","pas-
sado","pas-
sls semanas",,,,,,,,,,,,,,,,,,,,,,,
243,ILLITI CA IE ITMIE,IL1.STI CA,i Casu,ILLITI CAS,ILLITI CASA DE IAMIIE5,ILLITI,,,,,,,,,,,,,,,,,,,,,,,,
244,Olho,volho,tSolha,Olha,Olhte,Solha,iolha,,,,,,,,,,,,,,,,,,,,,,,
245,sel,"tel
tant0","sel
tsse","sesseta grausl
N","ua
tssidela",Sev-,,,,,,,,,,,,,,,,,,,,,,,,
246,zs,Liraria,Snf IRartr,Nlirauie,Livraria,liraria,,,,,,,,,,,,,,,,,,,,,,,,
247,csada arrastanl,dua Arcada,aa Arclivo,dua Parada,Arcada,,,,,,,,,,,,,,,,,,,,,,,,,
248,Iatedo,Mateu,Iieatei,Ate,pateo-,traternal,Ctate,latejado,,,,,,,,,,,,,,,,,,,,,,
249,TIt6,Tit,ITit6,Tit6,Titi,Tit6-,,,,,,,,,,,,,,,,,,,,,,,,
250,Iilerto,isper0,"pertmar as
mnos",Perto,"llc pertnne-
i eamo m",Mlertola,espertol,,,,,,,,,,,,,,,,,,,,,,,
251,Lentatnente,Bento,Bentu,Nascente,Bente,Fuente-Guihal,gentel,Yicente,rasgadamuente,penteaya,Ceriaente,"entere-
cid c",dentes;-e,Ilamueente,,,,,,,,,,,,,,,,
252,Mlurad,Mlurtosa,Murtosa,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Mlasteiro,Mosteiro d,Mosteir,"osteiro
do","Mosteiro d
ltecadies","rehentar dum
mnorteiro",Pdro de Casiro,ladr uoiro dcve recelr carta dn Preiru,,,,,,,,,,,,,,,,,,,,,,
254,ji cspairecera,Irecha,techot,apelrechar,pees de Irecha,,,,,,,,,,,,,,,,,,,,,,,,,
255,IILILETIE CASA,ILILISTIE CA,ILISTI,ILILISTIE,ILLISTIE,ILISTIE CASA,,,,,,,,,,,,,,,,,,,,,,,,
256,Alcaide dAveyras,Alcaide,EY,Aveyras,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Feitor-mor das Alfandegas,Crz das Almas,Cruz das Almas,tos almnas,,,,,,,,,,,,,,,,,,,,,,,,,,
258,u roponte n'ossa,N'ossa,uossa,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,banco de pedra,"ma revoa-
da de perdizes orggueu",baneo de pedra,ie pedra,"raoean-I
do u lcito de pau pret",,,,,,,,,,,,,,,,,,,,,,,,,
260,iriste,eom tristeza,tristeza,triste:-,cristes,,,,,,,,,,,,,,,,,,,,,,,,,
261,Cerda,"imni
gorda",Cerdal,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"qute
elle collabrava",l'elle,ropte para elle,fazeer delle u,Yelleia,bellez,n'elle,kElle,elle,Ellei,excellentel,"cancelle
do",d'elle,"qute
elle","qte
elle",Yelleda,aruelle,,,,,,,,,,,,,
263,hisav0,L.lvdis,Nis,camnisus,Uis,Iteisla,Iwis,Is,pisa,I'uis,mis,Sis,Iis-,catmisa,I'is,,,,,,,,,,,,,,,
264,Expediao dos Aryodas,ceurta ala ds ca-,d'Orgaz,forga dos Ca-,largueza dos campos,Ioos do Camolino,citna dos teorceis qe se cminat,Casa dos Chzes,,,,,,,,,,,,,,,,,,,,,,
265,festa de,d'estanho,lamina d'estanho,Pestana,tos de cstanho,U CsaSo d'es-,,,,,,,,,,,,,,,,,,,,,,,,
266,Gedes,desfazcr,desdohaya,Vede,uedes,guedelha,Guedes,,,,,,,,,,,,,,,,,,,,,,,
267,contribioes,Contu,"elo e-
sadamonto",contevo,Contrasta,Bonto,Conto,contrira n,Contiuu,Nonto,consontia,,,,,,,,,,,,,,,,,,,
268,Yde este Claro-Sol,deelaro,Claro-Sol,dcclaro,Clao-ol,C1 UI1 hu Claro,,,,,,,,,,,,,,,,,,,,,,,,
269,Post-Seripum,"pu-
hd0 0 cordio",n amigu seri,Mlisericrdia,Mlisericordia,misoricordia,,,,,,,,,,,,,,,,,,,,,,,,
270,collegio de S. ilt,Taholliao,Mlolle,collete,olle,"sailro
iolle",Iolle,molle,,,,,,,,,,,,,,,,,,,,,,
271,"Fidalgo da
Torre cra","Fidalgo da Torre
coIn risonll0",Fidalgo da Torro,Fidalgo da lorre,Fidalgo du Torre,aFlor da Tren,"Fidalgo da
Tore","Fidalgoa
la Torre",Fidalgo da orro,Fidalgo da Torre,"Fidalgo da
Torre",Fidalgu da Torre,Iiscnrso da Coroa,Fidalgo la Torre,claraao da ftorja,Fidalgo reclhendo i Torro,,,,,,,,,,,,,,
272,Atastou,Gstou,cstou,kstou,ji cstou,Erncsto dc,uvistou,,,,,,,,,,,,,,,,,,,,,,,
273,Paroce,rouba,baro,braro,Bar-,Baro,,,,,,,,,,,,,,,,,,,,,,,,
274,Visconde de Rio-Mlanso,"llio-Mlan-
so",io-Mlanso,Rio-Mlanso,lio-Mlanso,Manso,Rio-Manso,io-Mans,,,,,,,,,,,,,,,,,,,,,,
275,re-,Re-,"vomo escre-
veu",,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Craqutde,Craquile-,Crauede,Craquede:-aS6 sta,Craque-,Craquede:-aS6,Craquede,Craqucde,Craqude,Craquide,,,,,,,,,,,,,,,,,,,,
277,vcjo,IJoa,pera de S. Joaio,Joa,Joa-,,,,,,,,,,,,,,,,,,,,,,,,,
278,Oliveira-no,Oliveira de bae dad0 col,"Oliveira-no
dosejo",d'Oliveira,Oliveira,Oliveirat,d'Olivoeira,Uliveira,Oliveira-,Oliveiral,Iliveira,d'Olveira,"cidnde d'Oli-
veira",Dliveira,Olivyeira,Im Oliveira,liveira,,,,,,,,,,,,,
279,cehi,Ceo accuda,Ceo,ceomo,ce,eoxn,"Golpho
Persiceo",,,,,,,,,,,,,,,,,,,,,,,
280,tod0,Hgypto,mnodu,tod,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Setembro,lezembro,Novembro,Iezembro,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Nadal,Iesnada,uas mesnadas,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,telegrammas,Telegralnlnds,Telegrapho-ji,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,venida,brunida,lBruno,Uni-,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Cm,Cc,Ccm,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,S. Fulgcncio,S. Fulgeneio,V. F,Fulgcncio,,,,,,,,,,,,,,,,,,,,,,,,,,
287,conhecidlo,Sunhes,conhes,"conhero Men
3 Il",conheeel,conhcei,,,,,,,,,,,,,,,,,,,,,,,,
288,uasl,extasi,t)uasi,Juasi,uas ideas,uasi,t)uasi inconquistavel,Asia,uUasi,aSIl0s,quasi,uasi secca,quasi consenti-,uas,,,,,,,,,,,,,,,,
289,Nu,Inur,iuror,Inuro,"uI
nur0",Inuros,Inudo,Inurmuradas,,,,,,,,,,,,,,,,,,,,,,
290,puc,pu,Puco,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Cachamita,gtitar,gritand,Ita,Aquitania,Iinita,Mluitas,Coitadal,Bonital,ra hnitau,,,,,,,,,,,,,,,,,,,,
292,aterrado,terraco do jardim,Yolto derradamcnte i ema,Terra,perra,teror,terraeo,terrugens saobre,,,,,,,,,,,,,,,,,,,,,,
293,"Mastard
acautelladamento",Bastardo,lBastardo,"Hastardo b-
I1aa",Vasta,tardaneea,Iastardo,tardlas,dy fastaru,,,,,,,,,,,,,,,,,,,,,
294,"k pu-
lu","pau-
1","pa pu-
blica","Fnu-
lno",,,,,,,,,,,,,,,,,,,,,,,,,,
295,Manoelsinho,Mlanoelzinho,Mlanoel,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,sc csse,hlss,cssa,Russa,surprchendcssecm,CS.-,sa dcssa situacio tio falsa,hixos d'cssas,Vss,,,,,,,,,,,,,,,,,,,,,
297,lacradu,apradu,lacr,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,"Iusica o
Terreiro...",Terreiro aquelle,aterre,lirreiro,Terreiro da lLoua,Terreiro,"uerreiro
massadol",Terreiro da Lou,Terrciro,Terreir l ILuuca l,chio do Terreiro,terreiro kF Goncala,Terreiro da ILouca,,,,,,,,,,,,,,,,,
299,cnternecido,Cnlhido,clhido,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Adian-,Gadiana,Adi-,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Gaualo,hengala,ongalinlo,Gongalo,Gungalo,Gongealo,Gongcalo,Gongca-,,,,,,,,,,,,,,,,,,,,,,
302,parclha,Nyha,ViIla-Velhas,esbogalhava,trahalhar,bulha co o lr,humilhacio,ma milha,Iilha,trebalha,Iha,lha,Yalha,orclha,trabalhadu,Palha-Ca,Poro da Covilhan,lilha,"pa-
relha",vclha,Slha,vlha,,,,,,,,
303,Franciseo,Rei de kFrancal,sedinha branca,tlia lanca,perna manca,Iranca,Mranco,Franca,kFranca,,,,,,,,,,,,,,,,,,,,,
304,u irmiie0,Irmio,irmi,Ir,RMIlS,,,,,,,,,,,,,,,,,,,,,,,,,
305,lde haver tdesgosto,n'este Agosto,Agosto,gostol,tostoes,hoston,,,,,,,,,,,,,,,,,,,,,,,,
306,Ilrcileiro,Ilrcileiro potr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,valent6es de Nacejas.n,Beja,Nacejas,Naeejas,,,,,,,,,,,,,,,,,,,,,,,,,,
308,"Santa Mla-
fia",Santa Mla-,Santa Mnria,Santa MIaria,Santa Miaria,Santa Mlaria,Santa Mlarla,"Santa MIa-
ria da Yarge",,,,,,,,,,,,,,,,,,,,,,
309,bra0s,genebra,mn velho brazileico,brageo,Brazil,i sua sbra,braza,braz,l'Arraz,abrag0,Cibra,abrazaa,,,,,,,,,,,,,,,,,,
310,Eleico,Eleicao,lleicao,kleicao,Eleicaio,,,,,,,,,,,,,,,,,,,,,,,,,
311,ttso,So,Iso,r0Sa Sopa,so,"ln
gr0sso",loso,Tcso,sc socgo,fugisso,Sopa,,,,,,,,,,,,,,,,,,,
312,Sobras,sobrc,"sobreveste ne-
gra",sobrctudo de verio,sobreeasaca,Obra,Plavras,sobrecnsa,,,,,,,,,,,,,,,,,,,,,,
313,qucm,ul baquc,"kE olhe
quc","Quc
diaho",quc,Iraqucza,uc,Qucm,lrquc,Qucrcm,pquno,pequchiha,,,,,,,,,,,,,,,,,,
314,Quan-,"quanda
soubo qule",uando,"quanda
l",Quand,quantdto tell ac-e,quand0,ga quanudo hega,raca larrolia-quando om baixo,rcuand,Hoi  allivio quand,quanudo,quanda,,,,,,,,,,,,,,,,,
315,fcno,luancns,"nio
pcnsci",Pcnsou,Cns,Mns,cni,Ns,pcnsaud,,,,,,,,,,,,,,,,,,,,,
316,Doutor,"r.
boutor",outorl,loutor,louyor,Ioutor,lloutr,Outulrt,,,,,,,,,,,,,,,,,,,,,,
317,Uh,suhisst,suhissult us,suhiam,,,,,,,,,,,,,,,,,,,,,,,,,,
318,I'ereira,Pereira...,Mlanoel Pereira,Iereira,ji u lPereira,Pereira amigol,Carreira,Pereira,Pereira da Riosa,scmpre cnsageira coni,Pereiral,Pereira Brazileiro,,,,,,,,,,,,,,,,,,
319,Reino,voei,vein,Hleino,eIn,nala teinia,phas seis infancoes,geinia,eino,bein,,,,,,,,,,,,,,,,,,,,
320,Alcmtejo,Vejo,Alemtejo,Tejo,Alumtejo,Alemtej,,,,,,,,,,,,,,,,,,,,,,,,
321,Im alto vo de gralha,haneo alto,chapeo alto,caheeo alto,"letle l
velho chapeo de palha","Peo s Mi-
chas",chapeo,s6 pelu soberana alturu,"dce
chapeu alto",,,,,,,,,,,,,,,,,,,,,
322,ouvceia,Ircneia,eia,Ieia,eeia,bocea cheia,Fnlgeneiao,Creia,Goueia,garygalheia,deia,Cadeia,,,,,,,,,,,,,,,,,,
323,Bravaes,ravaes,Iravaes,aes Iravaes,Iravacs,St cspcrava,,,,,,,,,,,,,,,,,,,,,,,,
324,jd csti,JD,jd,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Ordemn Iu-,Ordemn,Yde,desombrggador,desorden,p6de,Jordde,desordom,veridica da desorden,,,,,,,,,,,,,,,,,,,,,
326,Canta-Pedra,Cantapedra,"valle
le Canta-Pedra",Cahnta-ledra,Canta-l'e-,Canta-ledra,Canta-l'edra,,,,,,,,,,,,,,,,,,,,,,,
327,lLoureo Iires,RAIIRR,AIIRE,Pires,Iires,Iresa,Iaires,Rires,,,,,,,,,,,,,,,,,,,,,,
328,chcgada,cspada,Arribada,Iiada,vizeira gradada,Iada,Iumada,Boa piadal,es padacia,,,,,,,,,,,,,,,,,,,,,
329,Vival,divan,IVa3,Vivaonle,a3,,,,,,,,,,,,,,,,,,,,,,,,,
330,ntesllo,Avantesmas,"resoantesl 
rcahnente uma comprehensao tio segura","imovel
dcante do",ntntea,eantes,Violante,hntea,faee chammejante,,,,,,,,,,,,,,,,,,,,,
331,agoa do regato,Areos,encalrregaa,Pegas,Enxarez,Arega,Carregada,emn mareha,rega0,,,,,,,,,,,,,,,,,,,,,
332,setim,Estimava,tIma,Iolhctim,Ima,,,,,,,,,,,,,,,,,,,,,,,,,
333,bella mulher,Ulhe,lheres,deseubrulhes,uSDulhnr,ulherio,Ilhe,,,,,,,,,,,,,,,,,,,,,,,
334,Troia,Giar,iremnia,MIa-,MIayria paro,sia,Ylyia,oraia,Iisfoia,Iancte,liaI0'C,Iamlliar,Ia,idonia,Zamhczia,luzia ut,Irgia,Thiago,bbia,lulia,stbia,,,,,,,,,
335,lragana,Iragane,Pruaga,desgragal,liegencragao,Praga,Pragal,Prau,gragas,,,,,,,,,,,,,,,,,,,,,
336,chcle,Clul,clno,cl,sclprc,pcla,nclo,Iicl,declrotu,cxclamou,,,,,,,,,,,,,,,,,,,,
337,tdos,tdos pclos,Iodosas,Iodos,E8,,,,,,,,,,,,,,,,,,,,,,,,,
338,Egrcja,alegre,alegree,exagvro alegrc,,,,,,,,,,,,,,,,,,,,,,,,,,
339,"Imnanos
Gonealo",Gonea-,Gonealol,Coneala,Gioneale,Gonealinho,Goneulo,Goneal,oneal0,Gonealt,Iaort- tGoneal,"eia da tade In
tGonealo",Goneala,Niol Goneal,Bm,,,,,,,,,,,,,,,
340,Torras,torcet,lh ua Torrc,Sorra Mlorcna,1r,Irrc,Torrc,Torrciro do Paco,Iorrc,horrifurcmn i prssa,,,,,,,,,,,,,,,,,,,,
341,Alcaova,Alcagova,trno dn Alcaeova,Alcaeova,,,,,,,,,,,,,,,,,,,,,,,,,,
342,UTIE CAA,iL.STIE CSA,ILLSTIE CASY ID,ILLITIE CA I IYMIIIE,ILLILSTIE,ILLSTIE,ILLSTIE CA I,IILLSTIIE,IlL1LLSTII CAS1 IME,II.IyRTIE CASA D IIAIES,II.1.LSE CA1,I1TIE CNA,ILLST CASA DE AInE,IILLST CA I AYIIE,,,,,,,,,,,,,,,,
343,Collares,Novclla,"lla
dias","bclla tazen-
la",la r0xa,lla,lla uanli,cautclla dum,Castlla,ulla patadu,klla,coI ulla,llla,ollal,,,,,,,,,,,,,,,,
344,suor,ul,Sul,sulprc6a,do Sul,,,,,,,,,,,,,,,,,,,,,,,,,
345,"villas da
doaao",Villalubs,Assenbla da Villa,Villa-Nolhas,Villar londes,Villas,Villar,N'llas,Tordesillas,Villalohsos,,,,,,,,,,,,,,,,,,,,
346,acreditol,acredito n'esses,aeredita,Crede,,,,,,,,,,,,,,,,,,,,,,,,,,
347,apcrtda azinhnga,rharanga,orangal,d'espcranga,fnga,gingand,vinganga,descanga,Franga,Vingasse,nanga,langas,engasg0,,,,,,,,,,,,,,,,,
348,"riacho das
lonas",riacho das bonas,Peo das Iiehas,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,caralba,earamba,carambal,Caramnba,Caramba,fcitol Caramba,Caramha,,,,,,,,,,,,,,,,,,,,,,,
350,Gallo,Alloar,Caalloiro Niol,Cavalloira,Cavalloiro,avalloiru,Ioiro,,,,,,,,,,,,,,,,,,,,,,,
351,Torre aos Domingos,doningo,bomingo,Pogo de S. Domingas,Domingo,Dominge,Iuingo,,,,,,,,,,,,,,,,,,,,,,,
352,Mante-Agra,Gragea,ygrades,Agra,MIonte-Agra,Gra-,Inagra,gratidao,,,,,,,,,,,,,,,,,,,,,,
353,Iorfual,SC Io,io,io passcio,huio,eio l,Ioi,eluio,Iogar,Ior,Ioao,Iof,u Iof,"io vi-
sitnr",Io,Iou,iolau,iruio,Iovrhgec,Adio,mn sitio,atd aprccio,hio,Ioe,Ioio,uuio,,,,
354,"sc de-
II0O'aYa",k s6 de-,s6,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,convile,realidado,Convidado,Nvidales,Conviviam,,,,,,,,,,,,,,,,,,,,,,,,,
356,"rcimeira dos
mnorrioes",Tcixeira de Carredes,"ribeira de
Crede","Teixeira de
Carredes",peira da es-,,,,,,,,,,,,,,,,,,,,,,,,,
357,IYMIES,IYMIIBES,IIYMIRH,HYMIES,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Goveno Ci-,"Go-
verno Civil",Governo Civil-fervera n'elle,"Go-
vern Ciil",Governo Ci,tverno Civil do braeue,Governo Civil,Governo Ciil,Civil,Coverno Civil,Govorno Civil,Governo Ciyil,,,,,,,,,,,,,,,,,,
359,lortella,tortel,sortel,Portella,portello,,,,,,,,,,,,,,,,,,,,,,,,,
360,eomprida,sompe,Comprira,sompre,comprehendia,sompre toliciosa,,,,,,,,,,,,,,,,,,,,,,,,
361,acudiu,sacudid,"sa-
cudindo",,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Mlestrc do Templo-a,emprol,"ji vocemec
temn aqtui esta...",Tempos,temp,,,,,,,,,,,,,,,,,,,,,,,,,
363,otlerecia,uflereci,ofiereccr,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,InrUnCuS,M1,InCm1 InrUnCuS,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Novellasinh,D,Novellas,Naovella,Novellal Co-,Novella,Novellal,Novellia,,,,,,,,,,,,,,,,,,,,,,
366,Zamora,dAmor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,incendio do Pala-,doeo paz,"incendio do Pala-
cio",tdo pepin0,,,,,,,,,,,,,,,,,,,,,,,,,,
368,ay Trueto-,Netos,.Aeto,phaeton,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Mlajor,Mlaio,Mlama,Mlas eu ji sabinl,Mlas,Mlas udo,Mlaseate,,,,,,,,,,,,,,,,,,,,,,,
370,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,barhacans,barb,ba,barbeava,cirado da arbacan,barbacan,harba,portello das harbacans,arbacan,barbaean,postiga du barbacan,Tabaca-,,,,,,,,,,,,,,,,,,
372,Capital,Capilulos,Capitnlo,Capitanea,Titulo,Cupitul,"Lisboa tres Capitulos
elle",Capitulo,,,,,,,,,,,,,,,,,,,,,,
373,almcjira,"Passira
ahi",Casira,mudira u,avisira,sira,topira,Duxira,exclainira,muira,Passira,,,,,,,,,,,,,,,,,,,
374,Christaos,Christs,Christo,Egreja de S. Christovo,Christais,Principes da Christandade,Christovan,,,,,,,,,,,,,,,,,,,,,,,
375,hitos,perteitos,Feitosa,Heitos,Feitos,Fleitores,Titosinlo,,,,,,,,,,,,,,,,,,,,,,,
376,golpcs,Pogo,m go,Go-,tago,scgo,fgo,go,Gotoso,l'ego,ygOja,Iogo,,,,,,,,,,,,,,,,,,
377,souto de azinheiros,"gallinhaca
dinheiro",Pinheiro,butarinheiro,Conselheiro,,,,,,,,,,,,,,,,,,,,,,,,,
378,lachequc,Mlacheque,eom requeada,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,pr casa dae,at casa do legedor,tda casal,"fundad 1o
anaes da sua Casa",Salzedas,Casal Novo,Archivo da Casa,carvalheiras do Casal No-,,,,,,,,,,,,,,,,,,,,,,
380,Kosa,Nagarosas,Temerosa,Nagarosamontc,roshaal,IRkosa,Iros-,Rosa,utros ullre,ro,"5I
orosa",kRosa,Scvcrosa,,,,,,,,,,,,,,,,,
