cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27
219.0,perc,"brotuvn s
inesperadamcntc",ba csperana,isper0,"Ispi-
gal",,,,,,,,,,,,,,,,,,,,,,,
220.0,orgnlho,enlh,genlc,,,,,,,,,,,,,,,,,,,,,,,,,
221.0,chcle,Truclesiudo,iudo,Siu,ucles,,,,,,,,,,,,,,,,,,,,,,,
222.0,"Cintra
Il",Cintra,caontra,,,,,,,,,,,,,,,,,,,,,,,,,
223.0,Ieilosa,Feilosa,peilo,Feilos,Philosoplios,Ilosa,losa,loche azul la eilos,llosa,,,,,,,,,,,,,,,,,,,
224.0,oraia,RAIIRR,AIIRE,Irrc,,,,,,,,,,,,,,,,,,,,,,,,
225.0,Mlieira,Polieia,Olieira,Oiieira,flieira,hieira,d'Olieira,l'Olieira,Mucolieo,,,,,,,,,,,,,,,,,,,
226.0,Rel,Icela,Torel,Gela,rela,Luela,Gzela,lela,,,,,,,,,,,,,,,,,,,,
227.0,pallido,Caalliro,AtC alli,Cnvalliro,,,,,,,,,,,,,,,,,,,,,,,,
228.0,d'Aflonso Gomes,Gomes,AIlonso Y,,,,,,,,,,,,,,,,,,,,,,,,,
229.0,Meda,greda,"t1
serredo",Arreda,Redacges,Caseo nio so arredava,"sc arredira
'ssa manha",,,,,,,,,,,,,,,,,,,,,
230.0,Mladeira,Salgadeira,Iadeircnta,ladeira de S. ento,,,,,,,,,,,,,,,,,,,,,,,,
231.0,Publicn,publicuva,Obras Publicas,,,,,,,,,,,,,,,,,,,,,,,,,
232.0,chao,icha,Orcha,Iachas,,,,,,,,,,,,,,,,,,,,,,,,
233.0,febe,heber,omhebid,,,,,,,,,,,,,,,,,,,,,,,,,
234.0,"Seira
I168",seI,uin cruseir,ocheira,seiras,Tecedeiras,Mareiras,poeira;-e,aneiras,"ul
Iraseo",eiradu,"hom-
hreiras","reeheira
de Mithologgia",,,,,,,,,,,,,,,
235.0,Gzet lo Irlo,Gzet,Quamlo Ics,,,,,,,,,,,,,,,,,,,,,,,,,
236.0,Mlont-mr-- ji,Mlont-mr--,Mlon-,,,,,,,,,,,,,,,,,,,,,,,,,
237.0,"jar-
di","Ai per-
daio","Bomjar-
dimt",I'ar-,,,,,,,,,,,,,,,,,,,,,,,,
238.0,secu,Seculo,seculo xII,Cenaculo,"Seculo das maos tremulas
do",,,,,,,,,,,,,,,,,,,,,,,
239.0,rioda,Ioda,,,,,,,,,,,,,,,,,,,,,,,,,,
240.0,biggode,bigodeira,airavez da bigodeira,bigoleira,bigodc,higodeira megra,,,,,,,,,,,,,,,,,,,,,,
241.0,Guticrres,Gutier-,Gutierres,Gutiertes,UTIE,,,,,,,,,,,,,,,,,,,,,,,
242.0,Tovrvre,Iovrhgec,arvrecdo,,,,,,,,,,,,,,,,,,,,,,,,,
243.0,Mlaio,taio,Iaio,Maio,Bayaiot,,,,,,,,,,,,,,,,,,,,,,,
244.0,Jaraudiu,acudiu,sacudid,lrudieao,,,,,,,,,,,,,,,,,,,,,,,,
245.0,Alhoius,salho,Agasalhem,,,,,,,,,,,,,,,,,,,,,,,,,
246.0,Luecna,Iuecna,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0,aceccitou,effcito,pcito,despcito tao,lcito u tad,,,,,,,,,,,,,,,,,,,,,,,
248.0,Iorfual,Ioreto,Ior,Iorrc,,,,,,,,,,,,,,,,,,,,,,,,
249.0,chut,chumlo,chua,,,,,,,,,,,,,,,,,,,,,,,,,
250.0,Cascu,Cascul,mascula,,,,,,,,,,,,,,,,,,,,,,,,,
251.0,intervcio,interessdo,cnternecido,terver,mcio,,,,,,,,,,,,,,,,,,,,,,,
252.0,pouc0,Goucaloe,nuca,Goucalinho,,,,,,,,,,,,,,,,,,,,,,,,
253.0,Freixomil,Freixos,Viseonde de reixonil,"freixos pcla bcira do ria-
1",,,,,,,,,,,,,,,,,,,,,,,,
254.0,Jesuina,Jesuina-qe,,,,,,,,,,,,,,,,,,,,,,,,,,
255.0,Una,n'una,n'ult,,,,,,,,,,,,,,,,,,,,,,,,,
256.0,tnludc,pclluda,pclludo,nio alludamos Iais,,,,,,,,,,,,,,,,,,,,,,,,
257.0,IL.LSIE,IL.1,IL.1.STH,,,,,,,,,,,,,,,,,,,,,,,,,
258.0,romantico,Romantce,mantd,,,,,,,,,,,,,,,,,,,,,,,,,
259.0,transvira,Trans-,"Trans-
vaal",transpoz,,,,,,,,,,,,,,,,,,,,,,,,
260.0,U.AA I IMIIS,IMII,IMI,Imie,IIMIIES,MIi-,C.A1 I. IMIII,IMIIlI5,IIMIIIH,,,,,,,,,,,,,,,,,,,
261.0,Serras,icrras,d'alm serras,,,,,,,,,,,,,,,,,,,,,,,,,
262.0,Ict,"u
Ict sag",,,,,,,,,,,,,,,,,,,,,,,,,,
263.0,petdra,etroleo,petroleu,ponetrot,lEu,apetrcehad,retrocess0,,,,,,,,,,,,,,,,,,,,,
264.0,dalma,Alma,Almas,Lma,passo tqute dve calmar,,,,,,,,,,,,,,,,,,,,,,,
265.0,lago n'essa,N'esse tolehto,d'essa,N'essa,N'esse,"mehor
diminiio n'essa",cspessa,,,,,,,,,,,,,,,,,,,,,
266.0,elnmarauhado,lnma,nma,,,,,,,,,,,,,,,,,,,,,,,,,
267.0,Veras,Primvera,Plavras,verao,veraculo,,,,,,,,,,,,,,,,,,,,,,,
268.0,csguarlatos,quarlo,Iarlo,bstarlo,gaeta d scu quarlo,,,,,,,,,,,,,,,,,,,,,,,
269.0,ILLLTIE LLAA,ILLTIE,ILLlTIE,IALLTI,ILLTII CA1,,,,,,,,,,,,,,,,,,,,,,,
270.0,Affonsinasl,Affonsino,Affonsina,Aansina,In'ensinava,cnsinar,Aflonsina,,,,,,,,,,,,,,,,,,,,,
271.0,muvia da poltrona,poltron,trondo,,,,,,,,,,,,,,,,,,,,,,,,,
272.0,Fmlim,"gentel
mlim tica",Hmlim,Mli-,emlim,jarlim,Mli,mlim,,,,,,,,,,,,,,,,,,,,
273.0,reconciliaga,Concillo de Toledol,u retconciliachlo,,,,,,,,,,,,,,,,,,,,,,,,,
274.0,Fsses Tanearvilles,lanqes om,Lanea,balaneado,eamurca branea,lanear,lnveneao,melaneholia,,,,,,,,,,,,,,,,,,,,
275.0,coIno,coino,Coice,ecoih,loino,coinbinarmos,,,,,,,,,,,,,,,,,,,,,,
276.0,loa,Gallo,Alloar,Moloar,,,,,,,,,,,,,,,,,,,,,,,,
277.0,Chafriz,Clafariz,Safa,Chafariz,Largo do Chafariz,,,,,,,,,,,,,,,,,,,,,,,
278.0,gre amael,Paire Amaro,,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,idia,lusidia,relusia,quusi,solidia,,,,,,,,,,,,,,,,,,,,,,,
280.0,esmolat pr,Iiuy Saloon's Iines,mesm0,Inesmo,Mlesmo,,,,,,,,,,,,,,,,,,,,,,,
281.0,teclaes,aes,Quaes,Setiaes,Ficaes,Waes,,,,,,,,,,,,,,,,,,,,,,
282.0,accrescentava,Cntava,Yoltava,"ce
empletava",Jricntal,"aggolrd
lcvantavan",gritavar:-,,,,,,,,,,,,,,,,,,,,,
283.0,scgulia,scgo,lulia,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,IIespanha,llespanha,Ilespanha,dIIospanha,Ilespa-,Mlespanha,"Ilespa-
nha n'uma pandega heroical",,,,,,,,,,,,,,,,,,,,,
285.0,Pacos de Severim,Apcnas de Ionge,Ionge,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,tranquillisar cvocava,Cavado,caVa,santilicava,bcliscava,suflocava,mancaval,,,,,,,,,,,,,,,,,,,,,
287.0,"dbaixo la
eanal l alti lcvava",hBaixa,baixa cubiga,baix,,,,,,,,,,,,,,,,,,,,,,,,
288.0,hna lLucena,Lucena,Lucehna,Iuceena,Sanchcs Lucena,"Mlas
lucena",seduceao,Suanches lLucena,Ltcena,Lcena,"ILcena-o
Cireulo",nna Lucena,,,,,,,,,,,,,,,,
289.0,Naturalmcnte,Formalra,sempro reformada,Formatura,tartura ji,la Formatura,,,,,,,,,,,,,,,,,,,,,,
290.0,Uis,I'uis,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0,Asseblca,sc lcvntasse,Mssembleia,Assembleia,Assemblc,uu ssembla,Assem-,Asscmbleia,,,,,,,,,,,,,,,,,,,,
292.0,Portgl,mrto,Portolla,Porto,lPortngal,Porta,portcira,i Portolla,,,,,,,,,,,,,,,,,,,,
293.0,Mloahitas,Ahi,"RE
ahi",AhI,Cahio,ahi,trahid rmmec,,,,,,,,,,,,,,,,,,,,,
294.0,Te-Deum,bDeus noss,Deus,IDeus,Deusl,bDeus,"merce de
Deusl",,,,,,,,,,,,,,,,,,,,,
295.0,humilhacio,ma milha,Iilha,Poro da Covilhan,lilha,rodilhado tropol,,,,,,,,,,,,,,,,,,,,,,
296.0,Emfim,Hmfim,kmfim,mfin,mfim,,,,,,,,,,,,,,,,,,,,,,,
297.0,Acadeicu,adelgaca,Cadeia,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,lenois,lenol,Ienois,Asia Alenor,Denois,,,,,,,,,,,,,,,,,,,,,,,
299.0,Choupal,Paschou,aschoal,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,Corlya,Hljlya-Ca,Corldor,,,,,,,,,,,,,,,,,,,,,,,,,
301.0,faeo,horoieos,traeos,baeos,Areos,,,,,,,,,,,,,,,,,,,,,,,
302.0,ttso,tSolha,Olha,Solha,iolha,,,,,,,,,,,,,,,,,,,,,,,
303.0,venida,enI-,Uni-,,,,,,,,,,,,,,,,,,,,,,,,,
304.0,bom it,Bom Ieus.l,bom fm,tetl,Ieus,,,,,,,,,,,,,,,,,,,,,,,
305.0,jograes,Graea,cmbaraeado,Graeiuha,Oraea,ce du raeals,,,,,,,,,,,,,,,,,,,,,,
306.0,jaquetn,aquete Iorl,jaquetia,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,boa nova de prestes soeeorros,boa nova,naqtuella nova,saiasita nova,"nira
au lilha ais nova de
de 5",,,,,,,,,,,,,,,,,,,,,,,
308.0,Mloguncia,Provincia,eleguncia,,,,,,,,,,,,,,,,,,,,,,,,,
309.0,cabeea,cubeea,cabeeo d'Avollan,eabeea,seeea,,,,,,,,,,,,,,,,,,,,,,,
310.0,secco,seccando,csfurucando,seccalrcm,Irincando,,,,,,,,,,,,,,,,,,,,,,,
311.0,L.lvdis,Chefo do District,Iistricto,Districto,"Auctoridle do Districta
rcontra",alastrira,islricto,Chcete do bistricta,distriet,distrahidas:- h.,,,,,,,,,,,,,,,,,,
312.0,"Conselhos do
Baneo","Conselhos do
Baneo Ilypotluecario:-e",Conselheiro,,,,,,,,,,,,,,,,,,,,,,,,,
313.0,Jos,harpcjos,JosC,,,,,,,,,,,,,,,,,,,,,,,,,
314.0,Mondes,Ilotel Mondeg,Viseonde,ondc,ondec,recspondela,eseondessen1 U Olll1,declrotu,Viscuonde,,,,,,,,,,,,,,,,,,,
315.0,Tolelo,lelogio-de-Sol,intolesr.-,Seplelo,Chole,,,,,,,,,,,,,,,,,,,,,,,
316.0,Teixedo,Treixeda,Treixedo,Treixedu,Troixedo,TreixCdo,Treixelol,"Marquez do
Treixedo",Trcixedo,,,,,,,,,,,,,,,,,,,
317.0,Iahoriosanwnte,Iosa,furiosment,rioso,Riosa,Iiosa,liosa,"re-
tezou turiosamente",kiosa.-,Riosl,Ariosa,,,,,,,,,,,,,,,,,
318.0,Ias-,as-,pas-,Bas-,As-,,,,,,,,,,,,,,,,,,,,,,,
319.0,Craquede:-aS6 sta,Craquede:-aS6,Craquede,,,,,,,,,,,,,,,,,,,,,,,,,
320.0,Lentro lgeneradotr,"Ie-
generadores","Ie-
gcucradores","IIistoricos 
Iegeneradores",Ilegeneradores,"Ie-
generadores realisassem",,,,,,,,,,,,,,,,,,,,,,
321.0,aversaa,conversand0,onversa,cnversandw cum utn ho-,scmssaboria universal,niversal,Rsa,,,,,,,,,,,,,,,,,,,,,
322.0,guida,Iuidas,Crguidos,"hane
cuidadosumentc",,,,,,,,,,,,,,,,,,,,,,,,
323.0,d'alpaea,paesl,Pae,espaeo,Paea,Paelo,Paeo,,,,,,,,,,,,,,,,,,,,,
324.0,dynastia d'Aviz,optia er ar-,us lns d'Aggsto,Dynastias,,,,,,,,,,,,,,,,,,,,,,,,
325.0,Atravcs do vco,atravez d matto,"atravez tdas en-
teneas ovuhgelicas",Atrave,passadigeo de traves,atravesol,atravez do feljoal,Atraz,atrave,"Cnde d
Trava",atravez d jardin,Atraves,Ave-,Atravcs,,,,,,,,,,,,,,
326.0,ILLITI CA IE ITMIE,IL1.STI CA,i Casu,ILLITI CAS,ILLITI CASA DE IAMIIE5,ILLITI,Y IILL.ITI,,,,,,,,,,,,,,,,,,,,,
327.0,consolad,desolado:-,desolagio,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,Mul-csala,saladu,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,sel,"tel
tant0","sel
tsse","ua
tssidela",,,,,,,,,,,,,,,,,,,,,,,,
330.0,Cachamita,chamma,chamma alta da vela,faee chammejante,,,,,,,,,,,,,,,,,,,,,,,,
331.0,hocdo,mcdo c,"Feiosn n Trei-
xcdo",Salcdor,,,,,,,,,,,,,,,,,,,,,,,,
332.0,DBispo,"Iae
do Bispo...",Bispo,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,Furopa,Europa,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,miml om,Coimlra,coIml m1,iml,,,,,,,,,,,,,,,,,,,,,,,,
335.0,dua Arcada,aa Arclivo,Arcada,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,Iatedo,Mateu,Iieatei,Ate,pateo-,Ctate,,,,,,,,,,,,,,,,,,,,,,
337.0,aloro,Gaualo,Palo,alol,Alon-,,,,,,,,,,,,,,,,,,,,,,,
338.0,TIt6,Tit,ITit6,Tit6,Titi,Tit6-,,,,,,,,,,,,,,,,,,,,,,
339.0,Iilerto,"pertmar as
mnos",Perto,"llc pertnne-
i eamo m",Mlertola,espertol,,,,,,,,,,,,,,,,,,,,,,
340.0,IAIIILS,IMI IAII,Ils,"IAIIIH
-Sio Reis",AIIl,"IAIIILS
llento",,,,,,,,,,,,,,,,,,,,,,
341.0,Sao pecegos...,Sao,tdo pepin0,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,Mlasteiro,Mosteiro d,Mosteir,"osteiro
do","Mosteiro d
ltecadies",ladr uoiro dcve recelr carta dn Preiru,,,,,,,,,,,,,,,,,,,,,,
343.0,Irecha,techot,apelrechar,pees de Irecha,,,,,,,,,,,,,,,,,,,,,,,,
344.0,uasl,extasi,t)uasi,Juasi,uas ideas,uasi,t)uasi inconquistavel,uUasi,quasi,uasi secca,quasi consenti-,uas,,,,,,,,,,,,,,,,
345.0,UTIE CAA,iL.STIE CSA,IILILETIE CASA,ILILISTIE CA,ILISTI,IILILITIE,ILILISTIE,IILILSII CAA,chisti,II.1.LSE CA1,I1TIE CNA,ILLISTIE,ILISTIE CASA,,,,,,,,,,,,,,,
346.0,lyra,Alcaide dAveyras,Alcaide,Aveyras,,,,,,,,,,,,,,,,,,,,,,,,
347.0,"pergaminhh
luro",pergaminlo,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0,Ieblte,Iebres,tebres,Vao,bre,,,,,,,,,,,,,,,,,,,,,,,
349.0,prcsloza despirilo,pera de S. Joaio,festa de,anha de Mlissa,raa de,tardeta de botes,"HIisloria de
IIerculano, o Bolo",iladssia mneza de tcarvalhto,sessaa ds Cuhtras termi-,pnna de pato,,,,,,,,,,,,,,,,,,
350.0,juelhs,totiu,Mtiuel,Tuele-,Iue,,,,,,,,,,,,,,,,,,,,,,,
351.0,Feitor-mor das Alfandegas,Crz das Almas,Cruz das Almas,... Alm,tos almnas,,,,,,,,,,,,,,,,,,,,,,,
352.0,Go-,"Go-
vern Ciil",Govern Ciil,Ciil,,,,,,,,,,,,,,,,,,,,,,,,
353.0,Vo-,"Vo-
tos","Bcn-
to",,,,,,,,,,,,,,,,,,,,,,,,,
354.0,u roponte n'ossa,N'ossa,uossa,,,,,,,,,,,,,,,,,,,,,,,,,
355.0,Iwis,"IWIS
eom",,,,,,,,,,,,,,,,,,,,,,,,,,
356.0,neiro trayo,Janeiro,jasmineiros,Rio te Janeiro,,,,,,,,,,,,,,,,,,,,,,,,
357.0,priuo de b,banco de pedra,"ma revoa-
da de perdizes orggueu",phas seis infancoes,baneo de pedra,ie pedra,Iy de Pina,"raoean-I
do u lcito de pau pret",,,,,,,,,,,,,,,,,,,,
358.0,iriste,eom tristeza,tristeza,triste:-,cristes,,,,,,,,,,,,,,,,,,,,,,,
359.0,l'elle,ropte para elle,fazeer delle u,Yelleia,bellez,n'elle,kElle,elle,Ellei,excellentel,cellencia,"cancelle
do",d'elle,Yelleda,aruelle,,,,,,,,,,,,,
360.0,Ilomnem,mne,Nem,,,,,,,,,,,,,,,,,,,,,,,,,
361.0,dmiraa,Gnle,"va-
ranla",Airanle,Miranle,anles,,,,,,,,,,,,,,,,,,,,,,
362.0,Poemeto,Bnrdo o Poemeto,Poemelo,Bnrdo,,,,,,,,,,,,,,,,,,,,,,,,
363.0,Ieois,beois,Synonieo,,,,,,,,,,,,,,,,,,,,,,,,,
364.0,Expediao dos Aryodas,ceurta ala ds ca-,d'Orgaz,forga dos Ca-,largueza dos campos,citna dos teorceis qe se cminat,Casa dos Chzes,,,,,,,,,,,,,,,,,,,,,
365.0,d'estanho,lamina d'estanho,Pestana,Constantinopla,tos de cstanho,,,,,,,,,,,,,,,,,,,,,,,
366.0,Gedes,desfazcr,"U
desar0tl",desdohaya,Vede,uedes,Guedes,,,,,,,,,,,,,,,,,,,,,
367.0,contribioes,Contu,Contrasta,Bonto,Conto,contrira n,Contiuu,Nonto,,,,,,,,,,,,,,,,,,,,
368.0,cts pretas,Pretas,,,,,,,,,,,,,,,,,,,,,,,,,,
369.0,Yillegas,Pegas,Yilln,,,,,,,,,,,,,,,,,,,,,,,,,
370.0,paru,laru,paru ci,,,,,,,,,,,,,,,,,,,,,,,,,
371.0,"pu-
hd0 0 cordio",Mlisericrdia,Mlisericordia,misoricordia,enore Rico-,,,,,,,,,,,,,,,,,,,,,,,
372.0,collegio de S. ilt,Mlolle,collete,olle,"sailro
iolle",Iolle,molle,,,,,,,,,,,,,,,,,,,,,
373.0,rclombou,lloma,Lom,,,,,,,,,,,,,,,,,,,,,,,,,
374.0,"Fidalgo da
Torre cra","Fidalgo da Torre
coIn risonll0",Fidalgo da Torro,Fidalgo da lorre,Fidalgo du Torre,aFlor da Tren,lh ua Torrc,"Fidalgo da
Tore","Fidalgoa
la Torre",Fidalgo da orro,Fidalgo da Torre,"Fidalgo da
Torre",Fidalgu da Torre,Fidalgo la Torre,Fidalgo reclhendo i Torro,,,,,,,,,,,,,
375.0,uao tcm,uao,,,,,,,,,,,,,,,,,,,,,,,,,,
376.0,caralba,Cara-,caraeter,d'alvigcaras,iim,Hlra-,,,,,,,,,,,,,,,,,,,,,,
377.0,Atastou,kstoves,Gstou,cstou,kstou,ji cstou,Erncsto dc,uvistou,,,,,,,,,,,,,,,,,,,,
378.0,baro,Bar-,Baro,,,,,,,,,,,,,,,,,,,,,,,,,
379.0,lomba do outciro,Cruzeirol,Cruzciro,Cruz,Mmniciro,,,,,,,,,,,,,,,,,,,,,,,
380.0,lPor,Por-,Porgal,porl,IPor,,,,,,,,,,,,,,,,,,,,,,,
381.0,Visconde de Rio-Mlanso,"llio-Mlan-
so",io-Mlanso,Rio-Mlanso,lio-Mlanso,,,,,,,,,,,,,,,,,,,,,,,
382.0,IJoa,Joa,Joa-,,,,,,,,,,,,,,,,,,,,,,,,,
383.0,Mloral,Sorra Mlorcna,Mlohiqtue,Mlorle,,,,,,,,,,,,,,,,,,,,,,,,
384.0,MIaria,Santa MIaria,Santa Miaria,"Santa MIa-
ria da Yarge",,,,,,,,,,,,,,,,,,,,,,,,
385.0,Oliveira-no,Oliveira de bae dad0 col,"Oliveira-no
dosejo",d'Oliveira,Oliveira,Oliveirat,Uliveira,Oliveira-,Oliveiral,Inlependete d'llveira,Iliveira,d'Olveira,Dliveira,Olivyeira,Im Oliveira,liveira,,,,,,,,,,,,
386.0,tdu,l1 sta tentdu,,,,,,,,,,,,,,,,,,,,,,,,,,
387.0,lois leitDes,Leit,Fleitores,,,,,,,,,,,,,,,,,,,,,,,,,
388.0,cafie,AfIonso,Atfonso,consontia,,,,,,,,,,,,,,,,,,,,,,,,
389.0,quinlta,"Quinta
fcira",laoaquina,quintu,"El-ei tem uta
quinta",quintciro,,,,,,,,,,,,,,,,,,,,,,
390.0,tod0,tod,,,,,,,,,,,,,,,,,,,,,,,,,,
391.0,gavetao,Nntao,Fntao,Entao,Intao,Catao,kntao,,,,,,,,,,,,,,,,,,,,,
392.0,Ninda,IilNin,tindar,Arinda,,,,,,,,,,,,,,,,,,,,,,,,
393.0,Cimhra,Hra,somhra,homhro,smhra d,Coimhra,,,,,,,,,,,,,,,,,,,,,,
394.0,Inadava,Nadal,Iesnada,uas mesnadas,,,,,,,,,,,,,,,,,,,,,,,,
395.0,Doutor,"r.
boutor",outorl,loutor,Ioutor,bou,,,,,,,,,,,,,,,,,,,,,,
396.0,Craqutde,Craquile-,Craque-,ul baquc,Craqucde,Iraqucza,Craqude,Craquide,,,,,,,,,,,,,,,,,,,,
397.0,"pelu
sua goa",Sua kExe,i sua sbra,,,,,,,,,,,,,,,,,,,,,,,,,
398.0,"lla
dias","Quc
diaho",diaho,,,,,,,,,,,,,,,,,,,,,,,,,
399.0,carrelra,Tarrel,Trrel,Tarre,borla do harrete,"caix
de tartaruga",tarror,,,,,,,,,,,,,,,,,,,,,
400.0,Brazil,braza,braz,abrazaa,,,,,,,,,,,,,,,,,,,,,,,,
401.0,Iepulud,Iteisla,Iepeis,reeisu,,,,,,,,,,,,,,,,,,,,,,,,
402.0,S. Fulgcncio,S. Fulgeneio,V. F,Fulgcncio,,,,,,,,,,,,,,,,,,,,,,,,
403.0,conhecidlo,Sunhes,conhes,"conhero Men
3 Il",conheeel,conhcei,,,,,,,,,,,,,,,,,,,,,,
404.0,uem,Quemn,relluem,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,Inur,Inuro,"uI
nur0",Inuros,Sev-,,,,,,,,,,,,,,,,,,,,,,,
406.0,coh,cohl0,Ohl,coho,cohra,,,,,,,,,,,,,,,,,,,,,,,
407.0,II.ILTII,Tii,"I,1.ITII",IIL.LITIIE,TiI6...,,,,,,,,,,,,,,,,,,,,,,,
408.0,SC Io,Iof,u Iof,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,gtitar,"resuscitar ostcs va-
ries",gritand,Ita,"ine-
itaveis",Aquitania,Iinita,Mluitas,Coitadal,ra hnitau,,,,,,,,,,,,,,,,,,
410.0,aterrado,terraco do jardim,Yolto derradamcnte i ema,Terra,Ierra,perra,Terrciro,terraeo,terrugens saobre,,,,,,,,,,,,,,,,,,,
411.0,"Mastard
acautelladamento",Bastardo,lBastardo,"Hastardo b-
I1aa",Vasta,tardaneea,Iastardo,tardlas,dy fastaru,,,,,,,,,,,,,,,,,,,
412.0,"k pu-
lu","pa pu-
blica","om alto pu-
nho","Fnu-
lno",,,,,,,,,,,,,,,,,,,,,,,,
413.0,Ircsco,cscopur,copi0-,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,hisav0,lepis,pisa,idealisaa,,,,,,,,,,,,,,,,,,,,,,,,
415.0,anlt0,Ilncntld,entlilnenlt0,Ienlto,,,,,,,,,,,,,,,,,,,,,,,,
416.0,Manoelsinho,Mlanoelzinho,Mlanoel,,,,,,,,,,,,,,,,,,,,,,,,,
417.0,cssa,Russa,sa dcssa situacio tio falsa,hixos d'cssas,,,,,,,,,,,,,,,,,,,,,,,,
418.0,restauradu,lacradu,apradu,lacr,,,,,,,,,,,,,,,,,,,,,,,,
419.0,"Iusica o
Terreiro...",Terreiro aquelle,aterre,lirreiro,Terreiro da lLoua,Terreiro,"uerreiro
massadol",Terreiro da Lou,Terreir l ILuuca l,chio do Terreiro,terreiro kF Goncala,Terreiro da ILouca,,,,,,,,,,,,,,,,
420.0,Suevo,devom,,,,,,,,,,,,,,,,,,,,,,,,,,
421.0,alr cupos,Tempos,temp,,,,,,,,,,,,,,,,,,,,,,,,,
422.0,ian0,Adian-,Gadiana,,,,,,,,,,,,,,,,,,,,,,,,,
423.0,iuror,Futuro,dUuro,Iururou,,,,,,,,,,,,,,,,,,,,,,,,
424.0,hengala,ongalinlo,Gongalo,Gungalo,Gongealo,,,,,,,,,,,,,,,,,,,,,,,
425.0,Licenca,Nascente,Fuente-Guihal,Cent0-,Yicente,Ceriaente,"entere-
cid c",,,,,,,,,,,,,,,,,,,,,
426.0,bulha co o lr,lha,Illha,Slha,vlha,,,,,,,,,,,,,,,,,,,,,,,
427.0,ayo,Franciseo,Rei de kFrancal,sedinha branca,tlia lanca,Iranca,Franca,Iancas,kFranca,,,,,,,,,,,,,,,,,,,
428.0,Assemhlia,Assemhleia,Assemhleia tda,,,,,,,,,,,,,,,,,,,,,,,,,
429.0,u irmiie0,Irmio,irmi,RMIlS,,,,,,,,,,,,,,,,,,,,,,,,
430.0,lde haver tdesgosto,n'este Agosto,Agosto,gostol,tostoes,hoston,,,,,,,,,,,,,,,,,,,,,,
431.0,valent6es de Nacejas.n,Nacejas,Naeejas,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,l.arg,alargne,largu,"Invento-
res alargavai",largs,Margcs,"alargne
form",Largo,largulea,Largo do Chalariz,,,,,,,,,,,,,,,,,,
433.0,Eleicao,lleicao,kleicao,Eleicaio,,,,,,,,,,,,,,,,,,,,,,,,
434.0,urre,"besteirus
qc eurregira us",Turre,Turras,Turrc,Iurre,,,,,,,,,,,,,,,,,,,,,,
435.0,egoa,tegoa,goa,regoaa,l'ego,,,,,,,,,,,,,,,,,,,,,,,
436.0,qucm,"kE olhe
quc",quc,Qucm,lrquc,Qucrcm,pequchiha,,,,,,,,,,,,,,,,,,,,,
437.0,Quan-,"quanda
soubo qule",uando,"quanda
l",Quand,quantdto tell ac-e,quand0,raca larrolia-quando om baixo,rcuand,Hoi  allivio quand,quanda,,,,,,,,,,,,,,,,,
438.0,"nio
pcnsci",Pcnsou,Cns,pcnsaud,,,,,,,,,,,,,,,,,,,,,,,,
439.0,hlss,lss c tamusa,,,,,,,,,,,,,,,,,,,,,,,,,,
440.0,Yde este Claro-Sol,deelaro,Claro-Sol,dcclaro,pcla,"ViIa-
Clara",Clao-ol,declaraia,C1 UI1 hu Claro,claraao da ftorja,cxclamou,,,,,,,,,,,,,,,,,
441.0,suhisst,suhissult us,suhiam,,,,,,,,,,,,,,,,,,,,,,,,,
442.0,Indial,diabol,India,vindima,fundia,,,,,,,,,,,,,,,,,,,,,,,
443.0,I'ereira,Pereira...,Mlanoel Pereira,Iereira,ji u lPereira,Pereira amigol,Carreira,Pereira,Pereira da Riosa,Pereiral,Pereira Brazileiro,,,,,,,,,,,,,,,,,
444.0,tahberna,perna manca,goWernaa,traternal,Naa,,,,,,,,,,,,,,,,,,,,,,,
445.0,vein,eIn,bein,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,Vejo,Alemtejo,Tejo,Alumtejo,Alemtej,,,,,,,,,,,,,,,,,,,,,,,
447.0,"L-
ci","Gra-
cinha",Gra-,"ra-
cinha",,,,,,,,,,,,,,,,,,,,,,,,
