cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28
209,hBaixa,baix,baixa cubiga,"dbaixo la
eanal l alti lcvava",,,,,,,,,,,,,,,,,,,,,,,,,
210,tGuia,Guiao,Aguiar,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Josopha Pires,"botica
do Pires",bD. Josopha Pires,sophar,,,,,,,,,,,,,,,,,,,,,,,,,
212,olume,lumc,r-,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Tibulo,guloss,Capilulos,Iermulo,T-(niulos,Gonulo,qIult,Iulo,Iidiulos,,,,,,,,,,,,,,,,,,,,
214,Ordonho,Ordonha,Mordomo-Mlr,"Atraz o tropcgo Ordonha
geiia",Ordonlo,Aordou,lonha,Bnrdo,,,,,,,,,,,,,,,,,,,,,
215,So,IYMIIBES,IYMIIIE,io,ILLITIE CA I IYMIIIE,IIYMIRH,IYMIIILS,,,,,,,,,,,,,,,,,,,,,,
216,colhi,Iecolheu,col,coln0,Colo-,colpadre,Colsas,colches,col umor,colu,,,,,,,,,,,,,,,,,,,
217,Casu,Casro,CAS,Castlla,trocass,,,,,,,,,,,,,,,,,,,,,,,,
218,qucm,Qucm,lachequc,quc,lrquc,"kE olhe
quc",Qucrcm,,,,,,,,,,,,,,,,,,,,,,
219,Semre,semre,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Creia,Cundceias,Ircneia,eia,Ieia,bocea cheia,deia,ouvceia,eeia,garygalheia,Goueia,,,,,,,,,,,,,,,,,,
221,Crtes,C0rtes,Certesa,Cwrte,urte,,,,,,,,,,,,,,,,,,,,,,,,
222,Couraga,aeu,Couraeu,Centro da Couraea,Iiguraes,huraeo,,,,,,,,,,,,,,,,,,,,,,,
223,F,somhra,Cimhra,Coimhra,smhra d,Hra,,,,,,,,,,,,,,,,,,,,,,,
224,Iicillima Torre,"Torre
rostituida",Torrel lor fi,"Noolla,-a Torre",Torre,Torre sen-,Torre cra ois popularl,Torre passira,Torreiro,Torre est tuito,Torrel,"Torre
cra",elha Torre,Torre...,Torre reprehendeu,Torre conlesso,torre da Cmara,Torre i,Torre o vyelho,Torras,Torre-,Torre ma fallada marailha,i Torre,"Torre albar-
ran",Torre iratada,,,,
225,casa da senhora sua mana...,Senhor,Senhorl,Tenho,"dis
btndos senhriucs",Snhor,Senhores,venhora da koa Mlortel,cste senhor,Senhria,Senhora,irna d obe senhaor,"bDeus
nosso Senhor",,,,,,,,,,,,,,,,
226,dcemo au lad0,emogao,ur,emocao,eocao,moc0 osvelto,,,,,,,,,,,,,,,,,,,,,,,
227,ILLITI CA IE ITMIE,ILLITI CAS,IL1.STI CA,ILLITI CASA DE IAMIIE5,ILLITI,i Casu,Y IILL.ITI,,,,,,,,,,,,,,,,,,,,,,
228,Janeiro,jasmineiros,neiro trayo,Rio te Janeiro,,,,,,,,,,,,,,,,,,,,,,,,,
229,1I,Mlcndo,tcndidol,tntcndra,pcndo,,,,,,,,,,,,,,,,,,,,,,,,
230,nna,penna,Pena,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"pstna en
praa",Praga,coragao,Pragal,desgragal,Prau,gragas,Iragane,lragana,liegencragao,Ihraganeas,,,,,,,,,,,,,,,,,,
232,Alem-,Alemtej,Alemqucr,Alem-lordao,lEm-,el,"lem-
bar",,,,,,,,,,,,,,,,,,,,,,
233,W'inchester,Sunches,Sanches,sanches,Sanchcs,Sanchcs ILcenl,manch0es,Sanehes,V0s0s,Sancla,Sanches Lucena,Sanches ILucenal,,,,,,,,,,,,,,,,,
234,U csahto,iL.STIE CSA,LLLSTnE CSA,jd csti,I1TIE CNA,,,,,,,,,,,,,,,,,,,,,,,,
235,reconciliaga,Concillo de Toledol,u retconciliachlo,,,,,,,,,,,,,,,,,,,,,,,,,,
236,"inlerpelland
tamlemn",Capellao,Capella,"corisear
de capellos",lapella,,,,,,,,,,,,,,,,,,,,,,,,
237,nrm0u,muralhua,Iez,Alhuquerue,Quero,ua,Affns de Alhuquerue...,,,,,,,,,,,,,,,,,,,,,,
238,lettra,lcttra,"oittra
scut",ottra,Mlagistrattra,,,,,,,,,,,,,,,,,,,,,,,,
239,Heitos,Feitos,perteitos,Feitosa,hitos,Titosinlo,,,,,,,,,,,,,,,,,,,,,,,
240,c00,idealisaa,pisa,lepis,hisav0,,,,,,,,,,,,,,,,,,,,,,,,
241,Doeus Iluvial,uannuvia,duvia,Gouvia,vialio,,,,,,,,,,,,,,,,,,,,,,,,
242,HEl-rei UD,El-rei Iom Alon-,El-Rei - Goncale,kEl-rei de Leio,Hl-rei,,,,,,,,,,,,,,,,,,,,,,,,
243,antcs,Antcs,clqantu,estupidissmn0 Santches,diantc,ent arantc,Tcso,Romantce,,,,,,,,,,,,,,,,,,,,,
244,Flandres,Andresinho,Londres,Andresinhol,Mro du ndre,Antresinho,adresinho desbotalo,,,,,,,,,,,,,,,,,,,,,,
245,Mloguncia,eleguncia,lulma ancia,Venancia,Provincia,,,,,,,,,,,,,,,,,,,,,,,,
246,pahnn0,rahna,hna,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Videirinlia,Torre Vidveirinha,"Videirinha
s6",Videira,eadeirinha baixa,Videirinha,Videiral Toca,Nideirinha,pu,Yideirinha adeantou,Videirinln,Iibeirinh,Videirinh,Yideirinha...,Yideirinha,"Videirinha
s6 poz",Vidceirinha,"I
Yideirinha",,,,,,,,,,,
248,Cracinha,Gracinhal,"ILys
tGracinha",Cinhra,Gacinha,Gracinha,Gracinhae,"nio podia p
anor le tracinh",raciha,Oracinha,coplaceute de Gracinha,Gracinhn,Gracimha,za dc racinha,Torre racinha,,,,,,,,,,,,,,
249,coa,LLLLLLLLLLILLLLILLILLLLLLLLLLLLLLLLLILLLLLLLL,LLLLLLLLLLLLL,"Iit IISllYlllIie 
idraa",,,,,,,,,,,,,,,,,,,,,,,,,
250,lPois,Pois,lpoi,IDepois,Ilepois,IPois,lopois,Iepois,lcpois,Dcpois,llepois da hilho,lepois,Ilopois,kPois,,,,,,,,,,,,,,,
251,Levava,xaVa,sioava,iaormavat,pasmava,atroava,recuavan,SC CUIIS0rVava,tenlava,tufava,Asylo,,,,,,,,,,,,,,,,,,
252,Cono,Congo,cono,cono vos d'ave,RE,d'ono,Lconez,,,,,,,,,,,,,,,,,,,,,,
253,sclprc,sulprc6a,do Sul,Sul,,,,,,,,,,,,,,,,,,,,,,,,,
254,Hnsino,Aiionsinos,Sino,Aflnsinos,Ensino,,,,,,,,,,,,,,,,,,,,,,,,
255,sileneia,silenei,silenceio,"ji silen-
ciaosas",leneol,,,,,,,,,,,,,,,,,,,,,,,,
256,Moloar,loa,Alloar,Lisloa,,,,,,,,,,,,,,,,,,,,,,,,,
257,Comt,comao,tcomo,Commo-,N0,com-,Com-,,,,,,,,,,,,,,,,,,,,,,
258,iarejando,Beja,greja,Fgreja taio fcia,lgrejinha,,,,,,,,,,,,,,,,,,,,,,,,
259,Irecha,apelrechar,pees de Irecha,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"Conselhos do
Baneo Ilypotluecario:-e","Conselhos do
Baneo",Nao,Conselheiro,,,,,,,,,,,,,,,,,,,,,,,,,
261,Iumada,Boa piadal,Iada,cspada,Iiada,,,,,,,,,,,,,,,,,,,,,,,,
262,Eramn,Amninae,Amnbos,Ilamnejou,camnisus,uIamn,,,,,,,,,,,,,,,,,,,,,,,
263,Cousas,eousas vagot,CSs0s C0usas,Usasa,,,,,,,,,,,,,,,,,,,,,,,,,
264,Telegrapho-ji,telegrammas,Telegralnlnds,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Ilereules,Ilereulanos,reul0,,,,,,,,,,,,,,,,,,,,,,,,,,
266,immdiatamehte,Hirtamente,Immediatamente,"F
immediatlehte",,,,,,,,,,,,,,,,,,,,,,,,,
267,Iogo,Pogo,ogoa,,,,,,,,,,,,,,,,,,,,,,,,,,
268,intiidade d,"protundidades da
Tartaria",felicidade,Authoridade m'empurrae,Cidade,Auctoridade,realidado,earidade,Universidade,Cidadelhe,Superioridade,solemhidade,Ilaccida,Cidadelhe...,,,,,,,,,,,,,,,
269,largeza do valle,fundo do valle,alle,valle,allna,Yalle de Josaphat,calle,allectuaoso,"valle
da",valle surde,aqualle,fresco valle,"valle
de",,,,,,,,,,,,,,,,
270,Ohl,coho,cohl0,te,cohra,coh,,,,,,,,,,,,,,,,,,,,,,,
271,Finlgo,Inl,Inl-,vinlu,IInl,,,,,,,,,,,,,,,,,,,,,,,,
272,Oraea,jograes,ce du raeals,Graea,cmbaraeado,Graeiuha,,,,,,,,,,,,,,,,,,,,,,,
273,cotmn,cot,chicotel,csmiucot,cotm,Cotd,,,,,,,,,,,,,,,,,,,,,,,
274,g6da,Conecelho,velhota,vcrmelho,jelho,Coucelho,Concelho,"mnoldura
do espelho",mn velho brazileico,Ioeo Yelho,elhorira l,Yelho,lelhol,Relhos,lelho,,,,,,,,,,,,,,
275,Bica,"Bica
St",Fabica,picad0,Bicn-Sut,Bica-unta,,,,,,,,,,,,,,,,,,,,,,,
276,ee,Landim,Sandim,Cuiomar de lLandim,,,,,,,,,,,,,,,,,,,,,,,,,
277,emprol,sempro reformada,improssiono,,,,,,,,,,,,,,,,,,,,,,,,,,
278,omhebid,Tamhe,Tamhcm,tamhem,tamhen,,,,,,,,,,,,,,,,,,,,,,,,
279,tquatro annos,Quatro annusl Assim,imagel te patrocinia,,,,,,,,,,,,,,,,,,,,,,,,,,
280,lacradu,lacr,restauradu,apradu,,,,,,,,,,,,,,,,,,,,,,,,,
281,Pitta,Pittas,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,contribioes,Ioe,Contrasta,lu l,contrira n,,,,,,,,,,,,,,,,,,,,,,,,
283,ilis solta,Ilis-,civilisuaio,ilis,,,,,,,,,,,,,,,,,,,,,,,,,
284,Iuecna,Luecna,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Choupal,Paschou,pasts0,D,aschoal,,,,,,,,,,,,,,,,,,,,,,,,
286,totiu,juelhs,Mtiuel,Va,Iue,Tuele-,S. Miguel,,,,,,,,,,,,,,,,,,,,,,
287,emn mareha,horrifurcmn i prssa,Ordemn,Ordemn Iu-,"ji vocemec
temn aqtui esta...",pe,,,,,,,,,,,,,,,,,,,,,,,
288,ILAWIIIINS,"IIIIH
11",III,MA I I1IIIIs,IIL.LITI  DE ISIIII,"IIIII
123
tm Aor enore",,,,,,,,,,,,,,,,,,,,,,,
289,Trinoli,nolc,uo,mcninol,magnolia,,,,,,,,,,,,,,,,,,,,,,,,
290,alravez do casaraio,alravez,alravessar da feuda,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Al,Jos,harpcjos,JosC,,,,,,,,,,,,,,,,,,,,,,,,,
292,Santa MIaria,Santa Miaria,MIaria,"Santa MIa-
ria da Yarge",,,,,,,,,,,,,,,,,,,,,,,,,
293,suhissult us,suhisst,suhiam,,,,,,,,,,,,,,,,,,,,,,,,,,
294,"pau-
1",pau.n,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Couventu de Santa,eal de Santu,"lagar de
nr",Solar de Santa,Enxarez de Sandornin,depaois de santos,Senhor de Santa,Solar de Santa Ircncia-resistente,,,,,,,,,,,,,,,,,,,,,
296,voss2,Vosste,voss,vossl,,,,,,,,,,,,,,,,,,,,,,,,,
297,ranjou,grlcvjou,grlcvjou eom,,,,,,,,,,,,,,,,,,,,,,,,,,
298,momices,Iaces barbudas,Iaces,Iace,face,,,,,,,,,,,,,,,,,,,,,,,,
299,ilcn,IlCt0,52I,,,,,,,,,,,,,,,,,,,,,,,,,,
300,pecs,pectg0s,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,chamma,Cachamita,chamma alta da vela,faee chammejante,,,,,,,,,,,,,,,,,,,,,,,,,
302,Ilotel Mondeg,Mlnotel,"es
eutel m",Iotel MIondego,Bo,,,,,,,,,,,,,,,,,,,,,,,,
303,sc,Mante-Agra,-Ag0r,romantico,MIonte-Agra,mantd,,,,,,,,,,,,,,,,,,,,,,,
304,"Naotarios
da Curia-as resolucnes",Curia,porcuria,Clerigo da Curia,tcuruba,,,,,,,,,,,,,,,,,,,,,,,,
305,lLoureo Iires,Rires,Pires,RAIIRR,Iaires,Iires,Iresa,AIIRE,,,,,,,,,,,,,,,,,,,,,
306,"ba
nhos","tm
nhos",,,,,,,,,,,,,,,,,,,,,,,,,,,
307,citna dos teorceis qe se cminat,forga dos Ca-,largueza dos campos,Casa dos Chzes,tdos pclos,d'Orgaz,ceurta ala ds ca-,Expediao dos Aryodas,,,,,,,,,,,,,,,,,,,,,
308,"Ilarro-
los",larr6lo,Ilarros,"Barro-
lo","k to-
los",pobre Hlarr0lo,,,,,,,,,,,,,,,,,,,,,,,
309,remergulhou,uSDulhnr,Julho,tdi,irubulho,ulho,,,,,,,,,,,,,,,,,,,,,,,
310,"entere-
cid c",Nascente,Yicente,Licenca,Ceriaente,dentes;-e,Cent0-,,,,,,,,,,,,,,,,,,,,,,
311,Mlas udo,Mlas,Mlajor,Mlaseate,Mlas eu ji sabinl,,,,,,,,,,,,,,,,,,,,,,,,
312,Ail,caIreaIl,Adail,,,,,,,,,,,,,,,,,,,,,,,,,,
313,"Mosteiro d
ltecadies",ladr uoiro dcve recelr carta dn Preiru,Mlasteiro,Mosteir,Mosteiro d,"osteiro
do",,,,,,,,,,,,,,,,,,,,,,,
314,Nagarosas,O0,cigaro,Nagarosamontc,"Torre
Vagarosalntt",,,,,,,,,,,,,,,,,,,,,,,,
315,Ignaci,Yigny,Cognae,,,,,,,,,,,,,,,,,,,,,,,,,,
316,lstams,"tam-
ben ua",lss c tamusa,Tam-,"Tam-
hem",le1,,,,,,,,,,,,,,,,,,,,,,,
317,Sahelor,eslorgo,S0elor,Sabelor,SUelor,Sbelor,,,,,,,,,,,,,,,,,,,,,,,
318,eamurca branea,balaneado,Lanea,hane,"dc
Franea",melaneholia,lanear,Fsses Tanearvilles,,,,,,,,,,,,,,,,,,,,,
319,Noidles,noile,Iles,IlES,Ileeha,losles,,,,,,,,,,,,,,,,,,,,,,,
320,ay Trueto-,phaeton,Netos,.Aeto,,,,,,,,,,,,,,,,,,,,,,,,,
321,Paorque,MIarquez de Treiedol,porque2,Purque,Aor,,,,,,,,,,,,,,,,,,,,,,,,
322,Casco emtudecera,cmmudecera,Iesceram,ji cspairecera,,,,,,,,,,,,,,,,,,,,,,,,,
323,Achegou,Chega,Chegot,,,,,,,,,,,,,,,,,,,,,,,,,,
324,arvored0s,voreds da qulintn,arvorcdo,Iervor,d'arvores,,,,,,,,,,,,,,,,,,,,,,,,
325,saiasita nova,naqtuella nova,boa nova,boa nova de prestes soeeorros,,,,,,,,,,,,,,,,,,,,,,,,,
326,IAMIIH5,ILLUSIE CAS5A DE IAMIIIS,IAMII3,IAMIIHS,IAMIIYS,LTIII N1 IE IAMIIE,"C3A DHE IAMII5
y",IAMIILS,IAMII,,,,,,,,,,,,,,,,,,,,
327,Jiggciramente,Inleiramente,Mioirama,Prioiramente quiz,Juizo,,,,,,,,,,,,,,,,,,,,,,,,
328,vella,nr,Novellas,Novella,Novellasinh,Novellia,Novellal Co-,Nwvella,Novellal,Naovella,,,,,,,,,,,,,,,,,,,
329,gentel,"melhorira conside-
ravelmente",Realmentel,latalmentc,Naluralmente,"Icalmente
s6",,,,,,,,,,,,,,,,,,,,,,,
330,"rehentar dum
mnorteiro",Sorte inimigal,Norte,Iortes,Iorte,Sorte,E8,us,ma iorte,Mlunforte,,,,,,,,,,,,,,,,,,,
331,Aleaide,Aleagova,Alea-,Aleava,"Alea-
ova",,,,,,,,,,,,,,,,,,,,,,,,
332,Toma,tomau,Tomoh,itompo,Tom-,Mafoma,rctomando,,,,,,,,,,,,,,,,,,,,,,
333,sange,Sangria,tod,sange...,,,,,,,,,,,,,,,,,,,,,,,,,
334,Olho,volho,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Canta-ledra,Canta-l'e-,Canta-l'edra,Cantapedra,Cahnta-ledra,"valle
le Canta-Pedra",Canta-Pedra,,,,,,,,,,,,,,,,,,,,,,
336,YII,IYIII,xYIII,XYIII,IYIIE,,,,,,,,,,,,,,,,,,,,,,,,
337,Sunta Ireneia,Santa Ireneia Iielmente,Aleaova de S.ta Ireneia,Santa Ireneial,Ireneia,"Santa
Ireneia",Santa Irencla,Torre de anta Ireneia,Santa Ireneia,"santa
Ireneia",Paeo de tSanta Ireneia,Cstello de Sana Ireneia,Santu Ireneia,Snnta Irenela,santa Ireneia,Santa Ieneia,"Santa Ire-
neia",Castcllo de Sunta Ireneia,Pacos de Snta Ireneiu,"Santa Ire-
eia",,,,,,,,,
338,"Nosso Se-
nhor","se-
bes","to se-
gu0","a4pa-
nhas","oa se-
nhora","se-
nhor","te-
nho","ti-
nhaca","om alto pu-
nho",,,,,,,,,,,,,,,,,,,,
339,Fraaca,kFra,fra,FraIue henet,Hgypto,Fra,,,,,,,,,,,,,,,,,,,,,,,
340,"palxa0 de grahdezu
barhara",barhacans,harhacans-0u,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Terreir l ILuuca l,Terreiro aquelle,Terreiro da Lou,Terreiro da ILouca,"Iusica o
Terreiro...",Terreiro,terreiro kF Goncala,"uerreiro
massadol",lirreiro,Terreiro da lLoua,chio do Terreiro,aterre,,,,,,,,,,,,,,,,,
342,copi0-,Ircsco,cscopur,apuru,,,,,,,,,,,,,,,,,,,,,,,,,
343,seguilra,preguica,Freguezia,preguicavatn,heguino,,,,,,,,,,,,,,,,,,,,,,,,
344,Ceua,sidao,curiosidadc,ceuriosidade,,,,,,,,,,,,,,,,,,,,,,,,,
345,Fnlio,Iou,nliou,riso lcnlio,,,,,,,,,,,,,,,,,,,,,,,,,
346,Iimrio do Gaerno,vozeirio d Tit6,vozeirio do Tit6,I1.1 TI,,,,,,,,,,,,,,,,,,,,,,,,,
347,Denuladot,co ula,ula,"cou10 ula
staca",pupula,Populaea,Ilbeiiula,UCrisnula,,,,,,,,,,,,,,,,,,,,,
348,"IBra-
vaes","Bra-
vaes",,,,,,,,,,,,,,,,,,,,,,,,,,,
349,"1F'ul-
gencio",Brxas,inlelligencia,Intelligencia,"taio tina in-
telligeucla",,,,,,,,,,,,,,,,,,,,,,,,
350,agaa limosa,Wamos,Mos,Iumos,ma teimosu,Famosa,Mos-,Viemos,Jantimos,,,,,,,,,,,,,,,,,,,,
351,Er,Orcha,oa,chao,Juuhao,icha,,,,,,,,,,,,,,,,,,,,,,,
352,"Ai per-
daio","jar-
di","Bomjar-
dimt",I'ar-,,,,,,,,,,,,,,,,,,,,,,,,,
353,laria,Mlarte,Mlarqucz do lancio,Mlaria,Mlaria da tGraea,Mlarqu0s,Ave-Mlaria,Cavallaria,,,,,,,,,,,,,,,,,,,,,
354,oraia,utr'ora,scu eoraao:,Zamora,cxclamou,dAmor,,,,,,,,,,,,,,,,,,,,,,,
355,Alvari,hio,Alvaralhio,alvejaral,Alvaralhao,,,,,,,,,,,,,,,,,,,,,,,,
356,Tambe,tambcm,Tambe nio,Tambetm,tcu,ambem,Tambom,tambel,tambom,,,,,,,,,,,,,,,,,,,,
357,Sntr,entrrdo,C-ntr,Pntria,Ientre,,,,,,,,,,,,,,,,,,,,,,,,
358,Aeaba,eabide,abangie,aeabar,,,,,,,,,,,,,,,,,,,,,,,,,
359,Con-,"turor con-
tra",Oon-,con-,,,,,,,,,,,,,,,,,,,,,,,,,
360,"fundad 1o
anaes da sua Casa",tmna cabana,tda casal,Iiscnrso da Coroa,Poro da Covilhan,Archivo da Casa,Archio,,,,,,,,,,,,,,,,,,,,,,
361,"d
tili",Tili,Til6,tutiliares,,,,,,,,,,,,,,,,,,,,,,,,,
362,Tructe-,Iructesindo,Tretesinio,Tructezindu,Tructesindo,Tructesino,Tructezindo,nto Tructesinudo,Tructesindu,Trctesindo,Iructasindo,Tructesinudo,Tructcsindo,"Tructesintol
Confiae",,,,,,,,,,,,,,,
363,rcuand,quand0,Quan-,"quanda
soubo qule",Quand,raca larrolia-quando om baixo,quanda,uando,quantdto tell ac-e,Hoi  allivio quand,"quanda
l",,,,,,,,,,,,,,,,,,
364,Ilorete,"Anto-
inho loreuo",Ilores,lore,l'ore,calore,,,,,,,,,,,,,,,,,,,,,,,
365,C0I0,d'Olivcira,Olivcira?,Olivcira,Ulivcira,,,,,,,,,,,,,,,,,,,,,,,,
366,voei,soeeggo,Voees,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Iururou,Furopa,iuror,dUuro,Europa,Futuro,,,,,,,,,,,,,,,,,,,,,,,
368,ete,retesudas,Chete,"1I
cete",,,,,,,,,,,,,,,,,,,,,,,,,
369,ctmrehendia,"resoantesl 
rcahnente uma comprehensao tio segura",comprehendia,Iepreheusio,hehendu,comphend,Comprira,,,,,,,,,,,,,,,,,,,,,,
370,Eleitoraes do Circulo,Vim,Circulo,Circulos,,,,,,,,,,,,,,,,,,,,,,,,,
371,llarrlo,Barrlos,abrao do 3urrlo,Iarrlo,Barrlo,Brrlo,Palacete dos fidalguissimos HBarrlos,,,,,,,,,,,,,,,,,,,,,,
372,Caalloiro Niol,Cavalloira,Cavalloiro,avalloiru,,,,,,,,,,,,,,,,,,,,,,,,,
373,Estado,"u dos
silios decantados",Affoutado,Tado,beputadol,Coitado,"dep- 
tadon",,,,,,,,,,,,,,,,,,,,,,
374,Iilas,halas,YV,Ilas,Froylas,vilan,"us dtns manas
parlas",uIla,,,,,,,,,,,,,,,,,,,,,
375,ltstre,ILLUSTRE,Casa illustrce,,,,,,,,,,,,,,,,,,,,,,,,,,
376,afan da Fleicio-para,Eleico,Eleicio,pudicicia,Eleiciol Pois,Eleiciol,Fleicio,Oposicio,,,,,,,,,,,,,,,,,,,,,
377,Nadal,Iesnada,uas mesnadas,Inadava,,,,,,,,,,,,,,,,,,,,,,,,,
378,bigoleira,higodeira megra,bigodeira,bigodc,N6s,airavez da bigodeira,biggode,,,,,,,,,,,,,,,,,,,,,,
379,burbudo,mudruguda,buda,veuda,,,,,,,,,,,,,,,,,,,,,,,,,
380,idalgo,Nidalgo,iidalgo.-,Widalgo,iidalgo.- l,Nvidales,Fildalgo,Fialgo,tidalgo,lidalgo,,,,,,,,,,,,,,,,,,,
381,"Nli
nisterios",Cemiterio,cemiterio,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Litteratura,littwratura,Littcratura,tartura ji,Naturalmcnte,,,,,,,,,,,,,,,,,,,,,,,,
383,Chel-,Cheles,Mleles,,,,,,,,,,,,,,,,,,,,,,,,,,
384,dubravu,brav0,bravol,bravio,avor,t,Bravo,Bravol,,,,,,,,,,,,,,,,,,,,,
385,"Invento-
res alargavai",largu,alargne,"alargne
form",l.arg,Largo,largs,FE,largulea,,,,,,,,,,,,,,,,,,,,
386,Coronel Iraneoso,baneo d'entrade,loneo,baneo,Mraneo,banet-0,,,,,,,,,,,,,,,,,,,,,,,
387,Casira,Cusimira,SimI,Casitira,casimira,Casimiras,,,,,,,,,,,,,,,,,,,,,,,
388,"lesconflado das
janellas decrepitas",luas janellas,janellinha,i janella,Ilanella,canellas,"jnnella
erra",,,,,,,,,,,,,,,,,,,,,,
389,io passcio,Aostcio,mcio,atd aprccio,Malluciou,"si-
lencio",,,,,,,,,,,,,,,,,,,,,,,
390,Craquede:-aS6,Craquede:-aS6 sta,Craquede,,,,,,,,,,,,,,,,,,,,,,,,,,
391,rua Yelha,"pa-
relha",Yelha,ViIla-Velhas,om,Bic-Yelha,,,,,,,,,,,,,,,,,,,,,,,
392,RsInS,0O,kE,rins,mrInrT,,,,,,,,,,,,,,,,,,,,,,,,
393,venida,Uni-,brunida,lBruno,,,,,,,,,,,,,,,,,,,,,,,,,
394,bom Joio da Porta-a,frouxidio da porla,segtnda porta,bom Joio da Porta-a qus,,,,,,,,,,,,,,,,,,,,,,,,,
395,Cundidato,fundia,n0 fundo,a1 paixii profund,,,,,,,,,,,,,,,,,,,,,,,,,
396,"k pu-
lu","Fnu-
lno",clno,,,,,,,,,,,,,,,,,,,,,,,,,,
397,mcxcriquice,MIoeambique,toriquete,Manrique,"Ilenriqurcs
Ahalou",Ilnrique,,,,,,,,,,,,,,,,,,,,,,,
398,Mlalta,ksfaltato,lta,Pilta,loi ompnnlta  pians,,,,,,,,,,,,,,,,,,,,,,,,
399,Cimbra,Coimbrn,Coimbra,"Coimbra
tcem",oimbra,Bispo de Coimbra,Loimbra,Cuimbra,Coimba,,,,,,,,,,,,,,,,,,,,
400,Alcaova,Alcagova,Alcaeova,"I
Pcae",trno dn Alcaeova,Alcaide,,,,,,,,,,,,,,,,,,,,,,,
401,Iancas,Mranco,Rei de kFrancal,Franca,kFranca,sedinha branca,Franciseo,Iranca,tlia lanca,,,,,,,,,,,,,,,,,,,,
402,Iugindo,gruhindo,Truetcsindo,"sa-
cudindo",Iructczindo Iamircs,Ieindo,,,,,,,,,,,,,,,,,,,,,,,
403,cacarolas,Tu,lngge,Polas,polr,esmolat pr,iolau,,,,,,,,,,,,,,,,,,,,,,
404,Cortaor,Cortlor,Cortcs,,,,,,,,,,,,,,,,,,,,,,,,,,
405,d'Ullma,Ullmar,ulld,coI ulla,,,,,,,,,,,,,,,,,,,,,,,,,
406,portao grande,mn grande,grandc,Grande Ilonda,Grande,Poco grande,MIande,Tanque-Grande,"sen grande
liomance",,,,,,,,,,,,,,,,,,,,
407,Ciyis,"Gavonador
Ciyil",Ciyil,Yil,,,,,,,,,,,,,,,,,,,,,,,,,
408,senti-,Fntio,kntio,"Ienti-
dio",Entio,sangue.- Entio,Mls,,,,,,,,,,,,,,,,,,,,,,
409,Ioreto,Mlalchior,lx,Ior,Iorfual,,,,,,,,,,,,,,,,,,,,,,,,
410,reeoniliaeio,muhilia,IRYMIlIEi,umilia',familia,,,,,,,,,,,,,,,,,,,,,,,,
411,Sev-,Quamlo Ics,Gzet lo Irlo,Gzet,,,,,,,,,,,,,,,,,,,,,,,,,
412,Constantinopla,Pestana,tos de cstanho,d'estanho,lamina d'estanho,,,,,,,,,,,,,,,,,,,,,,,,
413,Temerosa,Rosa,"5I
orosa",Scvcrosa,kRosa,roshaal,,,,,,,,,,,,,,,,,,,,,,,
414,Tello,Corvello,"murxzello
imovel",Leanlro  Bello,Mindello,ello,licbello cxiste,Iacil de rellorir...,Velloda,Tordezello,"Re-
bellos",ehlaga nm tornzello,,,,,,,,,,,,,,,,,
415,suala,n0 sual'al,"eino
popularisuala",,,,,,,,,,,,,,,,,,,,,,,,,,
416,conlo,sc senlra,conlra,Onlram,conlirmou,,,,,,,,,,,,,,,,,,,,,,,,
417,ygrades,Gra-,meigra,Agra,nogra,cova negra,Graa,"Graal
Ila",Gragea,"sesseta grausl
N",,,,,,,,,,,,,,,,,,,
418,naio estavaos,"Ir-
nai","nai
uzSSe",Naio,naio,"nai
stci",,,,,,,,,,,,,,,,,,,,,,,
419,Seeretario Geral,Secretario Geral,Secretaria,Secretnria,Vigario Geral,secret0,,,,,,,,,,,,,,,,,,,,,,,
420,om camisa,Caminha,mnc cminho,"ca-
minho",Caminho,Caminho de Ferro,"pergaminhh
luro",,,,,,,,,,,,,,,,,,,,,,
421,Iadeircnta,Salgadeira,Mladeira,ladeira de S. ento,ID,,,,,,,,,,,,,,,,,,,,,,,,
422,"nio
s6",Inios,mnio,Novecenios,Bntol Nio,nio,ntonio,Nio,deixo2 Nio,,,,,,,,,,,,,,,,,,,,
