cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25
235,devenantpourpre,Poitou,courti—,N‘ou-,pour—,tourte—,I’Œil-de—Bœuf un sourire froid,Aujourd‘hui,Ëousu‘ii,Doué,lourdes,Pour,Pourquoi,,,,,,,,,,,,,
236,Risque-Tout,Risque,Bisquetout,Risque—,,,,,,,,,,,,,,,,,,,,,,
237,lai'saient,Saint- Laurent,afﬂuents du Saint-Laurent,Saint-,Saint—Laurent,Saint-Lau1ent,Saint-Laurent,ﬂeuve Saint—Laurent,,,,,,,,,,,,,,,,,,
238,pâtibulaire,"aﬁ""aire",involontaire—,p11ntemps,temporaire—,impor—,,,,,,,,,,,,,,,,,,,,
239,j‘en conviens,conva—,convic—,convien—,conve1,,,,,,,,,,,,,,,,,,,,,
240,Gontrecœur,Contrecœur,entre—,Contre-,CONTRECŒUR,,,,,,,,,,,,,,,,,,,,,
241,demi—couché,XŒ,mi—,demi—mot,,,,,,,,,,,,,,,,,,,,,,
242,-‘:MFZ£,"Wﬂ—üv‘üﬁﬂ""ﬁä",v‘:‘sﬁ,,,,,,,,,,,,,,,,,,,,,,,
243,créances,roi de France,Francais,"puis—
sance",Franchement,la France,France,,,,,,,,,,,,,,,,,,,
244,- —- Tout ce qui te touche m’,deboul,Bouche,huche,bouche,,,,,,,,,,,,,,,,,,,,,
245,ou‘r,uuwçW’«W,"f‘1‘»"".a",q.,Uu‘1,mvu‘1nn,a\:‘1,,,,,,,,,,,,,,,,,,,
246,nw.;s,Î.;t,ÿ-*=ŸWËÎ‘Ë,.;ëﬂîËî‘ïîî,,,,,,,,,,,,,,,,,,,,,,
247,ar‘b1es,heu1es,out1e,aut1es,,,,,,,,,,,,,,,,,,,,,,
248,Hésites-,lthlÈltE,Totem,cbmtesse,tete,ter1es,Slïüîﬁte‘ﬂ.,Tels,Tes,,,,,,,,,,,,,,,,,
249,New—York,vrﬂnege-WŒW,neme,SA1NT-HÈnEM,Ferney,ﬁnesse,Corne-bœuf !,NE,,,,,,,,,,,,,,,,,,
250,obéis—,"bois

Du","Bois—
'l‘racy",Bois—'.l‘rac‘y,bois—,,,,,,,,,,,,,,,,,,,,,
251,Peut—,7q,",t",peut—,,,,,,,,,,,,,,,,,,,,,,
252,—je,Gecije,Sije,,,,,,,,,,,,,,,,,,,,,,,
253,ciencel N,Providence veillât,Providence,,,,,,,,,,,,,,,,,,,,,,,
254,«.__.A,.____-,FW___'.-.,._____,,,,,,,,,,,,,,,,,,,,,,
