cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
211,Credol,credol,Reden-,rel Azevedo,Credo,scgredo,medo:-,"Credo
-- Franciscus",,,,,,,,,,,,,,,,,,,,,,
212,Dois,Dois M-,Dois Mundos,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Religiao,Arelia,Relia,rel6-,Argelia,religiao,,,,,,,,,,,,,,,,,,,,,,,,
214,OORI1tE DO PDR,cRIE DOPDRE,YIE DO AD HRE,GIE DO,MIE DO P,OIIE DO HDIE,U1i DO,Sol do Poente,,,,,,,,,,,,,,,,,,,,,,
215,Qe,Amparo da botica,Amparozinho,"Amparo
da botica",Amparo,Amparo-,Parou,,,,,,,,,,,,,,,,,,,,,,,
216,Ensina,China,tonas,sotainas,Medicina,Satanas,ruinas,Inas-,Inas,"sotainas ne-
grasla",Albina,nas-,,,,,,,,,,,,,,,,,,
217,despeitol Ah,ieito,Respeito,Aproeito,,,,,,,,,,,,,,,,,,,,,,,,,,
218,rsIg,Viga-,Inulsigao,Siga,Diga,,,,,,,,,,,,,,,,,,,,,,,,,
219,"Ricoea
a91",Iirico,Ricoga,Ricogea,Eclogas,Ricogca,,,,,,,,,,,,,,,,,,,,,,,,
220,Olal,Fol,Polais,Ola,Olai,La,PROLAE 1RLARA3,,,,,,,,,,,,,,,,,,,,,,,
221,suor,corujas,Quorum,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Alcbagca,Alcobagea,"Brito de
Alcobagca",Alcobaca,Alcobaea,Alcobagca,balcoes,Alcobaga,Alcobacal,,,,,,,,,,,,,,,,,,,,,
223,So6,o6,A8,ho6s-,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Liberus,Percebera,iberall,Iiberal,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"conego
Dias",lanegor,Chnegou,conego.-,conego sulbia,conego Campos,"conego rindo-se-
ji ha",conegos,senhor conego,"pe do
conego",conego Dias,conego,"conego
Sanchcs",irma do conego,,,,,,,,,,,,,,,,
226,I1E,I1A,I1I11A,I1,UI1II0,I1-,I11,,,,,,,,,,,,,,,,,,,,,,,
227,licenee,licenga,Tolices,Tolicesl-,Joli,,,,,,,,,,,,,,,,,,,,,,,,,
228,Salte,Salta ca,A(;,Falta,Salta,"S.
-- Falta",Talta,,,,,,,,,,,,,,,,,,,,,,,
229,--- Obrigado,Obrigada,Obrigado,Brigida,,,,,,,,,,,,,,,,,,,,,,,,,,
230,AIARO,Aiaro,Iar,Darouia,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Mr0,"R0
ra papcl",R0,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Gra-,Praea,Graea,Ae,Jrae,"tipo6-
grafo",,,,,,,,,,,,,,,,,,,,,,,,
233,magcas assadas,Dassara,Passeio Piblico,passala,Passei,Dassaro,Passa,,,,,,,,,,,,,,,,,,,,,,,
234,Parabens,Morais,Paraiso,paraiso,Paradou,Cabrais,,,,,,,,,,,,,,,,,,,,,,,,
235,almogeo,Josefal,Pombal,balle,falua,Valeu,Chalacal,palrava,Al,Safal,Palavral,Pomhal,,,,,,,,,,,,,,,,,,
236,"Santis-
sima Trindade","Santissimo
Sacramento",Santis-,Santissimo Sacramento,Certissimo,Santissimo,Laboranti,,,,,,,,,,,,,,,,,,,,,,,
237,rccci6,"Ccul
Bela",Ccul,Lully,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"dc
paquete",aue,uue,gque,sque,Oue,"Guedes
gue",ue,PorqvUe,ue nio,,,,,,,,,,,,,,,,,,,,
239,XI,pauis proximos,proxima,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Hoie,s7,YIE,hoie,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Ave-Marias,Ave-Marias...,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Deixa-la,Deixem,Deixa,Deixe,Deixa-las,,,,,,,,,,,,,,,,,,,,,,,,,
243,Esco-,cO,pcscoco,pescoco,pescogco,Escocia,,,,,,,,,,,,,,,,,,,,,,,,
244,Biblia,Chiado,Liado,Apoiado,Jlia,Maleriadol,,,,,,,,,,,,,,,,,,,,,,,,
245,Crcdo,rcdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Arco do Triunfo,Arco;c,Arco,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Pereira,Feiraio,perfeicao1,Feirao,Feiraol,,,,,,,,,,,,,,,,,,,,,,,,,
248,Comendador de Cristo,Brstol,o Cristo,istol,tristezal,Cristol-,Pobre de Cristol- diizia Amaro.-,Pobre de Cristol-,"S. Crisologo
S. Cipriano",Corpus-Christi,,,,,,,,,,,,,,,,,,,,
249,"Poli-
tica e da Historia",historla,ORIE,Historia,,,,,,,,,,,,,,,,,,,,,,,,,,
250,maic,mae,mais?-,Gamacho,Damasco,mamai,maie,Mau,mamd,azfama,,,,,,,,,,,,,,,,,,,,
251,"pilar
da Igreia",igreija,Igreja-,Igreia,igreia,lIgrela,,,,,,,,,,,,,,,,,,,,,,,,
252,Domine,Dominus,Dominara,Domingos,S. Domingos,st do Domingos,,,,,,,,,,,,,,,,,,,,,,,,
253,suicas,Rica,caricias,Ricas,,,,,,,,,,,,,,,,,,,,,,,,,,
254,imovel,movels,sels,ELs,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Causava,cobicava,EspacaVa,Comecava,polcava,Flcava,,,,,,,,,,,,,,,,,,,,,,,,
256,IIaviam,Via-o,Vlvia,ubora Vivia,Devia-a,Haviam,"E1

vI",movia,lavia,Via,Vivia,,,,,,,,,,,,,,,,,,,
257,Nutrida,Id-de,pilida,Idci,Ovidio-,aivida,"LA
FIDTE",ID,rorbida,saide fogc,,,,,,,,,,,,,,,,,,,,
258,Saavedra,Algarve,Vejo,Viveml,Vejam,Insensivel,Ve,Tfve,,,,,,,,,,,,,,,,,,,,,,
259,Encolhia,Con-,lencol,Encon-,impudencia con-,Convencao,,,,,,,,,,,,,,,,,,,,,,,,
260,Padre-Mestre,Estrela,padre-mestrel-,Padre-Mestrel-,Lembre-me,,,,,,,,,,,,,,,,,,,,,,,,,
261,acgao sacerdotal,tecgao,acgao,instrugao,redacgao,,,,,,,,,,,,,,,,,,,,,,,,,
262,Alegros,Iarguesa de Alegros,Egr,tao alegre,alegre,"louea iuzidia da Vista-
-Alegre",,,,,,,,,,,,,,,,,,,,,,,,
263,Associago das Servas,ASSOMOlR,CoOnfisso,Passou-lhe,l,Associago,asso,Passou,Dassos,Assombrado,Asstucio,,,,,,,,,,,,,,,,,,,
264,Arregacal,Santa da Arregaea,cova da enxerga,Santa da Arregaca,s6 da a,cnsa du,,,,,,,,,,,,,,,,,,,,,,,,
265,CRIYE DU P,CRIlE,OCRIIIT(I,QRIIE,CRIII,cRIIE,,,,,,,,,,,,,,,,,,,,,,,,
266,S. Carlos,Carli,I87l,Carlos-,Senhora Carlotal,Carlota,"pe de
Carlota",,,,,,,,,,,,,,,,,,,,,,,
267,Marrazes,Porque,Marques,"bom
Marques",Vasques,,,,,,,,,,,,,,,,,,,,,,,,,
268,Eu,Ceul,ce,Ceus,Ceu,permanceceu taio,ceu,,,,,,,,,,,,,,,,,,,,,,,
269,RU,Ruala,Rua,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,filhal,Ajoelhava,Bastilha,chocalhava,Olhava,Havanesa,filhal Olha,Milhares,Covilha,Ilhava,Juilgava,,,,,,,,,,,,,,,,,,,
271,zas,Dlas,dlas,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,FhRADIuU,Vadios,Adian-,invadia,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Mendesl-,Emende,Ltender,Prendem-seme,Mendesl,Mendes,,,,,,,,,,,,,,,,,,,,,,,,
274,II-- LT1MAg PIIHAI-- I I1NA D ALDMIO,Iicou,IIInpAIR  W,Eiiiiircicaieii,"rg1IN,1III",Iii,xXIII,"Iiii',2",III--0,Ii,Iil,,,,,,,,,,,,,,,,,,,
275,"Nossa Senhora
das Dores",Nosso Senhor,Nossa Senhora das Dores,"Nossa Senhora do Rosario...
Disse-a o padre Vicente","Nossa Senhorae
S. Vicente",Nossa Senhora da Saude,"Nossa Senhora
da Ermida",Nossas Senhoras,Nossa Senhora,Casamento de Nossa Senhora,Inimizade de Nossa Senhora,,,,,,,,,,,,,,,,,,,
276,Egipto,Legiao,regiao,Legiao de Honra destruido.l,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Faz-me,AZ,Fazem-me,Faz,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Brasill,"Brasill
Enterneceu-se",Critica do Brasil,Abrasa-mel,Braslc,Brcsil,Brasil,"Brasill
Foram",,,,,,,,,,,,,,,,,,,,,,
279,Ldestruicao,Esteia,Estoico,Estimava,Esti,Estcu,Estive,Estoeve,Honestol,Estremoz,Nasceste,Est,funestol,Hoe est,estrepito,,,,,,,,,,,,,,,
280,Imnonotonas,Outono,Iuto,Doutor,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"bom
Ferraio",Ferrao-,Ferrao,bom Ferraio,Ferraio,,,,,,,,,,,,,,,,,,,,,,,,,
282,S. Gorislano,Panorama,"Pano-
rama",Janota,mana,Manon,"bancea
do mano",PR MAnRO,,,,,,,,,,,,,,,,,,,,,,
283,legua,aeguda,egua,Cheguci,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Miseric6r-,"rua da Miseri-
c6rdia",Miseric6rdia,rua da Misericordia,"rua da Miseri-
cordia","rua da
Miseric6rdia",rua da,Taa YlonJa ise,rua da Miseric6rdia,sos da Misericbrdia,rua da Miseri-,,,,,,,,,,,,,,,,,,,
285,Tomar,Leia S. Tomas,Tome,Tomavam-na,Roma,Una paloma,Toma,Tetomara,,,,,,,,,,,,,,,,,,,,,,
286,D-ihe,Se Ihe,lIhe,Ihe,Impunham-Ihe,viha,Ih,Ihes,,,,,,,,,,,,,,,,,,,,,,
287,"Nossa
Senhora das Dores","Nossa
Senhora de Lourdes...","Nossa
Senhoral","Nossa
Senhora de Lourdes","Nossa
Senhora","Nosse
Senhora",,,,,,,,,,,,,,,,,,,,,,,,
288,Tenho,secura:-- Tenho,Senhora da IEncarnacao,minha senhora,scnhoria,"graca
do Senhor",Junho,Naio senhor,Senhora ae dos Homens,boa senhora,Amaro:-O senhor,senhor2,Senhora do Rosario,Senhora da Incarnacao,Disse-mo o senhor padre,"Se-
nhor","minha
senhora","reumatico do senhor
chantre",ma senhora,senhoresl,Senhora,senhorl,Senhora da Alegria,"senhor dou-
tor",,,,,,
289,Abafava,orva,Vagen,Vaz,Dava,T,Louvado,Arfava,Acumulava,Va,,,,,,,,,,,,,,,,,,,,
290,Delxe,elc,Del,Delecluze,,,,,,,,,,,,,,,,,,,,,,,,,,
291,"scu
cnteiro",Vimeiro,pe do Terreiro,Carreiro,Terreira,Terreiro,,,,,,,,,,,,,,,,,,,,,,,,
292,Distrito e a Sociedade,U,"Piedade ue
te g-P",Impiedade,Piedade,"Olat Bela sociedadel
Galgou",sade,,,,,,,,,,,,,,,,,,,,,,,
293,Joo,Podia,Jofo,Jodia,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Garriffaldi,Maldigaol,Bendito,Maldito,amaldicoava,,,,,,,,,,,,,,,,,,,,,,,,,
295,Abre,Pobre Teles,Nobres,pobreza.-,Pobre,lugubre,,,,,,,,,,,,,,,,,,,,,,,,
296,Natario-,"Portol
Natario",Natairio-,"arocol
Natario",Natairio,"Eu11
Natario",Natariol,Natario.- Leia,Natarla,Natario,snr.e D. Catarina,,,,,,,,,,,,,,,,,,,
297,Levantaremos,aiuntou,levantou:- Entre,levantou:-,,,,,,,,,,,,,,,,,,,,,,,,,,
298,devogi,c6es,Nova devogcaio,C6u?1,devogc6es,,,,,,,,,,,,,,,,,,,,,,,,,
299,punha de alto,Bairro Alto,Alto la,Saltou,chaivenas de alto,alto Ceu,Maltes,Alto,,,,,,,,,,,,,,,,,,,,,,
300,"Leiria
Passearam","aCavour de
Leiria","Leirial
---","Leirial
--- Voce",Onde Leiria,Lciria,Leiria,Feirio,"Leirial
-- Bem",,,,,,,,,,,,,,,,,,,,,
301,bacalhau2,Joanal,Batalha,Canalhal,tm,Canalha,,,,,,,,,,,,,,,,,,,,,,,,
302,iundo dos ceus,veiro do Ccu,reino do Ceu,Eanca do Ceu,Cais do Sodre,aguas do marl,Deus do Ceu,,,,,,,,,,,,,,,,,,,,,,,
303,"tam-
bores",Loreto,Louvores,florescencla,Flores,,,,,,,,,,,,,,,,,,,,,,,,,
304,invcjando baixo,baixo d,tectos baixos do curral,Pinheiro,pinheiros baixos,,,,,,,,,,,,,,,,,,,,,,,,,
305,Sul-,"L-
xVI",L-,l-,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"A21
O0IyI",A2,a2,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Ai,laijes,Aindai,jai ca,Lai,Daif,Ail,AI,Saiba,yvai.-,,,,,,,,,,,,,,,,,,,,
308,dlze ca,dize ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Inimigo,Digo,Inimigol,Iigoleto,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Dentro,petroleo,Introibo,I,Dcsordens,outrol,dentrol,,,,,,,,,,,,,,,,,,,,,,,
311,ca,cabeca baixa,cabega,Acabe,cabeea baixa,"Cabeca do
gs",cabeca,Ca,cabeca caida,,,,,,,,,,,,,,,,,,,,,
312,"ar.- Acudam
Da",Acudaml-,ar.- Acudam,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,cstou,custou1,Custou,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,IIo-de,Ha-de,Hao-de,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,"casa da
snr",Snr,snr,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Imas,ligrimas,eMas,veu das lagrimas,lgrimas,lagrimas,,,,,,,,,,,,,,,,,,,,,,,,
317,ps,pstl Eh lal,pstl pstl,Pst,,,,,,,,,,,,,,,,,,,,,,,,,,
318,magro,Emagreccu,Emagrecia,"Pa-
recia",,,,,,,,,,,,,,,,,,,,,,,,,,
319,Litgo,UCTIITEU,Tito-Liio,It0,Iito,ItI.,IIt,,,,,,,,,,,,,,,,,,,,,,,
320,Agosrinho,Agos-,"pocilga do
Agostinho","Agos-
tinho","Agos-
tinlho",,,,,,,,,,,,,,,,,,,,,,,,,
321,dc,Cu,Dcus,Dcu,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Hotel de Ville,"Sol
de Dezembro",Setembro,Sol de Setembro,Sol de Maio,,,,,,,,,,,,,,,,,,,,,,,,,
323,"Deus
t-",Adeus,"Deusl
Gorda",N,Deusl,Deus,"Deus,-e
Deus",,,,,,,,,,,,,,,,,,,,,,,
324,Brincadeiras,"madre
rodeira",Madeiral,Madeira,Cordeiro Pascal,,,,,,,,,,,,,,,,,,,,,,,,,
325,scu,sc,"Rp
l",Rebuscou,Sc,,,,,,,,,,,,,,,,,,,,,,,,,
326,ago gasto,pingo do rape,alto do Golgota,Golgota,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Tirado,tira-mo:-,tiranico,Tira-mo,A-,,,,,,,,,,,,,,,,,,,,,,,,,
328,Imaginara,Imaginem,Imagine,imaginagcao,Imaginei,Imaginava,Imaginas,imaginav,,,,,,,,,,,,,,,,,,,,,,
329,Tlpoias,Poiais,Ioia da jinel,Poials,Ioia,OIa,,,,,,,,,,,,,,,,,,,,,,,,
330,ELP2EPeELl9-9tam-aLl9ias,Infamel,Amellal,Amella,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Alameda Velha,Alameda,alameda,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,MIA RU,cara redonda,"cahecinha
redonda",hostia redonda,hostia,,,,,,,,,,,,,,,,,,,,,,,,,
333,Sertaneja,jancela,mar-me da janela,Ja,Janelas,Bruxelas,Tanelro,,,,,,,,,,,,,,,,,,,,,,,
334,Gouveia,Judeia,Leia Gavantus,queiaa,Leia,Baleia,,,,,,,,,,,,,,,,,,,,,,,,
335,razao,Razaol,Razao,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,pe da Cortegaca,Cortegaga,Cortegaca,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,cdar,pDara,Engordara,Mudar,Acordara,Dara,,,,,,,,,,,,,,,,,,,,,,,,
338,Iogo,Ilogo,ogo,"faga
fogo",,,,,,,,,,,,,,,,,,,,,,,,,,
339,Sabel,Sabla,ctsa,Sabes,Sabe,,,,,,,,,,,,,,,,,,,,,,,,,
340,L29LPPl9.zeEeL9LPEEES-.s-,EEA,Voee,ee,EE3,LeaileEe,LEEL,Ee,,,,,,,,,,,,,,,,,,,,,,
341,madrinhal,Fillstinos,Gertruudinhas,Joaninha,vizinhanga,travesscirinha,peitol Tinham-no,Agostinha,galinha gorda,VInha,Vinha,tinuou sotuna,chapinhando,panelinha,Sozinha,TInha,Minha,,,,,,,,,,,,,
342,chantc.-,Ha,Achara,chavena,Chateau-,Chateaubriand,cha,chan-,,,,,,,,,,,,,,,,,,,,,,
343,Coilmbra,Iembra-te,"sc
lembraya",Coimbra,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Beati,Pacatinlo,patife.-,"Ti
 .A",Catio,Fatigou,,,,,,,,,,,,,,,,,,,,,,,,
345,Lis-,Eliseus,Polis,Li,Lis,,,,,,,,,,,,,,,,,,,,,,,,,
346,balancar,saia branca,Franea,Franga,pilar branco,frances,S. Francisco,Franca,Vila Franca,,,,,,,,,,,,,,,,,,,,,
347,"pe de
Amelia",Amclia,Ameliazita,Amdlia,Santa Amelia-,Amelial,Aimelia,Amelia s6,Amcelia,Amelias,Amelia,"Tot6l
Amelia",Amlia,Amelia-,,,,,,,,,,,,,,,,
348,Desavergonhada,Tio Cegonhaf,Cegonha,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Mangara,Chegara,Lembraram-lhe,Caramba,Calmaram-na,Agarrara,Arran-,barao,hierarguia,Expirara,Dobrara,segurarl,Voltaramn,saragoca,larania,arara,,,,,,,,,,,,,,
350,vTas,umta,oMTas,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,D0 PA,Nopal,Papnl,ggrgypAA,PA R,partgel,lorpa,Upal upa,ripanco,Europa,PA,,,,,,,,,,,,,,,,,,,
352,Grande galhofa,Grandioso,Grande,Mande,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Vaqueira,Queira,Figueira,Trigueiros,estrada da Figueira,Trigueira,,,,,,,,,,,,,,,,,,,,,,,,
354,com-,comn,Comecara,Comegou,Comega,,,,,,,,,,,,,,,,,,,,,,,,,
355,Havemos,Fomos,Famosa,Vamo-nos,Estamos,Vamos,,,,,,,,,,,,,,,,,,,,,,,,
356,consolagcoes,revelagcoes,tentagcoes,ambicoes,plantagcoes,,,,,,,,,,,,,,,,,,,,,,,,,
357,Gempre,Sempre,Semprel-,semprel,,,,,,,,,,,,,,,,,,,,,,,,,,
358,lcite,Caspitel-,Caspitel,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,tenhal,Oonveneao,Venho,Venha ca,Venha,tenhal Agora,,,,,,,,,,,,,,,,,,,,,,,,
360,gavetao,Ehtao,baetao,Betanla,luneta ma,Etao,,,,,,,,,,,,,,,,,,,,,,,,
361,naio,Nagaioi,bom paio,taio,Saio,Naio tenho zaide,Naio,,,,,,,,,,,,,,,,,,,,,,,
362,Macas,reeaco,Aconselhou,cacoar,baca,Faco,Fumaca,Macaco e da Baleia,acusaco,Macaco,,,,,,,,,,,,,,,,,,,,
363,Cardoso,carol,varoes,piicaro da agua,Carmens,Aharo,Carocho,Caro,,,,,,,,,,,,,,,,,,,,,,
364,Imitaco,Joanita,Freitas,Coitada,Coitadinhal,Coitaditas,Ievita,Brita,coitaa,excitagac,Meditacdo,Coitadita,,,,,,,,,,,,,,,,,,
365,uinze,aui,"baui de
lata",Sauide,Aui,,,,,,,,,,,,,,,,,,,,,,,,,
366,desesperados:-,Gertrudes,deserta,hdspedes,desgostol,andes,"des-
pDir-se",Abades,Descia,Des,,,,,,,,,,,,,,,,,,,,
367,manhai,manhi,manhal,Espanha,camphanha,amanha,Amanha,,,,,,,,,,,,,,,,,,,,,,,
368,Natureza,Tremer,ourelo,Ouf,UR,Ourem,,,,,,,,,,,,,,,,,,,,,,,,
369,Longuinhos,Carlinhos,Minho,Caminhante,"ma
caminho",caminlo,MI,Caminho,,,,,,,,,,,,,,,,,,,,,,
370,Cruzes,moeo do Cruz,truzl,Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Tenkio,Iobo,Ndio,impio,sioes,deio,Rossio,"Io
sio
oIIE",Nio,Beiio,Oficio,io,Iojas,IO,chio,Io,,,,,,,,,,,,,,
