cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
269,acusaco,soiree,reeaco,EEA,Faco,,,,,,,,,,,,,,,
270,"hein2
Ergueu-se",Iarguesa,Ergueu-,Purgue-se,,,,,,,,,,,,,,,,
271,contrigao de amor,Paris,ParIis,Amor,Rapariga,ranarigal,Amor;Laparigas,Amor;Laparigas de dezasseis,,,,,,,,,,,,
272,I87l,copia,graca,Gracal Divagava,praca,Praca Nova,Praca,"praca
da Conc6rdia",barraca,,,,,,,,,,,
273,Ourim,Ourem,rel6-,ourelo,rel Azevedo,,,,,,,,,,,,,,,
274,Tome,Toma,Tomavam-na,Tomar,sreformar,Tetomara,,,,,,,,,,,,,,
275,Arregacal,Santa da Arregaea,Santa da Arregaca,,,,,,,,,,,,,,,,,
276,Jrae,Gra-,traeo,Engraxou,Graea,Praea,,,,,,,,,,,,,,
277,Sempre,Gempre,semprel,Semprel-,,,,,,,,,,,,,,,,
278,IY,homcm,ORIE,"homom
39
o oRI pO n",,,,,,,,,,,,,,,,
279,PA R,MIA RU,,,,,,,,,,,,,,,,,,
280,Alcantaral Famosa,cipe encantado,cantaro,cantarl,,,,,,,,,,,,,,,,
281,Senhora da Alegria,Senhora da Incarnacao,Encarnacao,Senhora da IEncarnacao,,,,,,,,,,,,,,,,
282,OIa,Ioia,Poiais,Poials,Tlpoias,,,,,,,,,,,,,,,
283,Raquitico,Aquie,Dagqui,Aquilo,xAqui,Aqul,,,,,,,,,,,,,,
284,outrol,petroleo,Al,burrol,cafe,,,,,,,,,,,,,,,
285,Iongos,Eu,longel,Ionge,,,,,,,,,,,,,,,,
286,cabo da faca,Iao dos comil6es,cabo dum,Taborda,cabo do Ultramontanismol,"ponta dc
guarda-chuva",Chut,cabo dos guarda-chuvas,guardal,S.-O,,,,,,,,,,
287,Palletan,Salentol,saleta,Lethes,Jerusalem,saleta da S. Joa-,Jalete,,,,,,,,,,,,,
288,calinia das calinias,"caliinia das
calinias",,,,,,,,,,,,,,,,,,
289,Papnl,Una paloma,"R0
ra papcl",D0 PA,,,,,,,,,,,,,,,,
290,elesl,gales,Teles,Teles alfaiate.- Ai,,,,,,,,,,,,,,,,
291,aguas de Lisboa,Lisboal,"Lisboa c
sa
 IMI1",Lisboa de Amaro Vieira,Lisboa,de Lisboa,Lisboa...,estrada de Lisboa,,,,,,,,,,,,
292,patraio,Atraves,Atraiu-a,,,,,,,,,,,,,,,,,
293,Safal,falardo,Josefal,falua,,,,,,,,,,,,,,,,
294,Juro,Europa,Sul-,,,,,,,,,,,,,,,,,
295,legalmentc,Pega,colera,Colegas,colegal,,,,,,,,,,,,,,,
296,Lembraram-lhe,Coimbra,Coilmbra,Lem-,"sc
lembraya",Iembra-te,Lembre-me,,,,,,,,,,,,,
297,"Silverio
pDara",Sllverio,bom Silverio,silvas,vlver,Silverio,,,,,,,,,,,,,,
298,Perdoe-me,Perdao,Perdoa,Furdo,,,,,,,,,,,,,,,,
299,pescogco,Rebuscou,Desconfiai,Escocia,Esco-,pcscoco,pescoco,,,,,,,,,,,,,
300,viccao,prostituicao,perfeicao1,Ldestruicao,absolvicao,,,,,,,,,,,,,,,
301,Saiba,saide fogc,bom paio,Nagaioi,Saio,,,,,,,,,,,,,,,
302,Alameda Velha,Alameda,alameda,,,,,,,,,,,,,,,,,
303,Creio,Cre,acre,cre,,,,,,,,,,,,,,,,
304,Iarselhesa,Olhei,L-- Olhe,Olhce,Olhe,,,,,,,,,,,,,,,
305,Dulcineia,Circeo,"sinei-
ros",sineirc,,,,,,,,,,,,,,,,
306,Salta ca,Falta,"S.
-- Falta",Talta,Salta,Salte,4O,,,,,,,,,,,,,
307,pas-,"pas-
seando","pas-
seiam",,,,,,,,,,,,,,,,,
308,rnor,Janota,Panorama,ripanco,S. Gorislano,"Pano-
rama",,,,,,,,,,,,,,
309,taciturnidade dos santos,Eternidade,Louvado,"Eternidade dos
LouVoICS",Ternel,,,,,,,,,,,,,,,
310,Ses,Auele,Aquela,aue,Auela,,,,,,,,,,,,,,,
311,Abalou,emogao,Heliogabalo,,,,,,,,,,,,,,,,,
312,varoes,Ainaro,Anaro,nar,Satanas,,,,,,,,,,,,,,,
313,administragcao,desafinagcao,redacgcao,Relagcao,Nagcao,alteragcao,,,,,,,,,,,,,,
314,Vaqueira,Gralheira,Pimentas da Pojeira,"pri-
meira",freira,Feirao,Feiraol,Baboseiras,Queira,Beira,Feiraio,trapeira,Riram,Cralheira,Pereira,,,,,
315,Pelos,anasarca,Carcavelos,,,,,,,,,,,,,,,,,
316,"Ameliazinha da S. Joaneiral
- Que me",Ameliazinha-,Ameliazita,ceiazinha,Ameliazinha la,pe da Ameliazinha,Ameliazinhal,Ameliazinha,,,,,,,,,,,,
317,Credol,credol,"Credo
-- Franciscus",Reden-,medo:-,Credo,scgredo,,,,,,,,,,,,,
318,Bebedast,So6,bebedo,bebedeira,i beber1,,,,,,,,,,,,,,,
319,totda,a Toto6-e,Totol,Toto,"Totol
- Li",,,,,,,,,,,,,,,
320,Misericorciia,Misericrdia,"Miseric6ordia,-e","Mise-
ricordia",Misericodia,Miserlcordia,"rua da
Misericordia",Misericbrdia,Miserico6rdia,Misericordia,Mlisericordia,Misericordias,Misericordia...,Misericordia-,,,,,,
321,"mao
papuda",maos,limao,zo,mao,mao papuda,Salomao,,,,,,,,,,,,,
322,Calvirio,Natirio,Diirio Popular,Natairio-,Natairio,,,,,,,,,,,,,,,
323,Civilizacao...,Civilicacdo,Civilizacao,,,,,,,,,,,,,,,,,
324,Jodo Eduardo,Cardoso,Joio Eduardo,Joao Eduardu,Joao Eduardol,Jeiuar,braco de Joio Eduardo,Joao Eduardo:-- Trunfo,Joao Eduardo,"Arco
Joao Eduardo",,,,,,,,,,
325,Razaol,razao,Razao,,,,,,,,,,,,,,,,,
326,pe do guartel,r-,Joio Ruco,"pe do
cemiterio",pe do estanco,pe do homem,caixa do rape,pingo do rape,pe do rio,pe do valado,,,,,,,,,,
327,mae,"Rp
l",Pieguicesl Ate,Pieguices,,,,,,,,,,,,,,,,
328,andes,Mendesl,Prendem-seme,Mendesl-,Mendes,Emende,Ltender,,,,,,,,,,,,,
329,placide,autoridadel,adormecida,Ierocidade,Ierocidade de impio,humidade da ncvoa,ossa felicidade,cidade1,Brutalidades,Cuidado,,,,,,,,,,
330,suaAm-,impio,unhas,Impunham-Ihe,,,,,,,,,,,,,,,,
331,Joaneira,casa da S. Joaneiral,S. Joanelra,S. Jeronimo,S. Joaneilra,S. Joa-,Joanita,S. Joao da Foz,S. Joaneira,"S. Joaneiral
Grande",,,,,,,,,,
332,L,T9Sou,souhe,,,,,,,,,,,,,,,,,
333,Golgota,Inimigol,Inimigo,Digo,Iigoleto,,,,,,,,,,,,,,,
334,Peixoto,Imnonotonas,otozila,llne,Pelxoto,,,,,,,,,,,,,,,
335,filhal,Olha,filhal Olha,lha,,,,,,,,,,,,,,,,
336,Iar,Aiaro,AIARO,,,,,,,,,,,,,,,,,
337,Snr,o6,"casa da
snr",snr,A8,"PE.e2
g",,,,,,,,,,,,,,
338,Brevlario,Breviariol,Breviirio,Breviario,,,,,,,,,,,,,,,,
339,la vait Tem sade,IL D0  ADE,sade,Cansadote,,,,,,,,,,,,,,,,
340,IIo-de,Ha-de,Id-de,A-,Hao-de,,,,,,,,,,,,,,,
341,Renas,Esereve-me,tereno plano,Miserere,serena,,,,,,,,,,,,,,,
342,vcr,Cais,Iaia,Caia-me,Caia,descaia,Caiu,,,,,,,,,,,,,
343,Iirico,"Ricoea
a91",Ricogea,Ricogca,Ricoga,,,,,,,,,,,,,,,
344,Voltaramn,Perderam-me,Mataram-me,Calmaram-na,,,,,,,,,,,,,,,,
345,Salve-Rainha,Salve-Ralnha,Rainhas,V. S,Salve-Rainhas,,,,,,,,,,,,,,,
346,Dregao,Esfregava,Dregado,gadlo,,,,,,,,,,,,,,,,
347,Brcsil,"Brasill
Enterneceu-se",Abrasa-mel,Asia,Ja,Brasill,Critica do Brasil,"Brasill
Foram",Brasil,Braslc,,,,,,,,,,
348,peru,perteneer,Aperte,,,,,,,,,,,,,,,,,
349,"Olat Bela sociedadel
Galgou",Impiedade,Piedade,"Piedade ue
te g-P",Distrito e a Sociedade,,,,,,,,,,,,,,,
350,Mata,Hipopotamol,Matamo-lo,,,,,,,,,,,,,,,,,
351,Vlcetncia,benevolencia,"Peni-
tencia",Agencia Havas,leferencia,impenitencia,Silencio,Vicencia,impudencia con-,Corespondencia,decncia,Prudencia,Providencia,,,,,,,
352,suor,Quorum,,,,,,,,,,,,,,,,,,
353,veu das lagrimas,ligrimas,eMas,lagrimas,Imas,lgrimas,,,,,,,,,,,,,,
354,Evora,ralva,oragio,Moral,Oral,Irral,,,,,,,,,,,,,,
355,Comunicados,excomungadola,Coniunicadof,Uoa,Excomunhao,Comuni-,Comunicado,Comunicadol,,,,,,,,,,,,
356,U A1 I1,II-- LT1MAg PIIHAI-- I I1NA D ALDMIO,U  H I1It  1,,,,,,,,,,,,,,,,,
357,Sacerd6clo,esuerda,erdia,balburdia,,,,,,,,,,,,,,,,
358,Ctt DO DRE,veiro do Ccu,Deus do Ceu,moeo do Cruz,Eanca do Ceu,iundo dos ceus,reino do Ceu,,,,,,,,,,,,,
359,contarl,Alchntara,Montara,contaeto,Conto,Contar,,,,,,,,,,,,,,
360,Gansosos,Gansoso,Gansosinho,,,,,,,,,,,,,,,,,
361,Ih,estrepito,Estrela,Estremoz,Tremer,,,,,,,,,,,,,,,
362,Catio,patife.-,Merati,Pacatinlo,Simpatia,Fatigou,Beati,,,,,,,,,,,,,
363,nineuem cumgeE.,uem,Ninguem,uem diabo,,,,,,,,,,,,,,,,
364,Cumiada,Sufocada,almofada,Arcada,Refugiada,Bairrada,Nada,caleada,,,,,,,,,,,,
365,Jodia,Podia,,,,,,,,,,,,,,,,,,
366,Biblia,Amdlia,Juliana,Aclia,Amlia,Jlia,Amclia,,,,,,,,,,,,,
367,Religiao,UU0 N1,ty.3,religiao,,,,,,,,,,,,,,,,
368,Quall,Qual Judial,Sejam quals,Judia,,,,,,,,,,,,,,,,
369,necessarlo,Necessitava,necessairio,I1,necessita,,,,,,,,,,,,,,,
370,Calas-te,Bruxelas,Dlas,dlas,,,,,,,,,,,,,,,,
371,gavetao,cO,Ehtao,Etao,baetao,Betanla,,,,,,,,,,,,,,
372,egua baia de Joaio,Porta de Ouro,ria de pe,graca de Deus,caia de bruos,,,,,,,,,,,,,,,
373,Ponte Nova,fontel,Ca,Charonte,Ponte,monte Olimpol,Contemplal,Defronte,,,,,,,,,,,,
374,pe do Terreiro,Carreiro,Terreira,Terreiro,,,,,,,,,,,,,,,,
375,RIY  DE A 1 R,lengol,algodeo,UC 1I,Bairro de David,reputacao duma scela de alquimista,lengo de algodao,,,,,,,,,,,,,
376,Esgue-,Esguclhas,Esguelhas,,,,,,,,,,,,,,,,,
377,Vieira,Vieia,praia da Vieira,VIEIRA,,,,,,,,,,,,,,,,
378,issol-exclamou,Aucla,"exclamou
Gustavo.-Quando",cxclamotl,,,,,,,,,,,,,,,,
379,Palavral,Upal upa,Nopal,,,,,,,,,,,,,,,,,
380,pensol.-O,Insensivel,Acabou-se-pensava-nao,Dcsordens,Pensei,,,,,,,,,,,,,,,
381,"pe de
Carlota",S. Carlos,Carli,Carlos-,Senhora Carlotal,Carlota,"RU0
Jahlota",,,,,,,,,,,,,
382,Impossibilis,conego Campos,Campos Elisios,Campos,,,,,,,,,,,,,,,,
383,frances,Vila Franca,S. Francisco,Franea,balancar,saia branca,Franga,Franca,pilar branco,,,,,,,,,,,
384,indignacao,Nac,"Sao da Encar-
nacao",Nacao,,,,,,,,,,,,,,,,
385,Sua Csa,Venha ca,Venha,,,,,,,,,,,,,,,,,
386,Caminhante,caminlo,Minho,"ma
caminho",Caminho,,,,,,,,,,,,,,,
387,"E1

vI",Virgilio,Virgens,Santa Virginia...,Santa Virginia,Parto da Santa Virgem,adoracdo da Virgem,Santa Virgem,,,,,,,,,,,,
388,Iaboriosa,Ofertorio,lavatorio,Osorio,Purgatorio,,,,,,,,,,,,,,,
389,Ciu,Ciumes,merciuio,jeium,ciume.-,,,,,,,,,,,,,,,
390,Ola,Lai,Polais,laijes,Olal,Olai,,,,,,,,,,,,,,
391,maie,azfama,mamd,Gamacho,mais?-,mamai,,,,,,,,,,,,,,
392,ubora Vivia,Vlvia,ES,Vivia,movia,Via,,,,,,,,,,,,,,
393,Beiio,Inter-,PolLeLinterno,"RU
Intengao",intengiio,,,,,,,,,,,,,,,
394,Natrio,Tlberio,Rio,periodicol,Calvario,serio,rio,Os6rio,,,,,,,,,,,,
395,aguas do marl,ma alma,Chao de Macas,palmas de martires,Joao das hiscas de cgarr,NLLYehas anedotas de frades,,,,,,,,,,,,,,
396,dizia.-,Jdia...,Belo homem,"dizia.- Homem de
familia...",,,,,,,,,,,,,,,,
397,lorpa,Louvores,florescencla,Flores,Loreto,"tam-
bores",,,,,,,,,,,,,,
398,"bom
Marques",Porque,Vasques,Marques,,,,,,,,,,,,,,,,
399,CRIII,OCRIIIT(I,"Io
sio
oIIE",QRIIE,cRIIE,,,,,,,,,,,,,,,
400,pondia,indiferenga,Indigis,Ndio,preendia,brandia,reprcendia,India,,,,,,,,,,,,
401,Alipio de Vasconcelos Godinho,din,Godinha,Godinho,Godinhos,,,,,,,,,,,,,,,
402,Drocozinho,parocozinho,Gansozinhos,Joaol,pirozinho,Joaozinho,,,,,,,,,,,,,,
403,Benfica,Oficio,ficl,,,,,,,,,,,,,,,,,
404,"Leiria
Passearam","aCavour de
Leiria",Lciria,Feirio,Onde Leiria,Leiria,,,,,,,,,,,,,,
405,paixao extatica,caixao de galoes,Sa paiixao,cabeea baixa,Baixa,paixao,,,,,,,,,,,,,,
406,Conhecia-a,"Reco-
nheceu S. Sebastiao",Lully,Conheci,,,,,,,,,,,,,,,,
407,Maia,baia,ADHE,Baia,,,,,,,,,,,,,,,,
408,"Bem Pblicol
Onde",replica,Republica,,,,,,,,,,,,,,,,,
409,Meditacao,Imitaco,Meditacdo,,,,,,,,,,,,,,,,,
410,"bom
Ferraio",Ferrao,bom Ferraio,Ferrao-,Ferraio,,,,,,,,,,,,,,,
411,Padre-Mestre,Pis,padre-mestrel-,Padre-Mestrel-,,,,,,,,,,,,,,,,
412,Mise-,Natureza,"Mise-
eatur",,,,,,,,,,,,,,,,,
413,Cheguem-se,Chegara,Cheguci,,,,,,,,,,,,,,,,,
414,cdar,Mudar,Dara,Acordara,pDara,Engordara,,,,,,,,,,,,,,
415,sobrc,sobrctudo,Sobe,sObrCtudo,,,,,,,,,,,,,,,,
416,PROLAE 1RLARA3,Via-o,larania,Via-Claral,Devia-a,Via-Clara,,,,,,,,,,,,,,
417,crlanga,Imissa,missanga,Mangara,,,,,,,,,,,,,,,,
418,Rg.3,"portao
fechalo",Feche,Rabicho,Fechou,,,,,,,,,,,,,,,
419,PA,Vejo,Tejo,,,,,,,,,,,,,,,,,
420,baiuca,Rucal,agucar,Ruca,Nuca,,,,,,,,,,,,,,,
421,riquinhol,Dbrinho,uinze,Carlinhos,Inglesinhos,Longuinhos,banuinho,I1-,,,,,,,,,,,,
422,pobreza.-,Nobres,Abre,lugubre,Pobre Teles,Pobre,,,,,,,,,,,,,,
423,Roda,Todaos,,,,,,,,,,,,,,,,,,
