cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
303.0,Menino,Menina,,,,,,,,,,,,,,,
304.0,Pano,"R0
ra",So6,Panorama,"Pano-
rama",,,,,,,,,,,,
305.0,Alameda Velha,Alameda,alameda,,,,,,,,,,,,,,
306.0,Alcobagca,serra de Alcobaca,Alcobagea,Alcobaca,"Brito de
Alcobaca",,,,,,,,,,,,
307.0,Debalde,Baldeschi,Descia,,,,,,,,,,,,,,
308.0,Livre,Medroso,Livros,,,,,,,,,,,,,,
309.0,Carne,Encarnada,CARNE,,,,,,,,,,,,,,
310.0,planeariam,ariastlcn,Sacrificaria,fard,Mouraria,Faria,Marialva,Chafariz,,,,,,,,,
311.0,Percebia,Percebera,,,,,,,,,,,,,,,
312.0,Face,Pacatinlo,satisfacaio,satisfac,,,,,,,,,,,,,
313.0,marroquim,Martyres,Mar,mara,,,,,,,,,,,,,
314.0,"Ceu
l",Ceu,Ceu...,ceu,Ceus,,,,,,,,,,,,
315.0,Dulcineia,Leia,Leia Gravatas,Baleia,,,,,,,,,,,,,
316.0,Pires,Tres,Louvores,londres,Coreto,florescencla,Flores,Arvore,ores,"tam-
dores",,,,,,,
317.0,colera,Colegas,,,,,,,,,,,,,,,
318.0,razao,Razao,,,,,,,,,,,,,,,
319.0,placide,Judeia,"Ca o
IDeIa",oDEIA,aldeia,iDeia,,,,,,,,,,,
320.0,patrio Godinho,Godinha,"RO
Godinho",Alipio de Vasconcelos Godinho,din,Godinho,Godinhos,,,,,,,,,,
321.0,Arregacal,Cortegaca,pe da Cortegaca,,,,,,,,,,,,,,
322.0,Valeu,cavalete1,vale,,,,,,,,,,,,,,
323.0,pe da Gastos,barra da cama,pe da chamin,pe da velha,"pe da
cama",Sua Casa,s6 da a,pe da mae,Arvore da Cren-,pe da cama,,,,,,,
324.0,Saber6lo,Sabel,Sabes,Saber,abencoadora,Sabe,Sabe-hands,,,,,,,,,,
325.0,confessal,Madrid,Abades,Madre-Abadessa,,,,,,,,,,,,,
326.0,Apro-,Respeito,Aproeito,,,,,,,,,,,,,,
327.0,Perfeito,Sitio,Feitio,,,,,,,,,,,,,,
328.0,Mogno,Jogo,Pa-,bom mogo,bom paio,,,,,,,,,,,,
329.0,Engordara,Laboriosa,Laboranti,Taborda,trasborda,,,,,,,,,,,,
330.0,Amor;Raparigas,paris,ParIs,Paris,,,,,,,,,,,,,
331.0,"Delirio-
sarmento",Carmen,Casamento,Sargento,Trento,Sarmento,,,,,,,,,,,
332.0,Causava,viseu,causeuse,,,,,,,,,,,,,,
333.0,Sao coisas ue,sao carolina,Sao,Sao baptizados,sao ca,,,,,,,,,,,,
334.0,Laudo,Tudo,Nobres,Cais do Sobre,Abre,Pobre,sObrEtudo,,,,,,,,,,
335.0,"minha madrid
nha",Tinha,galinha gorda,Tinhamos,Tinham-no,chapinhando,Mantinha da Baixa,TInha,anaol Tinha,,,,,,,,
336.0,Deixa,Deixa-las,Deixa-la,,,,,,,,,,,,,,
337.0,mamai,mam,,,,,,,,,,,,,,,
338.0,Egipto,regiao,,,,,,,,,,,,,,,
339.0,coimbra,Assombrado,Coimbra,,,,,,,,,,,,,,
340.0,Cansadinho,Cansado,,,,,,,,,,,,,,,
341.0,Havanesa,Olha,Olhavam-no,Olhava,,,,,,,,,,,,,
342.0,"S. Joaneiral
Grande","casa da
snr",S. Joao da Foz,S. Joaneilra,"casa de
S. Joaneiral--","Ameliazinha da S. Joaneiral
- Que me",casa da S. Joaneiral,casa da S. Jo-,,,,,,,,,
343.0,palrava,Procurava,Ignorava,tonturas,Costurava,saturava,Natureza,,,,,,,,,,
344.0,mar-me da janela,Janelas,pe da janela,,,,,,,,,,,,,,
345.0,"pe da
Prata",Grata,Prata,Prata...,,,,,,,,,,,,,
346.0,Aquises 1O,Aqul,Raquitico,Aquilo,Aqui,,,,,,,,,,,,
347.0,Ameliazita,Ameliazinhal,Ameliazinha-,ceiazinha,Ameliazinha la,Amellazinhal Perdoa,Ameliazinha,,,,,,,,,,
348.0,Coitadinha,Freitas,Coitada,Coitaditas,Coitadita,,,,,,,,,,,,
349.0,Inimigo,fatima,Digo,Fatigou,,,,,,,,,,,,,
350.0,Relia,Santa Amelia-,Amelia s6,"leo de
Arrelia",Infame,Amelia,Amelia-,,,,,,,,,,
351.0,Desavergonhada,Pego,Cegonha,,,,,,,,,,,,,,
352.0,terra,Terra-Nova,serra,Terras,Irral,Terra,aterrado,Inglaterra,,,,,,,,,
353.0,MIA RU,A RU,,,,,,,,,,,,,,,
354.0,Utopia,copia,,,,,,,,,,,,,,,
355.0,Barroca falar,Barroca,"estrada da
Barrosa",Barrosa,cigarros.-,Barrosa-,Rosa,,,,,,,,,,
356.0,China,balburdia,Medicina,Albina,Paulina,,,,,,,,,,,,
357.0,bocejo,Vejo,Tejo,,,,,,,,,,,,,,
358.0,Grande galhofa,Grandioso,Grande,,,,,,,,,,,,,,
359.0,Figueira,Trigueiros,estrada da Figueira,Trigueira,,,,,,,,,,,,,
360.0,Cometera,com-,Come-,Comega,Pega,,,,,,,,,,,,
361.0,La vera,Pudera,Vera,Comecos da Primavera,ERA ne-,,,,,,,,,,,,
362.0,pesoss,Ditosos,Gansosinho,Gan-,Gansosos,,,,,,,,,,,,
363.0,Caspitel-,Caspitel,,,,,,,,,,,,,,,
364.0,Deixe,Deixem,,,,,,,,,,,,,,,
365.0,Jalete,saleta,Salema,,,,,,,,,,,,,,
366.0,Provenha,Venho,Venha ca,Venha,,,,,,,,,,,,,
367.0,Dois M-,Mundo',Dois,Dois Mundos,,,,,,,,,,,,,
368.0,Provarei,devota.-,provotu,,,,,,,,,,,,,,
369.0,Santo Ignacio,Imita o de Santo Ignacio,Bendito,"Santo Ignacio
Bendito",,,,,,,,,,,,,
370.0,Onde,Ceu nao findava.- cOnde,rua dos Condes,Aonde,"condessa.-
Bastante",Condes,,,,,,,,,,,
371.0,Esquife,Vasques,Esque-,,,,,,,,,,,,,,
372.0,Macaco e da Baleia,Acaso,Maca,Macaco,,,,,,,,,,,,,
373.0,Encarou,Aiaro,Aharo,Carocho,Caro,,,,,,,,,,,,
374.0,Garriffaldi,Maldito,Inulsigao,Maldigaol,amaldicoava,Diga,,,,,,,,,,,
375.0,Ninguem,Chegara,Segue-,Cheguem-se,,,,,,,,,,,,,
376.0,"ma
caminho",Minho,Caminhante,Caminho,,,,,,,,,,,,,
377.0,Feira,Beijo,Vira,Pereira,trapeira,Riram,Brincadeiras,Gargalheira,Pimentas da Poeira,Gralheira,Madeira,Expirar,Cabeleira,Beira,Moreira,,
378.0,I.paninho3,"Libaninho de luvas pretas
cravo ao peito","Libaninho mur-
morava",banuinho,Joaninha,Libaninho atris,Saiba,Libaninho,,,,,,,,,
379.0,Rugas Estas,Esta-me,rua Repastava,Voltava,Estalar,Estave,Repastava,Instava,Estava,,,,,,,,
380.0,Nio,ue nio,nio,,,,,,,,,,,,,,
381.0,Tem,Temo-la,,,,,,,,,,,,,,,
382.0,chap,Manchas,chamin,Michaela,Achara,Chalacal,cha,chan-,,,,,,,,,
383.0,Voce,"Leiria
---",Onde Leiria,Leiria,"Leiria
--- Voce","Cusl
--- Nao",,,,,,,,,,,
384.0,Iarselhesa,Ihe,Impunham-Ihe,Lethes,Ihes,,,,,,,,,,,,
385.0,amizade.-,Ciumes,ciume.-,,,,,,,,,,,,,,
386.0,"Se-
hor",Disse-mo,Se-,,,,,,,,,,,,,,
387.0,Nsia,nsia,,,,,,,,,,,,,,,
