cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
270,Estupido,SIDO,Tito-Lido,Ferido,,,,,,,,,,,,,,,,
271,Eu,panelinha,galinha gorda,Covinha,Vinha,VInha,,,,,,,,,,,,,,
272,Traste,"monte do
Castela",Castelo,Castaldus,casaste,,,,,,,,,,,,,,,
273,Vossemec,Nemeia,Ameias,Nem,,,,,,,,,,,,,,,,
274,Preparos,rouba,Preparou-a,Parou,,,,,,,,,,,,,,,,
275,Encarou,Anaro,Aharo,Aivaro,Caro,Carocho,,,,,,,,,,,,,,
276,Estoico,Est,Nasceste,Foste,Esteia,escreveste,,,,,,,,,,,,,,
277,Certissimo,Santissimo Sacramento,"Santis-
sima Trindade","Santissimo
Sacramento",Santissimo,Santis-,missanga,,,,,,,,,,,,,
278,Amparozinho,Amparo-,Amparo da botica,"Amparo
da botica",Amparo,,,,,,,,,,,,,,,
279,1E DO  D E  M,Arco do Triunfo,pingo do rape,lajeado do largo,"Rua espa-
nada do modo do",p do rio,alto do Golgota,casa do inferno;-,reino do Ceu,Sol do Poente,Cat DO DE,E1 DO   D,U,,,,,,,
280,Balc,Abalou,Debalde,Heliogabalo,Pombal,balburdia,,,,,,,,,,,,,,
281,Porta de Ouro,casa de braga,victoria de Deus,Aldeia de Honra destruido.l,"cosia de
luneta",ria de pe,,,,,,,,,,,,,,
282,Assunto,Ossuna,redacgcao,Assungcao,,,,,,,,,,,,,,,,
283,Dizem-,zas,dize ca,acre ca,dizer:- Fiz,,,,,,,,,,,,,,,
284,velha,Ajoelhado,Esguclhas,Esguelha,Esguelhas,,,,,,,,,,,,,,,
285,Pascoal Bailao,Damasco,Pascoa,,,,,,,,,,,,,,,,,
286,S. Carlos,Carlos-,Carlota,,,,,,,,,,,,,,,,,
287,Cacetel,saleta,Lethes,cavalete1,Jalete,,,,,,,,,,,,,,,
288,Parto da Santa Virgem,"E1

vI",Virginia,virginia,Santa Virginia...,Santa Virginia,Santa Virgem,,,,,,,,,,,,,
289,Deixem,Deixe,Deixa-las,Deixa,Peixoto,Deixa-la,,,,,,,,,,,,,,
290,Citava,necessita,Necessitava,,,,,,,,,,,,,,,,,
291,Campos Delirio,Impossibilis,conego Campos,Campos,,,,,,,,,,,,,,,,
292,Cegonha,Pego,Pega,,,,,,,,,,,,,,,,,
293,pe da velha,Arvore da Cren-,pe da Gastos,"pe da
cama",pe da chamin,barra da cama,s6 da a,pe da cama,Sua Casa,pe da mae,,,,,,,,,,
294,derrancada,Branca,saia branca,Vila Franca,Franga,Branca Divagava,Franca,,,,,,,,,,,,,
295,boceiando,Mundo',Ndo,,,,,,,,,,,,,,,,,
296,Natrio,rio,Rio,Os6rio,,,,,,,,,,,,,,,,
297,Caminhante,"ma
caminho",Minho,Caminho,,,,,,,,,,,,,,,,
298,Agonia,Antonia,Harmonia,Antonio,,,,,,,,,,,,,,,,
299,baixo d,Baixa,Baixo bravo -,Baixo bravo,,,,,,,,,,,,,,,,
300,ruinas,sotainas,Quinas,,,,,,,,,,,,,,,,,
301,tira-mo:-,Tirado,Tira-mo,Atirava-se,,,,,,,,,,,,,,,,
302,Osorio,Oratorio,lavatorio,Purgatorio,,,,,,,,,,,,,,,,
303,Colegas,egua,legua,,,,,,,,,,,,,,,,,
304,pesoss,Gansosos,Gan-,Gansosinho,,,,,,,,,,,,,,,,
305,amizade.-,patife.-,Ciumes,ciume.-,,,,,,,,,,,,,,,,
306,Sao,Sao baptizados,Sao coisas ue,sao carolina,sao ca,,,,,,,,,,,,,,,
307,almada,Pal upa,palmas,palmas de martires,,,,,,,,,,,,,,,,
308,Legenda,Suspenda,,,,,,,,,,,,,,,,,,
309,Golgota,Sul-,Janota,"RU0
Janota",,,,,,,,,,,,,,,,
310,Arregacal,pe da Cortegaca,Cortegaca,,,,,,,,,,,,,,,,,
311,Josefal,T 1E  I AI0,Jose Miguel!,Jose Iguaes,,,,,,,,,,,,,,,,
312,PolLeLinterno,Inten-,intengiio,,,,,,,,,,,,,,,,,
313,vigilia,Biblia,I1,Aclia,,,,,,,,,,,,,,,,
314,xXIII,"rg1IN,1III",III--0,Napole III,III O,roxO,O1III,OCRIIIT(I,"Iii',2",Eiiiiircicaieii,IIInpAIR  W,III,,,,,,,,
315,dizia.-,Belo homem,familia,"baui de
lata","dizia.- Homem de
familia...",,,,,,,,,,,,,,,
316,UM1II,UM1E,A(;,"um1,P",,,,,,,,,,,,,,,,
317,"bom
Marques",POrque,Porque,Vasques,Marques,,,,,,,,,,,,,,,
318,Meditando,IMitando,Imita,,,,,,,,,,,,,,,,,
319,Indigna,Prendia-a,Ndio,brandia,India,,,,,,,,,,,,,,,
320,Rapaz-,Espavorida,Evora,apavorads,pavor,,,,,,,,,,,,,,,
321,Moral,Morais,Cabrais,,,,,,,,,,,,,,,,,
322,patrio Godinho,Godinha,Alipio de Vasconcelos Godinho,din,"RO
Godinho",Godinho,Godinhos,,,,,,,,,,,,,
323,Aquella,"dc
paquete",Aquela,,,,,,,,,,,,,,,,,
324,Saavedra,L-,Veremos,Havemos,,,,,,,,,,,,,,,,
325,Ses,Seculo,Desconfian,Baldeschi,Descia,Escusa,Escute,Desculpe,,,,,,,,,,,,
326,siastico,Dinastia,lha,Bastilha,,,,,,,,,,,,,,,,
327,Conhecia-a,Conhece,Conheci,,,,,,,,,,,,,,,,,
328,Ia,Cali,Calcula,Eugenia,Manias,insomnia,"PE.e2
g",calumnia,,,,,,,,,,,,
329,Esque-,Eg Ds QUe,quem1,QUe,,,,,,,,,,,,,,,,
330,--mI5F L-,Mr0,,,,,,,,,,,,,,,,,,
331,Carne,Encarnada,CARNE,,,,,,,,,,,,,,,,,
332,replica,Republica,,,,,,,,,,,,,,,,,,
333,Entra,Dentro,controvrsia,Introibo,Entro,,,,,,,,,,,,,,,
334,Sc,Figueira,estrada da Figueira,Trigueiros,Trigueira,,,,,,,,,,,,,,,
335,Longos,Longas,Ionge,Longuinhos,LonGa,,,,,,,,,,,,,,,
336,Anoitecer,Boas-noites,e2gl2kls-noite,,,,,,,,,,,,,,,,,
337,Largo,Aucla,Via-o,Devia-a,Via-Clara,,,,,,,,,,,,,,,
338,Senhora Carlotal,ma senhora,Senhora da Alegria,boa senhora,Senhora da IEncarnacao,"minha
senhora",Senhora e dos Homens,"senhor dou-
tor",Amaro:-O senhor,minha senhora,senhor2,Senhora do Rosario,Senhor-,Senhora da Incarnacao,"Senhora das
Sete Chagas",Senhora,,,,
339,Novaisitos,Nova devogcaio,Praia Nova,silvas,bom Novas,Novas,,,,,,,,,,,,,,
340,Pre,Sempre,Represen-,Pregado,pre,,,,,,,,,,,,,,,
341,baiuca,A Nuca,Rucal,Ds,Nuca,,,,,,,,,,,,,,,
342,Obrigada,Brigida,Obriga,--- Obrigado,Obrigado,,,,,,,,,,,,,,,
343,adormecida,Trindade,cidade1,Brutalidades,vencIda,Cuidado,CIDADE,,,,,,,,,,,,,
344,Nunes,"bom
Ferraio",Ferraio,"Nunes
Ferrara",,,,,,,,,,,,,,,,
345,Outono,Outr-,Utopia,Doutor,,,,,,,,,,,,,,,,
346,Provenha,Venha ca,Venha,,,,,,,,,,,,,,,,,
347,Vadios,Adian-,Judia,invadia,,,,,,,,,,,,,,,,
348,Minta,Sintra,Sinto,,,,,,,,,,,,,,,,,
