cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
266,Capellão,Apezar,repellia,Capella,Capelas da Batalha,,,,,,,,,,,,,,
267,chamma da sua Idéa—«a,Chaminús,chamma alta da vela,chammas,Chama,chamma,,,,,,,,,,,,,
268,"der-
radeiro anno de",Janela,Vocabulario de Bluteau,Concilio de Toledo,Rio de Janeiro,"pi

rigão de malha",Janeiro,Mendo de Sobreiros,Lopo de Barão,,,,,,,,,,
269,entre,Entra,Hotel Central,& Central,Centro,Entrudo,,,,,,,,,,,,,
270,Mosteiro de Risadas,Mosteiro de Craquêde,Sur,"Mosteiro de
Recadoães",mosteiro de Lordão,mosteiro de Recadoães,Recadoães,,,,,,,,,,,,
271,Novecenios,"Nove-

    

la",Nove-,,,,,,,,,,,,,,,,
272,São Rei,Freixos,Jurei,toreia,Rei,Afli-,Areia,Virei,,,,,,,,,,,
273,arraial seguro,carrascão,Arrancou,Arranja,"barranco padre-
goso",,,,,,,,,,,,,,
274,Mo,es della,Ha n'ella,bagatellas,nella,canellas,nellas,"Honra de
Canellas",Della,,,,,,,,,,
275,Julho,"Velho

 

— Queria",Baluarte-Velho,Velhos,Vel-,Poço Velho,Velho,Sa-,Natal o Velho,,,,,,,,,,
276,Ir-,Atraz,d'Atraz,,,,,,,,,,,,,,,,
277,Toledo,Soledad,Ai Soledad,,,,,,,,,,,,,,,,
278,Magicas,Genealogica,Pedagogicas,,,,,,,,,,,,,,,,
279,Tolhida,Recolheu,Olhe,,,,,,,,,,,,,,,,
280,"Espi-
gal...",...,"Te-
jo...",,,,,,,,,,,,,,,,
281,Affon-,Affonsina,Affonso,afonso Gomes,,,,,,,,,,,,,,,
282,Sul,torcido so-,do Sul,,,,,,,,,,,,,,,,
283,banco de pedra,"banco de
pedra",,,,,,,,,,,,,,,,,
284,ria da Tarde,"ir-
mã",Praça da Liberdade,"Praça da Pra-
maria",,,,,,,,,,,,,,,
285,Almas,Cruz,«Cruz das Almas,Cruz das Almas,,,,,,,,,,,,,,,
286,botica,Lyra,Justica,"Po-
liítica","Pol-
tica",Política,Pol-,Polyphemo,,,,,,,,,,,
287,Tipoia,Post-Escripto,Opposi,Mariposa,,,,,,,,,,,,,,,
288,vae elle,d'elle,ria elle,"a
elle!",Ah,elle,são delle,Belleza,,,,,,,,,,,
289,agua limosa,"vinus facil di
mos",Moscatel,Jantámos,Fazemos,Formosa,Mos-,Asylo,Démos,,,,,,,,,,
290,Cêdo,Barco,Barôo,"Bar

 

lo",barbara,bom Barõo,Bar-,las Barbaças,Barõo,Baroneza,,,,,,,,,
291,Cidadelhe,Humanidade,solemnidade,Meia-idade,Cidade e as Serras,Cidade,Realidade,Novidades,Cidadela,,,,,,,,,,
292,Appareça,caleche apparatosa,Appareceria,Appareço,,,,,,,,,,,,,,,
293,Racha do Oiro,Bacharel,Achas,Puxou,Epocha,,,,,,,,,,,,,,
294,Duquesa,Querida,Quero,Qualquer,Queres,Quer,— Quem,,,,,,,,,,,,
295,Embaixada,"es
baixo da",Baixa,,,,,,,,,,,,,,,,
296,pa-,"Espa-
nha n'uma pandega",Espa-,,,,,,,,,,,,,,,,
297,caricias,Policia,pudicicia,Vicio-,,,,,,,,,,,,,,,
298,Revista do,Sunt Lucryme Revistarum,Revista,,,,,,,,,,,,,,,,
299,"Claro-
Sul",Est claro,Claro-Sol,sé,,,,,,,,,,,,,,,
300,Ironia,Gonzaga,zenia,Agonias,agonisava,,,,,,,,,,,,,,
301,atravez do casarão,atravez das sen,Traves,Atravez,,,,,,,,,,,,,,,
302,Flor da Torre,"Fidalgo da Torre es
tella de repente",Fidalgo da Torre chegára,Fidalgo da Torre des,jardim da Torre,"Fidalgo
da Torre","Fidalgo da Torre es
tella",Poço da Esquecida,Olha o Fidalgo da Torre,Fidalgo da Torre,"Fidalgo da Tor-
re","Es

ção do Fidalgo da Torre","Fidalgo da
Torre",,,,,,
303,pac,acaci,Pacien-,,,,,,,,,,,,,,,,
304,"S. Fui-

 

genio",S. Fulgeneio,Fuião,Governo do S. Fui-,"Governo do S. Fui-

genio",S. Fui-,,,,,,,,,,,,,
305,Numero,Perola,perola,,,,,,,,,,,,,,,,
306,goa,Lamego,legoas,,,,,,,,,,,,,,,,
307,Sr-,Donas,Rica-Dona,Dona,,,,,,,,,,,,,,,
308,convento de S. Domingas,Convento de Santa-Brigida de Oliveira,convento de Santa Thereza,Convento de Santa Bra-,Ainda de Santa,Convento de Santa,"U Bento de
wazida",Conviviam,Convento de Franciscanos,"convento de Santa
Cha",convento de S. Bento,,,,,,,,
309,Por-,for-,,,,,,,,,,,,,,,,,
310,Nascimento Nacional,ão dos Proprios Nacionaes,Proprios Nacionaes,,,,,,,,,,,,,,,,
311,Carcere-Rebro,We/-,"re-
cuae",Re-,,,,,,,,,,,,,,,
312,Pharmacia,Nympha,petroleo,pharol,,,,,,,,,,,,,,,
313,Toros,Tor,Oratorio,Torto,Torn,,,,,,,,,,,,,,
314,Choupal,Paschoal do Quinto-Anno,Paschoal,feijoal,,,,,,,,,,,,,,,
315,D'Oliveira,Hospital d'Oliveira,Oliveira...,casas d'Oliveira,"Oliveira

São","Sr. Governador
il oLiveira",d'Oliveira,"Governador
vil d'Oliveira",Oliveiras,Oliveira,"Bispo
de Oliveira",Historia da Sé d'Oliveira,Clarim dºOliveira,,,,,,
316,Portugue-,Portugueza...,Portugueza,Portuguezes,Meia-Idade Portugueza,Meia-Edade Portugueza,,,,,,,,,,,,,
317,ES,Í,solá,Sol,,,,,,,,,,,,,,,
318,Pelestina,Estirado,Estive,Cortina,Palestina,,,,,,,,,,,,,,
319,Cousas,Balsas,Jerusal,Hymno,Musas,,,,,,,,,,,,,,
320,Francezes,Menezes,Mezes,bezerro,,,,,,,,,,,,,,,
321,pagára,"Passára
ahi",Crassa,Passos,Passára,,,,,,,,,,,,,,
322,Edade,Saudade,Piedade,Fgadelos,,,,,,,,,,,,,,,
323,Palha-Cã,"toa-
lha",Sevilha,bulhas,assoalhar,"Milhares da
Sophia",Sóôlha,Olha,guedelha,Sôlha,Folhas,,,,,,,,
324,Amainae,Maio,Maior,,,,,,,,,,,,,,,,
325,Museu,Jã,Duas Mil Virgens,Duas,,,,,,,,,,,,,,,
326,Enfiado,Ajudado,Soldado,Açodado,,,,,,,,,,,,,,,
327,d'Alvaralhão,Alva-do,Alvaralhão,,,,,,,,,,,,,,,,
328,Souão,largueza dos campos,casa do Titó,Casa dos Cunhnes,casa das,"casa dos
Souzas",,,,,,,,,,,,,
329,Borguinhão,guida,Erguido,,,,,,,,,,,,,,,,
330,Ceilão,morangal,bengalinha,Sás,bengalão,,,,,,,,,,,,,,
331,Corin-,gorda,Geral da Corda,Cordel,Corda da poltrona,Corõa,Borda,Corda,Ordens,,,,,,,,,,
332,Modifica,Fica-,Fica,,,,,,,,,,,,,,,,
333,"Rosina
Rio-Manso","Visconde de
Rio-Manso",Visconde de Rio-Man-,Rio-Manso,tio-Manso,DE,,,,,,,,,,,,,
334,Palacio,Sala,Feio,Palaeio,Palavras,,,,,,,,,,,,,,
335,Fallam,cavallariços,valla,cavallariaça,Cavallo-,Cavallari,,,,,,,,,,,,,
336,RANIRES,patrõa Pires,"botica
do Pires",Pires,,,,,,,,,,,,,,,
337,creança,Franefort,Casa de França,Bemaventurança,Franziu,tança,França,,,,,,,,,,,,
338,Extraordinario,cérca do Seminario Novo,Seminario,,,,,,,,,,,,,,,,
339,Quan-,Quaes,Quan,Emquanto,,,,,,,,,,,,,,,
340,fído da Ariosa,Temerario,Desvario,Ariosa,Rios,,,,,,,,,,,,,,
341,Im-,Lenda,fenda,Fazendas,,,,,,,,,,,,,,,
342,Cavado,Riba-Cõa,"Riba-
Cavado",Riba-Cavado,,,,,,,,,,,,,,,
343,Fabrica de Vidros,Maricas,Fabrica,d'Abril,,,,,,,,,,,,,,,
344,Sensibilisado,Arremessado,baptisado,,,,,,,,,,,,,,,,
345,Guiomar,Diplomacia,Toma,Roma,Mafoma,,,,,,,,,,,,,,
346,Pinhal,azinhaga,nhal,azinhal,Môezinha,,,,,,,,,,,,,,
347,Cama-,Ma-,"Cama-
ras","Cama-
ras...","Bala-
res...",,,,,,,,,,,,,,
348,Deves,vessou,Esteves,Cloves,Sr,Clêves,Silves,,,,,,,,,,,,
349,punhaes,Tristio da Cunha,Cunhaes,,,,,,,,,,,,,,,,
350,Terras,Guerra-,desterra,Queixa-perra,Serras,Serra Morena,Terra,Cerra,,,,,,,,,,,
351,Crime do Padre Amaro,Sueiro,Padre Seguir,bom Padre Sueiro,,,,,,,,,,,,,,,
352,Videira,Madeira,bigodeira,caldeira,bebedeira,Digodeira,,,,,,,,,,,,,
353,Colera,Rebolou,Mitholog,Acolá,Colonia,Colo-,,,,,,,,,,,,,
354,familia Noronha,U Noronha,Noronhas,Borgonha,Noronha,,,,,,,,,,,,,,
355,"Castello
serviçaes",Castello de Peronne,V'além castello Landim,Castella,Castello Affonso,Castelhano,"castello de
Duello",Castellos,castellã,castellão,castello de prôa,Castello de Santa Prendia,Castello de Santa Inteiro,"castello
formoso",Castello,Castela,,,
356,Monsieur,Ensino,Aflonsino,,,,,,,,,,,,,,,,
357,Brincando,Oh,Jejando,divan,Mundo,despendurando,luva,Jouvando,,,,,,,,,,,
358,Largo,lages,"lages do
pateo","anci

ge do Largo",lages do Largo,,,,,,,,,,,,,,
359,Violento,Dr. Ventania,Duzentos,Regimento,Vento,,,,,,,,,,,,,,
360,Terreiro aquelle sulco de espanto,Enterrei,Terreiro do Paço,a-,Guerreiro,chão do Terreiro,João ferreiro,Terreiro,,,,,,,,,,,
361,Torre de Santa Parecia,"Santa
Parecia",Santa Parecia,,,,,,,,,,,,,,,,
362,Murtosa,bastos,Ditosos,"Vo-
tos",Monstruoso,Gottoso,,,,,,,,,,,,,
363,Costa que S. Es,Resposta,Arcos,Costa,Costa Oriental,,,,,,,,,,,,,,
364,João,João Gouveia,Gouveia,Gouveia...,"João

 

Gouveia","João
Gouveia",eia,,,,,,,,,,,,
365,"ribeira de
Crêde",Ribeira do Coice,Ribeirinha,Ribeira sobre a rude,Pu,RIBEIRO,"Ribeira
do Coiee",Ribeira-,Ribeira,,,,,,,,,,
366,"ra-
pina","Louca-
d","sa-
cudindo","a-
Oça",,,,,,,,,,,,,,,
367,io,Pereira da Rosa aprendára,Figueira da Voz,"Pereira
da Rosa",Pereira da Rosa...,canceira d'ensinar,"Pereira

va",poeira da lide,Pereira da Rios,Pereira da Rosa,Pereira,,,,,,,,
368,Junho,Lanhoscllo,Lanhoso,Vípunhos,,,,,,,,,,,,,,,
369,Bellos,Cabello,Tordezello,bella,Mindello,Bello,,,,,,,,,,,,,
370,banco alto,rão muito alto,n'um alto,ceu alto,,,,,,,,,,,,,,,
371,Reformadores,Pecado,"Re-
gedores",Védor,Pec,Pensadores,Peccadores,,,,,,,,,,,,
372,Gago,Vidago,n'este Agosto,Agosto,,,,,,,,,,,,,,,
373,próa,minho,Minho,Caminho de Ferro,"ca-
minho","Tres-
Caminhos",Tres-Caminhos,Caminho,,,,,,,,,,,
374,Snr,"lagar do
Snr",10 Snr,,,,,,,,,,,,,,,,
375,Terreiro da Louv,terreiro da Honra,Terreiro da Louco,Deão da Sé,Terreiro da Louça,Terreiro da Loucas,,,,,,,,,,,,,
376,Manh,Manhã,ámanhã,Alemanha,úmanhã,Amanhã,áúmanhã,,,,,,,,,,,,
377,Princeza,Principes da Christandade,Principe,,,,,,,,,,,,,,,,
378,vegatão,socega,Socega,socego,Socegae,,,,,,,,,,,,,,
379,Titulo,Virtude,Beatitude,,,,,,,,,,,,,,,,
380,Pereira Brasileiro,Brazil,Brazileiro,Pereira Brazileiro,,,,,,,,,,,,,,,
381,Banqueta,escadaria redonda,Torre Redonda,"tanque-
te",tanque redondo,,,,,,,,,,,,,,
382,Chronica,arcebispo de Thessalonica,Thessalonica,,,,,,,,,,,,,,,,
383,Alemtejana,"Alem-
oéjo",Alerta,Vejo,Alemtejo,Tejo,,,,,,,,,,,,,
384,Tancarvilles,!,Marvila,d'Marvila,,,,,,,,,,,,,,,
385,Instrução Publica,Obras Publica,Republica,,,,,,,,,,,,,,,,
386,Levita,Annitas,Jesuita,Bonita,Habitava,Fita,,,,,,,,,,,,,
387,Mendonças,Mendonç,Tremendo,Marias Mendonças,alo Mendo,Mendonça,,,,,,,,,,,,,
388,sachristão,Christo,Christãos,christã,Christovam,Christãs,,,,,,,,,,,,,
389,"Habito

 

das fontes seccas do","riacho das
Donas",riacho das Donas,,,,,,,,,,,,,,,,
390,bonito rapaz,"Paio Ramires

Põe",Ramires,Altoça Ramires,Casa de Ramires,Tructezindo Ramires,Prado dos Ramires,Velha casa de Ramires,Paiz,"RAMIRES

Belleza",RAMIES,Paio Ramires,Tiló,,,,,,
391,"Minist-
rio Historico",d'Arte Historica,rio Historico,"quasi
prehistorica",Ai,Quasi,Rhetorica,quasi historica,,,,,,,,,,,
392,Matheus,Athenas,Mathildes,Gramilde,Mathilde,,,,,,,,,,,,,,
393,Tenho,Senhores,Sua Senhoria,soccorro das senhoras Infantas,casa da senhora sua mana...,Senhora das Candeias,Senhora da Boa Morte!,Senhoras Infantas,buço,minha senhora,Senhora da Boa Morte,assenhorearam della,Senhora,,,,,,
394,S,Deputado de Villa-Clara,"Villa-
Clara",la-Clara,Hospital de Villa Clara,Villa Clara,Villa-Clara,,,,,,,,,,,,
395,El-Rei — Goncalo,"RAMO

 

Goncalo",Iv,Goncalinho,Goncalo,,,,,,,,,,,,,,
396,"Es

 

bre",Jebreus,Sobretudo,bre,Pobres,Pobre,,,,,,,,,,,,,
397,Venham,Veneza,Venha,,,,,,,,,,,,,,,,
398,"Santa
Maria de Craquéde",Santa Maria de Craquêde,"cabo de
Santa Maria",Santa Maria de Craquede,dynastia d'Aviz,Hospedaria do Gago,Santa Maria,Santa Maria de Craquéde,Santa Maria de Cra-,,,,,,,,,,
