cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18
246,es della,Ha n'ella,Delas,bagatellas,nella,canellas,nellas,"Honra de
Canellas",Della,,,,,,,,,,
247,Truetesindos,Tructesindo,Truetesindo Mendes Ramires,Tructezindo Ramires,Truetesindo Ramir,,,,,,,,,,,,,,
248,Melhor,Julho,"Velho

 

— Queria",Baluarte-Velho,Velhinha,Velhos,Vel-,Poço Velho,Velho,ahiú vermelho,melhorára,Natal o Velho,,,,,,,
249,Provincia,Provins,Provedor,,,,,,,,,,,,,,,,
250,Toledo,Soledad,Ai Soledad,,,,,,,,,,,,,,,,
251,puz,Populaça,pu,Pu,Puxou,,,,,,,,,,,,,,
252,Comprára,comprehendia,comprehender,Eh,,,,,,,,,,,,,,,
253,Paço...,"Espi-
gal...",Ponte...,...,"Te-
jo...","Bala-
res...",,,,,,,,,,,,,
254,Affon-,Affonsina,Affonso,afonso Gomes,Monstruoso,,,,,,,,,,,,,,
255,Couraça,Graça!—Então,Praia,Praça da Liberdade,vidraça,Graça,Praça,"Praça da Pra-
maria",Centro» da Couraça,,,,,,,,,,
256,Janela,Rio de Janeiro,Janeiro,,,,,,,,,,,,,,,,
257,Recebedoria,bebedo,bebedeira,,,,,,,,,,,,,,,,
258,Concilio de Toledo,banco de pedra,"banco de
pedra",,,,,,,,,,,,,,,,
259,Almas,«Cruz das Almas,Cruz das Almas,,,,,,,,,,,,,,,,
260,Sé,sé,,,,,,,,,,,,,,,,,
261,vae elle,d'elle,ria elle,"a
elle!",Excellencias,elle,são delle,Belleza,,,,,,,,,,,
262,Cidadelhe,Edade,Humanidade,solemnidade,Meia-idade,Cidade e as Serras,Cidade,Realidade,Novidades,Piedade,Cidadela,,,,,,,,
263,Racha do Oiro,Chut,Bacharel,Rachel,Achas,Epocha,,,,,,,,,,,,,
264,Querida,Quero,Qualquer,Macheque,Queres,Quer,— Quem,,,,,,,,,,,,
265,Embaixada,"es
baixo da",Baixa,,,,,,,,,,,,,,,,
266,lamina d'estanho,Pestana,estantesinha,d'estanho,,,,,,,,,,,,,,,
267,ci,caricias,Policia,pudicicia,Vicio-,,,,,,,,,,,,,,
268,Levita,Revista do,Sunt Lucryme Revistarum,Ouviste,Revista,,,,,,,,,,,,,,
269,Tens,Sensibilisado,canceira d'ensinar,Ensino,Aflonsino,,,,,,,,,,,,,,
270,Flor da Torre,"Fidalgo da Torre es
tella de repente",Fidalgo da Torre chegára,Fidalgo da Torre des,jardim da Torre,"Fidalgo
da Torre","Fidalgo da Torre es
tella",Poço da Esquecida,Olha o Fidalgo da Torre,Fidalgo da Torre,"Fidalgo da Tor-
re","Es

ção do Fidalgo da Torre","Fidalgo da
Torre",,,,,,
271,Explendido,Lenda,fenda,Lenço,,,,,,,,,,,,,,,
272,Mertola,petroleo,Perola,perola,,,,,,,,,,,,,,,
273,Cêdo,Donas,Rica-Dona,Monarchia,Dona,Monacal,,,,,,,,,,,,,
274,convento de S. Domingas,Convento de Santa-Brigida de Oliveira,convento de Santa Thereza,Convento de Santa Bra-,Ainda de Santa,Senhor de Santa,Convento de Santa,"U Bento de
wazida",Convento de Franciscanos,"convento de Santa
Cha",convento de S. Bento,,,,,,,,
275,"por-
paes",Por-,for-,,,,,,,,,,,,,,,,
276,Nascimento Nacional,ão dos Proprios Nacionaes,Proprios Nacionaes,,,,,,,,,,,,,,,,
277,Carcere-Rebro,"re-
cuae",Re-,"re-
gou de louvores",Pe-,,,,,,,,,,,,,,
278,Productores,Sr. Doutor,Toros,Doutor,Rhetorica,torcido so-,Tor,Oratorio,Torto,Torn,,,,,,,,,
279,Choupal,Paschoal do Quinto-Anno,Paschoal,,,,,,,,,,,,,,,,
280,D'Oliveira,Hospital d'Oliveira,Oliveira...,casas d'Oliveira,"Oliveira

São","Sr. Governador
il oLiveira",d'Oliveira,"Governador
vil d'Oliveira",Oliveiras,Oliveira,"Bispo
de Oliveira",Historia da Sé d'Oliveira,Clarim dºOliveira,,,,,,
281,lanára n'essa,d'essa,dynastia d'Aviz,sa d'essa,,,,,,,,,,,,,,,
282,Portugue-,largueza dos campos,Portugueza...,Portugueza,Portuguezes,Meia-Idade Portugueza,Meia-Edade Portugueza,,,,,,,,,,,,
283,cérca do Seminario Novo,Asylo,Bazar do Asylo Novo,,,,,,,,,,,,,,,,
284,Pelestina,"Paes-
tina",Estive,Cortina,Palestina,,,,,,,,,,,,,,
285,Ca-,Alca-,pa-,"Louca-
d",Gra-,"sa-
cudindo",a-,A-,"a-
Oça",,,,,,,,,,
286,Tancarvilles,Marvila,d'Marvila,,,,,,,,,,,,,,,,
287,pagára,"Passára
ahi",Crassa,Passos,Sás,Passára,,,,,,,,,,,,,
288,N'outro,n'outro,,,,,,,,,,,,,,,,,
289,Troia,"ro-

imo 5",Numero,"ro-
dedo",Caro,Futuro,virotões,Europa,Ro,bezerro,Rocio,tiro,"Pagar-
rou",,,,,,
290,Feliz,Feio,FE,feijoal,bofet,,,,,,,,,,,,,,
291,d'Alvaralhão,Alva-do,Alvaralhão,,,,,,,,,,,,,,,,
292,Borguinhão,Duvido,guida,mergulhava,Erguido,,,,,,,,,,,,,,
293,Lã,bengalinha,bengalão,,,,,,,,,,,,,,,,
294,Corin-,gorda,Geral da Corda,Cordel,Corda da poltrona,Corõa,Misericordia,Borda,Corda,Ordens,,,,,,,,,
295,Genealogica,Modifica,Bica,Fica-,Fica,,,,,,,,,,,,,,
296,"Rosina
Rio-Manso","Visconde de
Rio-Manso",Rio-Manso,tio-Manso,,,,,,,,,,,,,,,
297,Alerta,Libertava,labutava,Habitava,,,,,,,,,,,,,,,
298,remocava,Fallam,cavallariços,cavallariaça,Caval-,Cavallo-,Cavallari,,,,,,,,,,,,
299,creança,Franefort,Casa de França,Fraca,Bemaventurança,Franziu,fr,tança,França,,,,,,,,,,
300,Accendeu,Tende,Arrendei,Vendilh,Mendes,vende,Samoras de Acender,,,,,,,,,,,,
301,Quan-,Quaes,Quan,Emquanto,,,,,,,,,,,,,,,
302,Inteiro,Mendo de Sobreiros,Mendo de Inteiros,,,,,,,,,,,,,,,,
303,Extraordinario,fído da Ariosa,Temerario,Desvario,Mariposa,Seminario,Ariosa,Rios,,,,,,,,,,,
304,Cavado,Riba-Cõa,"Riba-
Cavado",Riba-Cavado,,,,,,,,,,,,,,,
305,mófa,Fabrica de Vidros,Fabrica,d'Abril,,,,,,,,,,,,,,,
306,Lanhoscllo,Lanhoso,Vípunhos,,,,,,,,,,,,,,,,
307,Pinhal,azinhaga,nhal,Vinha,Rôtinhas,azinhal,cosinha,Môezinha,,,,,,,,,,,
308,punhaes,Tristio da Cunha,Cunhaes,,,,,,,,,,,,,,,,
309,Terras,Terço,Derrava,Guerra-,desterra,Serras,Terra,Cerra,,,,,,,,,,,
310,Crime do Padre Amaro,Sueiro,Padre Seguir,bom Padre Sueiro,,,,,,,,,,,,,,,
311,Torre de Santa Direita,Senhor de Santa Direita,Paço de Santa Direita,Alcova de S.ta Direita,Direita,Castello de Santa Direita,Senhorio de Santa Direita,Paços de Santa Direita,Santa-Direita,"Santa
Direita!","Santa
Direita",Honra de Santa Direita,Santa Direita!,Solar de Santa Direita,Santa Direita,,,,
312,desola,Ol,Solar,Camisola,Claro-Sol,solá,Soldado,Sol,,,,,,,,,,,
313,familia Noronha,U Noronha,Noronhas,Borgonha,Noronha,,,,,,,,,,,,,,
314,"Castello
serviçaes",Castello de Peronne,V'além castello Landim,Castella,Castello Affonso,Castelhano,"castello de
Duello",Castellos,castellã,castellão,castello de prôa,Castello de Santa Prendia,Castello de Santa Inteiro,"castello
formoso",Castello,Castela,,,
315,caracolando,Jejando,divan,luva,Jouvando,,,,,,,,,,,,,,
316,Largo,Larga,lages,"lages do
pateo","anci

ge do Largo",lages do Largo,,,,,,,,,,,,,
317,garganta de Lourenço,Louredo,Louren,,,,,,,,,,,,,,,,
318,Saia Menor,casa da senhora sua mana...,Copinho da Moleira,Senhora da Boa Morte!,Serra Morena,Senhora da Boa Morte,,,,,,,,,,,,,
319,Terreiro aquelle sulco de espanto,Enterrei,Terreiro do Paço,Gutierres,Guerreiro,chão do Terreiro,João ferreiro,Terreiro,,,,,,,,,,,
320,Vosê,Vossa,Vossé,Nosso,vosê,Vossê,,,,,,,,,,,,,
321,Costa que S. Es,Resposta,Paço da Bemposta,Arcos,Costa,Costa Oriental,,,,,,,,,,,,,
322,"ribeira de
Crêde",Hibeibinha,Ribeira do Coice,Ribeirinha,Ribeira sobre a rude,RIBEIRO,"Ribeira
do Coiee",Ribeira-,Ribeira,,,,,,,,,,
323,Largo El-Rei,Largo d'ElRei,"Largo
dEl-Rei","Largo d'El-
Rei",Largo d'El-Rei,"Largo de El-
Rei",,,,,,,,,,,,,
324,Pereira da Rosa aprendára,Figueira da Voz,"Pereira
da Rosa",Pereira da Rosa...,"Pereira

va",poeira da lide,Pereira da Rios,Pereira da Rosa,,,,,,,,,,,
325,ria da Tarde,"Santa
Maria de Craquéde",Santa Maria de Craquêde,"cabo de
Santa Maria",Santa Maria de Craquede,Santa Maria,Santa Maria de Craquéde,Santa Maria de Cra-,,,,,,,,,,,
326,Bellos,Cabello,Gallo,Tordezello,bella,Mindello,Bello,,,,,,,,,,,,
327,bastos,Post-Escripto,n'este Agosto,Agosto,,,,,,,,,,,,,,,
328,minho,Minho,familia,Caminho de Ferro,"ca-
minho","Tres-
Caminhos",Tres-Caminhos,Caminho,,,,,,,,,,,
329,Terreiro da Louv,Louças,terreiro da Honra,Terreiro da Louco,Terreiro da Louça,Terreiro da Loucas,,,,,,,,,,,,,
330,Manchester,Manches,Sancharia,Arronches,Winchester,Sanches,,,,,,,,,,,,,
331,Princeza,Principes da Christandade,Principe,,,,,,,,,,,,,,,,
332,Moreira,Pereira Brasileiro,Cerejeira,Brazil,Brazileiro,Pereira Brazileiro,Pereira,,,,,,,,,,,,
333,"cam-
pos de lide",Debalde,"der-
radeiro anno de",lapides,Vêde,Dem,Crêde,Te-Deum,Vontade,Virtude,Fgadelos,Abbade de Candeia,DE,,,,,,
334,atravez do casarão,pedra do jardim,atravez das sen,Jardim,terraço do jardim,Atravez,atravez do jardim,,,,,,,,,,,,
335,Chronica,arcebispo de Thessalonica,Thessalonica,,,,,,,,,,,,,,,,
336,Marquez do Concão,Duquesa,Marquez-,Porque,Marques,,,,,,,,,,,,,,
337,Alemtejana,"Alem-
oéjo",Vejo,Alemtejo,Tejo,,,,,,,,,,,,,,
338,Vocabulario de Bluteau,"pi

rigão de malha",Barão,Lopo,Lopo de Barão,,,,,,,,,,,,,,
339,entre,Entra,valentias,Violento,Dentes,Oriente,Poente,Sentia,Enternecido,Duzentos,Centro,Regimento,Regente-,Vento,Entrudo,Ent,,,
340,Instrução Publica,Obras Publica,Republica,,,,,,,,,,,,,,,,
341,ssa,Sar,Sacudia,Safa,Sala,Sa-,baptisado,sa,,,,,,,,,,,
342,Mendonças,Mendonç,Tremendo,Mundo,Marias Mendonças,alo Mendo,Mendonça,,,,,,,,,,,,
343,"Habito

 

das fontes seccas do","riacho das
Donas",riacho das Donas,,,,,,,,,,,,,,,,
344,Matheus,Mathildes,Mathilde,,,,,,,,,,,,,,,,
345,Tenho,Senhores,Sua Senhoria,soccorro das senhoras Infantas,Senhora das Candeias,Senhoras Infantas,minha senhora,assenhorearam della,Senhora,,,,,,,,,,
346,aclarava,"estrada de Villa-
Clara",Est claro,Deputado de Villa-Clara,"Villa-
Clara",la-Clara,Hospital de Villa Clara,Villa Clara,laõa,Villa-Clara,,,,,,,,,
347,Rua,Bruxas,Cruz,Drutos,Ru,,,,,,,,,,,,,,
348,El-Rei — Goncalo,"RAMO

 

Goncalo",Goncalinho,Goncalo,,,,,,,,,,,,,,,
349,"sobreveste ne-
gra","Es

 

bre",Ob,Sobretudo,bre,Pobres,Pobre,,,,,,,,,,,,
350,Venham,Venha,,,,,,,,,,,,,,,,,
