cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19
257.0,rvoredo,Credo,Louredo,Louren,,,,,,,,,,,,,,,,
258.0,d'Haveria,Misericordia,Clerigo,Seria,briria,Loteria,Serio,,,,,,,,,,,,,
259.0,Fraca,Monarchia,Monacal,acaci,,,,,,,,,,,,,,,,
260.0,tiro,virotões,botõe,Tavira,,,,,,,,,,,,,,,,
261.0,Porto,Condado Porta-,"Porta-

guedes","Porta-
sal",Porta-,,,,,,,,,,,,,,,
262.0,Afli-,Ali-,Galiléa,,,,,,,,,,,,,,,,,
263.0,Cadeia,Picadeiro,"der-
radeiro anno de",Madeira,,,,,,,,,,,,,,,,
264.0,commis,Commo-,,,,,,,,,,,,,,,,,,
265.0,urze,varzea,,,,,,,,,,,,,,,,,,
266.0,"te-
legrammas",cova negra,telegrammas,telegramma,Telegrammas,,,,,,,,,,,,,,,
267.0,Rocio,Negocios,Deliciosos,,,,,,,,,,,,,,,,,
268.0,Vae,villão,comeco da villa,Vil-,Villas,Villar Mendes,Villa,Tordesillas,Villico,"Villa Ca-
ra",,,,,,,,,,
269.0,Toledo,Ai Soledad,Soledad,,,,,,,,,,,,,,,,,
270.0,Guimarães,Biombo,esguio,Guiomar,,,,,,,,,,,,,,,,
271.0,penedia,Penedo,"Penedo

 

da Saudade",,,,,,,,,,,,,,,,,
272.0,pre rijo,feijoal,Feio,,,,,,,,,,,,,,,,,
273.0,Marte,Arte,Quartel,d'Arte,,,,,,,,,,,,,,,,
274.0,viseiras,"Tecedeiras
Meninas",bebedeira,Tecedeiras,Tecedeira,cedêra,,,,,,,,,,,,,,
275.0,veridico,Paços de Severim,Severa,Severim,,,,,,,,,,,,,,,,
276.0,Racha do Oiro,Achas,Bacharel,Epocha,,,,,,,,,,,,,,,,
277.0,Eleitores,Acceitei,Jeito,Heitosa,Feitos,Peitos,Vomito,sequito,,,,,,,,,,,,
278.0,Côrte,Côrtes,Certesa,,,,,,,,,,,,,,,,,
279.0,Alemtejana,"Alem-
oéjo",Alemtejo,Tejo,,,,,,,,,,,,,,,,
280.0,Obriga-,Obrigado,,,,,,,,,,,,,,,,,,
281.0,mecheu,Chiche,Chefe,Chega,Cheg-,,,,,,,,,,,,,,,
282.0,Humanidade,Cidade e as Serras,solemnidade,Novidades,Cidadelhe,Meia-idade,Cidadela,Cidade,Realidade,,,,,,,,,,,
283.0,"valle
da Rosa",valle estreito,valle muito fundo,"Valle ess

esso",valle surde,valle,Valle de Josaphat,fresco valle,valle de Oriente,"valle
de",,,,,,,,,,
284.0,Obras Publica,Republica,Instrução Publica,Monstruoso,,,,,,,,,,,,,,,,
285.0,chapéo alto,chapéo,chapéo côo,,,,,,,,,,,,,,,,,
286.0,Candida,Landim,vindima,lanôa,,,,,,,,,,,,,,,,
287.0,Casas,Casal Novo,Mal-casada,Cas,Caso,casarão,casaes,,,,,,,,,,,,,
288.0,Baroneza,Leoneses,formoso Leonel,Leonez,,,,,,,,,,,,,,,,
289.0,d'Ultramar,ultrajava,Melodrama,Ultramar,MULTID,,,,,,,,,,,,,,,
290.0,Santa-energia,Perras de Santa Energia,Andar de Santa Energia,"Honra
de Santa Energia",Urgia,"Santa
Energia","em Portugal
Perras de Santa Energia!",Torre de Santa Energia,Santa Energia,Castello de Santa Energia,,,,,,,,,,
291.0,Reinos,Reino p,Reino,,,,,,,,,,,,,,,,,
292.0,Perdão,Cordão,Além-Cordão,Lordão,,,,,,,,,,,,,,,,
293.0,herva,Mercado da Herva,a herva,,,,,,,,,,,,,,,,,
294.0,Coronel Trancoso,arraial seguro,Arranja,Arrancou,Sur,"barranco padre-
goso",carrascão,,,,,,,,,,,,,
295.0,polvarinhos,Vidrinhos,Zambezia,"Vidrinhos
tambem",Tambem,,,,,,,,,,,,,,,
296.0,Elrei de Leão,d'ElRei,ElRei,Elrei,,,,,,,,,,,,,,,,
297.0,Sunt Lucryme Revistarum,Revista do,Revista,,,,,,,,,,,,,,,,,
298.0,gloria,"Historia
«Herculano",ava a velhissima historia da castellã,d'Historia,His-,Historia,"Minist-
rio Historico",,,,,,,,,,,,,
299.0,Toca,Sangria,Bocas,guesugas,bocas de sanguesugas,Minas de Salomão,,,,,,,,,,,,,,
300.0,Imagens,lima,Imagin,Imagina,,,,,,,,,,,,,,,,
301.0,"por-
paes",for-,Por-,,,,,,,,,,,,,,,,,
302.0,bebedo,Recebedoria,Sabe-,Sabedor,Sabes,Saber,,,,,,,,,,,,,,
303.0,N'outro,n'outro,,,,,,,,,,,,,,,,,,
304.0,ahi,Ahi,Sahira,Sahi,sahi,recahiu so-,,,,,,,,,,,,,,
305.0,Castanheiro Patrioti-,Bastardo,Castanheiro,"Castanheiro

  

ro",Castanho-,,,,,,,,,,,,,,,
306.0,Rachel,Delas,Chelas,,,,,,,,,,,,,,,,,
307.0,Idéa,idéa,"fr

idéa de ferias",,,,,,,,,,,,,,,,,
308.0,Mendo de Sobreiros,Mendo de Inteiros,Inteiro,,,,,,,,,,,,,,,,,
309.0,Mitholog,Colonia,Colera,Acolá,Colo-,,,,,,,,,,,,,,,
310.0,Chama,Chaminús,chammas,chamma da sua Idéa—«a,chamma,chamma alta da vela,,,,,,,,,,,,,,
311.0,"Nove-

    

la",Nove-,Novecenios,,,,,,,,,,,,,,,,,
312.0,Christãs,Christãos,christã,Christovam,sachristão,Christo,Iyrismo,,,,,,,,,,,,,
313.0,Real,Situa Real,Hoste Real,A Reliquia,,,,,,,,,,,,,,,,
314.0,Chut,Chumbada,Arribada,,,,,,,,,,,,,,,,,
315.0,Mathilde,Mathildes,,,,,,,,,,,,,,,,,,
316.0,Canta-Pedra,ta-Pedra,Cantapedra,,,,,,,,,,,,,,,,,
317.0,Chefe do Districto,Acto,districto d'Oliveira,Districto,Distrito,Districto do,,,,,,,,,,,,,,
318.0,Rios,Desvario,fído da Ariosa,Ariosa,,,,,,,,,,,,,,,,
319.0,"es
baixo da",Baixa,Embaixada,,,,,,,,,,,,,,,,,
320.0,Poemeto,Rematou,Poema,,,,,,,,,,,,,,,,,
321.0,Sôlha,Sóôlha,,,,,,,,,,,,,,,,,,
322.0,estrada de Oriente,Amizade,Egreja de Amizade,estrada de Amizade,"estrada de Villa-
Clara",,,,,,,,,,,,,,,
323.0,Abbade de Candeia,Torre de D. Ramires,Torre de 1,Torre de D. Ramire,"Torre de D. Ram-
res",Torre de D. Ra-,Torre de D. Ramos,Torre de D. Ram-,,,,,,,,,,,,
324.0,Votam,"Tam-

 

ro-Homem",Tam-,,,,,,,,,,,,,,,,,
325.0,Herdal,Cerdal,,,,,,,,,,,,,,,,,,
326.0,Geral da Corda,gorda,Cordel,Corda da poltrona,Corõa,Corda,Borda,Ordens,Corin-,,,,,,,,,,,
327.0,assoalhar,"pi

rigão de malha",Palha-Cã,,,,,,,,,,,,,,,,,
328.0,armazem do Ramos,"loja do
Ramos","Ramos
do",RAMO,Ramos,Ramo-,Vamos,,,,,,,,,,,,,
329.0,Jebreus,"Es

 

bre",bre,,,,,,,,,,,,,,,,,
330.0,Justica,Justiça,,,,,,,,,,,,,,,,,,
331.0,familia,Italia,Italianos,,,,,,,,,,,,,,,,,
332.0,Claro-Sol,Est claro,"ro-
dedo","Claro-
Sul",,,,,,,,,,,,,,,,
333.0,Simões,Simples,Sim,ass ssimo,,,,,,,,,,,,,,,,
334.0,Nova?,boa nova de prestes soccorro,boa Mi,boa nova,Boa nova,Novas,,,,,,,,,,,,,,
335.0,vella,s Capitulos da Novella,velludo,Novellas,Novella...,Novela,Cotovelo,chã,cabeço d'Avellan,Novella,Avellar,Novellasinh,Novelta,,,,,,,
336.0,"Espi-
gal...","Te-
jo...",...,,,,,,,,,,,,,,,,,
337.0,Hibeibinha,Andorinha,Avesinha,Rôtinhas,cosinha,Velhinha,Laranjinha,Vinha,Graeinha,Varandinha,,,,,,,,,,
338.0,legua,Mãe d'Agua,"egua pu-
lou",egua,Egualmente,sopeando a egua,,,,,,,,,,,,,,
339.0,"Roman-
ce moderno",Roma,Mafoma,Toma,,,,,,,,,,,,,,,,
340.0,Tenho,minha senhora,Sua Senhoria,Senhores,casa da senhora sua mana...,Senhora da Boa Morte!,Senhora das Candeias,Senhora da Boa Morte,assenhorearam della,Senhora,Senhoras Infantas,soccorro das senhoras Infantas,,,,,,,,
341.0,"Ma

rar",Amadis,d'uma ramada,Animada,,,,,,,,,,,,,,,,
342.0,Aço,Paço da Bemposta,Paço...,Paço formoso,Paço,"Paço
manuelino",,,,,,,,,,,,,,
343.0,Gago,n'este Agosto,Agosto,,,,,,,,,,,,,,,,,
344.0,Lousadas,Pousada,,,,,,,,,,,,,,,,,,
345.0,chão do Terreiro,João ferreiro,Guerreiro,Terreiro,Enterrei,Terreiro aquelle sulco de espanto,Gutierres,Terreiro do Paço,,,,,,,,,,,,
346.0,banco alto,n'um alto,rão muito alto,ceu alto,,,,,,,,,,,,,,,,
347.0,Verdade,Fgadelos,Redacções,Piedade,Edade,Saudade,,,,,,,,,,,,,,
348.0,"Bala-
res...","Cama-
ras",Ma-,"Cama-
ras...",Cama-,,,,,,,,,,,,,,,
349.0,Pobres,Sobretudo,Pobre,,,,,,,,,,,,,,,,,
350.0,S. Vicente,Vicente,Licença,,,,,,,,,,,,,,,,,
351.0,jornaes,Major,Jornaes,Annaes,,,,,,,,,,,,,,,,
352.0,"Praça da Pra-
maria",Livraria,"Sete-=
rias",Alugaria,Mariposa,Tabacaria,Avê-Marias,Ave-Maria,Rias,,,,,,,,,,,
353.0,azinhaga,Môezinha,nhal,azinhal,Pinhal,,,,,,,,,,,,,,,
354.0,Freguezia,Meia-Edade Portugueza,Meia-Idade Portugueza,Portuguezes,Portugueza...,Portugueza,largueza dos campos,Portugue-,,,,,,,,,,,,
355.0,"ir-
mã",Ir-,,,,,,,,,,,,,,,,,,
356.0,afan da Eleição,Eleiç,"Elei-
cão",,,,,,,,,,,,,,,,,
357.0,Honra de Parede,Honra,,,,,,,,,,,,,,,,,,
358.0,Ministerio da Fazenda,Gazeta,Fazendas,Védor,Védor da Fazenda,,,,,,,,,,,,,,,
359.0,Barrô-,bom Barrôlo,"bom
Barrôlo",Barrôlo,Barrôlo emmudeceu,,,,,,,,,,,,,,,
360.0,Marcelina do INDEPENDENTE,Marcelina do Independente,,,,,,,,,,,,,,,,,,
361.0,Céo accusa,Alegrias Accusa,Accusa,,,,,,,,,,,,,,,,,
362.0,Gonçlinho,Manuelinho,Coitadinho,Junho,Pelourinho,guardasolinho,Linho,Copinho da Moleira,,,,,,,,,,,,
363.0,Largo El-Rei,El-Rey,El-rei Dom Affon-,El-Rei,"Largo
dEl-Rei",El-rei,,,,,,,,,,,,,,
364.0,Visconde de Rio-Man-,"Rosina
Rio-Manso",tio-Manso,"Visconde de
Rio-Manso",Rio-Manso,,,,,,,,,,,,,,,
365.0,Lamego,moeiros,lameiros,,,,,,,,,,,,,,,,,
366.0,Drutos,Bruxas,S. Bruto,,,,,,,,,,,,,,,,,
367.0,Silves,Silvas,,,,,,,,,,,,,,,,,,
368.0,Alferes,Alferes-Mór,,,,,,,,,,,,,,,,,,
369.0,Borróôlo,Barróôlo,,,,,,,,,,,,,,,,,,
370.0,Comprára,comprehender,Sar,Emprego,comprehendia,,,,,,,,,,,,,,,
371.0,Seculo,Cenaculo,Circulo,Circulos,,,,,,,,,,,,,,,,
372.0,Bravissimo,Bravae,Bravaes,bravio,Derrava,Bravas,aclarava,Levava,Bravacs,tufava,Bravo,,,,,,,,,
373.0,Lopo,Barão,Concilio de Toledo,Vocabulario de Bluteau,Lopo de Barão,,,,,,,,,,,,,,,
374.0,"toa-
lha",Soólha,Sôólha,Sólha,,,,,,,,,,,,,,,,
375.0,"Pol-
tica",botica,"Po-
liítica",Pol-,Polyphemo,Política,,,,,,,,,,,,,,
376.0,LUSTRE,ILUSTRE,ILLUSTRE CA,Casa illustre,ILLUSTRE,,,,,,,,,,,,,,,
377.0,Poço Velho,Vel-,Natal o Velho,"Velho

 

— Queria",Baluarte-Velho,Julho,Velhos,Velho,,,,,,,,,,,,
378.0,leaçova,Aleac,Alcaçova,Aleaçova,,,,,,,,,,,,,,,,
379.0,Bazar do Asylo Novo,Asylo,,,,,,,,,,,,,,,,,,
380.0,Digodeira,caldeira,bigodeira,,,,,,,,,,,,,,,,,
381.0,cemiterio da Villa,Cemitério,Cemiterio,,,,,,,,,,,,,,,,,
382.0,Ensino,Aflonsino,Monsieur,,,,,,,,,,,,,,,,,
383.0,"Espa-
nha n'uma pandega",pa-,Espa-,,,,,,,,,,,,,,,,,
384.0,Academias,Dem,Academica,,,,,,,,,,,,,,,,,
385.0,Truetesindo Mendes Ramires,Truetesindo Ramir,Tructesindo,Truetesindos,,,,,,,,,,,,,,,,
386.0,torcido so-,Sul,do Sul,,,,,,,,,,,,,,,,,
387.0,Marquez do Concão,Porque,Marques,Marquez-,,,,,,,,,,,,,,,,
388.0,Mares,Sevilha,Sophia,"Milhares da
Sophia",,,,,,,,,,,,,,,,
389.0,Explique,Henriques,Ourique,Moçtabique,Manrique,,,,,,,,,,,,,,,
390.0,d'Alvaralhão,Alva-do,Alvaralhão,,,,,,,,,,,,,,,,,
391.0,Bispo de Coimbra,Deslumbrado,Alcaçar de Coimbra,Coimbra Antoninho Morena,Coimbra...,Coimbra,,,,,,,,,,,,,,
392.0,Vocês,Vocemecê,,,,,,,,,,,,,,,,,,
393.0,mattagal,"pa

 

Mas",sos da matta,,,,,,,,,,,,,,,,,
394.0,Dobraram,genebra,Bra-,Obra,braza,Bra,,,,,,,,,,,,,,
395.0,magnolia,melania,melancholia,,,,,,,,,,,,,,,,,
396.0,Valverde a Craquéde,Crêde,Vêde,Craquêde,Craquede,Craquéde,Craquéêde,,,,,,,,,,,,,
397.0,Verídica Inquirião,Anica,Pa E,"Anica es
— Quer",Anica es,,,,,,,,,,,,,,,
398.0,Cabo Verde,vermo,Valverde,vergel,Verde,,,,,,,,,,,,,,,
399.0,Companh,Espantado,d'Hespanha,Ricos-Homens d'Hespanha,Hespanhas,Hespanhoes do Conde de Venavente,Hespanha,,,,,,,,,,,,,
400.0,remocava,Val-,André Caval-,Caval-,,,,,,,,,,,,,,,,
401.0,"Braz
Victoria",Victoria,Braz Vitorioso,Braz Victoria,,,,,,,,,,,,,,,,
402.0,Rua Grande,Poço grande,"Grande Ca-
adriana...",Tanque-Grande,Grande,Mande,Grande Ronda,,,,,,,,,,,,,
403.0,Explendido,fenda,Lenda,Lenço,,,,,,,,,,,,,,,,
404.0,Snr.º D. Arminda,Snr.º D. Graça,Snr.º D. Rosa,Snr.º,Snr.º D. Maria,,,,,,,,,,,,,,,
405.0,Auctor-,Auctoridade Superior,Auctoridades,Productores,Auctoridade do Districto,Auctoridade,,,,,,,,,,,,,,
406.0,Manoel Pereira,Manoel Duarte,Manoel da Adega,"Manoel
Duarte",Manoel Velho,Manoel,Manoelsinho,,,,,,,,,,,,,
407.0,serças,Serpa,Ser,,,,,,,,,,,,,,,,,
408.0,Portella,Sor,Norte,Monforte,Morte,Cortes,Sorte,,,,,,,,,,,,,
409.0,Dezembro,Setembro,Novembro,,,,,,,,,,,,,,,,,
410.0,ermida,permitte,S. Miguel,Ermigues,,,,,,,,,,,,,,,,
411.0,entre,Hotel Central,Centro,& Central,Entrudo,traiçã,Entra,,,,,,,,,,,,,
412.0,Capitulo,Capitanea,Pitta,Hospital,Capital,,,,,,,,,,,,,,,
413.0,"Administrador do Concelho affirmou
-",Ministro,Adininistrador,Ministerio,Administrador do Concelho da Villa,Aministrador,Administra-,Administrador do Concelho,Administração,Administrador,,,,,,,,,,
414.0,Arredores,"be-
guino",Re-,Regedor,"re-
gou de louvores","Re-
gedores",,,,,,,,,,,,,,
415.0,Safa,Largo do Chafariz,"Chafariz

 

 

mir sagrado !",Chafariz,,,,,,,,,,,,,,,,
416.0,Secretaria,Vigario Geral,Secretario Geral,,,,,,,,,,,,,,,,,
417.0,Almas,Cruz das Almas,«Cruz das Almas,Cruz,,,,,,,,,,,,,,,,
418.0,Bernardino,Hospedaria do Gago,Jardim,atravez do jardim,lomba do cerro,terraço do jardim,pedra do jardim,,,,,,,,,,,,,
419.0,Beja,Invas,Vejo,Invejas,,,,,,,,,,,,,,,,
420.0,Largo d'ElRei,Largo d'El-Rei,"Largo de El-
Rei","Largo d'El-
Rei",,,,,,,,,,,,,,,,
421.0,sc some,afonso Gomes,Gomes,,,,,,,,,,,,,,,,,
422.0,Calçadinhas,calçúra,Caçadas,Calçada,,,,,,,,,,,,,,,,
423.0,Minho,Caminho de Ferro,"Tres-
Caminhos",minho,Tres-Caminhos,"ca-
minho",Caminho,,,,,,,,,,,,,
424.0,tro da Bica-Santa,Bica-Santa...,Bica,Bica-Santa,,,,,,,,,,,,,,,,
425.0,Franziu,Casa de França,Franefort,tança,Bemaventurança,creança,França,,,,,,,,,,,,,
426.0,"r
ca",Teixeira de Carredes,Carredes,"Teixeira de
Carredes",,,,,,,,,,,,,,,,
427.0,Enternecido,Dentes,Realmente,Oriente,Regente-,Ent,Poente,,,,,,,,,,,,,
428.0,Fica-,Modifica,Fica,,,,,,,,,,,,,,,,,
429.0,melhorára,ahiú vermelho,Melhor,,,,,,,,,,,,,,,,,
430.0,"riacho das
Donas","Habito

 

das fontes seccas do",riacho das Donas,,,,,,,,,,,,,,,,,
