cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24
183,Graeinha,Egrejinha,Varandinha,Gracinha,Gracinha céron,Torre Gracinha,Grainha,Bruscamente Gracinha,"Gra-
cinha","Oh
Gracinha",,,,,,,,,,,,,,,
184,Peitosa,Jeito,Ditosos,sequito,Feitosa,Feitosn,FE,Heitosa,feijoal,,,,,,,,,,,,,,,,
185,portello das barbacans,"es
baixo da",cirado da barbacan...,eirado da barbacan,grbssa pocirada,Santa Barbara,Racha do Moiro,,,,,,,,,,,,,,,,,,
186,Sahi,Cahio,sahi,Ah,Ahi,ahi,recahiu so-,Sahira,,,,,,,,,,,,,,,,,
187,armazem do Ramos,miradoiro,Hudo dos Ramires,"alto pu-
nho dourado",retiro encanniçado d'hera,Prado dos Ramires,"botica
do Pires",Prdo dos Ramires,"graca dos
tremitos d'aza",,,,,,,,,,,,,,,,
188,Cacr-abraços,Graca,Praca,abraca,Tabaca-,,,,,,,,,,,,,,,,,,,,
189,Nova?,Lova,boa nova,Boa nova,cova negra,,,,,,,,,,,,,,,,,,,,
190,Sorte,Quartel,Norte,Arte,Marte,d'Arte,te,Côrte,,,,,,,,,,,,,,,,,
191,"Treixedo

    

tos mil reis",Marquez de Treixedo,Treixedo,Credo,"Trei-
xedo",,,,,,,,,,,,,,,,,,,,
192,Braz Vietorino,"Braz
Victorino",Braz Victorino,,,,,,,,,,,,,,,,,,,,,,
193,Titulo,bom Titó,Criticos,Titô,Ti,Titó,immenso Titó,,,,,,,,,,,,,,,,,,
194,Auctoridades,Auctoridade Superior,Auctoridade,Authoridade,,,,,,,,,,,,,,,,,,,,,
195,Palha-Cã,"chapéo de
palha vermelha",Tolhida,Olhalvo,Ulha,Solha,"toa-
lha",Sôólha,Recolheu,Sólha,Sevilha,bulhas,Soólha,Ha,Sóôlha,Olha,Olhe,mergulhava,trebalha,Sôlha,MHa,,,,
196,Serdal,Geral da Corda,Cerdal,Cerda,ermida,,,,,,,,,,,,,,,,,,,,
197,ponte da Portella,Joaquim da Porta noticias dos senhores,Joaquim da Horta,"Joaquim da
Copa",Joaquim da Porta,,,,,,,,,,,,,,,,,,,,
198,Telegrammas,telegramma,telegrammas,"te-
legrammas",,,,,,,,,,,,,,,,,,,,,
199,Bofé!,Lisboa do 5,Lishoa,"Lisboa
elles",Boa,Lisboa es,Lisboa tres,Lis-,Lisboa,,,,,,,,,,,,,,,,
200,Mm,Cachamiúz,chammas,Chama,chamma,Epocha,,,,,,,,,,,,,,,,,,,
201,Vocemecê,Almocei,Lyceu,ce,Ceuta,cear,cedêra,Cerreu,Ceylão,,,,,,,,,,,,,,,,
202,opprime,We/-,pos-,Opposi,Lopo,,,,,,,,,,,,,,,,,,,,
203,Reino,São Reis,receioso,Reinos,Acceitei,Freixos,Jurei,Gareia,Rei,Reino p,bom Padre Sueiro,ElRei,d'ElRei,eia,,,,,,,,,,,
204,Juizo,"be-
guino",Borguinhão,beguino,Bernardino,,,,,,,,,,,,,,,,,,,,
205,Sidonia,Bonita,lJonia,Colonia,Colo-,Conviviam,,,,,,,,,,,,,,,,,,,
206,Relho,boa velha,Julho,Baluarte-Velho,la-Velhas,velho Ramiro,Relhos,Poço Velho,rua Velha,Velho,Bica-Velha,melhorára,Hotel Universal,,,,,,,,,,,,
207,arremettida,Remarigues,Arremessado,arremessaria,Enxarez,,,,,,,,,,,,,,,,,,,,
208,Toledo,solemnidade,Soledud,Soledad,Ai Soledad,,,,,,,,,,,,,,,,,,,,
209,"Afri-
ca...",Torre...,Paço...,Coimbra...,egoa...,Gouveia...,Manhi ea Verde...,"Espi-
gal...",Bom Samaritano...,Ponte...,...,"Te-
jo...",Crispola...,,,,,,,,,,,,
210,haneo de pedra,"collete de seda p'
tou",Concilio de Toledo,banco de pedra,"banco de
pedra",,,,,,,,,,,,,,,,,,,,
211,Sé,sé,,,,,,,,,,,,,,,,,,,,,,,
212,"Elei-
cão",Eleiç,d'elle,clle,collegio de S. Fiel,Capellão,ria elle,Blle,Velleda,n'aguelle,"a
elle!",pelludo,bellez,Excellencias,pelluda,elle,Eleic,,,,,,,,
213,Alca-,Alcacova,Alcaide,Alcacer,Alcacer-Kebir,Alcace,Palacete inaccessivel,,,,,,,,,,,,,,,,,,
214,Alemquer,Querida,Quero,Moçambique,Explique,Ermigues,Henriques,Ourique,Queres,Quer,Dbanqueta,Porque,"Annica es
— Quer saber",— Quem,Marques,,,,,,,,,,
215,Pereira da Riosa,Pereira da Riosa...,d'Imperatriz da Russia,escadaria redonda,Ministerio da Fazenda,afan da Eleição,Figueira da Voz,Praça da Pra-,Iospedaria do Gago,poeira da lide,Ribeira sobre a rude,braza das lareiras,Pereira da Rios,pedregulhos d'oiro,Historia da Sé d'Oliveira,"Pereira
da Riosa",luda de rijas,,,,,,,,
216,Levita,Revista do,Sunt Lucryme Revistarum,Ouviste,Revista,Vistylo,,,,,,,,,,,,,,,,,,,
217,Sás,zás,,,,,,,,,,,,,,,,,,,,,,,
218,Livraria,Bardo,Ribas,Avê-Marias,Paris,Arribada,Bar-,Tabacaria,derriba,Riba-Cõa,Bari,,,,,,,,,,,,,,
219,gorda,Fidalgo da Torro,Fidalgo da Torre chegára,jardim da Torre,"Fidalgo
da Torre","Fidalgo da Torre es
trella","Fidalgo da Torre es
trella de repente",Poço da Esquecida,Olha o Fidalgo da Torre,Deão da Sé,Fidalgo da Torre,"Fidalgo da Tor-
re","Es

ção do Fidalgo da Torre","Fidalgo da
Torre",,,,,,,,,,,
220,peros,Mertola,petroleo,Perola,perola,,,,,,,,,,,,,,,,,,,,
221,Bona,Cêdo,Donas,Doa,Rica-Dona,Monarchia,Dona,Limonada,tanque redondo,,,,,,,,,,,,,,,,
222,Hespanhoes do Conde de Venavente,Convento de Santa-Brigida de Oliveira,convento de Santa Thereza,Santo Estevam de Gu-,Santo Deus,Villa Real de Santo Antonio,Convento de Santa Bri-,Tonra de Santa,Vontade,Convento de Santa,Convento de Franciscanos,"convento de Santa
Cha",,,,,,,,,,,,,
223,Post-Scriptum,Post- Seriptum,,,,,,,,,,,,,,,,,,,,,,,
224,Prompio,ão dos Proprios Nacionaes,Proprios Nacionaes,,,,,,,,,,,,,,,,,,,,,,
225,Gor,pecto,Sr. Doutor,Toros,Doutor,Rhetorica,Porto,torcido so-,Tor,Oratorio,Torto,Torn,Egypto,,,,,,,,,,,,
226,graca tatal,Tambem,Votam,Tam-,ratamtam,,,,,,,,,,,,,,,,,,,,
227,Uliveiras,Hospital d'Oliveira,Uliveira,vein,escarneos d'Oliveira,d'Olivei,Oliveira...,casas d'Oliveira,veira,"cidade d'Oli-
veira",Oliveir,d'Oliveira,Oliveira,Iv,"Bispo
de Oliveira","Oliveir

São",Clarim dºOliveira,,,,,,,,
228,Portugue-,Portugueza...,Meija-Edade Portugueza,Portugueza,Portuguezes,Meia-Idade Portugueza,,,,,,,,,,,,,,,,,,,
229,Pelestina,festi,Destino,Jesuina,"Pales-
tina",Palestina,,,,,,,,,,,,,,,,,,,
230,Templosinho do Amor,Templo,Turtesinho,Templosinho,Tempos,,,,,,,,,,,,,,,,,,,,
231,pagára,"Passára
ahi",Crassa,Jjára,Passos,Passára,,,,,,,,,,,,,,,,,,,
232,Douro,Rompe,Troia,"ro-

imo 5",Chro-,Fronteiro,Futuro,Froylas,hombiro,Roma,Ro,bezerro,Numerou,tiro,,,,,,,,,,,
233,Terras d'Além-Jordão,d'Adão,Jordão,Além-Jordão,d'Além-Jordão,,,,,,,,,,,,,,,,,,,,
234,Almoiovar,d'Alvaralhão,calçúra,Alva-do,Almodovar,Alvaralhão,,,,,,,,,,,,,,,,,,,
235,Lã,bengalinha,Dengalão,bengalão,,,,,,,,,,,,,,,,,,,,,
236,Justica,Bica,Academica,Annica,Tonifica,Fica-,Fica,,,,,,,,,,,,,,,,,,
237,hio-Manso,"Visconde de
Rio-Manso",Rio-Manso,"Rosinha
Rio-Manso",,,,,,,,,,,,,,,,,,,,,
238,creança,Franefort,Francezes,Casa de França,Bemaventurança,Franziu,fr,tança,França,perança,,,,,,,,,,,,,,,
239,Molle,Colera,collegio,collete,terra molle,Polyphemo,molle,,,,,,,,,,,,,,,,,,
240,Aquitania,Quan-,Manrique,Don Juan,quairo,Quaes,Quan,Emquanto,,,,,,,,,,,,,,,,,
241,"Notarios
da Curia",fído da Ariosa,Riosa,Arcos,Mariposa,Ariosa,,,,,,,,,,,,,,,,,,,
242,Chiche,caleche apparatosa,Chefe,Chega,Marche,Macheque,Chut,mecheu,chech,chã,Chel-,,,,,,,,,,,,,,
243,ci,Negocios,Roncio,Rocilho,Rocio,,,,,,,,,,,,,,,,,,,,
244,Jabutava,Bu,Libertava,labutava,,,,,,,,,,,,,,,,,,,,,
245,Jã,ee,Ileeti,Tiló,,,,,,,,,,,,,,,,,,,,,
246,punhaes,Cunhaese,cunhal rachado,"Cu-
nhaes",Cunhaes,,,,,,,,,,,,,,,,,,,,
247,Terras,perra,Terço,Derrava,Enterrei,desterra,Serras,d'hera,Terra,,,,,,,,,,,,,,,,
248,Instrueção,Instrueção Publica,Obras Publica,Republica,,,,,,,,,,,,,,,,,,,,,
249,familia Noronha,Ordonho,U Noronha,Noronhas,Borgonha,Noronha,,,,,,,,,,,,,,,,,,,
250,"Castello
serviçaes",Castello de Peronne,V'além castello Landim,Castella,Castelhano,bagatellas,Castellos,Custello,castellão,castello de prôa,"castello
formoso",Castello,Castela,,,,,,,,,,,,
251,Largo,lages,"lagar do
Snr","lages do
pateo",lagôa,"anci

ge do Largo","rapasola do
Gago",Largon,lages do Largo,,,,,,,,,,,,,,,,
252,casa da senhora sua mana...,Coninho da Moleira,Senhora da Boa Morte!,boa Mi,Senhor da Torre,Serra Morena,Sna Exe,Senhora da Boa Morte,Asia Menor,,,,,,,,,,,,,,,,
253,Daro,Caro,Parou,pars,Pará,Europa,paro,,,,,,,,,,,,,,,,,,
254,"Conselhos do
Banco Hypothecario",Honstruoso,Concelho,"joe-
lhos",Concelho da Villa,Conselheiro,Coronel Trancoso,Concelhos,,,,,,,,,,,,,,,,,
255,largueza dos campos,"Egreja dos Bra-
vaes",Casa dos Cunhnes,Jos,"José Casco
dos Bravaes!",José Casco dos Bravaes,,,,,,,,,,,,,,,,,,,
256,Portella,es della,Ha n'ella,Delas,Tordesillas,lapella,nella,Lamello,Capella,nellas,bella,Chellas,Della,chinella,,,,,,,,,,,
257,Largo El-Rei,Largo d'ElRei,"Largo
dEl-Rei","Largo d'El-
Rei",Largo d'El-Rei,"Largo de El-
Rei",,,,,,,,,,,,,,,,,,,
258,puz,Xo,pu,Puxou,,,,,,,,,,,,,,,,,,,,,
259,agoa limosa,bastos,d'Ulgoso,n'este Agosto,Gottoso,Agosto,boston,,,,,,,,,,,,,,,,,,
260,Manchester,Sanches Lucena,Sancharia,Arronches,Winchester,!,"Sanches
Lucena",Sanches,,,,,,,,,,,,,,,,,
261,Almas,"pa

 

Mas",Choupal,pasmava,«Cruz das Almas,Cruz das Almas,palmas,Palavras,,,,,,,,,,,,,,,,,
262,Depoi,"cam-
pos de lide",Debalde,"der-
radeiro anno de",Vêde,Dem,Deatitude,Coudel,Jide,ecdeu,Veêde,DE,,,,,,,,,,,,,
263,POA,Pogo,Goi,agoa do regato,Lamego,Go-,d'agoa,legoas,Pego,egoa,,,,,,,,,,,,,,,
264,atravez do casarão,pedra do jardim,atravez das sen,terraço do jardim,Atravez,atravez do jardim,,,,,,,,,,,,,,,,,,,
265,Sabes,Semsabor,Védor,Recebedoria,Sabe-,bebedo,Provedor,Saber,Sabedor,,,,,,,,,,,,,,,,
266,Leonez,Marquez do Roncão,Apezar,"Carnet-Mon-
dain",Veneza,Baroneza,,,,,,,,,,,,,,,,,,,
267,4 Pegureira,Pereira Brasileiro,"Pereira

va",Pegureira,Cerejeira,Amoreira,Therezas,Perei,Manoel Pereira,Pereira Brazileiro,Terceira,Pereira,,,,,,,,,,,,,
268,nôjo,Alem-,Alemtejana,Jerusalem,Vejo,Alemtejo,Tejo,,,,,,,,,,,,,,,,,,
269,Primo,Curia,Ri-,Brito,gria,Syria,d'Abril,briria,Sangria,,,,,,,,,,,,,,,,
270,saphira,ssa,Sar,Sacudia,Saceudiu,Safa,Sala,sensac,Sa-,sa d'essa,agonisava,sa,,,,,,,,,,,,,
271,rão das fogueiras,"Governador das Armas d'Entre-
Douro e Minho",rua das Vendas,"riacho das
Donas",veigas do Mondêgo,dynastia d'Aviz,riacho das Donas,,,,,,,,,,,,,,,,,,
272,Tenho,Senhores,"Anto-
ninho Moreno",Sua Senhoria,Horacios,Senhora das Candeias,Senhoras Infantas,minha senhora,"Nosso Se-
nhor",Senhora,"se-
nhora obesa",,,,,,,,,,,,,,
273,"Calçadinha
de Villa-Clara",Coneelho de Villa-Clara,"Villa Cla-
ra",aclarava,"estrada de Villa-
Clara",Deputado de Villa-Clara,"Villa-
Clara",la-Clara,Hospital de Villa Clara,Villa Cla-,Villa Clara,"Calçadinha de
Villa-Clara",Villa-Clara,,,,,,,,,,,,
274,Russo,Rua,Bruxas,rugio,Trucie-,Cruz,Drutos,Ru,,,,,,,,,,,,,,,,,
275,Camolino,Oli-,Oliv,magnolia,d'Olivi,d'Oli,Tripoli,solidão,collina,Golpho,melancholia,Olival,Oli,Mareolino,,,,,,,,,,,
276,Goncali-,Genealogica,Longe,Goncalo Rami-,El-Rei — Goncalo,Derrou Goncalo,Goncalinho,Gongalo,Thessalonica,Goncalo,,,,,,,,,,,,,,,
277,Vendinha,Venham,Venha,,,,,,,,,,,,,,,,,,,,,,
278,convento de S. Domingas,ladeira de S. Bento,S. Bento,"Egreja de S.
Bento","Invento-
Aventureiros","U Bento de
wazida",Vento,convento de S. Bento,,,,,,,,,,,,,,,,,
279,"loriga de ma-
lha","Santa
Maria de Craquéde",Santa Maria de Craquêde,"Santa Ma-
ria","cabo de
Santa Maria",Presidente da Camara,triampho dessa mi-,mareha de fol-,Santa Maria de Craquede,Santa Maria,Santa Clara,bozina de marfim,Santa Ma-,Santa Maria de Craquéde,Santa Maria de Cra-,,,,,,,,,,
