cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29
222,Accidenté,Cc,Occident,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,normandes,Charmante,"A1 armanDﬁt
le comte",Armand,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Villiersïyïdéposa,s’allier,Coulon de Villiers,"Villiers,- agissez",Cavaliers,Villiem,"Villiers,-",,,,,,,,,,,,,,,,,,,,,,,
225,d’l1 a1monie,Agonie,l‘agonie,agonie,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Risque—,Risque-Tout,Bisquetout,Risque,Là1squ,,,,,,,,,,,,,,,,,,,,,,,,,
227,p11se,s-,.1s-,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,iuillis,bouillonna,la feuillée,Bouillon,,,,,,,,,,,,,,,,,,,,,,,,,,
229,êt1è,di1e,vot1e,not1e,out1e,aut1es,"L

—R1en",t1,Eût,Vot1e,sinist1e,pè1e,T1e,olﬁc1e15,ÏÆÉä,ent1e,,,,,,,,,,,,,,
230,A,l‘on,dit‘ont,l‘ont,,,,,,,,,,,,,,,,,,,,,,,,,,
231,créances,"puis—
sance",Fran-,Francais,la France,roi de France,France,,,,,,,,,,,,,,,,,,,,,,,
232,Pittsbourg,bourrelé,deboul,bourra,,,,,,,,,,,,,,,,,,,,,,,,,,
233,"la.-orage

 

 AH",Ç’,parcourir,Encouragés,courti—,cOurage,,,,,,,,,,,,,,,,,,,,,,,,
234,Jean—,Sije,Je,Be1je1,JE,Gecije,,,,,,,,,,,,,,,,,,,,,,,,
235,L‘aventurier,l‘assassin,mvu‘au,l‘3,l‘ai,l‘a,l‘1,l‘arbre,,,,,,,,,,,,,,,,,,,,,,
236,Le Renard-,Renard-Bleu,Renard-Elle,Renard—,Renard— B,Le Renard-Bleu,Renard-,,,,,,,,,,,,,,,,,,,,,,,
237,Beviendrez,Pendre,appré—,-y—,Prends,Londres,Apprenez,Aprés,apprendrez,,,,,,,,,,,,,,,,,,,,,
238,Ga1infini,pa110,A1,a1dàt,ma1t1,wÿ,a1,ma1qu1se,cha11eela,,,,,,,,,,,,,,,,,,,,,
239,wvaxnpuns,"va_,ﬁt",wuvaÿ,Va,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Espace,Espagnol,Espagne,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,l\,A l\,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"‘

XX
L’",L’,L’ON,l’,,,,,,,,,,,,,,,,,,,,,,,,,,
243,fort Rupert,eﬁ”ort suprême,É confortable,4 N’,fort honnêtes,fort n’,,,,,,,,,,,,,,,,,,,,,,,,
244,Gontrecœur,Contre-,Cœur,Contrecœur,CONTRECŒUR,,,,,,,,,,,,,,,,,,,,,,,,,
245,le-\.,noble—,.Le—,nuhlecinc,inlerdile,m| LEGAI,Misérablel,Créole,ler,Jérusalem,etle,Le,silen—,Sicile,,,,,,,,,,,,,,,,
246,ﬂots,Aise—aux-Marigots,L:.se-,Marigots,Aise-aux-Marigots,Aise-aux-,,,,,,,,,,,,,,,,,,,,,,,,
247,mys—,gentils—,obéis—,impos—,pays—,.s—4,élas—,vous—,s—,,,,,,,,,,,,,,,,,,,,,
248,l. 23,v-,l.,Iv- ‘l.,,,,,,,,,,,,,,,,,,,,,,,,,,
249,J',J'ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,ﬂeuve Saint—Laurent,Saint- Laurent,afﬂuents du Saint-Laurent,Saint—Laurent,Saint-Laurent,,,,,,,,,,,,,,,,,,,,,,,,,
251,.:,.:.—wan,S:—,.:—,,,,,,,,,,,,,,,,,,,,,,,,,,
252,États-Unis,étaitﬁ,1établir,réta—,état,,,,,,,,,,,,,,,,,,,,,,,,,
253,"peaux—
Là",Peaux,Eau,"Peaux—

Ouest",Peau-,Peaux—,,,,,,,,,,,,,,,,,,,,,,,,
254,Luy,salu—,tue1,J,salue1,,,,,,,,,,,,,,,,,,,,,,,,,
255,south,M’appartîens,depart,partez,écart—,Toutàcoup,Apartle,Partons,Septou,Partout,,,,,,,,,,,,,,,,,,,,
256,ici?-,Me1ci,iCi'01ce,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Vois-tu,Sçavoir,Vois,Voilà,Sois,je1cevoir,VoIs,,,,,,,,,,,,,,,,,,,,,,,
